match_played,value,team_id,team_name,rank,points_per_match
16,13,1,Bengaluru Bulls,1,0.8125
14,12,3,Jaipur Pink Panthers,2,0.8571428571428571
16,12,8,Telugu Titans,3,0.75
16,11,5,U Mumba,4,0.6875
14,7,7,Puneri Paltan,5,0.5
14,6,4,Bengal Warriors,6,0.42857142857142855
16,5,6,Patna Pirates,7,0.3125
14,4,2,Dabang Delhi K.C.,8,0.2857142857142857
