,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,10,Simon Kibura,3,1,7,,PUN,121,8,Raider,Puneri Paltan,0.3333333333333333,3.0,1.0,7.0,,70.0,8.0,Raider,0.3333333333333333,3.0,1.0,7.0,,82.0,8.0,Raider,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,Jang Kun Lee,14,50,4,,KOL,22,8,Raider,Bengal Warriors,3.5714285714285716,14.0,36.0,4.0,,20.0,8.0,Raider,2.5714285714285716,14.0,48.0,4.0,,16.0,8.0,Raider,3.4285714285714284,14.0,2.0,4.0,,81.0,8.0,Raider,0.1428571428571428,14.0,2.0,4.0,,82.0,8.0,Raider,0.1428571428571428,14.0,0.14,4.0,,100.0,8.0,Raider,0.01,14.0,15.0,4.0,,11.0,8.0,Raider,1.0714285714285714,14.0,3.0,4.0,,7.0,8.0,Raider,0.2142857142857142,,,,,,,,,14.0,1.0,4.0,,16.0,8.0,Raider,0.0714285714285714,,,,,,,,
2,13,Seong Ryeol Kim,4,4,4,,KOL,103,9,Defender,Bengal Warriors,1.0,,,,,,,,,,,,,,,,,4.0,3.0,4.0,,67.0,9.0,Defender,0.75,4.0,4.0,4.0,,65.0,9.0,Defender,1.0,4.0,1.0,4.0,,52.0,9.0,Defender,0.25,,,,,,,,,,,,,,,,,4.0,1.0,4.0,,45.0,9.0,Defender,0.25,,,,,,,,,,,,,,,,
3,14,Tae Deok Eom,8,16,6,,PAT,56,9,Defender,Patna Pirates,2.0,8.0,8.0,6.0,,47.0,9.0,Defender,1.0,8.0,11.0,6.0,,47.0,9.0,Defender,1.375,8.0,5.0,6.0,,56.0,9.0,Defender,0.625,8.0,5.0,6.0,,57.0,9.0,Defender,0.625,8.0,0.63,6.0,,69.0,9.0,Defender,0.07875,8.0,4.0,6.0,,37.0,9.0,Defender,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21,Sinotharan Kanesharajah,2,1,1,,BLR,118,8,Raider,Bengaluru Bulls,0.5,,,,,,,,,2.0,1.0,1.0,,84.0,8.0,Raider,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,65.0,8.0,Raider,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,26,Ajay Thakur,13,80,1,,BLR,8,8,Raider,Bengaluru Bulls,6.153846153846154,13.0,56.0,1.0,,5.0,8.0,Raider,4.3076923076923075,13.0,79.0,1.0,,3.0,8.0,Raider,6.076923076923077,13.0,1.0,1.0,,94.0,8.0,Raider,0.0769230769230769,13.0,1.0,1.0,,95.0,8.0,Raider,0.0769230769230769,13.0,0.08,1.0,,106.0,8.0,Raider,0.0061538461538461,13.0,36.0,1.0,,1.0,8.0,Raider,2.769230769230769,13.0,6.0,1.0,,3.0,8.0,Raider,0.4615384615384615,,,,,,,,,13.0,2.0,1.0,,4.0,8.0,Raider,0.1538461538461538,,,,,,,,
6,28,Amit Singh Chhillar,6,12,2,,DEL,70,9,Defender,Dabang Delhi K.C.,2.0,,,,,,,,,,,,,,,,,6.0,11.0,2.0,,32.0,9.0,Defender,1.8333333333333333,6.0,12.0,2.0,,33.0,9.0,Defender,2.0,6.0,2.0,2.0,,20.0,9.0,Defender,0.3333333333333333,,,,,,,,,,,,,,,,,6.0,1.0,2.0,,46.0,9.0,Defender,0.1666666666666666,,,,,,,,,6.0,1.0,2.0,,26.0,9.0,Defender,0.1666666666666666
7,29,Anup Kumar,14,81,5,,MUM,7,8,Raider,U Mumba,5.785714285714286,14.0,61.0,5.0,,3.0,8.0,Raider,4.357142857142857,14.0,74.0,5.0,,4.0,8.0,Raider,5.285714285714286,14.0,6.0,5.0,,49.0,8.0,Raider,0.4285714285714285,14.0,7.0,5.0,,50.0,8.0,Raider,0.5,14.0,0.5,5.0,,80.0,8.0,Raider,0.0357142857142857,14.0,7.0,5.0,,23.0,8.0,Raider,0.5,14.0,1.0,5.0,,18.0,8.0,Raider,0.0714285714285714,14.0,1.0,5.0,,47.0,8.0,Raider,0.0714285714285714,14.0,1.0,5.0,,12.0,8.0,Raider,0.0714285714285714,,,,,,,,
8,32,Balbir Singh,2,1,3,,JAI,119,0,All Rounder,Jaipur Pink Panthers,0.5,,,,,,,,,2.0,1.0,3.0,,85.0,0.0,All Rounder,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34,Bhupender Singh,11,30,5,,MUM,37,0,All Rounder,U Mumba,2.727272727272727,11.0,18.0,5.0,,27.0,0.0,All Rounder,1.6363636363636365,11.0,22.0,5.0,,28.0,0.0,All Rounder,2.0,11.0,8.0,5.0,,46.0,0.0,All Rounder,0.7272727272727273,11.0,8.0,5.0,,49.0,0.0,All Rounder,0.7272727272727273,11.0,0.73,5.0,,62.0,0.0,All Rounder,0.0663636363636363,11.0,11.0,5.0,,16.0,0.0,All Rounder,1.0,11.0,1.0,5.0,,19.0,0.0,All Rounder,0.0909090909090909,,,,,,,,,,,,,,,,,11.0,1.0,5.0,,27.0,0.0,All Rounder,0.0909090909090909
