Unique_ID,season,team_id,Team,player_id_copy_backup,Defender Name,Total Tackles,Successful Tackles,Defender Success rate,,,,,,,,,
team_id_6|5|Monu Goyat,5,6,Patna Pirates,388,Monu Goyat,30,10,33%,,Pardeep Narwal,197,,,,,,
team_id_6|5|Satish,5,6,Patna Pirates,790,Satish ,20,3,15%,,Monu Goyat,388,,,,,,
team_id_6|5|Vinod Kumar,5,6,Patna Pirates,764,Vinod Kumar,19,9,47%,,Jaideep,579,,,,,,
team_id_6|5|Vikash Jaglan,5,6,Patna Pirates,121,Vikash Jaglan,8,3,38%,,Vijay Malik,3081,,,,,,
team_id_6|5|Pardeep Narwal,5,6,Patna Pirates,197,Pardeep Narwal,7,0,0%,,Vinod Kumar,764,s5_patna,,,,,
team_id_6|5|Virender Singh,5,6,Patna Pirates,#N/A,Virender Singh,4,0,0%,,Vishal Mane,123,,,,,,
team_id_6|5|Vishnu Uthaman,5,6,Patna Pirates,580,Vishnu Uthaman,1,1,100%,,Jawahar,390,,,,,,
team_id_6|5|Md. Zakir Hossain,5,6,Patna Pirates,#N/A,Md. Zakir Hossain,1,0,0%,,Sachin Shingade,165,,,,,,
team_id_6|5|Anup Kumar,5,6,Patna Pirates,#N/A,Anup Kumar,1,0,0%,,Manish,728,,,,,,
team_id_7|5|Girish Maruti Ernak,5,7,Puneri Paltan,161,Girish Maruti Ernak,105,60,57%,,Vikash Jaglan,121,,,,,,
team_id_7|5|Sandeep Narwal,5,7,Puneri Paltan,142,Sandeep Narwal,101,50,50%,,Satish ,790,,,,,,
team_id_7|5|Ravi Kumar,5,7,Puneri Paltan,240,Ravi Kumar,64,29,45%,,Vishnu Uthaman,580,,,,,,
team_id_7|5|Dharmaraj Cheralathan,5,7,Puneri Paltan,42,Dharmaraj Cheralathan,58,24,41%,,,,,,,,,
team_id_7|5|Monu,5,7,Puneri Paltan,3082,Monu,49,29,59%,,Deepak Hooda,41,,,,,,
team_id_7|5|Ziaur Rahman,5,7,Puneri Paltan,536,Ziaur Rahman,45,18,40%,,Rajesh Mondal,85,,,,,,
team_id_7|5|Deepak Hooda,5,7,Puneri Paltan,41,Deepak Hooda,33,13,39%,,Sandeep Narwal,142,,,,,,
team_id_7|5|Rinku Narwal,5,7,Puneri Paltan,3084,Rinku Narwal,32,18,56%,,Girish Maruti Ernak,161,,,,,,
team_id_7|5|Akshay Jadhav,5,7,Puneri Paltan,365,Akshay Jadhav,14,10,71%,,Monu,3082,,,,,,
team_id_7|5|Rajesh Mondal,5,7,Puneri Paltan,85,Rajesh Mondal,4,1,25%,,Ravi Kumar,240,s5_puneri,,,,,
team_id_7|5|Rohit Kumar Choudary,5,7,Puneri Paltan,217,Rohit Kumar Choudary,3,0,0%,,Dharmaraj Cheralathan,42,,,,,,
team_id_7|5|More G B,5,7,Puneri Paltan,772,More G B,3,2,67%,,Rinku Narwal,3084,,,,,,
team_id_29|5|Amit Hooda,5,29,Tamil Thalaivas,212,Amit Hooda,116,56,48%,,Suresh Kumar,771,,,,,,
team_id_29|5|Darshan J.,5,29,Tamil Thalaivas,724,Darshan J.,87,39,45%,,Akshay Jadhav,365,,,,,,
team_id_29|5|C. Arun,5,29,Tamil Thalaivas,191,C. Arun,68,31,46%,,Ziaur Rahman,536,,,,,,
team_id_29|5|D. Pradap,5,29,Tamil Thalaivas,3085,D. Pradap,43,20,47%,,More G B,772,,,,,,
team_id_29|5|Vineet Kumar,5,29,Tamil Thalaivas,#N/A,Vineet Kumar,39,14,36%,,Rohit Kumar Choudary,217,,,,,,
team_id_29|5|Ajay Thakur,5,29,Tamil Thalaivas,26,Ajay Thakur,23,9,39%,,Umesh Mhatre,272,,,,,,
team_id_29|5|Vijin Thangadurai,5,29,Tamil Thalaivas,185,Vijin Thangadurai,18,3,17%,,,,,,,,,
team_id_29|5|Anil Kumar,5,29,Tamil Thalaivas,386,Anil Kumar,14,3,21%,,Ajay Thakur,26,,,,,,
team_id_29|5|Vijay Kumar,5,29,Tamil Thalaivas,768,Vijay Kumar,12,3,25%,,K. Prapanjan,219,,,,,,
team_id_29|5|K. Prapanjan,5,29,Tamil Thalaivas,219,K. Prapanjan,12,1,8%,,Amit Hooda,212,,,,,,
team_id_29|5|Sanket Chavan,5,29,Tamil Thalaivas,360,Sanket Chavan,11,4,36%,,Darshan J.,724,,,,,,
team_id_29|5|Muruthu M,5,29,Tamil Thalaivas,776,Muruthu M,10,3,30%,,C. Arun,191,,,,,,
team_id_29|5|M. Thivakaran,5,29,Tamil Thalaivas,696,M. Thivakaran,5,2,40%,,Vineet Sharma,268,,,,,,
team_id_29|5|Dong Geon Lee,5,29,Tamil Thalaivas,522,Dong Geon Lee,3,0,0%,,D. Pradap,3085,s5_tamil,,,,,
team_id_29|5|Chan Sik Park,5,29,Tamil Thalaivas,#N/A,Chan Sik Park,3,0,0%,,Dong Geon Lee,522,,,,,,
team_id_29|5|Rajesh Manokaran,5,29,Tamil Thalaivas,#N/A,Rajesh Manokaran,2,0,0%,,M. Thivakaran,696,,,,,,
team_id_29|5|T. Prabhakaran,5,29,Tamil Thalaivas,#N/A,T. Prabhakaran,1,0,0%,,Vijay Kumar,768,,,,,,
team_id_29|5|Sujit Maharana,5,29,Tamil Thalaivas,#N/A,Sujit Maharana,1,0,0%,,Vijin Thangadurai,185,,,,,,
team_id_29|5|Bhavani Rajput,5,29,Tamil Thalaivas,660,Bhavani Rajput,1,0,0%,,Sanket Chavan,360,,,,,,
team_id_8|5|Vishal Bhardwaj,5,8,Telugu Titans,3083,Vishal Bhardwaj,133,69,52%,,Muruthu M,776,,,,,,
team_id_8|5|Rohit Rana,5,8,Telugu Titans,96,Rohit Rana,81,24,30%,,Bhavani Rajput,660,,,,,,
team_id_8|5|Sombir,5,8,Telugu Titans,3000,Sombir,80,33,41%,,Anil Kumar,386,,,,,,
team_id_8|5|Farhad Milaghardan,5,8,Telugu Titans,482,Farhad Milaghardan,50,22,44%,,Anil Kumar,311,,,,,,
team_id_8|5|Rakesh Kumar,5,8,Telugu Titans,88,Rakesh Kumar,29,15,52%,,,,,,,,,
team_id_8|5|Rahul Chaudhari,5,8,Telugu Titans,81,Rahul Chaudhari,29,10,34%,,Rahul Chaudhari,81,,,,,,
team_id_8|5|Nilesh Salunke,5,8,Telugu Titans,293,Nilesh Salunke,16,5,31%,,Nilesh Salunke,293,,,,,,
team_id_8|5|Vinod Kumar,5,8,Telugu Titans,215,Vinod Kumar,14,2,14%,,Vishal Bhardwaj,3083,,,,,,
team_id_8|5|Mohsen Maghsoudlou,5,8,Telugu Titans,567,Mohsen Maghsoudlou,14,5,36%,,Mohsen Maghsoudlou,567,,,,,,
team_id_8|5|Vikas,5,8,Telugu Titans,#N/A,Vikas,13,4,31%,,Sombir,3000,,,,,,
team_id_8|5|Elangeshwaran R,5,8,Telugu Titans,667,Elangeshwaran R,5,2,40%,,Vikas Kumar,762,,,,,,
team_id_8|5|Rakshith,5,8,Telugu Titans,3090,Rakshith,3,2,67%,,Farhad Milaghardan,482,s5_telugu,,,,,
team_id_8|5|Vinoth Kumar,5,8,Telugu Titans,172,Vinoth Kumar,1,0,0%,,Rohit Rana,96,,,,,,
team_id_8|5|Ankit Malik,5,8,Telugu Titans,#N/A,Ankit Malik,1,0,0%,,Rakesh Kumar,88,,,,,,
team_id_5|5|Surinder Singh,5,5,U Mumba,3086,Surinder Singh,148,60,41%,,Elangeshwaran R,667,,,,,,
team_id_5|5|Kuldeep Singh,5,5,U Mumba,252,Kuldeep Singh,73,25,34%,,Rakshith,3090,,,,,,
team_id_5|5|Anup Kumar,5,5,U Mumba,29,Anup Kumar,58,20,34%,,Vinoth Kumar,172,,,,,,
team_id_5|5|Hadi Oshtorak,5,5,U Mumba,249,Hadi Oshtorak,55,17,31%,,Vikrant ,746,,,,,,
team_id_5|5|Joginder Narwal,5,5,U Mumba,194,Joginder Narwal,26,9,35%,,Vinod Kumar,215,,,,,,
team_id_5|5|N. Renjith,5,5,U Mumba,710,N. Renjith,25,11,44%,,Munish ,774,,,,,,
team_id_5|5|Shrikant Jadhav,5,5,U Mumba,106,Shrikant Jadhav,21,10,48%,,,,,,,,,
team_id_5|5|Darshan Kadian,5,5,U Mumba,324,Darshan Kadian,19,4,21%,,Anup Kumar,29,,,,,,
team_id_5|5|Kashiling Adake,5,5,U Mumba,58,Kashiling Adake,15,7,47%,,Kashiling Adake,58,,,,,,
team_id_5|5|D. Suresh Kumar,5,5,U Mumba,162,D. Suresh Kumar,14,6,43%,,Shrikant Jadhav,106,,,,,,
team_id_5|5|Deepak Yadav,5,5,U Mumba,694,Deepak Yadav,12,7,58%,,Surinder Singh,3086,,,,,,
team_id_5|5|Shabeer Bappu,5,5,U Mumba,105,Shabeer Bappu,8,2,25%,,Kuldeep Singh,252,,,,,,
team_id_5|5|Subash E,5,5,U Mumba,3087,Subash E,6,2,33%,,Darshan Kadian,324,,,,,,
team_id_5|5|Nitin Madane,5,5,U Mumba,75,Nitin Madane,5,0,0%,,Shabeer Bappu,105,s5_mumba,,,,,
team_id_5|5|Shiv Om,5,5,U Mumba,#N/A,Shiv Om,3,0,0%,,Hadi Oshtorak,249,,,,,,
team_id_5|5|Dong Ju Hong,5,5,U Mumba,11,Dong Ju Hong,2,0,0%,,Nitin Madane,75,,,,,,
team_id_5|5|Yong Joo Ok,5,5,U Mumba,513,Yong Joo Ok,1,0,0%,,N. Renjith,710,,,,,,
team_id_30|5|Jeeva Kumar,5,30,U.P. Yoddha,54,Jeeva Kumar,99,38,38%,,Joginder Narwal,194,,,,,,
team_id_30|5|Nitesh Kumar,5,30,U.P. Yoddha,3088,Nitesh Kumar,83,47,57%,,D. SURESH KUMAR,162,,,,,,
team_id_30|5|Sagar Krishna,5,30,U.P. Yoddha,347,Sagar Krishna,63,29,46%,,Mohan Raman G,689,,,,,,
team_id_30|5|Rajesh Narwal,5,30,U.P. Yoddha,86,Rajesh Narwal,53,15,28%,,Deepak Yadav,694,,,,,,
team_id_30|5|Pankaj,5,30,U.P. Yoddha,3089,Pankaj,49,17,35%,,Subash E,3087,,,,,,
team_id_30|5|Nitin Tomar,5,30,U.P. Yoddha,320,Nitin Tomar,26,10,38%,,Dong Ju Hong,11,,,,,,
team_id_30|5|Mahesh Goud,5,30,U.P. Yoddha,66,Mahesh Goud,22,4,18%,,Yong Joo Ok,513,,,,,,
team_id_30|5|Santosh B.S.,5,30,U.P. Yoddha,101,Santosh B.S. ,21,8,38%,,,,,,,,,
team_id_30|5|Hadi Tajik,5,30,U.P. Yoddha,301,Hadi Tajik,21,6,29%,,Nitin Tomar,320,,,,,,
team_id_30|5|Surender Singh,5,30,U.P. Yoddha,234,Surender Singh,18,2,11%,,Rishank Devadiga,94,,,,,,
team_id_30|5|Rohit Kumar,5,30,U.P. Yoddha,712,Rohit Kumar,16,1,6%,,Surender Singh,234,,,,,,
team_id_30|5|Rishank Devadiga,5,30,U.P. Yoddha,94,Rishank Devadiga,15,3,20%,,Nitesh Kumar,3088,,,,,,
team_id_30|5|Gurvinder Singh,5,30,U.P. Yoddha,751,Gurvinder Singh,12,5,42%,,Jeeva Kumar,54,,,,,,
team_id_30|5|Sanoj Kumar,5,30,U.P. Yoddha,640,Sanoj Kumar,7,1,14%,,Mahesh Goud,66,,,,,,
team_id_30|5|Ajvender Singh,5,30,U.P. Yoddha,705,Ajvender Singh,2,1,50%,,Sagar Krishna,347,s5_up,,,,,
team_id_30|5|Sunil,5,30,U.P. Yoddha,#N/A,Sunil,1,0,0%,,Rajesh Narwal,86,,,,,,
team_id_4|6|Surjeet Singh,6,4,Bengal Warriors,322,Surjeet Singh,123,52,42%,,Pankaj,3089,,,,,,
team_id_4|6|Ran Singh,6,4,Bengal Warriors,160,Ran Singh,92,42,46%,,Santosh B.S. ,101,,,,,,
team_id_4|6|Baldev Singh,6,4,Bengal Warriors,621,Baldev Singh,63,24,38%,,Hadi Tajik,301,,,,,,
team_id_4|6|Ziaur Rahman,6,4,Bengal Warriors,536,Ziaur Rahman,42,12,29%,,Gurvinder Singh,751,,,,,,
team_id_4|6|Shrikant Tewthia,6,4,Bengal Warriors,107,Shrikant Tewthia,24,10,42%,,Gulveer Singh,647,,,,,,
team_id_4|6|Vijin Thangadurai,6,4,Bengal Warriors,185,Vijin Thangadurai,21,8,38%,,Rohit Kumar,712,,,,,,
team_id_4|6|Adarsh T,6,4,Bengal Warriors,3095,Adarsh T,21,9,43%,,Sanoj Kumar,640,,,,,,
team_id_4|6|Mahesh Goud,6,4,Bengal Warriors,66,Mahesh Goud,17,8,47%,,Ajvender Singh,705,,,,,,
team_id_4|6|Ravindra Kumavat,6,4,Bengal Warriors,3094,Ravindra Kumavat,16,6,38%,,,,,,,,,
team_id_4|6|Manoj Dhull,6,4,Bengal Warriors,233,Manoj Dhull,16,3,19%,,Maninder Singh,143,,,,,,
team_id_4|6|Amit Nagar,6,4,Bengal Warriors,371,Amit Nagar,15,6,40%,,Jang Lee,12,,,,,,
team_id_4|6|Jang Lee,6,4,Bengal Warriors,12,Jang Lee,11,2,18%,,Ran Singh,160,,,,,,
team_id_4|6|Amit Kumar,6,4,Bengal Warriors,267,Amit Kumar,8,3,38%,,Surjeet Singh,322,,,,,,
team_id_4|6|Maninder Singh,6,4,Bengal Warriors,143,Maninder Singh,6,0,0%,,Mahesh Goud,66,,,,,,
team_id_4|6|Bhupender Singh,6,4,Bengal Warriors,34,Bhupender Singh,4,2,50%,,Ravindra Kumavat,3094,s6_beng,,,,,
team_id_4|6|Rakesh Narwal,6,4,Bengal Warriors,204,Rakesh Narwal,2,1,50%,,Baldev Singh,621,,,,,,
team_id_4|6|Amaresh Mondal,6,4,Bengal Warriors,#N/A,Amaresh Mondal,2,0,0%,,Amit Nagar,371,,,,,,
team_id_1|6|Mahender Singh,6,1,Bengaluru Bulls,769,Mahender Singh,118,63,53%,,Adarsh T,3095,,,,,,
team_id_1|6|Ashish Kumar,6,1,Bengaluru Bulls,202,Ashish Kumar,82,37,45%,,Shrikant Tewthia,107,,,,,,
team_id_1|6|Amit Sheoran,6,1,Bengaluru Bulls,3115,Amit Sheoran,69,36,52%,,Bhupender Singh,34,,,,,,
team_id_1|6|Raju Choudhary,6,1,Bengaluru Bulls,87,Raju Choudhary,49,19,39%,,Ziaur Rahman,536,,,,,,
team_id_1|6|Kashiling Adake,6,1,Bengaluru Bulls,58,Kashiling Adake,45,15,33%,,Rakesh Narwal,204,,,,,,
