Unique_ID,Season_Lookup,Season,season_num,team_id,Team Name,player_id_notclean,player_id_clean,Player Name,Position,Total Played,Total Starts
team_id_29|Season5|D. Pradap,Season5,PKL_S5,5,29,Tamil Thalaivas,3085,3085,D. Pradap,All Rounder,16,8
team_id_29|Season5|Vijin Thangadurai,Season5,PKL_S5,5,29,Tamil Thalaivas,185,185,Vijin Thangadurai,Right Cover,12,8
team_id_29|Season5|Anil Kumar,Season5,PKL_S5,5,29,Tamil Thalaivas,386,386,Anil Kumar,Left Cover,5,5
team_id_29|Season5|Anil Kumar,Season5,PKL_S5,5,29,Tamil Thalaivas,386,386,Anil Kumar,Left Corner,5,1
team_id_29|Season5|M. Thivakaran,Season5,PKL_S5,5,29,Tamil Thalaivas,696,696,M. Thivakaran,Raider,9,2
team_id_29|Season5|Vijay Kumar,Season5,PKL_S5,5,29,Tamil Thalaivas,768,768,Vijay Kumar,Left Corner,8,0
team_id_29|Season5|Sanket Chavan,Season5,PKL_S5,5,29,Tamil Thalaivas,360,360,Sanket Chavan,Defender,7,6
team_id_29|Season5|Bhavani Rajput,Season5,PKL_S5,5,29,Tamil Thalaivas,660,660,Bhavani Rajput,Raider,4,1
team_id_29|Season5|Muruthu M,Season5,PKL_S5,5,29,Tamil Thalaivas,776,776,Muruthu M,Right Cover,3,2
team_id_29|Season5|T. Prabhakaran,Season5,PKL_S5,5,29,Tamil Thalaivas,#N/A,-1,T. Prabhakaran,Right Cover,2,0
team_id_29|Season5|Sujit Maharana,Season5,PKL_S5,5,29,Tamil Thalaivas,#N/A,-1,Sujit Maharana,All Rounder,2,0
team_id_29|Season5|Rajesh Manokaran,Season5,PKL_S5,5,29,Tamil Thalaivas,#N/A,-1,Rajesh Manokaran,Left Cover,2,0
team_id_29|Season5|Chan Sik Park,Season5,PKL_S5,5,29,Tamil Thalaivas,#N/A,-1,Chan Sik Park,All Rounder,1,0
team_id_29|Season5|Mugilan,Season5,PKL_S5,5,29,Tamil Thalaivas,#N/A,-1,Mugilan,Right Corner,0,0
team_id_8|Season5|Vishal Bhardwaj,Season5,PKL_S5,5,8,Telugu Titans,3083,3083,Vishal Bhardwaj,All Rounder,22,22
team_id_8|Season5|Rahul Chaudhari,Season5,PKL_S5,5,8,Telugu Titans,81,81,Rahul Chaudhari,Raider,22,22
team_id_8|Season5|Rohit Rana,Season5,PKL_S5,5,8,Telugu Titans,96,96,Rohit Rana,Left Cover,21,19
team_id_8|Season5|Nilesh Salunke,Season5,PKL_S5,5,8,Telugu Titans,293,293,Nilesh Salunke,Raider,21,20
team_id_8|Season5|Farhad Milaghardan,Season5,PKL_S5,5,8,Telugu Titans,482,482,Farhad Milaghardan,Right Cover,18,17
team_id_8|Season5|Sombir,Season5,PKL_S5,5,8,Telugu Titans,3000,3000,Sombir,Right Corner,17,16
team_id_8|Season5|Mohsen Maghsoudlou,Season5,PKL_S5,5,8,Telugu Titans,567,567,Mohsen Maghsoudlou,Raider,16,11
team_id_8|Season5|Vikas,Season5,PKL_S5,5,8,Telugu Titans,#N/A,-1,Vikas,Raider,14,9
team_id_8|Season5|Rakesh Kumar,Season5,PKL_S5,5,8,Telugu Titans,88,88,Rakesh Kumar,Allrounder,10,10
team_id_8|Season5|Rakshith,Season5,PKL_S5,5,8,Telugu Titans,3090,3090,Rakshith,Raider,6,0
team_id_8|Season5|Elangeshwaran R,Season5,PKL_S5,5,8,Telugu Titans,667,667,Elangeshwaran R,All Rounder,5,2
team_id_8|Season5|Vinoth Kumar,Season5,PKL_S5,5,8,Telugu Titans,172,172,Vinoth Kumar,Raider,4,2
team_id_8|Season5|Vinod Kumar,Season5,PKL_S5,5,8,Telugu Titans,215,215,Vinod Kumar,Left Cover,4,4
team_id_8|Season5|Vikrant,Season5,PKL_S5,5,8,Telugu Titans,746,746,Vikrant,Raider,3,0
team_id_8|Season5|Munish,Season5,PKL_S5,5,8,Telugu Titans,774,774,Munish,Raider,3,0
team_id_8|Season5|Ankit Malik,Season5,PKL_S5,5,8,Telugu Titans,#N/A,-1,Ankit Malik,Raider,1,0
team_id_8|Season5|Amit Chhillar,Season5,PKL_S5,5,8,Telugu Titans,#N/A,-1,Amit Chhillar,Left Corner,1,0
team_id_8|Season5|Pandranki Prasad,Season5,PKL_S5,5,8,Telugu Titans,#N/A,-1,Pandranki Prasad,Raider,0,0
team_id_5|Season5|Surinder Singh,Season5,PKL_S5,5,5,U Mumba,3086,3086,Surinder Singh,Right Cover,22,19
team_id_5|Season5|Anup Kumar,Season5,PKL_S5,5,5,U Mumba,29,29,Anup Kumar,Raider,21,21
team_id_5|Season5|Kuldeep Singh,Season5,PKL_S5,5,5,U Mumba,252,252,Kuldeep Singh,Defender,20,20
team_id_5|Season5|Kashiling Adake,Season5,PKL_S5,5,5,U Mumba,58,58,Kashiling Adake,Raider,20,19
team_id_5|Season5|Shrikant Jadhav,Season5,PKL_S5,5,5,U Mumba,106,106,Shrikant Jadhav,Raider,19,14
team_id_5|Season5|Hadi Oshtorak,Season5,PKL_S5,5,5,U Mumba,249,249,Hadi Oshtorak,All Rounder,16,15
team_id_5|Season5|Darshan Kadian,Season5,PKL_S5,5,5,U Mumba,324,324,Darshan Kadian,Raider,16,9
team_id_5|Season5|Shabeer Bappu,Season5,PKL_S5,5,5,U Mumba,105,105,Shabeer Bappu,Raider,12,10
team_id_5|Season5|Nitin Madane,Season5,PKL_S5,5,5,U Mumba,75,75,Nitin Madane,Raider,12,2
team_id_5|Season5|N. Renjith,Season5,PKL_S5,5,5,U Mumba,710,710,N. Renjith,Left Corner,11,6
team_id_5|Season5|Joginder Narwal,Season5,PKL_S5,5,5,U Mumba,194,194,Joginder Narwal,Left Corner,8,7
team_id_5|Season5|D. Suresh Kumar,Season5,PKL_S5,5,5,U Mumba,162,162,D. Suresh Kumar,Defender,5,4
team_id_5|Season5|Mohan Raman G,Season5,PKL_S5,5,5,U Mumba,689,689,Mohan Raman G,Raider,4,0
