match_played,value,team_id,team_name,rank,points_per_match
24,533,1,Bengaluru Bulls,1,22.208333333333332
24,532,2,Dabang Delhi K.C.,2,22.166666666666668
24,513,4,Bengal Warriors,3,21.375
23,490,28,Haryana Steelers,4,21.304347826086957
22,447,6,Patna Pirates,5,20.318181818181817
24,438,5,U Mumba,6,18.25
22,436,8,Telugu Titans,7,19.818181818181817
22,409,7,Puneri Paltan,8,18.59090909090909
23,408,30,U.P. Yoddha,9,17.73913043478261
22,385,3,Jaipur Pink Panthers,10,17.5
22,378,29,Tamil Thalaivas,11,17.181818181818183
22,372,31,Gujarat Giants,12,16.90909090909091
