match_played,value,team_id,team_name,rank,points_per_match
24,890,2,Dabang Delhi K.C.,1,37.083333333333336
24,868,4,Bengal Warriors,2,36.166666666666664
24,868,1,Bengaluru Bulls,3,36.166666666666664
23,809,28,Haryana Steelers,4,35.17391304347826
24,785,5,U Mumba,5,32.708333333333336
22,774,6,Patna Pirates,6,35.18181818181818
23,770,30,U.P. Yoddha,7,33.47826086956522
22,744,7,Puneri Paltan,8,33.81818181818182
22,725,8,Telugu Titans,9,32.95454545454545
22,700,3,Jaipur Pink Panthers,10,31.818181818181817
22,686,31,Gujarat Giants,11,31.181818181818183
22,642,29,Tamil Thalaivas,12,29.181818181818183
