match_played,value,team_id,team_name,rank,points_per_match
24,37.08,2,Dabang Delhi K.C.,1,1.545
24,36.17,4,Bengal Warriors,2,1.5070833333333333
24,36.17,1,Bengaluru Bulls,3,1.5070833333333333
22,35.18,6,Patna Pirates,4,1.5990909090909091
23,35.17,28,Haryana Steelers,5,1.5291304347826087
22,33.82,7,Puneri Paltan,6,1.5372727272727273
23,33.48,30,U.P. Yoddha,7,1.4556521739130432
22,32.95,8,Telugu Titans,8,1.4977272727272728
24,32.71,5,U Mumba,9,1.3629166666666668
22,31.82,3,Jaipur Pink Panthers,10,1.4463636363636363
22,31.18,31,Gujarat Giants,11,1.4172727272727272
22,29.18,29,Tamil Thalaivas,12,1.3263636363636364
