high-5s_player_name,player-tackle-points_player_name,super-10s_player_name,player-avg-tackle-points_player_name,player-successful-tackles_player_name,player-total-points_player_name,player-super-raids_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-raids_player_name,high-5s_match_played,player-tackle-points_match_played,super-10s_match_played,player-avg-tackle-points_match_played,player-successful-tackles_match_played,player-total-points_match_played,player-super-raids_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-raids_match_played,high-5s_position_name,player-tackle-points_position_name,super-10s_position_name,player-avg-tackle-points_position_name,player-successful-tackles_position_name,player-total-points_position_name,player-super-raids_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-raids_position_name,high-5s_team,player-tackle-points_team,super-10s_team,player-avg-tackle-points_team,player-successful-tackles_team,player-total-points_team,player-super-raids_team,player-super-tackles_team,player-dod-raid-points_team,player-raid-points_team,player-successful-raids_team,high-5s_team_name,player-tackle-points_team_name,super-10s_team_name,player-avg-tackle-points_team_name,player-successful-tackles_team_name,player-total-points_team_name,player-super-raids_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-raids_team_name,high-5s_team_full_name,player-tackle-points_team_full_name,super-10s_team_full_name,player-avg-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-total-points_team_full_name,player-super-raids_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-raids_team_full_name,high-5s_rank,player-tackle-points_rank,super-10s_rank,player-avg-tackle-points_rank,player-successful-tackles_rank,player-total-points_rank,player-super-raids_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-raids_rank,high-5s_value,player-tackle-points_value,super-10s_value,player-avg-tackle-points_value,player-successful-tackles_value,player-total-points_value,player-super-raids_value,player-super-tackles_value,player-dod-raid-points_value,player-raid-points_value,player-successful-raids_value,high-5s_points_per_match,player-tackle-points_points_per_match,super-10s_points_per_match,player-avg-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-total-points_points_per_match,player-super-raids_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-raids_points_per_match,high-5s_team_id,player-tackle-points_team_id,super-10s_team_id,player-avg-tackle-points_team_id,player-successful-tackles_team_id,player-total-points_team_id,player-super-raids_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-raids_team_id,high-5s_position_id,player-tackle-points_position_id,super-10s_position_id,player-avg-tackle-points_position_id,player-successful-tackles_position_id,player-total-points_position_id,player-super-raids_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-raids_position_id
,Rajesh Narwal,,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,,,,Rajesh Narwal,Rajesh Narwal,,16.0,,16.0,16.0,16,,,,16.0,16.0,,All Rounder,,All Rounder,All Rounder,All Rounder,,,,All Rounder,All Rounder,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,,DEL,DEL,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,61.0,,81.0,53.0,100,,,,79.0,77.0,,13.0,,0.81,13.0,20,,,,7.0,5.0,,0.8125,,0.050625,0.8125,1.25,,,,0.4375,0.3125,,2.0,,2.0,2.0,2,,,,2.0,2.0,,0.0,,0.0,0.0,0,,,,0.0,0.0
,Raju Choudhary,,Raju Choudhary,Raju Choudhary,Raju Choudhary,,,,,,,16.0,,16.0,16.0,16,,,,,,,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,,,,,BLR,,BLR,BLR,BLR,,,,,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,,,,43.0,,53.0,42.0,101,,,,,,,20.0,,1.25,20.0,20,,,,,,,1.25,,0.078125,1.25,1.25,,,,,,,1.0,,1.0,1.0,1,,,,,,,0.0,,0.0,0.0,0,,,,,
,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,,23.0,23.0,23.0,23.0,23,23.0,,23.0,23.0,23.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,107.0,27.0,141.0,108.0,18,14.0,,33.0,18.0,19.0,,4.0,1.0,0.17,4.0,104,3.0,,8.0,100.0,82.0,,0.1739130434782608,0.0434782608695652,0.007391304347826,0.1739130434782608,4.521739130434782,0.1304347826086956,,0.3478260869565217,4.3478260869565215,3.5652173913043477,,30.0,30.0,30.0,30.0,30,30.0,,30.0,30.0,30.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Rohit Rana,Rohit Rana,,Rohit Rana,Rohit Rana,Rohit Rana,,Rohit Rana,,,,19.0,19.0,,19.0,19.0,19,,19.0,,,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,,MUM,,,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,,,,24.0,30.0,,27.0,23.0,75,,68.0,,,,2.0,38.0,,2.0,37.0,38,,1.0,,,,0.1052631578947368,2.0,,0.1052631578947368,1.9473684210526316,2.0,,0.0526315789473684,,,,5.0,5.0,,5.0,5.0,5,,5.0,,,,0.0,0.0,,0.0,0.0,0,,0.0,,,
,,,,,Shabeer Bappu,,,,Shabeer Bappu,Shabeer Bappu,,,,,,6,,,,6.0,6.0,,,,,,Defender,,,,Defender,Defender,,,,,,,,,,,,,,,,,DEL,,,,DEL,DEL,,,,,,Dabang Delhi K.C.,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,,143,,,,80.0,74.0,,,,,,7,,,,7.0,6.0,,,,,,1.1666666666666667,,,,1.1666666666666667,1.0,,,,,,2,,,,2.0,2.0,,,,,,9,,,,9.0,9.0
,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,,25.0,25.0,25.0,25.0,25,25.0,25.0,25.0,25.0,25.0,,raider,raider,raider,raider,raider,raider,raider,raider,raider,raider,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,98.0,12.0,135.0,109.0,15,9.0,69.0,2.0,15.0,15.0,,5.0,5.0,0.2,4.0,146,4.0,1.0,43.0,141.0,108.0,,0.2,0.2,0.008,0.16,5.84,0.16,0.04,1.72,5.64,4.32,,30.0,30.0,30.0,30.0,30,30.0,30.0,30.0,30.0,30.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,Shrikant Tewthia,,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,,,,Shrikant Tewthia,Shrikant Tewthia,,8.0,,8.0,8.0,8,,,,8.0,8.0,,All Rounder,,All Rounder,All Rounder,All Rounder,,,,All Rounder,All Rounder,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,,Bengal Warriors,Bengal Warriors,,78.0,,54.0,71.0,118,,,,99.0,99.0,,10.0,,1.25,10.0,13,,,,3.0,2.0,,1.25,,0.15625,1.25,1.625,,,,0.375,0.25,,4.0,,4.0,4.0,4,,,,4.0,4.0,,0.0,,0.0,0.0,0,,,,0.0,0.0
,Sukesh Hegde,,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,,17.0,,17.0,17.0,17,17.0,17.0,17.0,17.0,17.0,,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,121.0,,140.0,131.0,35,18.0,70.0,24.0,28.0,29.0,,3.0,,0.18,2.0,71,3.0,1.0,14.0,68.0,51.0,,0.1764705882352941,,0.0105882352941176,0.1176470588235294,4.176470588235294,0.1764705882352941,0.0588235294117647,0.8235294117647058,4.0,3.0,,29.0,,29.0,29.0,29,29.0,29.0,29.0,29.0,29.0,,8.0,,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,,,,,Surjeet Singh,Surjeet Singh,,Surjeet Singh,Surjeet Singh,Surjeet Singh,,,,,,9,9.0,,9.0,9.0,9.0,,,,,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,CHE,CHE,,CHE,CHE,CHE,,,,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,,,,106,41.0,,54.0,59.0,63.0,,,,,,16,1.0,,4.0,16.0,10.0,,,,,,1.7777777777777777,0.1111111111111111,,0.4444444444444444,1.7777777777777777,1.1111111111111112,,,,,,29,29.0,,29.0,29.0,29.0,,,,,,8,8.0,,8.0,8.0,8.0
,Vikash Jaglan,,Vikash Jaglan,Vikash Jaglan,Vikash Jaglan,Vikash Jaglan,,Vikash Jaglan,Vikash Jaglan,Vikash Jaglan,,14.0,,14.0,14.0,14,14.0,,14.0,14.0,14.0,,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,PAT,,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,50.0,,64.0,48.0,78,42.0,,74.0,57.0,59.0,,16.0,,1.14,16.0,37,1.0,,2.0,21.0,13.0,,1.1428571428571428,,0.0814285714285714,1.1428571428571428,2.642857142857143,0.0714285714285714,,0.1428571428571428,1.5,0.9285714285714286,,6.0,,6.0,6.0,6,6.0,,6.0,6.0,6.0,,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0
Vishal Mane,Vishal Mane,,Vishal Mane,Vishal Mane,Vishal Mane,,Vishal Mane,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,,DEL,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,14.0,29.0,,34.0,28.0,74,,47.0,,,,3.0,38.0,,1.73,36.0,38,,2.0,,,,0.1363636363636363,1.7272727272727273,,0.0786363636363636,1.6363636363636365,1.7272727272727273,,0.0909090909090909,,,,2.0,2.0,,2.0,2.0,2,,2.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,,,,,Wazir Singh,,,,Wazir Singh,Wazir Singh,,,,,,2,,,,2.0,2.0,,,,,,All Rounder,,,,All Rounder,All Rounder,,,,,,,,,,,,,,,,,HAR,,,,HAR,HAR,,,,,,Haryana Steelers,,,,Haryana Steelers,Haryana Steelers,,,,,,175,,,,111.0,98.0,,,,,,2,,,,2.0,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,28,,,,28.0,28.0,,,,,,0,,,,0.0,0.0
Sandeep Narwal,Sandeep Narwal,,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,18.0,18.0,,18.0,18.0,18,18.0,18.0,18.0,18.0,18.0,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,34.0,23.0,,19.0,30.0,39,43.0,4.0,52.0,49.0,53.0,1.0,41.0,,2.28,34.0,66,1.0,7.0,4.0,25.0,16.0,0.0555555555555555,2.2777777777777777,,0.1266666666666666,1.8888888888888888,3.6666666666666665,0.0555555555555555,0.3888888888888889,0.2222222222222222,1.3888888888888888,0.8888888888888888,7.0,7.0,,7.0,7.0,7,7.0,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
,,Maninder Singh,,,Maninder Singh,Maninder Singh,,Maninder Singh,Maninder Singh,Maninder Singh,,,22.0,,,22,22.0,,22.0,22.0,22.0,,,raider,,,raider,raider,,raider,raider,raider,,,,,,,,,,,,,,KOL,,,KOL,KOL,,KOL,KOL,KOL,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,6.0,,,5,4.0,,4.0,4.0,7.0,,,9.0,,,206,6.0,,34.0,206.0,158.0,,,0.4090909090909091,,,9.363636363636363,0.2727272727272727,,1.5454545454545454,9.363636363636363,7.181818181818182,,,4.0,,,4,4.0,,4.0,4.0,4.0,,,8.0,,,8,8.0,,8.0,8.0,8.0
,Surender Nada,,Surender Nada,Surender Nada,Surender Nada,,,,,,,1.0,,1.0,1.0,1,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,,,,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,,,,,108.0,,1.0,107.0,157,,,,,,,4.0,,4.0,4.0,4,,,,,,,4.0,,4.0,4.0,4.0,,,,,,,28.0,,28.0,28.0,28,,,,,,,9.0,,9.0,9.0,9,,,,,
,Gopu D,,Gopu D,Gopu D,Gopu D,,Gopu D,,,,,5.0,,5.0,5.0,5,,5.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,CHE,,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,,,87.0,,48.0,91.0,142,,49.0,,,,,7.0,,1.4,5.0,7,,2.0,,,,,1.4,,0.2799999999999999,1.0,1.4,,0.4,,,,,29.0,,29.0,29.0,29,,29.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,Prashanth Rai,,21.0,21.0,21.0,21.0,21,21.0,21.0,21.0,21.0,21.0,,raider,raider,raider,raider,raider,raider,raider,raider,raider,raider,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,120.0,13.0,148.0,132.0,14,22.0,65.0,13.0,14.0,14.0,,3.0,5.0,0.14,2.0,147,2.0,1.0,23.0,144.0,112.0,,0.1428571428571428,0.238095238095238,0.0066666666666666,0.0952380952380952,7.0,0.0952380952380952,0.0476190476190476,1.0952380952380951,6.857142857142857,5.333333333333333,,30.0,30.0,30.0,30.0,30,30.0,30.0,30.0,30.0,30.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,,,,,Pawan Kumar,Pawan Kumar,,Pawan Kumar,Pawan Kumar,Pawan Kumar,,,,,,13,13.0,,13.0,13.0,13.0,,,,,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,,64,39.0,,53.0,36.0,36.0,,,,,,45,1.0,,4.0,45.0,32.0,,,,,,3.4615384615384617,0.0769230769230769,,0.3076923076923077,3.4615384615384617,2.4615384615384617,,,,,,2,2.0,,2.0,2.0,2.0,,,,,,8,8.0,,8.0,8.0,8.0
Ravinder Pahal,Ravinder Pahal,,Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,,Ravinder Pahal,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,,DEL,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,12.0,10.0,,12.0,9.0,44,,28.0,,,,4.0,59.0,,2.68,56.0,59,,3.0,,,,0.1818181818181818,2.6818181818181817,,0.1218181818181818,2.5454545454545454,2.6818181818181817,,0.1363636363636363,,,,2.0,2.0,,2.0,2.0,2,,2.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Ran Singh,,Ran Singh,Ran Singh,Ran Singh,,Ran Singh,Ran Singh,Ran Singh,Ran Singh,,22.0,,22.0,22.0,22,,22.0,22.0,22.0,22.0,,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,KOL,KOL,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,20.0,,28.0,20.0,34,,66.0,37.0,45.0,46.0,,42.0,,1.91,41.0,71,,1.0,6.0,29.0,23.0,,1.9090909090909092,,0.0868181818181818,1.8636363636363635,3.227272727272727,,0.0454545454545454,0.2727272727272727,1.318181818181818,1.0454545454545454,,4.0,,4.0,4.0,4,,4.0,4.0,4.0,4.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0
Girish Maruti Ernak,Girish Maruti Ernak,,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,,Girish Maruti Ernak,,Girish Maruti Ernak,,20.0,20.0,,20.0,20.0,20,,20.0,,20.0,,Defender,Defender,,Defender,Defender,Defender,,Defender,,Defender,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,,PUN,,PUN,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,,13.0,13.0,,10.0,11.0,47,,20.0,,119.0,,4.0,56.0,,2.8,52.0,57,,4.0,,1.0,,0.2,2.8,,0.1399999999999999,2.6,2.85,,0.2,,0.05,,7.0,7.0,,7.0,7.0,7,,7.0,,7.0,,9.0,9.0,,9.0,9.0,9,,9.0,,9.0,
,Mahendra Rajput,,Mahendra Rajput,Mahendra Rajput,Mahendra Rajput,Mahendra Rajput,,,Mahendra Rajput,Mahendra Rajput,,13.0,,13.0,13.0,13,13.0,,,13.0,13.0,,raider,,raider,raider,raider,raider,,,raider,raider,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,GUJ,,,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,131.0,,147.0,133.0,85,19.0,,,48.0,51.0,,2.0,,0.15,2.0,30,3.0,,,28.0,18.0,,0.1538461538461538,,0.0115384615384615,0.1538461538461538,2.3076923076923075,0.2307692307692307,,,2.1538461538461537,1.3846153846153846,,31.0,,31.0,31.0,31,31.0,,,31.0,31.0,,8.0,,8.0,8.0,8,8.0,,,8.0,8.0
,Bajirao Hodage,,Bajirao Hodage,Bajirao Hodage,Bajirao Hodage,,,,,,,6.0,,6.0,6.0,6,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,148.0,,143.0,134.0,187,,,,,,,1.0,,0.17,1.0,1,,,,,,,0.1666666666666666,,0.0283333333333333,0.1666666666666666,0.1666666666666666,,,,,,,3.0,,3.0,3.0,3,,,,,,,9.0,,9.0,9.0,9,,,,,
,Sachin Shingade,,Sachin Shingade,Sachin Shingade,Sachin Shingade,,Sachin Shingade,,,,,19.0,,19.0,19.0,19,,19.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,HAR,,,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,,,,40.0,,52.0,39.0,90,,53.0,,,,,25.0,,1.32,23.0,25,,2.0,,,,,1.3157894736842106,,0.0694736842105263,1.2105263157894737,1.3157894736842106,,0.1052631578947368,,,,,28.0,,28.0,28.0,28,,28.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,Deepak Dahiya,,11.0,11.0,11.0,11.0,11,11.0,11.0,11.0,11.0,11.0,,Defender,Defender,Defender,Defender,Defender,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,126.0,31.0,122.0,126.0,79,40.0,54.0,50.0,44.0,42.0,,3.0,1.0,0.27,2.0,34,1.0,1.0,4.0,31.0,26.0,,0.2727272727272727,0.0909090909090909,0.0245454545454545,0.1818181818181818,3.090909090909091,0.0909090909090909,0.0909090909090909,0.3636363636363636,2.8181818181818183,2.363636363636364,,7.0,7.0,7.0,7.0,7,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0
Vikas kale,Vikas kale,,Vikas kale,Vikas kale,Vikas kale,,Vikas kale,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,,PAT,,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,31.0,28.0,,33.0,29.0,73,,23.0,,,,1.0,39.0,,1.77,36.0,39,,3.0,,,,0.0454545454545454,1.7727272727272727,,0.0804545454545454,1.6363636363636365,1.7727272727272727,,0.1363636363636363,,,,6.0,6.0,,6.0,6.0,6,,6.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Vijin Thangadurai,,Vijin Thangadurai,Vijin Thangadurai,Vijin Thangadurai,,Vijin Thangadurai,,,,,16.0,,16.0,16.0,16,,16.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,KOL,,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,,,76.0,,94.0,80.0,130,,52.0,,,,,10.0,,0.63,8.0,10,,2.0,,,,,0.625,,0.039375,0.5,0.625,,0.125,,,,,4.0,,4.0,4.0,4,,4.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
,C.Arun ,,C.Arun ,C.Arun ,C.Arun ,,,,,,,16.0,,16.0,16.0,16,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,,,,,82.0,,102.0,81.0,140,,,,,,,8.0,,0.5,8.0,8,,,,,,,0.5,,0.03125,0.5,0.5,,,,,,,29.0,,29.0,29.0,29,,,,,,,9.0,,9.0,9.0,9,,,,,
Joginder Narwal,Joginder Narwal,,Joginder Narwal,Joginder Narwal,Joginder Narwal,,Joginder Narwal,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,,DEL,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,32.0,15.0,,18.0,15.0,54,,19.0,,,,1.0,51.0,,2.32,47.0,51,,4.0,,,,0.0454545454545454,2.3181818181818183,,0.1054545454545454,2.136363636363636,2.3181818181818183,,0.1818181818181818,,,,2.0,2.0,,2.0,2.0,2,,2.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,,Pardeep Narwal,,,Pardeep Narwal,Pardeep Narwal,,Pardeep Narwal,Pardeep Narwal,Pardeep Narwal,,,21.0,,,21,21.0,,21.0,21.0,21.0,,,Raider,,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,,PAT,,,PAT,PAT,,PAT,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,1.0,,,2,3.0,,19.0,2.0,2.0,,,15.0,,,233,6.0,,17.0,233.0,185.0,,,0.7142857142857143,,,11.095238095238097,0.2857142857142857,,0.8095238095238095,11.095238095238097,8.80952380952381,,,6.0,,,6,6.0,,6.0,6.0,6.0,,,8.0,,,8,8.0,,8.0,8.0,8.0
Ashish Kumar,Ashish Kumar,,Ashish Kumar,Ashish Kumar,Ashish Kumar,,Ashish Kumar,,Ashish Kumar,Ashish Kumar,24.0,24.0,,24.0,24.0,24,,24.0,,24.0,24.0,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,BLR,BLR,,BLR,BLR,BLR,,BLR,,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,33.0,27.0,,38.0,22.0,63,,24.0,,88.0,87.0,1.0,40.0,,1.67,37.0,45,,3.0,,5.0,3.0,0.0416666666666666,1.6666666666666667,,0.0695833333333333,1.5416666666666667,1.875,,0.125,,0.2083333333333333,0.125,1.0,1.0,,1.0,1.0,1,,1.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0,,0.0,,0.0,0.0
