high-5s_player_name,player-tackle-points_player_name,super-10s_player_name,player-avg-tackle-points_player_name,player-successful-tackles_player_name,player-total-points_player_name,player-super-raids_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-raids_player_name,high-5s_match_played,player-tackle-points_match_played,super-10s_match_played,player-avg-tackle-points_match_played,player-successful-tackles_match_played,player-total-points_match_played,player-super-raids_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-raids_match_played,high-5s_position_name,player-tackle-points_position_name,super-10s_position_name,player-avg-tackle-points_position_name,player-successful-tackles_position_name,player-total-points_position_name,player-super-raids_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-raids_position_name,high-5s_team,player-tackle-points_team,super-10s_team,player-avg-tackle-points_team,player-successful-tackles_team,player-total-points_team,player-super-raids_team,player-super-tackles_team,player-dod-raid-points_team,player-raid-points_team,player-successful-raids_team,high-5s_team_name,player-tackle-points_team_name,super-10s_team_name,player-avg-tackle-points_team_name,player-successful-tackles_team_name,player-total-points_team_name,player-super-raids_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-raids_team_name,high-5s_team_full_name,player-tackle-points_team_full_name,super-10s_team_full_name,player-avg-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-total-points_team_full_name,player-super-raids_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-raids_team_full_name,high-5s_rank,player-tackle-points_rank,super-10s_rank,player-avg-tackle-points_rank,player-successful-tackles_rank,player-total-points_rank,player-super-raids_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-raids_rank,high-5s_value,player-tackle-points_value,super-10s_value,player-avg-tackle-points_value,player-successful-tackles_value,player-total-points_value,player-super-raids_value,player-super-tackles_value,player-dod-raid-points_value,player-raid-points_value,player-successful-raids_value,high-5s_points_per_match,player-tackle-points_points_per_match,super-10s_points_per_match,player-avg-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-total-points_points_per_match,player-super-raids_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-raids_points_per_match,high-5s_team_id,player-tackle-points_team_id,super-10s_team_id,player-avg-tackle-points_team_id,player-successful-tackles_team_id,player-total-points_team_id,player-super-raids_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-raids_team_id,high-5s_position_id,player-tackle-points_position_id,super-10s_position_id,player-avg-tackle-points_position_id,player-successful-tackles_position_id,player-total-points_position_id,player-super-raids_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-raids_position_id
,DARSHAN ,DARSHAN ,DARSHAN ,DARSHAN ,DARSHAN ,DARSHAN ,,DARSHAN ,DARSHAN ,DARSHAN ,,14.0,14.0,14.0,14.0,14,14.0,,14.0,14.0,14.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,152.0,30.0,152.0,139.0,57,46.0,,23.0,33.0,33.0,,1.0,1.0,0.07,1.0,50,1.0,,14.0,49.0,38.0,,0.0714285714285714,0.0714285714285714,0.005,0.0714285714285714,3.5714285714285716,0.0714285714285714,,1.0,3.5,2.7142857142857144,,5.0,5.0,5.0,5.0,5,5.0,,5.0,5.0,5.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,,Rohit Kumar,Rohit Kumar,Rohit Kumar,24.0,24.0,24.0,24.0,24.0,24,24.0,,24.0,24.0,24.0,raider,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,35.0,80.0,11.0,113.0,77.0,10,5.0,,10.0,10.0,11.0,1.0,9.0,5.0,0.38,9.0,171,5.0,,24.0,162.0,129.0,0.0416666666666666,0.375,0.2083333333333333,0.0158333333333333,0.375,7.125,0.2083333333333333,,1.0,6.75,5.375,1.0,1.0,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Sagar B Krishna,Sagar B Krishna,,Sagar B Krishna,Sagar B Krishna,Sagar B Krishna,,Sagar B Krishna,,,,20.0,20.0,,20.0,20.0,20,,20.0,,,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P.,,,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,,,,36.0,47.0,,74.0,47.0,103,,71.0,,,,1.0,18.0,,0.9,17.0,18,,1.0,,,,0.05,0.9,,0.045,0.85,0.9,,0.05,,,,30.0,30.0,,30.0,30.0,30,,30.0,,,,0.0,0.0,,0.0,0.0,0,,0.0,,,
Parvesh Bhainswal,Parvesh Bhainswal,,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,,Parvesh Bhainswal,,,,25.0,25.0,,25.0,25.0,25,,25.0,,,,defender,defender,,defender,defender,defender,,defender,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,GUJ,,GUJ,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,,,5.0,2.0,,5.0,2.0,25,,16.0,,,,5.0,86.0,,3.44,82.0,86,,4.0,,,,0.2,3.44,,0.1376,3.28,3.44,,0.16,,,,31.0,31.0,,31.0,31.0,31,,31.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
Akshay Jadhav,Akshay Jadhav,,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,18.0,18.0,,18.0,18.0,18,,18.0,18.0,18.0,18.0,Raider,Raider,,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,42.0,64.0,,85.0,60.0,68,,73.0,46.0,47.0,43.0,1.0,13.0,,0.72,12.0,41,,1.0,5.0,28.0,25.0,0.0555555555555555,0.7222222222222222,,0.04,0.6666666666666666,2.2777777777777777,,0.0555555555555555,0.2777777777777778,1.5555555555555556,1.3888888888888888,7.0,7.0,,7.0,7.0,7,,7.0,7.0,7.0,7.0,8.0,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0
,Vikash Khandola,Vikash Khandola,Vikash Khandola,Vikash Khandola,Vikash Khandola,Vikash Khandola,,Vikash Khandola,Vikash Khandola,Vikash Khandola,,22.0,22.0,22.0,22.0,22,22.0,,22.0,22.0,22.0,,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,97.0,10.0,130.0,93.0,9,6.0,,16.0,9.0,10.0,,5.0,6.0,0.23,5.0,177,5.0,,20.0,172.0,136.0,,0.2272727272727272,0.2727272727272727,0.0104545454545454,0.2272727272727272,8.045454545454545,0.2272727272727272,,0.9090909090909092,7.818181818181818,6.181818181818182,,28.0,28.0,28.0,28.0,28,28.0,,28.0,28.0,28.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Sunil Kumar,Sunil Kumar,,Sunil Kumar,Sunil Kumar,Sunil Kumar,,Sunil Kumar,,,,25.0,25.0,,25.0,25.0,25,,25.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,GUJ,,GUJ,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,,,15.0,4.0,,8.0,4.0,30,,17.0,,,,3.0,76.0,,3.04,72.0,76,,4.0,,,,0.12,3.04,,0.1216,2.88,3.04,,0.16,,,,31.0,31.0,,31.0,31.0,31,,31.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Amit Nagar,,Amit Nagar,Amit Nagar,Amit Nagar,,,Amit Nagar,Amit Nagar,Amit Nagar,,9.0,,9.0,9.0,9,,,9.0,9.0,9.0,,raider,,raider,raider,raider,,,raider,raider,raider,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,88.0,,88.0,88.0,98,,,57.0,60.0,57.0,,6.0,,0.67,6.0,21,,,4.0,15.0,13.0,,0.6666666666666666,,0.0744444444444444,0.6666666666666666,2.3333333333333335,,,0.4444444444444444,1.6666666666666667,1.4444444444444444,,4.0,,4.0,4.0,4,,,4.0,4.0,4.0,,8.0,,8.0,8.0,8,,,8.0,8.0,8.0
,Athul M S,,Athul M S,Athul M S,Athul M S,,,Athul M S,Athul M S,Athul M S,,19.0,,19.0,19.0,19,,,19.0,19.0,19.0,,Raider,,Raider,Raider,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,146.0,,155.0,145.0,50,,,39.0,32.0,32.0,,1.0,,0.05,1.0,56,,,6.0,55.0,47.0,,0.0526315789473684,,0.0026315789473684,0.0526315789473684,2.9473684210526314,,,0.3157894736842105,2.8947368421052633,2.473684210526316,,29.0,,29.0,29.0,29,,,29.0,29.0,29.0,,8.0,,8.0,8.0,8,,,8.0,8.0,8.0
,Anil Kumar,,Anil Kumar,Anil Kumar,Anil Kumar,,Anil Kumar,,,,,5.0,,5.0,5.0,5,,5.0,,,,,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,DEL,,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,85.0,,47.0,89.0,146,,72.0,,,,,7.0,,1.4,6.0,7,,1.0,,,,,1.4,,0.2799999999999999,1.2,1.4,,0.2,,,,,2.0,,2.0,2.0,2,,2.0,,,,,8.0,,8.0,8.0,8,,8.0,,,
,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,,Monu Goyat,Monu Goyat,Monu Goyat,,20.0,20.0,20.0,20.0,20,20.0,,20.0,20.0,20.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,109.0,4.0,137.0,101.0,12,20.0,,44.0,11.0,12.0,,4.0,10.0,0.2,4.0,164,3.0,,5.0,160.0,128.0,,0.2,0.5,0.01,0.2,8.2,0.15,,0.25,8.0,6.4,,28.0,28.0,28.0,28.0,28,28.0,,28.0,28.0,28.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,Ajay Kumar,,Ajay Kumar,Ajay Kumar,Ajay Kumar,Ajay Kumar,,Ajay Kumar,Ajay Kumar,Ajay Kumar,,13.0,,13.0,13.0,13,13.0,,13.0,13.0,13.0,,Raider,,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,145.0,,151.0,144.0,80,47.0,,58.0,42.0,45.0,,1.0,,0.08,1.0,33,1.0,,4.0,32.0,23.0,,0.0769230769230769,,0.0061538461538461,0.0769230769230769,2.5384615384615383,0.0769230769230769,,0.3076923076923077,2.4615384615384617,1.7692307692307692,,31.0,,31.0,31.0,31,31.0,,31.0,31.0,31.0,,8.0,,8.0,8.0,8,8.0,,8.0,8.0,8.0
Jawahar Dagar,Jawahar Dagar,,Jawahar Dagar,Jawahar Dagar,Jawahar Dagar,,Jawahar Dagar,,Jawahar Dagar,Jawahar Dagar,15.0,15.0,,15.0,15.0,15,,15.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,,PAT,,PAT,PAT,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,Patna Pirates,Patna Pirates,16.0,45.0,,49.0,46.0,92,,30.0,,97.0,104.0,2.0,20.0,,1.33,17.0,23,,3.0,,3.0,1.0,0.1333333333333333,1.3333333333333333,,0.0886666666666666,1.1333333333333333,1.5333333333333334,,0.2,,0.2,0.0666666666666666,6.0,6.0,,6.0,6.0,6,,6.0,,6.0,6.0,0.0,0.0,,0.0,0.0,0,,0.0,,0.0,0.0
Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,22.0,22.0,,22.0,22.0,22,,22.0,22.0,22.0,22.0,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,41.0,38.0,,62.0,40.0,59,,14.0,65.0,53.0,52.0,1.0,25.0,,1.14,21.0,47,,4.0,3.0,22.0,17.0,0.0454545454545454,1.1363636363636365,,0.0518181818181818,0.9545454545454546,2.136363636363636,,0.1818181818181818,0.1363636363636363,1.0,0.7727272727272727,8.0,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0,9.0,9.0,,9.0,9.0,9,,9.0,9.0,9.0,9.0
Abozar Mighani,Abozar Mighani,,Abozar Mighani,Abozar Mighani,Abozar Mighani,,Abozar Mighani,,,,21.0,21.0,,21.0,21.0,21,,21.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,,HYD,,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,,,,6.0,12.0,,13.0,14.0,51,,3.0,,,,4.0,56.0,,2.67,48.0,56,,8.0,,,,0.1904761904761904,2.6666666666666665,,0.1271428571428571,2.2857142857142856,2.6666666666666665,,0.3809523809523809,,,,8.0,8.0,,8.0,8.0,8,,8.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
Young Chang Ko,Young Chang Ko,,Young Chang Ko,Young Chang Ko,Young Chang Ko,,Young Chang Ko,,,,12.0,12.0,,12.0,12.0,12,,12.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,JAI,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,44.0,52.0,,56.0,66.0,107,,13.0,,,,1.0,15.0,,1.25,11.0,15,,4.0,,,,0.0833333333333333,1.25,,0.1041666666666666,0.9166666666666666,1.25,,0.3333333333333333,,,,3.0,3.0,,3.0,3.0,3,,3.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,,Dong Geon Lee,,,Dong Geon Lee,Dong Geon Lee,,,Dong Geon Lee,Dong Geon Lee,,,11.0,,,11,11.0,,,11.0,11.0,,,Raider,,,Raider,Raider,,,Raider,Raider,,,,,,,,,,,,,,GUJ,,,GUJ,GUJ,,,GUJ,GUJ,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,24.0,,,83,48.0,,,43.0,47.0,,,1.0,,,31,1.0,,,31.0,22.0,,,0.0909090909090909,,,2.8181818181818183,0.0909090909090909,,,2.8181818181818183,2.0,,,31.0,,,31,31.0,,,31.0,31.0,,,8.0,,,8,8.0,,,8.0,8.0
,Ziaur Rahman,,Ziaur Rahman,Ziaur Rahman,Ziaur Rahman,,,,,,,18.0,,18.0,18.0,18,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,,,,,65.0,,89.0,61.0,122,,,,,,,12.0,,0.67,12.0,12,,,,,,,0.6666666666666666,,0.0372222222222222,0.6666666666666666,0.6666666666666666,,,,,,,4.0,,4.0,4.0,4,,,,,,,9.0,,9.0,9.0,9,,,,,
,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,19.0,,19.0,19.0,19,,19.0,19.0,19.0,19.0,,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,37.0,,45.0,35.0,49,,45.0,55.0,46.0,44.0,,27.0,,1.42,25.0,56,,2.0,4.0,29.0,25.0,,1.4210526315789471,,0.0747368421052631,1.3157894736842106,2.9473684210526314,,0.1052631578947368,0.2105263157894736,1.5263157894736843,1.3157894736842106,,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0
,,,,,Anand Patil,Anand Patil,,Anand Patil,Anand Patil,Anand Patil,,,,,,7,7.0,,7.0,7.0,7.0,,,,,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,121,49.0,,45.0,65.0,64.0,,,,,,13,1.0,,5.0,13.0,9.0,,,,,,1.8571428571428572,0.1428571428571428,,0.7142857142857143,1.8571428571428572,1.2857142857142858,,,,,,3,3.0,,3.0,3.0,3.0,,,,,,8,8.0,,8.0,8.0,8.0
Jaideep ,Jaideep ,,Jaideep ,Jaideep ,Jaideep ,,Jaideep ,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,,PAT,,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,7.0,11.0,,14.0,8.0,45,,46.0,,,,4.0,58.0,,2.64,56.0,58,,2.0,,,,0.1818181818181818,2.636363636363636,,0.12,2.5454545454545454,2.636363636363636,,0.0909090909090909,,,,6.0,6.0,,6.0,6.0,6,,6.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Lokesh Kaushik,,Lokesh Kaushik,Lokesh Kaushik,Lokesh Kaushik,,,,Lokesh Kaushik,Lokesh Kaushik,,6.0,,6.0,6.0,6,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,133.0,,117.0,124.0,156,,,,113.0,101.0,,2.0,,0.33,2.0,4,,,,2.0,2.0,,0.3333333333333333,,0.055,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,,3.0,,3.0,3.0,3,,,,3.0,3.0,,0.0,,0.0,0.0,0,,,,0.0,0.0
,,,,,Shubham Ashok Palkar,,,Shubham Ashok Palkar,Shubham Ashok Palkar,Shubham Ashok Palkar,,,,,,4,,,4.0,4.0,4.0,,,,,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,GUJ,,,GUJ,GUJ,GUJ,,,,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,,,,172,,,71.0,114.0,102.0,,,,,,2,,,2.0,2.0,2.0,,,,,,0.5,,,0.5,0.5,0.5,,,,,,31,,,31.0,31.0,31.0,,,,,,8,,,8.0,8.0,8.0
,Prateek ,,Prateek ,Prateek ,Prateek ,,,,Prateek ,Prateek ,,6.0,,6.0,6.0,6,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,,,HAR,HAR,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,,Haryana Steelers,Haryana Steelers,,134.0,,118.0,125.0,153,,,,96.0,103.0,,2.0,,0.33,2.0,5,,,,3.0,1.0,,0.3333333333333333,,0.055,0.3333333333333333,0.8333333333333334,,,,0.5,0.1666666666666666,,28.0,,28.0,28.0,28,,,,28.0,28.0,,0.0,,0.0,0.0,0,,,,0.0,0.0
Sunil Siddhgavali,Sunil Siddhgavali,,Sunil Siddhgavali,Sunil Siddhgavali,Sunil Siddhgavali,,Sunil Siddhgavali,Sunil Siddhgavali,Sunil Siddhgavali,Sunil Siddhgavali,16.0,16.0,,16.0,16.0,16,,16.0,16.0,16.0,16.0,defender,defender,,defender,defender,defender,,defender,defender,defender,defender,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,JAI,JAI,JAI,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,8.0,32.0,,23.0,32.0,76,,31.0,72.0,87.0,85.0,4.0,33.0,,2.06,30.0,38,,3.0,2.0,5.0,4.0,0.25,2.0625,,0.12875,1.875,2.375,,0.1875,0.125,0.3125,0.25,3.0,3.0,,3.0,3.0,3,,3.0,3.0,3.0,3.0,9.0,9.0,,9.0,9.0,9,,9.0,9.0,9.0,9.0
Baldev Singh,Baldev Singh,,Baldev Singh,Baldev Singh,Baldev Singh,,Baldev Singh,,Baldev Singh,,18.0,18.0,,18.0,18.0,18,,18.0,,18.0,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,,KOL,,KOL,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,Bengal Warriors,,43.0,36.0,,42.0,37.0,87,,32.0,,115.0,,1.0,27.0,,1.5,24.0,28,,3.0,,1.0,,0.0555555555555555,1.5,,0.0833333333333333,1.3333333333333333,1.5555555555555556,,0.1666666666666666,,0.0555555555555555,,4.0,4.0,,4.0,4.0,4,,4.0,,4.0,,0.0,0.0,,0.0,0.0,0,,0.0,,0.0,
,Anand Tomar,,Anand Tomar,Anand Tomar,Anand Tomar,,,Anand Tomar,Anand Tomar,Anand Tomar,,5.0,,5.0,5.0,5,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,,HAR,HAR,HAR,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,144.0,,138.0,146.0,134,,,73.0,78.0,70.0,,1.0,,0.2,1.0,9,,,2.0,8.0,7.0,,0.2,,0.04,0.2,1.8,,,0.4,1.6,1.4,,28.0,,28.0,28.0,28,,,28.0,28.0,28.0,,0.0,,0.0,0.0,0,,,0.0,0.0,0.0
,,,,,Vishav Chaudhary,,,,Vishav Chaudhary,Vishav Chaudhary,,,,,,2,,,,2.0,2.0,,,,,,Defender - Left Cover,,,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,,,,U.P.,,,,U.P.,U.P.,,,,,,U.P. Yoddha,,,,U.P. Yoddha,U.P. Yoddha,,,,,,173,,,,112.0,112.0,,,,,,2,,,,2.0,1.0,,,,,,1.0,,,,1.0,0.5,,,,,,30,,,,30.0,30.0,,,,,,0,,,,0.0,0.0
,N. Shiva Ramakrishna,,N. Shiva Ramakrishna,N. Shiva Ramakrishna,N. Shiva Ramakrishna,,N. Shiva Ramakrishna,,,,,1.0,,1.0,1.0,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,JAI,,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,132.0,,26.0,147.0,174,,74.0,,,,,2.0,,2.0,1.0,2,,1.0,,,,,2.0,,2.0,1.0,2.0,,1.0,,,,,3.0,,3.0,3.0,3,,3.0,,,,,0.0,,0.0,0.0,0,,0.0,,,
,Darshan J.,,Darshan J.,Darshan J.,Darshan J.,,,,,,,9.0,,9.0,9.0,9,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,,,,,89.0,,90.0,85.0,149,,,,,,,6.0,,0.67,6.0,6,,,,,,,0.6666666666666666,,0.0744444444444444,0.6666666666666666,0.6666666666666666,,,,,,,29.0,,29.0,29.0,29,,,,,,,9.0,,9.0,9.0,9,,,,,
,Manish ,,Manish ,Manish ,Manish ,,Manish ,,,,,17.0,,17.0,17.0,17,,17.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,PAT,,,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,,53.0,,75.0,52.0,109,,43.0,,,,,15.0,,0.88,13.0,15,,2.0,,,,,0.8823529411764706,,0.0517647058823529,0.7647058823529411,0.8823529411764706,,0.1176470588235294,,,,,6.0,,6.0,6.0,6,,6.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
