match_played,value,team_id,team_name,rank,points_per_match
22,264,7,Puneri Paltan,1,12.0
23,260,30,U.P. Yoddha,2,11.304347826086957
22,240,3,Jaipur Pink Panthers,3,10.909090909090908
24,233,5,U Mumba,4,9.708333333333334
24,232,1,Bengaluru Bulls,5,9.666666666666666
24,229,4,Bengal Warriors,6,9.541666666666666
22,225,6,Patna Pirates,7,10.227272727272727
23,225,28,Haryana Steelers,8,9.782608695652174
22,224,31,Gujarat Giants,9,10.181818181818182
22,224,8,Telugu Titans,10,10.181818181818182
24,222,2,Dabang Delhi K.C.,11,9.25
22,192,29,Tamil Thalaivas,12,8.727272727272727
