match_played,value,team_id,team_name,rank,points_per_match
24,272,6,Patna Pirates,1,11.333333333333334
24,235,1,Bengaluru Bulls,2,9.791666666666666
23,231,7,Puneri Paltan,3,10.043478260869565
24,215,30,U.P. Yoddhas,4,8.958333333333334
22,212,29,Tamil Thalaivas,5,9.636363636363637
22,199,28,Haryana Steelers,6,9.045454545454545
22,199,3,Jaipur Pink Panthers,7,9.045454545454545
22,194,5,U Mumba,8,8.818181818181818
22,190,8,Telugu Titans,9,8.636363636363637
24,189,2,Dabang Delhi K.C.,10,7.875
23,185,31,Gujarat Giants,11,8.043478260869565
22,166,4,Bengal Warriors,12,7.545454545454546
