season,team_id,team_name,matches_played,team-average-raid-points_rank,team-avg-points-scored_rank,team-all-outs-conceded_rank,team-successful-tackle-percent_rank,team-super-raid_rank,team-raid_rank,team-successful-raid-percent_rank,team-dod-raid-points_rank,team-super-tackles_rank,team-raid-points_rank,team-successful-raids_rank,team-total-points-conceded_rank,team-tackle-points_rank,team-total-points_rank,team-successful-tackles-per-match_rank,team-all-outs-inflicted_rank,team-average-tackle-points_rank,team-successful-tackles_rank,team-average-raid-points_value,team-avg-points-scored_value,team-all-outs-conceded_value,team-successful-tackle-percent_value,team-super-raid_value,team-raid_value,team-successful-raid-percent_value,team-dod-raid-points_value,team-super-tackles_value,Total touch points,Total bonus points,team-raid-points_value,team-successful-raids_value,team-total-points-conceded_value,team-tackle-points_value,team-total-points_value,team-successful-tackles-per-match_value,team-all-outs-inflicted_value,team-average-tackle-points_value,team-successful-tackles_value,team-average-raid-points_points_per_match,team-avg-points-scored_points_per_match,team-all-outs-conceded_points_per_match,team-successful-tackle-percent_points_per_match,team-super-raid_points_per_match,team-raid_points_per_match,team-successful-raid-percent_points_per_match,team-dod-raid-points_points_per_match,team-super-tackles_points_per_match,Total touch points per match,Total touch points per match,team-raid-points_points_per_match,team-successful-raids_points_per_match,team-total-points-conceded_points_per_match,team-tackle-points_points_per_match,team-total-points_points_per_match,team-successful-tackles-per-match_points_per_match,team-all-outs-inflicted_points_per_match,team-average-tackle-points_points_per_match,team-successful-tackles_points_per_match
9,7,Puneri Paltan,24,7,7,11,3,10,4,6,3,10,5,5,8,4,4,3,3,6,3,21.13,36.33,26,40.61,11,1006,40.85,80,14,395,112,507,411,808,252,872,9.92,38,10.5,238,0.8804166666666666,1.51375,1.0833333333333333,1.6920833333333334,0.4583333333333333,41.91666666666666,1.7020833333333334,3.333333333333333,0.5833333333333334,16.46,4.67,21.13,17.13,33.67,33.67,36.33,0.41,1.58,0.44,9.92
9,8,Telugu Titans,22,12,12,1,12,12,8,12,11,1,12,11,3,11,12,12,12,11,12,17.09,28.77,48,30,6,939,31.63,57,37,261,115,376,297,878,202,633,7.5,11,9.18,165,0.7768181818181819,1.3077272727272726,2.1818181818181817,1.3636363636363635,0.2727272727272727,42.68181818181818,1.4377272727272727,2.590909090909091,1.681818181818182,11.86,5.23,17.09,13.5,39.91,39.91,28.77,0.34,0.5,0.42,7.5
9,28,Haryana Steelers,22,8,9,9,4,6,10,8,12,8,9,9,11,8,9,7,10,7,7,20.82,35,29,39.06,13,928,38.69,50,17,347,111,458,359,754,224,770,9.41,25,10.18,207,0.9463636363636364,1.5909090909090908,1.318181818181818,1.7754545454545456,0.5909090909090909,42.18181818181818,1.7586363636363636,2.272727272727273,0.7727272727272727,15.77,5.05,20.82,16.32,34.27,34.27,35,0.43,1.14,0.46,9.41
9,29,Tamil Thalaivas,24,9,8,5,6,9,1,9,2,3,8,7,4,2,6,2,8,2,2,20.29,35.54,33,37.44,11,1041,36.7,98,28,351,136,487,382,850,271,853,10.13,30,11.29,243,0.8454166666666666,1.4808333333333332,1.375,1.5599999999999998,0.4583333333333333,43.375,1.5291666666666668,4.083333333333333,1.1666666666666667,14.63,5.67,20.29,15.92,35.42,35.42,35.54,0.42,1.25,0.47,10.13
9,30,U.P. Yoddhas,23,5,5,8,8,3,5,7,5,4,6,6,7,7,5,10,4,8,9,21.91,37.13,29,36.79,20,974,39.43,70,22,372,132,504,384,812,224,854,8.78,37,9.74,202,0.952608696,1.6143478260869566,1.2608695652173914,1.5995652173913044,0.8695652173913043,42.34782608695652,1.7143478260869565,3.0434782608695654,0.9565217391304348,16.17,5.74,21.91,16.7,35.3,35.3,37.13,0.38,1.61,0.42,8.78
9,31,Gujarat Giants,22,1,4,7,11,4,9,1,7,12,2,4,5,12,7,11,5,12,11,24.95,37.86,30,32.66,16,935,44.92,63,3,405,144,549,420,849,180,833,8.05,34,8.18,177,1.134090909090909,1.720909090909091,1.3636363636363635,1.4845454545454544,0.7272727272727273,42.5,2.041818181818182,2.863636363636364,0.1363636363636363,18.41,6.55,24.95,19.09,38.59,38.59,37.86,0.37,1.55,0.37,8.05
10,1,Bengaluru Bulls,22,11,12,6,3,2,11,11,8,9,12,12,7,7,12,4,9,5,6,18.45,33.36,31,43.74,16,956,32.53,72,19,,,406,311,801,246,734,10.32,25,11.18,227,0.8386363636363636,1.5163636363636364,1.4090909090909092,1.9881818181818185,0.7272727272727273,43.45454545454545,1.4786363636363635,3.272727272727273,0.8636363636363636,0,0,18.45,14.14,36.41,36.41,33.36,0.47,1.14,0.51,10.32
10,2,Dabang Delhi K.C.,23,4,8,7,7,4,7,2,5,11,5,3,9,8,6,8,3,9,8,20.61,36.04,28,39.12,13,975,40,74,18,,,474,390,778,239,829,9.61,34,10.39,221,0.8960869565217391,1.5669565217391304,1.2173913043478262,1.7008695652173913,0.5652173913043478,42.391304347826086,1.7391304347826086,3.217391304347826,0.782608696,0,0,20.61,16.96,33.83,33.83,36.04,0.42,1.48,0.45,9.61
10,3,Jaipur Pink Panthers,23,5,5,11,6,5,5,6,3,3,6,6,11,5,4,6,2,4,5,20.17,36.65,20,41.64,13,984,37.5,84,31,,,464,369,706,260,843,9.96,35,11.3,229,0.8769565217391305,1.5934782608695652,0.8695652173913043,1.8104347826086955,0.5652173913043478,42.78260869565217,1.6304347826086956,3.652173913043478,1.3478260869565215,0,0,20.17,16.04,30.7,30.7,36.65,0.43,1.52,0.49,9.96
10,4,Bengal Warriors,22,1,3,2,12,6,12,1,12,12,1,4,4,12,7,12,8,12,12,22.91,37.27,39,33.86,12,949,40.67,53,12,,,504,386,863,204,820,8.73,31,9.27,192,1.0413636363636365,1.694090909090909,1.7727272727272727,1.539090909090909,0.5454545454545454,43.13636363636363,1.848636363636364,2.409090909090909,0.5454545454545454,0,0,22.91,17.55,39.23,39.23,37.27,0.4,1.41,0.42,8.73
10,5,U Mumba,22,2,7,5,10,9,10,3,10,4,4,7,3,10,8,11,10,10,11,22.09,36.18,34,35.16,10,956,38.39,61,28,,,486,367,875,227,796,9.05,23,10.32,199,1.0040909090909091,1.6445454545454543,1.5454545454545454,1.598181818181818,0.4545454545454545,43.45454545454545,1.745,2.772727272727273,1.2727272727272727,0,0,22.09,16.68,39.77,39.77,36.18,0.41,1.05,0.47,9.05
10,6,Patna Pirates,24,3,6,8,8,10,2,4,2,6,2,1,6,4,3,5,4,6,4,20.63,36.42,27,38.66,10,1043,38.35,91,24,,,495,400,838,266,874,10.08,34,11.08,242,0.8595833333333333,1.5175,1.125,1.6108333333333331,0.4166666666666667,43.458333333333336,1.5979166666666669,3.7916666666666665,1,0,0,20.63,16.67,34.92,34.92,36.42,0.42,1.42,0.46,10.08
10,7,Puneri Paltan,24,9,1,12,1,11,3,5,1,10,7,2,12,1,1,1,1,1,1,19.33,39.58,14,54.71,10,1022,38.26,102,18,,,464,391,678,349,950,13.79,46,14.54,331,0.8054166666666666,1.649166666666667,0.5833333333333334,2.279583333333333,0.4166666666666667,42.583333333333336,1.5941666666666665,4.25,0.75,0,0,19.33,16.29,28.25,28.25,39.58,0.57,1.92,0.61,13.79
10,8,Telugu Titans,22,10,11,1,11,7,4,12,9,7,11,11,1,9,11,9,12,8,9,18.77,33.45,53,34.72,12,1002,31.14,64,23,,,413,312,979,232,736,9.5,19,10.55,209,0.8531818181818182,1.5204545454545455,2.409090909090909,1.578181818181818,0.5454545454545454,45.54545454545455,1.4154545454545455,2.909090909090909,1.0454545454545454,0,0,18.77,14.18,44.5,44.5,33.45,0.43,0.86,0.48,9.5
10,28,Haryana Steelers,25,8,4,4,4,3,1,8,6,1,3,5,2,2,2,3,7,3,2,19.68,36.8,35,43.66,16,1088,34.74,73,33,,,492,378,915,329,920,11.84,31,13.16,296,0.7872,1.472,1.4,1.7464,0.64,43.52,1.3896000000000002,2.92,1.32,0,0,19.68,15.12,36.6,36.6,36.8,0.47,1.24,0.53,11.84
10,29,Tamil Thalaivas,22,6,2,9,2,12,8,7,7,2,8,8,8,3,5,2,5,2,3,20.14,37.82,24,43.93,8,974,37.47,73,31,,,443,365,800,295,832,12,34,13.41,264,0.9154545454545456,1.719090909090909,1.0909090909090908,1.9968181818181816,0.3636363636363636,44.27272727272727,1.703181818181818,3.3181818181818183,1.4090909090909092,0,0,20.14,16.59,36.36,36.36,37.82,0.55,1.55,0.61,12
10,30,U.P. Yoddhas,22,7,10,3,9,8,6,9,11,5,9,9,5,11,10,10,11,11,10,19.73,33.77,39,36.83,10,981,34.45,60,24,,,434,338,859,224,743,9.09,23,10.18,200,0.8968181818181818,1.535,1.7727272727272727,1.674090909090909,0.4545454545454545,44.59090909090909,1.5659090909090911,2.727272727272727,1.0909090909090908,0,0,19.73,15.36,39.05,39.05,33.77,0.41,1.05,0.46,9.09
10,31,Gujarat Giants,23,12,9,10,5,1,9,10,4,8,10,10,10,6,9,7,6,7,7,18.35,34.13,23,41.77,18,974,34.09,83,23,,,422,332,770,249,785,9.83,32,10.83,226,0.7978260869565218,1.483913043478261,1,1.8160869565217392,0.782608696,42.34782608695652,1.4821739130434783,3.608695652173913,1,0,0,18.35,14.43,33.48,33.48,34.13,0.43,1.39,0.47,9.83
all,1,Bengaluru Bulls,200,5,4,3,,3,,,7,6,2,2,4,4,2,,2,9,4,19.58,33.77,252,,115,,,639,154,,,3916,3109,6647,1978,6755,,265,9.89,1822,0.0979,0.16885,1.26,,0.575,,,3.195,0.77,0,0,19.58,15.55,33.24,33.24,33.78,0,1.33,0.05,9.11
all,2,Dabang Delhi K.C.,196,4,7,2,,7,,,6,7,3,3,3,7,5,,6,11,7,19.6,33.2,273,,94,,,643,142,,,3841,3099,6756,1810,6508,,240,9.23,1664,0.1,0.1693877551020408,1.3928571428571428,,0.4795918367346938,,,3.280612245,0.7244897959183674,0,0,19.6,15.81,34.47,34.47,33.2,0,1.22,0.05,8.49
all,3,Jaipur Pink Panthers,195,11,8,8,,4,,,3,4,6,5,8,5,6,,5,7,5,18.59,33.11,211,,98,,,710,182,,,3626,2917,6156,1961,6457,,247,10.06,1776,0.095333333,0.1697948717948718,1.082051282051282,,0.5025641025641026,,,3.641025641025641,0.9333333333333332,0,0,18.59,14.96,31.57,31.57,33.11,0,1.27,0.05,9.11
all,4,Bengal Warriors,195,6,11,4,,1,,,5,9,4,4,5,8,7,,7,12,8,19.45,32.58,246,,120,,,643,129,,,3793,2986,6565,1752,6354,,228,8.98,1622,0.09974359,0.167076923,1.2615384615384615,,0.6153846153846154,,,3.2974358974358973,0.6615384615384615,0,0,19.45,15.31,33.67,33.67,32.58,0,1.17,0.05,8.32
all,5,U Mumba,197,10,9,6,,8,,,4,3,5,6,7,3,4,,4,2,3,18.64,33.08,234,,94,,,654,183,,,3672,2907,6270,2056,6516,,249,10.44,1873,0.094619289,0.1679187817258883,1.1878172588832487,,0.4771573604060913,,,3.3197969543147208,0.9289340101522844,0,0,18.64,14.76,31.83,31.83,33.08,0,1.26,0.05,9.51
all,6,Patna Pirates,204,1,1,7,,2,,,2,1,1,1,1,2,1,,1,3,2,20.07,34.96,228,,118,,,763,192,,,4094,3264,6775,2110,7131,,299,10.34,1915,0.098382353,0.1713725490196078,1.1176470588235294,,0.5784313725490197,,,3.7401960784313726,0.9411764705882352,0,0,20.07,16,33.21,33.21,34.96,0,1.47,0.05,9.39
all,7,Puneri Paltan,199,12,6,5,,6,,,1,5,8,7,6,1,3,,3,1,1,18.03,33.25,238,,95,,,805,175,,,3587,2903,6396,2166,6616,,255,10.88,1987,0.090603015,0.1670854271356784,1.1959798994974875,,0.4773869346733668,,,4.045226130653266,0.8793969849246231,0,0,18.03,14.59,32.14,32.14,33.25,0,1.28,0.05,9.98
all,8,Telugu Titans,192,9,12,1,,5,,,8,2,7,8,2,6,8,,8,10,6,18.8,32.15,279,,96,,,620,190,,,3609,2877,6758,1863,6173,,198,9.7,1669,0.097916667,0.1674479166666666,1.453125,,0.5,,,3.2291666666666665,0.9895833333333334,0,0,18.8,14.98,35.2,35.2,32.15,0,1.03,0.05,8.69
all,28,Haryana Steelers,137,2,3,11,,10,,,12,11,10,10,10,10,11,,11,4,9,19.93,34.18,176,,79,,,404,118,,,2731,2148,4772,1416,4682,,158,10.34,1298,0.1454744525547445,0.2494890510948905,1.284671532846715,,0.5766423357664233,,,2.948905109489051,0.8613138686131386,0,0,19.93,15.68,34.83,34.83,34.18,0,1.15,0.08,9.47
all,29,Tamil Thalaivas,134,8,10,10,,12,,,9,10,12,12,11,12,12,,12,5,12,19.05,32.93,182,,43,,,470,121,,,2553,2073,4680,1375,4413,,143,10.26,1253,0.1421641791044776,0.2457462686567164,1.3582089552238803,,0.3208955223880597,,,3.5074626865671643,0.9029850746268656,0,0,19.05,15.47,34.93,34.93,32.93,0,1.07,0.08,9.35
all,30,U.P. Yoddhas,140,3,2,9,,9,,,10,8,9,9,9,9,9,,10,6,11,19.79,34.33,183,,91,,,457,135,,,2771,2155,4876,1417,4806,,176,10.12,1281,0.1413571428571428,0.2452142857142857,1.3071428571428572,,0.65,,,3.2642857142857142,0.9642857142857144,0,0,19.79,15.39,34.83,34.83,34.33,0,1.26,0.07,9.15
all,31,Gujarat Giants,139,7,5,12,,11,,,11,12,11,11,12,11,10,,9,8,10,19.22,33.76,142,,73,,,449,95,,,2671,2129,4452,1388,4692,,186,9.99,1293,0.138273381,0.2428776978417266,1.0215827338129495,,0.5251798561151079,,,3.2302158273381294,0.6834532374100719,0,0,19.22,15.32,32.03,32.03,33.76,0,1.34,0.07,9.3
