season,team_name,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-08,Jaipur Pink Panthers,Amin Nosrati,5,3,60%,66.70%,,33.30%
PKL-08,Jaipur Pink Panthers,,6,1,20%,,,100.00%
PKL-08,Jaipur Pink Panthers,,7,1,20%,,,100.00%
PKL-08,Jaipur Pink Panthers,Amirhossein Maleki,6,2,40%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,,7,3,60%,,100.00%,
PKL-08,Jaipur Pink Panthers,Amit Nagar,4,3,17%,100.00%,,
PKL-08,Jaipur Pink Panthers,,5,6,33%,66.70%,,33.30%
PKL-08,Jaipur Pink Panthers,,6,2,11%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,,7,7,39%,28.60%,57.10%,14.30%
PKL-08,Jaipur Pink Panthers,Arjun Deshwal,1,5,1%,,100.00%,
PKL-08,Jaipur Pink Panthers,,2,26,6%,11.50%,61.50%,26.90%
PKL-08,Jaipur Pink Panthers,,3,29,7%,37.90%,37.90%,24.10%
PKL-08,Jaipur Pink Panthers,,4,58,14%,27.60%,43.10%,29.30%
PKL-08,Jaipur Pink Panthers,,5,57,14%,47.40%,38.60%,14.00%
PKL-08,Jaipur Pink Panthers,,6,104,25%,26.90%,59.60%,13.50%
PKL-08,Jaipur Pink Panthers,,7,142,34%,25.40%,59.90%,14.80%
PKL-08,Jaipur Pink Panthers,Ashok,6,4,67%,25.00%,25.00%,50.00%
PKL-08,Jaipur Pink Panthers,,7,2,33%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,Brijendra Singh Chaudhary,0,1,3%,,,100.00%
PKL-08,Jaipur Pink Panthers,,4,2,7%,50.00%,50.00%,
PKL-08,Jaipur Pink Panthers,,5,3,10%,66.70%,33.30%,
PKL-08,Jaipur Pink Panthers,,6,5,17%,,60.00%,40.00%
PKL-08,Jaipur Pink Panthers,,7,18,62%,27.80%,44.40%,27.80%
PKL-08,Jaipur Pink Panthers,Deepak Hooda,1,1,0%,,100.00%,
PKL-08,Jaipur Pink Panthers,,2,14,5%,28.60%,50.00%,21.40%
PKL-08,Jaipur Pink Panthers,,3,28,10%,50.00%,39.30%,10.70%
PKL-08,Jaipur Pink Panthers,,4,46,16%,45.70%,26.10%,28.30%
PKL-08,Jaipur Pink Panthers,,5,56,20%,58.90%,19.60%,21.40%
PKL-08,Jaipur Pink Panthers,,6,58,21%,41.40%,44.80%,13.80%
PKL-08,Jaipur Pink Panthers,,7,78,28%,33.30%,47.40%,19.20%
PKL-08,Jaipur Pink Panthers,Deepak Rajendar ..,3,1,100%,100.00%,,
PKL-08,Jaipur Pink Panthers,Naveen,4,7,16%,14.30%,57.10%,28.60%
PKL-08,Jaipur Pink Panthers,,5,13,29%,53.80%,23.10%,23.10%
PKL-08,Jaipur Pink Panthers,,6,10,22%,80.00%,10.00%,10.00%
PKL-08,Jaipur Pink Panthers,,7,15,33%,60.00%,6.70%,33.30%
PKL-08,Jaipur Pink Panthers,Nitin Rawal,3,3,6%,100.00%,,
PKL-08,Jaipur Pink Panthers,,4,8,17%,87.50%,,12.50%
PKL-08,Jaipur Pink Panthers,,5,6,13%,100.00%,,
PKL-08,Jaipur Pink Panthers,,6,7,15%,42.90%,28.60%,28.60%
PKL-08,Jaipur Pink Panthers,,7,23,49%,56.50%,8.70%,34.80%
PKL-08,Jaipur Pink Panthers,Sachin Narwal,2,1,3%,,100.00%,
PKL-08,Jaipur Pink Panthers,,3,1,3%,100.00%,,
PKL-08,Jaipur Pink Panthers,,4,6,20%,16.70%,50.00%,33.30%
PKL-08,Jaipur Pink Panthers,,5,6,20%,50.00%,33.30%,16.70%
PKL-08,Jaipur Pink Panthers,,6,4,13%,50.00%,50.00%,
PKL-08,Jaipur Pink Panthers,,7,12,40%,33.30%,41.70%,25.00%
PKL-08,Jaipur Pink Panthers,Shaul Kumar,4,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,,7,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,Sushil Gulia,5,2,100%,,,100.00%
PKL-08,Jaipur Pink Panthers,Vishal Lather,5,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,,7,1,50%,100.00%,,
PKL-08,Bengaluru Bulls,Abolfazl Maghsodl oumahali,6,1,17%,,,100.00%
PKL-08,Bengaluru Bulls,,7,5,83%,20.00%,40.00%,40.00%
PKL-08,Bengaluru Bulls,Aman,6,1,33%,100.00%,,
PKL-08,Bengaluru Bulls,,7,2,67%,,50.00%,50.00%
PKL-08,Bengaluru Bulls,Bharat Naresh,2,2,1%,,100.00%,
PKL-08,Bengaluru Bulls,,3,13,7%,30.80%,46.20%,23.10%
PKL-08,Bengaluru Bulls,,4,25,13%,12.00%,40.00%,48.00%
PKL-08,Bengaluru Bulls,,5,36,18%,36.10%,30.60%,33.30%
PKL-08,Bengaluru Bulls,,6,51,26%,11.80%,62.70%,25.50%
PKL-08,Bengaluru Bulls,,7,69,35%,21.70%,53.60%,24.60%
PKL-08,Bengaluru Bulls,Chandran Ranjit,2,1,1%,,100.00%,
PKL-08,Bengaluru Bulls,,3,7,4%,71.40%,,28.60%
PKL-08,Bengaluru Bulls,,4,16,9%,56.30%,12.50%,31.30%
PKL-08,Bengaluru Bulls,,5,34,18%,44.10%,23.50%,32.40%
PKL-08,Bengaluru Bulls,,6,39,21%,41.00%,38.50%,20.50%
PKL-08,Bengaluru Bulls,,7,88,48%,30.70%,39.80%,29.50%
PKL-08,Bengaluru Bulls,Deepak Narwal,2,1,2%,,,100.00%
PKL-08,Bengaluru Bulls,,3,1,2%,100.00%,,
PKL-08,Bengaluru Bulls,,4,1,2%,,,100.00%
PKL-08,Bengaluru Bulls,,5,6,13%,50.00%,,50.00%
PKL-08,Bengaluru Bulls,,6,12,27%,33.30%,33.30%,33.30%
PKL-08,Bengaluru Bulls,,7,24,53%,33.30%,33.30%,33.30%
PKL-08,Bengaluru Bulls,Dong Geon Lee,4,1,7%,,,100.00%
PKL-08,Bengaluru Bulls,,5,1,7%,,100.00%,
PKL-08,Bengaluru Bulls,,6,6,43%,,50.00%,50.00%
PKL-08,Bengaluru Bulls,,7,6,43%,16.70%,33.30%,50.00%
PKL-08,Bengaluru Bulls,Mahender Singh,6,2,17%,100.00%,,
PKL-08,Bengaluru Bulls,,7,10,83%,90.00%,,10.00%
PKL-08,Bengaluru Bulls,Mohit Sehrawat,6,1,9%,100.00%,,
PKL-08,Bengaluru Bulls,,7,10,91%,80.00%,,20.00%
PKL-08,Bengaluru Bulls,More GB,4,4,10%,100.00%,,
PKL-08,Bengaluru Bulls,,5,14,35%,100.00%,,
PKL-08,Bengaluru Bulls,,6,12,30%,91.70%,8.30%,
PKL-08,Bengaluru Bulls,,7,10,25%,80.00%,20.00%,
PKL-08,Bengaluru Bulls,Pawan Sehrawat,1,7,1%,,100.00%,
PKL-08,Bengaluru Bulls,,2,38,8%,5.30%,71.10%,23.70%
PKL-08,Bengaluru Bulls,,3,35,7%,17.10%,65.70%,17.10%
PKL-08,Bengaluru Bulls,,4,56,12%,25.00%,39.30%,35.70%
PKL-08,Bengaluru Bulls,,5,87,18%,41.40%,32.20%,26.40%
PKL-08,Bengaluru Bulls,,6,105,22%,12.40%,60.00%,27.60%
PKL-08,Bengaluru Bulls,,7,150,31%,18.00%,53.30%,28.70%
PKL-08,Bengaluru Bulls,Saurabh Nandal,7,2,100%,50.00%,,50.00%
PKL-08,Tamil Thailaivas,Ajinkya Pawar,2,8,4%,37.50%,62.50%,
PKL-08,Tamil Thailaivas,,3,22,10%,45.50%,36.40%,18.20%
PKL-08,Tamil Thailaivas,,4,35,16%,51.40%,31.40%,17.10%
PKL-08,Tamil Thailaivas,,5,34,16%,61.80%,14.70%,23.50%
PKL-08,Tamil Thailaivas,,6,38,18%,39.50%,34.20%,26.30%
PKL-08,Tamil Thailaivas,,7,76,36%,23.70%,53.90%,22.40%
PKL-08,Tamil Thailaivas,Anwar Saheed Baba,5,1,50%,,,100.00%
PKL-08,Tamil Thailaivas,,6,1,50%,100.00%,,
PKL-08,Tamil Thailaivas,Athul MS,3,3,4%,100.00%,,
PKL-08,Tamil Thailaivas,,4,4,5%,75.00%,,25.00%
PKL-08,Tamil Thailaivas,,5,10,14%,60.00%,10.00%,30.00%
PKL-08,Tamil Thailaivas,,6,21,29%,38.10%,47.60%,14.30%
PKL-08,Tamil Thailaivas,,7,35,48%,34.30%,28.60%,37.10%
PKL-08,Tamil Thailaivas,Bhavani Rajput,3,2,2%,50.00%,,50.00%
PKL-08,Tamil Thailaivas,,4,7,6%,71.40%,14.30%,14.30%
PKL-08,Tamil Thailaivas,,5,28,25%,57.10%,21.40%,21.40%
PKL-08,Tamil Thailaivas,,6,29,26%,31.00%,41.40%,27.60%
PKL-08,Tamil Thailaivas,,7,45,41%,28.90%,31.10%,40.00%
PKL-08,Tamil Thailaivas,Himanshu,2,3,4%,,66.70%,33.30%
PKL-08,Tamil Thailaivas,,3,4,5%,100.00%,,
PKL-08,Tamil Thailaivas,,4,13,17%,23.10%,23.10%,53.80%
PKL-08,Tamil Thailaivas,,5,15,19%,60.00%,20.00%,20.00%
PKL-08,Tamil Thailaivas,,6,21,27%,23.80%,66.70%,9.50%
PKL-08,Tamil Thailaivas,,7,22,28%,18.20%,36.40%,45.50%
PKL-08,Tamil Thailaivas,Himanshu Singh,4,4,17%,25.00%,,75.00%
PKL-08,Tamil Thailaivas,,5,4,17%,75.00%,25.00%,
PKL-08,Tamil Thailaivas,,6,3,13%,33.30%,33.30%,33.30%
PKL-08,Tamil Thailaivas,,7,12,52%,33.30%,25.00%,41.70%
PKL-08,Tamil Thailaivas,K Prapanjan,2,3,5%,33.30%,33.30%,33.30%
PKL-08,Tamil Thailaivas,,3,5,8%,80.00%,20.00%,
PKL-08,Tamil Thailaivas,,4,7,12%,57.10%,14.30%,28.60%
PKL-08,Tamil Thailaivas,,5,9,15%,44.40%,,55.60%
PKL-08,Tamil Thailaivas,,6,10,17%,40.00%,40.00%,20.00%
PKL-08,Tamil Thailaivas,,7,25,42%,32.00%,40.00%,28.00%
PKL-08,Tamil Thailaivas,Manjeet,1,5,2%,,100.00%,
PKL-08,Tamil Thailaivas,,2,16,5%,,68.80%,31.30%
PKL-08,Tamil Thailaivas,,3,22,7%,54.50%,27.30%,18.20%
PKL-08,Tamil Thailaivas,,4,38,12%,52.60%,21.10%,26.30%
PKL-08,Tamil Thailaivas,,5,59,18%,49.20%,25.40%,25.40%
PKL-08,Tamil Thailaivas,,6,75,23%,30.70%,45.30%,24.00%
PKL-08,Tamil Thailaivas,,7,110,34%,26.40%,51.80%,21.80%
PKL-08,Tamil Thailaivas,Mohit,7,7,100%,57.10%,,42.90%
PKL-08,Tamil Thailaivas,Sagar,7,1,100%,,,100.00%
PKL-08,Tamil Thailaivas,Sagar Krishna,7,1,100%,,,100.00%
PKL-08,Tamil Thailaivas,Sandaruwan Asiri,5,1,13%,100.00%,,
PKL-08,Tamil Thailaivas,,6,2,25%,50.00%,50.00%,
PKL-08,Tamil Thailaivas,Sandaruwan Asiri,7,5,63%,60.00%,,40.00%
PKL-08,Tamil Thailaivas,Surjeet Singh,4,1,6%,100.00%,,
PKL-08,Tamil Thailaivas,,5,5,28%,80.00%,20.00%,
PKL-08,Tamil Thailaivas,,6,2,11%,100.00%,,
PKL-08,Tamil Thailaivas,,7,10,56%,70.00%,,30.00%
PKL-08,UP Yoddha,Aman Hooda,6,2,33%,50.00%,,50.00%
PKL-08,UP Yoddha,,7,4,67%,100.00%,,
PKL-08,UP Yoddha,Ankit,2,1,4%,,100.00%,
PKL-08,UP Yoddha,,3,5,22%,100.00%,,
PKL-08,UP Yoddha,,4,5,22%,80.00%,,20.00%
PKL-08,UP Yoddha,,5,4,17%,50.00%,,50.00%
PKL-08,UP Yoddha,,6,2,9%,50.00%,50.00%,
PKL-08,UP Yoddha,,7,6,26%,16.70%,50.00%,33.30%
PKL-08,UP Yoddha,Ankush,5,3,100%,66.70%,,33.30%
PKL-08,UP Yoddha,Ashu Singh,5,3,14%,100.00%,,
PKL-08,UP Yoddha,,6,4,18%,100.00%,,
PKL-08,UP Yoddha,,7,15,68%,80.00%,13.30%,6.70%
PKL-08,UP Yoddha,Mohammad Taghi,3,1,6%,100.00%,,
PKL-08,UP Yoddha,,4,3,17%,33.30%,66.70%,
PKL-08,UP Yoddha,,5,6,33%,33.30%,16.70%,50.00%
PKL-08,UP Yoddha,,7,8,44%,25.00%,25.00%,50.00%
PKL-08,UP Yoddha,Nitesh Kumar,7,1,100%,,,100.00%
PKL-08,UP Yoddha,Pardeep Narwal,1,3,1%,,100.00%,
PKL-08,UP Yoddha,,2,21,6%,4.80%,81.00%,14.30%
PKL-08,UP Yoddha,,3,28,8%,21.40%,46.40%,32.10%
PKL-08,UP Yoddha,,4,39,11%,41.00%,33.30%,25.60%
PKL-08,UP Yoddha,,5,54,15%,44.40%,24.10%,31.50%
PKL-08,UP Yoddha,,6,78,22%,25.60%,44.90%,29.50%
PKL-08,UP Yoddha,,7,126,36%,28.60%,39.70%,31.70%
PKL-08,UP Yoddha,Rohit Tomar,3,3,8%,,66.70%,33.30%
PKL-08,UP Yoddha,,4,6,17%,50.00%,33.30%,16.70%
PKL-08,UP Yoddha,,5,10,28%,40.00%,30.00%,30.00%
PKL-08,UP Yoddha,,6,7,19%,28.60%,71.40%,
PKL-08,UP Yoddha,,7,10,28%,40.00%,40.00%,20.00%
PKL-08,UP Yoddha,Sahil,5,1,13%,,,100.00%
PKL-08,UP Yoddha,,6,1,13%,,100.00%,
PKL-08,UP Yoddha,,7,6,75%,,33.30%,66.70%
PKL-08,UP Yoddha,Shrikant Jadhav,1,1,1%,,100.00%,
PKL-08,UP Yoddha,,2,1,1%,,100.00%,
PKL-08,UP Yoddha,,3,6,3%,50.00%,33.30%,16.70%
PKL-08,UP Yoddha,,4,18,9%,38.90%,33.30%,27.80%
PKL-08,UP Yoddha,,5,54,28%,59.30%,18.50%,22.20%
PKL-08,UP Yoddha,,6,40,21%,30.00%,47.50%,22.50%
PKL-08,UP Yoddha,,7,70,37%,24.30%,48.60%,27.10%
PKL-08,UP Yoddha,Shubham Kumar,7,1,100%,,,100.00%
PKL-08,UP Yoddha,Sumit,7,2,100%,50.00%,,50.00%
PKL-08,UP Yoddha,Surender Gill,1,1,0%,,100.00%,
PKL-08,UP Yoddha,,2,18,5%,11.10%,61.10%,27.80%
PKL-08,UP Yoddha,,3,18,5%,50.00%,33.30%,16.70%
PKL-08,UP Yoddha,,4,29,8%,51.70%,17.20%,31.00%
PKL-08,UP Yoddha,,5,67,19%,59.70%,20.90%,19.40%
PKL-08,UP Yoddha,,6,80,23%,31.30%,55.00%,13.80%
PKL-08,UP Yoddha,,7,142,40%,37.30%,43.70%,19.00%
PKL-08,Bengal Warriors,Abozar Mohajer..,6,1,100%,100.00%,,
PKL-08,Bengal Warriors,Akash Pikalmunde,4,4,10%,,25.00%,75.00%
PKL-08,Bengal Warriors,,5,15,38%,60.00%,20.00%,20.00%
PKL-08,Bengal Warriors,,6,9,23%,33.30%,44.40%,22.20%
PKL-08,Bengal Warriors,,7,11,28%,54.50%,36.40%,9.10%
PKL-08,Bengal Warriors,Amit Nirwal,7,1,100%,100.00%,,
PKL-08,Bengal Warriors,Anand V,5,7,58%,85.70%,14.30%,
PKL-08,Bengal Warriors,,6,1,8%,100.00%,,
PKL-08,Bengal Warriors,,7,4,33%,25.00%,25.00%,50.00%
PKL-08,Bengal Warriors,Esmaeil,2,6,3%,,66.70%,33.30%
PKL-08,Bengal Warriors,Nabibakhsh,3,23,12%,30.40%,56.50%,13.00%
PKL-08,Bengal Warriors,,4,24,13%,41.70%,20.80%,37.50%
PKL-08,Bengal Warriors,,5,52,28%,71.20%,19.20%,9.60%
PKL-08,Bengal Warriors,,6,20,11%,40.00%,35.00%,25.00%
PKL-08,Bengal Warriors,,7,60,32%,21.70%,46.70%,31.70%
PKL-08,Bengal Warriors,Maninder Singh,2,21,5%,,85.70%,14.30%
PKL-08,Bengal Warriors,,3,21,5%,42.90%,23.80%,33.30%
PKL-08,Bengal Warriors,,4,27,7%,37.00%,37.00%,25.90%
PKL-08,Bengal Warriors,,5,88,22%,47.70%,22.70%,29.50%
PKL-08,Bengal Warriors,,6,99,25%,23.20%,60.60%,16.20%
PKL-08,Bengal Warriors,,7,145,36%,15.20%,57.90%,26.90%
PKL-08,Bengal Warriors,Manoj Gowda,4,2,5%,50.00%,50.00%,
PKL-08,Bengal Warriors,,5,10,27%,40.00%,10.00%,50.00%
PKL-08,Bengal Warriors,,6,13,35%,53.80%,30.80%,15.40%
PKL-08,Bengal Warriors,,7,12,32%,41.70%,33.30%,25.00%
PKL-08,Bengal Warriors,Parveen Satpal,4,1,100%,100.00%,,
PKL-08,Bengal Warriors,Ran Singh,3,1,11%,100.00%,,
PKL-08,Bengal Warriors,,4,1,11%,100.00%,,
PKL-08,Bengal Warriors,,7,7,78%,57.10%,28.60%,14.30%
PKL-08,Bengal Warriors,Ravindra Kumawat,2,1,3%,,100.00%,
PKL-08,Bengal Warriors,,4,5,15%,100.00%,,
PKL-08,Bengal Warriors,,5,14,42%,42.90%,14.30%,42.90%
PKL-08,Bengal Warriors,,6,2,6%,100.00%,,
PKL-08,Bengal Warriors,,7,11,33%,54.50%,36.40%,9.10%
PKL-08,Bengal Warriors,Rinku Narwal,5,1,100%,100.00%,,
PKL-08,Bengal Warriors,Rishank Devadiga,5,3,38%,66.70%,,33.30%
PKL-08,Bengal Warriors,,6,3,38%,33.30%,,66.70%
PKL-08,Bengal Warriors,,7,2,25%,50.00%,50.00%,
PKL-08,Bengal Warriors,Rohit,3,3,8%,33.30%,33.30%,33.30%
PKL-08,Bengal Warriors,,4,3,8%,100.00%,,
PKL-08,Bengal Warriors,,5,4,11%,75.00%,,25.00%
PKL-08,Bengal Warriors,,6,7,19%,42.90%,28.60%,28.60%
PKL-08,Bengal Warriors,,7,19,53%,36.80%,47.40%,15.80%
PKL-08,Bengal Warriors,Sukesh Hegde,3,2,2%,100.00%,,
PKL-08,Bengal Warriors,,4,8,6%,87.50%,12.50%,
PKL-08,Bengal Warriors,,5,24,19%,75.00%,4.20%,20.80%
PKL-08,Bengal Warriors,,6,30,23%,40.00%,50.00%,10.00%
PKL-08,Bengal Warriors,,7,64,50%,31.30%,40.60%,28.10%
