,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
10,19,Wajid Ali,4,5,8,,HYD,73,0,All Rounder,Telugu Titans,1.25,4,3,8,,50,0,All Rounder,0.75,4,4,8,,52,0,All Rounder,1,4,1,8,,80,0,All Rounder,0.25,4,1,8,,80,0,All Rounder,0.25,4,0.25,8,,77,0,All Rounder,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,Wasim Sajjad,15,27,6,,PAT,44,9,Defender,Patna Pirates,1.8,,,,,,,,,,,,,,,,,15,24,6,,13,9,Defender,1.6,15,27,6,,12,9,Defender,1.8,15,1.8,6,,17,9,Defender,0.12,,,,,,,,,,,,,,,,,15,3,6,,12,9,Defender,0.2,,,,,,,,,,,,,,,,
12,21,Sinotharan Kanesharajah,1,5,1,,BLR,76,8,Raider,Bengaluru Bulls,5,1,2,1,,59,8,Raider,2,1,4,1,,53,8,Raider,4,1,1,1,,81,8,Raider,1,1,1,1,,81,8,Raider,1,1,1,1,,40,8,Raider,1,,,,,,,,,1,1,1,,28,8,Raider,1,,,,,,,,,,,,,,,,,,,,,,,,
13,23,Dovlet Boshimov,2,4,6,,PAT,85,8,Raider,Patna Pirates,2,2,3,6,,51,8,Raider,1.5,2,4,6,,54,8,Raider,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,42,8,Raider,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,26,Ajay Thakur,15,127,1,,BLR,4,8,Raider,Bengaluru Bulls,8.466666666666667,15,96,1,,5,8,Raider,6.4,15,122,1,,4,8,Raider,8.133333333333333,15,5,1,,52,8,Raider,0.3333333333333333,15,5,1,,56,8,Raider,0.3333333333333333,15,0.33,1,,71,8,Raider,0.022,15,8,1,,18,8,Raider,0.5333333333333333,15,2,1,,21,8,Raider,0.1333333333333333,,,,,,,,,15,5,1,,5,8,Raider,0.3333333333333333,,,,,,,,
15,28,Amit Singh Chhillar,14,30,2,,DEL,38,9,Defender,Dabang Delhi K.C.,2.142857142857143,14,1,2,,63,9,Defender,0.071428571,14,1,2,,63,9,Defender,0.071428571,14,26,2,,9,9,Defender,1.8571428571428572,14,29,2,,9,9,Defender,2.0714285714285716,14,2.07,2,,12,9,Defender,0.1478571428571428,,,,,,,,,,,,,,,,,14,3,2,,13,9,Defender,0.2142857142857142,,,,,,,,,14,1,2,,20,9,Defender,0.071428571
16,29,Anup Kumar,16,169,5,,MUM,1,8,Raider,U Mumba,10.5625,16,123,5,,1,8,Raider,7.6875,16,155,5,,1,8,Raider,9.6875,16,12,5,,34,8,Raider,0.75,16,14,5,,32,8,Raider,0.875,16,0.88,5,,46,8,Raider,0.055,16,10,5,,11,8,Raider,0.625,16,8,5,,1,8,Raider,0.5,16,2,5,,17,8,Raider,0.125,16,10,5,,1,8,Raider,0.625,,,,,,,,
17,32,Balbir Singh,8,9,3,,JAI,66,0,All Rounder,Jaipur Pink Panthers,1.125,8,7,3,,39,0,All Rounder,0.875,8,9,3,,40,0,All Rounder,1.125,,,,,,,,,,,,,,,,,,,,,,,,,8,2,3,,33,0,All Rounder,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,36,Chandran Ranjit,6,6,8,,HYD,71,8,Raider,Telugu Titans,1,6,4,8,,48,8,Raider,0.6666666666666666,6,6,8,,45,8,Raider,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,38,Dadaso Balaso Awad,5,5,2,,DEL,75,0,All Rounder,Dabang Delhi K.C.,1,,,,,,,,,,,,,,,,,5,4,2,,58,0,All Rounder,0.8,5,5,2,,54,0,All Rounder,1,5,1,2,,41,0,All Rounder,0.2,,,,,,,,,,,,,,,,,5,1,2,,41,0,All Rounder,0.2,,,,,,,,,,,,,,,,
20,41,Deepak Niwas Hooda,14,89,8,,HYD,15,0,All Rounder,Telugu Titans,6.357142857142857,14,72,8,,12,0,All Rounder,5.142857142857143,14,87,8,,13,0,All Rounder,6.214285714285714,14,2,8,,70,0,All Rounder,0.1428571428571428,14,2,8,,70,0,All Rounder,0.1428571428571428,14,0.14,8,,81,0,All Rounder,0.01,14,8,8,,17,0,All Rounder,0.5714285714285714,14,3,8,,9,0,All Rounder,0.2142857142857142,,,,,,,,,14,3,8,,11,0,All Rounder,0.2142857142857142,,,,,,,,
21,42,Dharmaraj Cheralathan,16,52,1,,BLR,23,9,Defender,Bengaluru Bulls,3.25,16,8,1,,36,9,Defender,0.5,16,13,1,,33,9,Defender,0.8125,16,34,1,,5,9,Defender,2.125,16,39,1,,3,9,Defender,2.4375,16,2.44,1,,8,9,Defender,0.1525,16,3,1,,30,9,Defender,0.1875,,,,,,,,,16,5,1,,4,9,Defender,0.3125,,,,,,,,,16,2,1,,8,9,Defender,0.125
22,44,Gangadhari Mallesh,10,16,3,,JAI,57,8,Raider,Jaipur Pink Panthers,1.6,10,10,3,,33,8,Raider,1,10,13,3,,34,8,Raider,1.3,10,3,3,,60,8,Raider,0.3,10,3,3,,62,8,Raider,0.3,10,0.3,3,,73,8,Raider,0.03,10,1,3,,43,8,Raider,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,45,Gurpreet Singh,16,27,1,,BLR,45,9,Defender,Bengaluru Bulls,1.6875,16,1,1,,64,9,Defender,0.0625,16,2,1,,61,9,Defender,0.125,16,24,1,,12,9,Defender,1.5,16,25,1,,15,9,Defender,1.5625,16,1.56,1,,24,9,Defender,0.0975,16,1,1,,44,9,Defender,0.0625,,,,,,,,,16,1,1,,42,9,Defender,0.0625,,,,,,,,,16,1,1,,21,9,Defender,0.0625
24,46,Gurvinder Singh,7,13,6,,PAT,60,8,Raider,Patna Pirates,1.8571428571428572,7,6,6,,42,8,Raider,0.8571428571428571,7,9,6,,41,8,Raider,1.2857142857142858,7,3,6,,61,8,Raider,0.4285714285714285,7,4,6,,61,8,Raider,0.5714285714285714,7,0.57,6,,58,8,Raider,0.081428571,7,3,6,,31,8,Raider,0.4285714285714285,,,,,,,,,7,1,6,,43,8,Raider,0.1428571428571428,,,,,,,,,,,,,,,,
25,51,Jasmer Singh Gulia,14,45,2,,DEL,26,0,All Rounder,Dabang Delhi K.C.,3.2142857142857144,14,7,2,,38,0,All Rounder,0.5,14,7,2,,42,0,All Rounder,0.5,14,36,2,,4,0,All Rounder,2.5714285714285716,14,38,2,,4,0,All Rounder,2.7142857142857144,14,2.71,2,,4,0,All Rounder,0.1935714285714285,14,2,2,,32,0,All Rounder,0.1428571428571428,,,,,,,,,14,2,2,,16,0,All Rounder,0.1428571428571428,,,,,,,,,,,,,,,,
26,52,Jasvir Singh,15,113,3,,JAI,9,8,Raider,Jaipur Pink Panthers,7.533333333333333,15,83,3,,9,8,Raider,5.533333333333333,15,106,3,,8,8,Raider,7.066666666666666,15,6,3,,47,8,Raider,0.4,15,7,3,,47,8,Raider,0.4666666666666667,15,0.47,3,,64,8,Raider,0.031333333,15,9,3,,15,8,Raider,0.6,15,2,3,,17,8,Raider,0.1333333333333333,15,1,3,,46,8,Raider,0.066666667,15,2,3,,12,8,Raider,0.1333333333333333,,,,,,,,
27,53,Jeeva Gopal,11,6,5,,MUM,72,9,Defender,U Mumba,0.5454545454545454,,,,,,,,,,,,,,,,,11,6,5,,48,9,Defender,0.5454545454545454,11,6,5,,51,9,Defender,0.5454545454545454,11,0.55,5,,59,9,Defender,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,54,Jeeva Kumar,9,16,5,,MUM,58,9,Defender,U Mumba,1.7777777777777777,,,,,,,,,,,,,,,,,9,16,5,,28,9,Defender,1.7777777777777777,9,16,5,,30,9,Defender,1.7777777777777777,9,1.78,5,,18,9,Defender,0.1977777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,55,Jitesh Joshi,14,53,7,,PUN,22,0,All Rounder,Puneri Paltan,3.7857142857142856,14,31,7,,24,0,All Rounder,2.2142857142857144,14,40,7,,23,0,All Rounder,2.857142857142857,14,11,7,,35,0,All Rounder,0.7857142857142857,14,13,7,,33,0,All Rounder,0.9285714285714286,14,0.93,7,,43,0,All Rounder,0.066428571,14,10,7,,12,0,All Rounder,0.7142857142857143,,,,,,,,,14,2,7,,15,0,All Rounder,0.1428571428571428,,,,,,,,,14,2,7,,9,0,All Rounder,0.1428571428571428
30,56,Kalimuthu Balamahendran,14,32,7,,PUN,36,9,Defender,Puneri Paltan,2.2857142857142856,14,8,7,,37,9,Defender,0.5714285714285714,14,12,7,,36,9,Defender,0.8571428571428571,14,14,7,,29,9,Defender,1,14,20,7,,22,9,Defender,1.4285714285714286,14,1.43,7,,27,9,Defender,0.1021428571428571,,,,,,,,,14,1,7,,25,9,Defender,0.071428571,14,6,7,,1,9,Defender,0.4285714285714285,,,,,,,,,,,,,,,,
31,58,Kashiling Adake,14,122,2,,DEL,5,8,Raider,Dabang Delhi K.C.,8.714285714285714,14,92,2,,6,8,Raider,6.571428571428571,14,113,2,,5,8,Raider,8.071428571428571,14,8,2,,42,8,Raider,0.5714285714285714,14,9,2,,42,8,Raider,0.6428571428571429,14,0.64,2,,54,8,Raider,0.045714286,14,18,2,,4,8,Raider,1.2857142857142858,14,3,2,,8,8,Raider,0.2142857142857142,14,1,2,,47,8,Raider,0.071428571,14,5,2,,6,8,Raider,0.3571428571428571,,,,,,,,
32,61,Kuldeep Singh,3,5,6,,PAT,74,9,Defender,Patna Pirates,1.6666666666666667,,,,,,,,,,,,,,,,,3,4,6,,56,9,Defender,1.3333333333333333,3,5,6,,53,9,Defender,1.6666666666666667,3,1.67,6,,21,9,Defender,0.5566666666666666,,,,,,,,,,,,,,,,,3,1,6,,48,9,Defender,0.3333333333333333,,,,,,,,,,,,,,,,
33,66,Mahesh Goud,13,59,4,,KOL,20,8,Raider,Bengal Warriors,4.538461538461538,13,40,4,,19,8,Raider,3.076923076923077,13,51,4,,20,8,Raider,3.923076923076923,13,8,4,,43,8,Raider,0.6153846153846154,13,8,4,,43,8,Raider,0.6153846153846154,13,0.62,4,,56,8,Raider,0.047692308,13,6,4,,23,8,Raider,0.4615384615384615,13,1,4,,26,8,Raider,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,
34,67,Mahipal Narwal,5,31,7,,PUN,37,0,All Rounder,Puneri Paltan,6.2,5,16,7,,28,0,All Rounder,3.2,5,24,7,,27,0,All Rounder,4.8,5,7,7,,46,0,All Rounder,1.4,5,7,7,,46,0,All Rounder,1.4,5,1.4,7,,29,0,All Rounder,0.2799999999999999,5,5,7,,26,0,All Rounder,1,5,2,7,,14,0,All Rounder,0.4,,,,,,,,,5,1,7,,20,0,All Rounder,0.2,,,,,,,,
35,68,Mandeep Kumar,7,5,6,,PAT,78,8,Raider,Patna Pirates,0.7142857142857143,7,2,6,,57,8,Raider,0.2857142857142857,7,5,6,,47,8,Raider,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,,29,8,Raider,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,
36,69,Manjeet Chhillar,16,122,1,,BLR,6,0,All Rounder,Bengaluru Bulls,7.625,16,53,1,,16,0,All Rounder,3.3125,16,71,1,,16,0,All Rounder,4.4375,16,51,1,,1,0,All Rounder,3.1875,16,51,1,,1,0,All Rounder,3.1875,16,3.19,1,,3,0,All Rounder,0.199375,16,7,1,,21,0,All Rounder,0.4375,16,2,1,,15,0,All Rounder,0.125,,,,,,,,,16,2,1,,15,0,All Rounder,0.125,16,3,1,,5,0,All Rounder,0.1875
37,70,Manoj Kumar,14,42,7,,PUN,29,9,Defender,Puneri Paltan,3,14,14,7,,30,9,Defender,1,14,22,7,,28,9,Defender,1.5714285714285714,14,17,7,,26,9,Defender,1.2142857142857142,14,20,7,,23,9,Defender,1.4285714285714286,14,1.43,7,,28,9,Defender,0.1021428571428571,,,,,,,,,14,2,7,,16,9,Defender,0.1428571428571428,14,3,7,,14,9,Defender,0.2142857142857142,,,,,,,,,,,,,,,,
38,71,Mohit Chhillar,16,36,5,,MUM,31,9,Defender,U Mumba,2.25,16,1,5,,65,9,Defender,0.0625,16,1,5,,66,9,Defender,0.0625,16,30,5,,6,9,Defender,1.875,16,35,5,,6,9,Defender,2.1875,16,2.19,5,,10,9,Defender,0.136875,,,,,,,,,,,,,,,,,16,5,5,,3,9,Defender,0.3125,,,,,,,,,16,2,5,,6,9,Defender,0.125
39,72,Navneet Gautam,14,17,3,,JAI,56,9,Defender,Jaipur Pink Panthers,1.2142857142857142,,,,,,,,,,,,,,,,,14,16,3,,27,9,Defender,1.1428571428571428,14,17,3,,28,9,Defender,1.2142857142857142,14,1.21,3,,37,9,Defender,0.086428571,,,,,,,,,,,,,,,,,14,1,3,,49,9,Defender,0.071428571,,,,,,,,,14,1,3,,23,9,Defender,0.071428571
40,73,Nilesh Shinde,14,35,4,,KOL,34,9,Defender,Bengal Warriors,2.5,14,5,4,,43,9,Defender,0.3571428571428571,14,7,4,,43,9,Defender,0.5,14,25,4,,10,9,Defender,1.7857142857142858,14,28,4,,10,9,Defender,2,14,2,4,,13,9,Defender,0.1428571428571428,,,,,,,,,,,,,,,,,14,3,4,,11,9,Defender,0.2142857142857142,,,,,,,,,14,2,4,,7,9,Defender,0.1428571428571428
41,75,Nitin Madane,12,107,4,,KOL,12,8,Raider,Bengal Warriors,8.916666666666666,12,78,4,,10,8,Raider,6.5,12,101,4,,10,8,Raider,8.416666666666666,12,4,4,,57,8,Raider,0.3333333333333333,12,6,4,,52,8,Raider,0.5,12,0.5,4,,62,8,Raider,0.041666667,12,8,4,,19,8,Raider,0.6666666666666666,12,3,4,,10,8,Raider,0.25,12,2,4,,18,8,Raider,0.1666666666666666,12,5,4,,7,8,Raider,0.4166666666666667,,,,,,,,
42,76,Nitin More,9,12,7,,PUN,61,9,Defender,Puneri Paltan,1.3333333333333333,,,,,,,,,,,,,,,,,9,12,7,,33,9,Defender,1.3333333333333333,9,12,7,,35,9,Defender,1.3333333333333333,9,1.33,7,,32,9,Defender,0.1477777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,7,,22,9,Defender,0.1111111111111111
43,77,Parveen Kumar,8,3,4,,KOL,88,9,Defender,Bengal Warriors,0.375,,,,,,,,,,,,,,,,,8,2,4,,67,9,Defender,0.25,8,3,4,,65,9,Defender,0.375,8,0.38,4,,68,9,Defender,0.0475,,,,,,,,,,,,,,,,,8,1,4,,33,9,Defender,0.125,,,,,,,,,,,,,,,,
44,79,Pravin Niwale,7,21,7,,PUN,50,8,Raider,Puneri Paltan,3,7,12,7,,31,8,Raider,1.7142857142857142,7,20,7,,30,8,Raider,2.857142857142857,7,1,7,,84,8,Raider,0.1428571428571428,7,1,7,,84,8,Raider,0.1428571428571428,7,0.14,7,,82,8,Raider,0.02,7,5,7,,27,8,Raider,0.7142857142857143,7,3,7,,11,8,Raider,0.4285714285714285,,,,,,,,,7,1,7,,19,8,Raider,0.1428571428571428,,,,,,,,
45,80,Punit Kumar Teotia,4,5,2,,DEL,77,8,Raider,Dabang Delhi K.C.,1.25,4,2,2,,58,8,Raider,0.5,4,3,2,,55,8,Raider,0.75,4,2,2,,66,8,Raider,0.5,4,2,2,,66,8,Raider,0.5,4,0.5,2,,63,8,Raider,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,81,Rahul Chaudhari,14,161,8,,HYD,2,8,Raider,Telugu Titans,11.5,14,122,8,,2,8,Raider,8.714285714285714,14,151,8,,2,8,Raider,10.785714285714286,14,9,8,,40,8,Raider,0.6428571428571429,14,10,8,,40,8,Raider,0.7142857142857143,14,0.71,8,,50,8,Raider,0.050714286,14,9,8,,14,8,Raider,0.6428571428571429,14,2,8,,12,8,Raider,0.1428571428571428,14,1,8,,34,8,Raider,0.071428571,14,8,8,,2,8,Raider,0.5714285714285714,,,,,,,,
47,84,Rajaguru Subramanian,14,19,8,,HYD,54,9,Defender,Telugu Titans,1.3571428571428572,,,,,,,,,,,,,,,,,14,18,8,,24,9,Defender,1.2857142857142858,14,19,8,,26,9,Defender,1.3571428571428572,14,1.36,8,,31,9,Defender,0.097142857,,,,,,,,,,,,,,,,,14,1,8,,35,9,Defender,0.071428571,,,,,,,,,,,,,,,,
48,85,Rajesh Mondal,15,44,1,,BLR,27,8,Raider,Bengaluru Bulls,2.933333333333333,15,32,1,,23,8,Raider,2.1333333333333333,15,39,1,,24,8,Raider,2.6,15,4,1,,53,8,Raider,0.2666666666666666,15,5,1,,57,8,Raider,0.3333333333333333,15,0.33,1,,69,8,Raider,0.022,15,10,1,,10,8,Raider,0.6666666666666666,15,2,1,,13,8,Raider,0.1333333333333333,15,1,1,,36,8,Raider,0.066666667,,,,,,,,,,,,,,,,
49,86,Rajesh Narwal,16,98,3,,JAI,14,0,All Rounder,Jaipur Pink Panthers,6.125,16,59,3,,15,0,All Rounder,3.6875,16,72,3,,15,0,All Rounder,4.5,16,25,3,,11,0,All Rounder,1.5625,16,26,3,,14,0,All Rounder,1.625,16,1.63,3,,22,0,All Rounder,0.101875,16,14,3,,6,0,All Rounder,0.875,16,3,3,,5,0,All Rounder,0.1875,16,1,3,,37,0,All Rounder,0.0625,,,,,,,,,16,2,3,,10,0,All Rounder,0.125
50,87,Raju Lal Choudhary,5,2,3,,JAI,89,9,Defender,Jaipur Pink Panthers,0.4,,,,,,,,,,,,,,,,,5,2,3,,65,9,Defender,0.4,5,2,3,,67,9,Defender,0.4,5,0.4,3,,67,9,Defender,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,88,Rakesh Kumar,12,99,6,,PAT,13,0,All Rounder,Patna Pirates,8.25,12,76,6,,11,0,All Rounder,6.333333333333333,12,88,6,,12,0,All Rounder,7.333333333333333,12,11,6,,36,0,All Rounder,0.9166666666666666,12,11,6,,36,0,All Rounder,0.9166666666666666,12,0.92,6,,44,0,All Rounder,0.076666667,12,6,6,,22,0,All Rounder,0.5,,,,,,,,,,,,,,,,,12,2,6,,14,0,All Rounder,0.1666666666666666,,,,,,,,
52,89,Ram Kumar Sah,9,18,6,,PAT,55,9,Defender,Patna Pirates,2,9,3,6,,52,9,Defender,0.3333333333333333,9,3,6,,56,9,Defender,0.3333333333333333,9,14,6,,30,9,Defender,1.5555555555555556,9,15,6,,31,9,Defender,1.6666666666666667,9,1.67,6,,20,9,Defender,0.1855555555555555,,,,,,,,,,,,,,,,,9,1,6,,38,9,Defender,0.1111111111111111,,,,,,,,,9,2,6,,11,9,Defender,0.2222222222222222
53,92,Ravi Dalal,16,111,6,,PAT,11,8,Raider,Patna Pirates,6.9375,16,87,6,,7,8,Raider,5.4375,16,111,6,,7,8,Raider,6.9375,,,,,,,,,,,,,,,,,,,,,,,,,16,20,6,,2,8,Raider,1.25,16,4,6,,4,8,Raider,0.25,,,,,,,,,16,3,6,,9,8,Raider,0.1875,,,,,,,,
54,94,Rishank Devadiga,16,77,5,,MUM,17,8,Raider,U Mumba,4.8125,16,45,5,,18,8,Raider,2.8125,16,64,5,,18,8,Raider,4,16,13,5,,31,8,Raider,0.8125,16,13,5,,34,8,Raider,0.8125,16,0.81,5,,47,8,Raider,0.050625,16,10,5,,13,8,Raider,0.625,16,2,5,,22,8,Raider,0.125,,,,,,,,,,,,,,,,,,,,,,,,
55,96,Rohit Rana,15,38,3,,JAI,30,9,Defender,Jaipur Pink Panthers,2.533333333333333,,,,,,,,,,,,,,,,,15,37,3,,3,9,Defender,2.466666666666667,15,38,3,,5,9,Defender,2.533333333333333,15,2.53,3,,5,9,Defender,0.1686666666666666,,,,,,,,,,,,,,,,,15,1,3,,39,9,Defender,0.066666667,,,,,,,,,15,3,3,,4,9,Defender,0.2
56,97,Rupesh Tomar,5,5,8,,HYD,79,0,All Rounder,Telugu Titans,1,5,1,8,,68,0,All Rounder,0.2,5,1,8,,67,0,All Rounder,0.2,5,3,8,,64,0,All Rounder,0.6,5,4,8,,58,0,All Rounder,0.8,5,0.8,8,,48,0,All Rounder,0.16,,,,,,,,,,,,,,,,,5,1,8,,40,0,All Rounder,0.2,,,,,,,,,,,,,,,,
