match_played,value,team_id,team_name,rank,points_per_match
22,22.91,4,Bengal Warriors,1,1.0413636363636363
22,22.09,5,U Mumba,2,1.0040909090909091
24,20.63,6,Patna Pirates,3,0.8595833333333333
23,20.61,2,Dabang Delhi K.C.,4,0.8960869565217391
23,20.17,3,Jaipur Pink Panthers,5,0.8769565217391305
22,20.14,29,Tamil Thalaivas,6,0.9154545454545455
22,19.73,30,U.P. Yoddhas,7,0.8968181818181818
25,19.68,28,Haryana Steelers,8,0.7872
24,19.33,7,Puneri Paltan,9,0.8054166666666666
22,18.77,8,Telugu Titans,10,0.8531818181818182
22,18.45,1,Bengaluru Bulls,11,0.8386363636363636
23,18.35,31,Gujarat Giants,12,0.7978260869565218
