id,result,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
55,W,27/07/16,7,PUNE,20,1,BLR,22,,Puneri Paltan Won by -2 Pts,7
57,L,29/07/16,6,PAT,22,7,PUNE,16,,Patna Pirates Won by 6 Pts,7
59,W,31/07/16,8,HYD,11,7,PUNE,20,,Puneri Paltan Won by 9 Pts,7
32,W,14/03/14,3,JAI,9,5,MUM,18,,U Mumba Won by 9 Pts,5
2,W,25/06/16,5,MUM,22,3,JAI,17,,U Mumba Won by 5 Pts,5
4,L,26/06/16,7,PUNE,17,5,MUM,10,,Puneri Paltan Won by 7 Pts,5
9,L,29/06/16,5,MUM,20,6,PAT,17,,Patna Pirates Won by -3 Pts,5
11,W,01/07/16,5,MUM,17,2,DEL,15,,U Mumba Won by 2 Pts,5
16,W,03/07/16,4,KOL,8,5,MUM,19,,U Mumba Won by 11 Pts,5
21,L,06/07/16,8,HYD,16,5,MUM,15,,Telugu Titans Won by 1 Pts,5
23,W,08/07/16,1,BLR,13,5,MUM,13,,U Mumba Won by 0 Pts,5
37,L,16/07/16,6,PAT,22,5,MUM,15,,Patna Pirates Won by 7 Pts,5
43,W,20/07/16,5,MUM,16,7,PUNE,16,,U Mumba Won by 0 Pts,5
45,,21/07/16,5,MUM,14,8,HYD,11,,,5
47,L,21/07/16,5,MUM,11,4,KOL,18,,Bengal Warriorz Won by 7 Pts,5
49,L,23/07/16,5,MUM,17,1,BLR,18,,Bengaluru Bulls Won by 1 Pts,5
56,W,27/07/16,2,DEL,18,5,MUM,23,,U Mumba Won by 5 Pts,5
3,W,26/06/16,1,BLR,12,4,KOL,13,,Bengaluru Bulls Won by -1 Pts,1
10,,30/06/16,3,JAI,15,1,BLR,17,,,1
13,L,02/07/16,2,DEL,23,1,BLR,13,,Dabang Delhi K.C. Won by 10 Pts,1
17,W,04/07/16,1,BLR,18,7,PUNE,14,,Bengaluru Bulls Won by 4 Pts,1
19,W,05/07/16,8,HYD,10,1,BLR,15,,Bengaluru Bulls Won by 5 Pts,1
22,L,07/07/16,6,PAT,17,1,BLR,12,,Patna Pirates Won by 5 Pts,1
23,L,08/07/16,1,BLR,13,5,MUM,13,,U Mumba Won by 0 Pts,1
29,L,12/07/16,1,BLR,10,8,HYD,20,,Telugu Titans Won by 10 Pts,1
31,L,13/07/16,1,BLR,10,3,JAI,15,,Jaipur Pink Panthers Won by 5 Pts,1
33,L,14/07/16,1,BLR,15,6,PAT,26,,Patna Pirates Won by 11 Pts,1
35,L,15/07/16,1,BLR,9,2,DEL,21,,Dabang Delhi K.C. Won by 12 Pts,1
42,W,19/07/16,4,KOL,12,1,BLR,15,,Bengaluru Bulls Won by 3 Pts,1
49,W,23/07/16,5,MUM,17,1,BLR,18,,Bengaluru Bulls Won by 1 Pts,1
55,L,27/07/16,7,PUNE,20,1,BLR,22,,Puneri Paltan Won by -2 Pts,1
5,L,27/06/16,4,KOL,16,2,DEL,15,,Bengal Warriorz Won by 1 Pts,2
7,,28/06/16,7,PUNE,11,2,DEL,15,,,2
11,L,01/07/16,5,MUM,17,2,DEL,15,,U Mumba Won by 2 Pts,2
13,W,02/07/16,2,DEL,23,1,BLR,13,,Dabang Delhi K.C. Won by 10 Pts,2
20,L,06/07/16,2,DEL,11,3,JAI,24,,Jaipur Pink Panthers Won by 13 Pts,2
26,W,09/07/16,6,PAT,7,2,DEL,22,,Dabang Delhi K.C. Won by 15 Pts,2
27,L,10/07/16,2,DEL,16,8,HYD,17,,Telugu Titans Won by 1 Pts,2
35,W,15/07/16,1,BLR,9,2,DEL,21,,Dabang Delhi K.C. Won by 12 Pts,2
41,L,19/07/16,8,HYD,19,2,DEL,13,,Telugu Titans Won by 6 Pts,2
44,L,21/07/16,3,JAI,10,2,DEL,14,,Jaipur Pink Panthers Won by -4 Pts,2
50,W,24/07/16,2,DEL,19,4,KOL,14,,Dabang Delhi K.C. Won by 5 Pts,2
52,L,25/07/16,2,DEL,21,6,PAT,12,,Patna Pirates Won by -9 Pts,2
54,L,26/07/16,2,DEL,21,7,PUNE,12,,Puneri Paltan Won by -9 Pts,2
56,L,27/07/16,2,DEL,18,5,MUM,23,,U Mumba Won by 5 Pts,2
3,L,26/06/16,1,BLR,12,4,KOL,13,,Bengaluru Bulls Won by -1 Pts,4
5,W,27/06/16,4,KOL,16,2,DEL,15,,Bengal Warriorz Won by 1 Pts,4
12,L,01/07/16,3,JAI,15,4,KOL,14,,Jaipur Pink Panthers Won by 1 Pts,4
16,L,03/07/16,4,KOL,8,5,MUM,19,,U Mumba Won by 11 Pts,4
18,L,04/07/16,8,HYD,18,4,KOL,12,,Telugu Titans Won by 6 Pts,4
24,L,08/07/16,6,PAT,20,4,KOL,12,,Patna Pirates Won by 8 Pts,4
25,L,09/07/16,4,KOL,15,7,PUNE,18,,Puneri Paltan Won by 3 Pts,4
30,,12/07/16,7,PUNE,16,4,KOL,26,,,4
36,W,16/07/16,4,KOL,15,3,JAI,11,,Bengal Warriorz Won by 4 Pts,4
39,L,17/07/16,4,KOL,16,6,PAT,20,,Patna Pirates Won by 4 Pts,4
40,,18/07/16,4,KOL,19,8,HYD,16,,,4
42,L,19/07/16,4,KOL,12,1,BLR,15,,Bengaluru Bulls Won by 3 Pts,4
47,W,21/07/16,5,MUM,11,4,KOL,18,,Bengal Warriorz Won by 7 Pts,4
50,L,24/07/16,2,DEL,19,4,KOL,14,,Dabang Delhi K.C. Won by 5 Pts,4
