match_played,value,team_id,team_name,rank,points_per_match
22,851,8,Telugu Titans,1,38.68181818181818
24,835,1,Bengaluru Bulls,2,34.791666666666664
24,832,30,U.P. Yoddhas,3,34.666666666666664
24,801,2,Dabang Delhi K.C.,4,33.375
23,792,7,Puneri Paltan,5,34.43478260869565
22,776,29,Tamil Thalaivas,6,35.27272727272727
22,772,4,Bengal Warriors,7,35.09090909090909
22,769,28,Haryana Steelers,8,34.95454545454545
23,755,31,Gujarat Giants,9,32.82608695652174
22,750,5,U Mumba,10,34.09090909090909
24,746,6,Patna Pirates,11,31.083333333333332
22,742,3,Jaipur Pink Panthers,12,33.72727272727273
