match_played,value,team_id,team_name,rank,points_per_match
24,43.65,1,Bengaluru Bulls,1,1.8187499999999999
22,42.62,3,Jaipur Pink Panthers,2,1.9372727272727273
24,42.37,2,Dabang Delhi K.C.,3,1.7654166666666666
22,39.57,4,Bengal Warriors,4,1.7986363636363636
22,39.2,28,Haryana Steelers,5,1.781818181818182
23,39.05,7,Puneri Paltan,6,1.6978260869565216
22,38.7,5,U Mumba,7,1.7590909090909093
24,38.62,30,U.P. Yoddhas,8,1.6091666666666666
24,37.48,6,Patna Pirates,9,1.5616666666666665
23,36.98,31,Gujarat Giants,10,1.6078260869565215
22,35.94,8,Telugu Titans,11,1.6336363636363636
22,35.58,29,Tamil Thalaivas,12,1.6172727272727272
