match_played,value,team_id,team_name,rank,points_per_match
24,22.29,1,Bengaluru Bulls,1,0.92875
22,21.68,4,Bengal Warriors,2,0.9854545454545455
24,21.46,30,U.P. Yoddhas,3,0.8941666666666667
24,21.04,2,Dabang Delhi K.C.,4,0.8766666666666666
22,20.5,3,Jaipur Pink Panthers,5,0.9318181818181818
22,20.0,28,Haryana Steelers,6,0.9090909090909091
22,19.55,8,Telugu Titans,7,0.8886363636363637
24,19.54,6,Patna Pirates,8,0.8141666666666666
23,19.52,7,Puneri Paltan,9,0.8486956521739131
23,19.3,31,Gujarat Giants,10,0.8391304347826087
22,19.18,5,U Mumba,11,0.8718181818181818
22,18.95,29,Tamil Thalaivas,12,0.8613636363636363
