match_played,value,team_id,team_name,rank,points_per_match
22,36,29,Tamil Thalaivas,1,1.6363636363636365
22,35,8,Telugu Titans,2,1.5909090909090908
23,32,7,Puneri Paltan,3,1.391304347826087
24,30,1,Bengaluru Bulls,4,1.25
24,28,2,Dabang Delhi K.C.,5,1.1666666666666667
22,28,28,Haryana Steelers,6,1.2727272727272727
22,28,5,U Mumba,7,1.2727272727272727
23,27,31,Gujarat Giants,8,1.173913043478261
22,26,3,Jaipur Pink Panthers,9,1.1818181818181819
22,25,4,Bengal Warriors,10,1.1363636363636365
24,24,30,U.P. Yoddhas,11,1.0
24,19,6,Patna Pirates,12,0.7916666666666666
