season,team_name,player-id-pkdc,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-08,Gujarat Fortunegiants,?,Rakesh Sungroya,5,66,22%,50.00%,24.20%,25.80%
PKL-08,Gujarat Fortunegiants,?,Rakesh Sungroya,6,53,18%,26.40%,52.80%,20.80%
PKL-08,Gujarat Fortunegiants,?,Rakesh Sungroya,7,93,31%,33.30%,44.10%,22.60%
PKL-08,Gujarat Fortunegiants,3472,Rathan K,3,1,5%,,,100.00%
PKL-08,Gujarat Fortunegiants,3472,Rathan K,4,5,24%,80.00%,,20.00%
PKL-08,Gujarat Fortunegiants,3472,Rathan K,5,6,29%,66.70%,,33.30%
PKL-08,Gujarat Fortunegiants,3472,Rathan K,6,5,24%,40.00%,40.00%,20.00%
PKL-08,Gujarat Fortunegiants,3472,Rathan K,7,4,19%,25.00%,25.00%,50.00%
PKL-08,Gujarat Fortunegiants,?,Sonu Singh,5,1,25%,,,100.00%
PKL-08,Gujarat Fortunegiants,?,Sonu Singh,7,3,75%,66.70%,,33.30%
PKL-08,Gujarat Fortunegiants,368,Sunil Kumar,3,1,7%,100.00%,,
PKL-08,Gujarat Fortunegiants,368,Sunil Kumar,5,1,7%,100.00%,,
PKL-08,Gujarat Fortunegiants,368,Sunil Kumar,6,3,20%,100.00%,,
PKL-08,Gujarat Fortunegiants,368,Sunil Kumar,7,10,67%,90.00%,10.00%,
PKL-08,Dabang Delhi,26,Ajay Thakur,3,1,8%,100.00%,,
PKL-08,Dabang Delhi,26,Ajay Thakur,5,3,23%,66.70%,,33.30%
PKL-08,Dabang Delhi,26,Ajay Thakur,7,9,69%,22.20%,33.30%,44.40%
PKL-08,Dabang Delhi,4947,Ashu Malik,2,3,2%,,66.70%,33.30%
PKL-08,Dabang Delhi,4947,Ashu Malik,3,4,3%,50.00%,25.00%,25.00%
PKL-08,Dabang Delhi,4947,Ashu Malik,4,26,19%,42.30%,26.90%,30.80%
PKL-08,Dabang Delhi,4947,Ashu Malik,5,49,36%,44.90%,26.50%,28.60%
PKL-08,Dabang Delhi,4947,Ashu Malik,6,20,14%,40.00%,25.00%,35.00%
PKL-08,Dabang Delhi,4947,Ashu Malik,7,36,26%,36.10%,36.10%,27.80%
PKL-08,Dabang Delhi,3222,Balram,4,1,25%,100.00%,,
PKL-08,Dabang Delhi,3222,Balram,5,1,25%,100.00%,,
PKL-08,Dabang Delhi,3222,Balram,7,2,50%,50.00%,,50.00%
PKL-08,Dabang Delhi,194,Joginder Narwal,7,1,100%,,,100.00%
PKL-08,Dabang Delhi,3965,Manjeet,2,1,6%,,,100.00%
PKL-08,Dabang Delhi,3965,Manjeet,4,5,29%,20.00%,20.00%,60.00%
PKL-08,Dabang Delhi,3965,Manjeet,5,3,18%,66.70%,,33.30%
PKL-08,Dabang Delhi,3965,Manjeet,6,2,12%,,50.00%,50.00%
PKL-08,Dabang Delhi,3965,Manjeet,7,6,35%,16.70%,66.70%,16.70%
PKL-08,Dabang Delhi,69,Manjeet Chhillar,4,1,20%,100.00%,,
PKL-08,Dabang Delhi,69,Manjeet Chhillar,6,2,40%,100.00%,,
PKL-08,Dabang Delhi,69,Manjeet Chhillar,7,2,40%,50.00%,50.00%,
PKL-08,Dabang Delhi,2296,Naveen Kumar,1,2,1%,,100.00%,
PKL-08,Dabang Delhi,2296,Naveen Kumar,2,25,7%,4.00%,88.00%,8.00%
PKL-08,Dabang Delhi,2296,Naveen Kumar,3,21,6%,9.50%,57.10%,33.30%
PKL-08,Dabang Delhi,2296,Naveen Kumar,4,48,14%,35.40%,52.10%,12.50%
PKL-08,Dabang Delhi,2296,Naveen Kumar,5,69,20%,56.50%,27.50%,15.90%
PKL-08,Dabang Delhi,2296,Naveen Kumar,6,70,21%,21.40%,61.40%,17.10%
PKL-08,Dabang Delhi,2296,Naveen Kumar,7,103,30%,26.20%,61.20%,12.60%
PKL-08,Dabang Delhi,3038,Neeraj Narwal,2,2,2%,,100.00%,
PKL-08,Dabang Delhi,3038,Neeraj Narwal,3,11,11%,54.50%,18.20%,27.30%
PKL-08,Dabang Delhi,3038,Neeraj Narwal,4,9,9%,11.10%,55.60%,33.30%
PKL-08,Dabang Delhi,3038,Neeraj Narwal,5,31,32%,48.40%,19.40%,32.30%
PKL-08,Dabang Delhi,3038,Neeraj Narwal,6,19,20%,31.60%,31.60%,36.80%
PKL-08,Dabang Delhi,3038,Neeraj Narwal,7,25,26%,16.00%,48.00%,36.00%
PKL-08,Dabang Delhi,3152,Nitin Panwar,5,2,50%,,50.00%,50.00%
PKL-08,Dabang Delhi,3152,Nitin Panwar,6,1,25%,,,100.00%
PKL-08,Dabang Delhi,3152,Nitin Panwar,7,1,25%,,100.00%,
PKL-08,Dabang Delhi,142,Sandeep Narwal,1,1,1%,,100.00%,
PKL-08,Dabang Delhi,142,Sandeep Narwal,2,5,7%,40.00%,20.00%,40.00%
PKL-08,Dabang Delhi,142,Sandeep Narwal,3,5,7%,60.00%,40.00%,
PKL-08,Dabang Delhi,142,Sandeep Narwal,4,9,13%,55.60%,22.20%,22.20%
PKL-08,Dabang Delhi,142,Sandeep Narwal,5,9,13%,100.00%,,
PKL-08,Dabang Delhi,142,Sandeep Narwal,6,8,12%,50.00%,50.00%,
PKL-08,Dabang Delhi,142,Sandeep Narwal,7,31,46%,58.10%,25.80%,16.10%
PKL-08,Dabang Delhi,3235,Sushant Sail,4,2,50%,50.00%,,50.00%
PKL-08,Dabang Delhi,3235,Sushant Sail,7,2,50%,,50.00%,50.00%
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,1,1,0%,,100.00%,
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,2,1,0%,,100.00%,
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,3,3,1%,66.70%,,33.30%
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,4,22,8%,86.40%,4.50%,9.10%
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,5,48,17%,64.60%,12.50%,22.90%
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,6,82,29%,26.80%,56.10%,17.10%
PKL-08,Dabang Delhi,#N/A,Vijay Jaglan,7,128,45%,25.80%,51.60%,22.70%
PKL-08,Haryana Steelers,#N/A,Ajay Ghanghas,6,1,100%,,,100.00%
PKL-08,Haryana Steelers,3028,Ashish,2,1,1%,,100.00%,
PKL-08,Haryana Steelers,3028,Ashish,3,3,3%,33.30%,33.30%,33.30%
PKL-08,Haryana Steelers,3028,Ashish,4,10,10%,40.00%,30.00%,30.00%
PKL-08,Haryana Steelers,3028,Ashish,5,11,11%,63.60%,18.20%,18.20%
PKL-08,Haryana Steelers,3028,Ashish,6,27,26%,29.60%,66.70%,3.70%
PKL-08,Haryana Steelers,3028,Ashish,7,50,49%,34.00%,36.00%,30.00%
PKL-08,Haryana Steelers,4184,Jaideep,5,3,21%,100.00%,,
PKL-08,Haryana Steelers,4184,Jaideep,6,2,14%,100.00%,,
PKL-08,Haryana Steelers,4184,Jaideep,7,9,64%,66.70%,,33.30%
PKL-08,Haryana Steelers,4183,Meetu,2,2,1%,,100.00%,
PKL-08,Haryana Steelers,4183,Meetu,3,8,4%,25.00%,50.00%,25.00%
PKL-08,Haryana Steelers,4183,Meetu,4,23,12%,39.10%,34.80%,26.10%
PKL-08,Haryana Steelers,4183,Meetu,5,53,28%,64.20%,17.00%,18.90%
PKL-08,Haryana Steelers,4183,Meetu,6,35,18%,31.40%,48.60%,20.00%
PKL-08,Haryana Steelers,4183,Meetu,7,71,37%,33.80%,38.00%,28.20%
PKL-08,Haryana Steelers,#N/A,Mohammad Esmaeil,6,3,50%,66.70%,,33.30%
PKL-08,Haryana Steelers,#N/A,Mohammad Esmaeil,7,3,50%,33.30%,33.30%,33.30%
PKL-08,Haryana Steelers,86,Rajesh Narwal,6,2,50%,50.00%,,50.00%
PKL-08,Haryana Steelers,86,Rajesh Narwal,7,2,50%,,,100.00%
PKL-08,Haryana Steelers,240,Ravi Kumar,7,1,100%,,,100.00%
PKL-08,Haryana Steelers,3023,Rohit Gulia,3,4,4%,50.00%,,50.00%
PKL-08,Haryana Steelers,3023,Rohit Gulia,4,9,8%,88.90%,,11.10%
PKL-08,Haryana Steelers,3023,Rohit Gulia,5,7,6%,42.90%,14.30%,42.90%
PKL-08,Haryana Steelers,3023,Rohit Gulia,6,40,35%,20.00%,50.00%,30.00%
PKL-08,Haryana Steelers,3023,Rohit Gulia,7,53,47%,18.90%,41.50%,39.60%
PKL-08,Haryana Steelers,146,Surender Nada,2,1,8%,100.00%,,
PKL-08,Haryana Steelers,146,Surender Nada,3,1,8%,100.00%,,
PKL-08,Haryana Steelers,146,Surender Nada,4,2,17%,50.00%,50.00%,
PKL-08,Haryana Steelers,146,Surender Nada,5,1,8%,100.00%,,
PKL-08,Haryana Steelers,146,Surender Nada,6,1,8%,100.00%,,
PKL-08,Haryana Steelers,146,Surender Nada,7,6,50%,50.00%,16.70%,33.30%
PKL-08,Haryana Steelers,768,Vijay Kumar,7,1,100%,,100.00%,
PKL-08,Haryana Steelers,366,Vikash Kandola,1,4,1%,,100.00%,
PKL-08,Haryana Steelers,366,Vikash Kandola,2,23,6%,8.70%,82.60%,8.70%
PKL-08,Haryana Steelers,366,Vikash Kandola,3,41,12%,34.10%,46.30%,19.50%
PKL-08,Haryana Steelers,366,Vikash Kandola,4,53,15%,37.70%,34.00%,28.30%
PKL-08,Haryana Steelers,366,Vikash Kandola,5,71,20%,39.40%,35.20%,25.40%
PKL-08,Haryana Steelers,366,Vikash Kandola,6,70,20%,38.60%,37.10%,24.30%
PKL-08,Haryana Steelers,366,Vikash Kandola,7,94,26%,36.20%,38.30%,25.50%
PKL-08,Haryana Steelers,3054,Vinay,3,2,2%,50.00%,,50.00%
PKL-08,Haryana Steelers,3054,Vinay,4,10,10%,30.00%,40.00%,30.00%
PKL-08,Haryana Steelers,3054,Vinay,5,11,11%,63.60%,27.30%,9.10%
PKL-08,Haryana Steelers,3054,Vinay,6,31,32%,29.00%,54.80%,16.10%
PKL-08,Haryana Steelers,3054,Vinay,7,42,44%,28.60%,57.10%,14.30%
PKL-08,Jaipur Pink Panthers,#N/A,Amin Nosrati,5,3,60%,66.70%,,33.30%
PKL-08,Jaipur Pink Panthers,#N/A,Amin Nosrati,6,1,20%,,,100.00%
PKL-08,Jaipur Pink Panthers,#N/A,Amin Nosrati,7,1,20%,,,100.00%
PKL-08,Jaipur Pink Panthers,3180,Amirhossein Mohammad Maleki,6,2,40%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,3180,Amirhossein Mohammad Maleki,7,3,60%,,100.00%,
PKL-08,Jaipur Pink Panthers,371,Amit Nagar,4,3,17%,100.00%,,
PKL-08,Jaipur Pink Panthers,371,Amit Nagar,5,6,33%,66.70%,,33.30%
PKL-08,Jaipur Pink Panthers,371,Amit Nagar,6,2,11%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,371,Amit Nagar,7,7,39%,28.60%,57.10%,14.30%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,1,5,1%,,100.00%,
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,2,26,6%,11.50%,61.50%,26.90%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,3,29,7%,37.90%,37.90%,24.10%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,4,58,14%,27.60%,43.10%,29.30%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,5,57,14%,47.40%,38.60%,14.00%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,6,104,25%,26.90%,59.60%,13.50%
PKL-08,Jaipur Pink Panthers,2024,Arjun Deshwal,7,142,34%,25.40%,59.90%,14.80%
PKL-08,Jaipur Pink Panthers,3715,Ashok,6,4,67%,25.00%,25.00%,50.00%
PKL-08,Jaipur Pink Panthers,3715,Ashok,7,2,33%,,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,3070,Brijendra Singh Chaudhary,0,1,3%,,,100.00%
PKL-08,Jaipur Pink Panthers,3070,Brijendra Singh Chaudhary,4,2,7%,50.00%,50.00%,
PKL-08,Jaipur Pink Panthers,3070,Brijendra Singh Chaudhary,5,3,10%,66.70%,33.30%,
PKL-08,Jaipur Pink Panthers,3070,Brijendra Singh Chaudhary,6,5,17%,,60.00%,40.00%
PKL-08,Jaipur Pink Panthers,3070,Brijendra Singh Chaudhary,7,18,62%,27.80%,44.40%,27.80%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,1,1,0%,,100.00%,
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,2,14,5%,28.60%,50.00%,21.40%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,3,28,10%,50.00%,39.30%,10.70%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,4,46,16%,45.70%,26.10%,28.30%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,5,56,20%,58.90%,19.60%,21.40%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,6,58,21%,41.40%,44.80%,13.80%
PKL-08,Jaipur Pink Panthers,41,Deepak Hooda,7,78,28%,33.30%,47.40%,19.20%
PKL-08,Jaipur Pink Panthers,4956,Deepak Singh,3,1,100%,100.00%,,
PKL-08,Jaipur Pink Panthers,2357,Naveen,4,7,16%,14.30%,57.10%,28.60%
PKL-08,Jaipur Pink Panthers,2357,Naveen,5,13,29%,53.80%,23.10%,23.10%
PKL-08,Jaipur Pink Panthers,2357,Naveen,6,10,22%,80.00%,10.00%,10.00%
PKL-08,Jaipur Pink Panthers,2357,Naveen,7,15,33%,60.00%,6.70%,33.30%
PKL-08,Jaipur Pink Panthers,3065,Nitin Rawal,3,3,6%,100.00%,,
PKL-08,Jaipur Pink Panthers,3065,Nitin Rawal,4,8,17%,87.50%,,12.50%
PKL-08,Jaipur Pink Panthers,3065,Nitin Rawal,5,6,13%,100.00%,,
PKL-08,Jaipur Pink Panthers,3065,Nitin Rawal,6,7,15%,42.90%,28.60%,28.60%
PKL-08,Jaipur Pink Panthers,3065,Nitin Rawal,7,23,49%,56.50%,8.70%,34.80%
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,2,1,3%,,100.00%,
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,3,1,3%,100.00%,,
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,4,6,20%,16.70%,50.00%,33.30%
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,5,6,20%,50.00%,33.30%,16.70%
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,6,4,13%,50.00%,50.00%,
PKL-08,Jaipur Pink Panthers,3154,Sachin Narwal,7,12,40%,33.30%,41.70%,25.00%
PKL-08,Jaipur Pink Panthers,4769,Sahul Kumar,4,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,4769,Sahul Kumar,7,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,#N/A,Sushil Gulia,5,2,100%,,,100.00%
PKL-08,Jaipur Pink Panthers,#N/A,Vishal Lather,5,1,50%,100.00%,,
PKL-08,Jaipur Pink Panthers,#N/A,Vishal Lather,7,1,50%,100.00%,,
PKL-08,Bengaluru Bulls,300,Abolfazel Maghsodlo,6,1,17%,,,100.00%
PKL-08,Bengaluru Bulls,300,Abolfazel Maghsodlo,7,5,83%,20.00%,40.00%,40.00%
PKL-08,Bengaluru Bulls,4972,Aman,6,1,33%,100.00%,,
PKL-08,Bengaluru Bulls,4972,Aman,7,2,67%,,50.00%,50.00%
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,2,2,1%,,100.00%,
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,3,13,7%,30.80%,46.20%,23.10%
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,4,25,13%,12.00%,40.00%,48.00%
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,5,36,18%,36.10%,30.60%,33.30%
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,6,51,26%,11.80%,62.70%,25.50%
PKL-08,Bengaluru Bulls,#N/A,Bharat Naresh,7,69,35%,21.70%,53.60%,24.60%
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,2,1,1%,,100.00%,
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,3,7,4%,71.40%,,28.60%
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,4,16,9%,56.30%,12.50%,31.30%
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,5,34,18%,44.10%,23.50%,32.40%
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,6,39,21%,41.00%,38.50%,20.50%
PKL-08,Bengaluru Bulls,36,Chandran Ranjit,7,88,48%,30.70%,39.80%,29.50%
PKL-08,Bengaluru Bulls,211,Deepak Narwal,2,1,2%,,,100.00%
PKL-08,Bengaluru Bulls,211,Deepak Narwal,3,1,2%,100.00%,,
PKL-08,Bengaluru Bulls,211,Deepak Narwal,4,1,2%,,,100.00%
PKL-08,Bengaluru Bulls,211,Deepak Narwal,5,6,13%,50.00%,,50.00%
PKL-08,Bengaluru Bulls,211,Deepak Narwal,6,12,27%,33.30%,33.30%,33.30%
PKL-08,Bengaluru Bulls,211,Deepak Narwal,7,24,53%,33.30%,33.30%,33.30%
PKL-08,Bengaluru Bulls,522,Dong Geon Lee,4,1,7%,,,100.00%
PKL-08,Bengaluru Bulls,522,Dong Geon Lee,5,1,7%,,100.00%,
PKL-08,Bengaluru Bulls,522,Dong Geon Lee,6,6,43%,,50.00%,50.00%
PKL-08,Bengaluru Bulls,522,Dong Geon Lee,7,6,43%,16.70%,33.30%,50.00%
PKL-08,Bengaluru Bulls,769,Mahender Singh,6,2,17%,100.00%,,
PKL-08,Bengaluru Bulls,769,Mahender Singh,7,10,83%,90.00%,,10.00%
PKL-08,Bengaluru Bulls,3019,Mohit Sehrawat,6,1,9%,100.00%,,
PKL-08,Bengaluru Bulls,3019,Mohit Sehrawat,7,10,91%,80.00%,,20.00%
PKL-08,Bengaluru Bulls,772,More G B,4,4,10%,100.00%,,
PKL-08,Bengaluru Bulls,772,More G B,5,14,35%,100.00%,,
PKL-08,Bengaluru Bulls,772,More G B,6,12,30%,91.70%,8.30%,
PKL-08,Bengaluru Bulls,772,More G B,7,10,25%,80.00%,20.00%,
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,1,7,1%,,100.00%,
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,2,38,8%,5.30%,71.10%,23.70%
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,3,35,7%,17.10%,65.70%,17.10%
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,4,56,12%,25.00%,39.30%,35.70%
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,5,87,18%,41.40%,32.20%,26.40%
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,6,105,22%,12.40%,60.00%,27.60%
PKL-08,Bengaluru Bulls,318,Pawan Sehrawat,7,150,31%,18.00%,53.30%,28.70%
PKL-08,Bengaluru Bulls,3228,Saurabh Nandal,7,2,100%,50.00%,,50.00%
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,2,8,4%,37.50%,62.50%,
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,3,22,10%,45.50%,36.40%,18.20%
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,4,35,16%,51.40%,31.40%,17.10%
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,5,34,16%,61.80%,14.70%,23.50%
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,6,38,18%,39.50%,34.20%,26.30%
PKL-08,Tamil Thailaivas,3097,Ajinkya Pawar,7,76,36%,23.70%,53.90%,22.40%
PKL-08,Tamil Thailaivas,#N/A,Anwar Saheed Baba,5,1,50%,,,100.00%
PKL-08,Tamil Thailaivas,#N/A,Anwar Saheed Baba,6,1,50%,100.00%,,
PKL-08,Tamil Thailaivas,376,Athul MS,3,3,4%,100.00%,,
PKL-08,Tamil Thailaivas,376,Athul MS,4,4,5%,75.00%,,25.00%
PKL-08,Tamil Thailaivas,376,Athul MS,5,10,14%,60.00%,10.00%,30.00%
PKL-08,Tamil Thailaivas,376,Athul MS,6,21,29%,38.10%,47.60%,14.30%
PKL-08,Tamil Thailaivas,376,Athul MS,7,35,48%,34.30%,28.60%,37.10%
PKL-08,Tamil Thailaivas,660,Bhavani Rajput,3,2,2%,50.00%,,50.00%
PKL-08,Tamil Thailaivas,660,Bhavani Rajput,4,7,6%,71.40%,14.30%,14.30%
PKL-08,Tamil Thailaivas,660,Bhavani Rajput,5,28,25%,57.10%,21.40%,21.40%
PKL-08,Tamil Thailaivas,660,Bhavani Rajput,6,29,26%,31.00%,41.40%,27.60%
PKL-08,Tamil Thailaivas,660,Bhavani Rajput,7,45,41%,28.90%,31.10%,40.00%
PKL-08,Tamil Thailaivas,3161,Himanshu,2,3,4%,,66.70%,33.30%
PKL-08,Tamil Thailaivas,3161,Himanshu,3,4,5%,100.00%,,
PKL-08,Tamil Thailaivas,3161,Himanshu,4,13,17%,23.10%,23.10%,53.80%
PKL-08,Tamil Thailaivas,3161,Himanshu,5,15,19%,60.00%,20.00%,20.00%
PKL-08,Tamil Thailaivas,3161,Himanshu,6,21,27%,23.80%,66.70%,9.50%
PKL-08,Tamil Thailaivas,3161,Himanshu,7,22,28%,18.20%,36.40%,45.50%
PKL-08,Tamil Thailaivas,4963,Himanshu Singh,4,4,17%,25.00%,,75.00%
PKL-08,Tamil Thailaivas,4963,Himanshu Singh,5,4,17%,75.00%,25.00%,
PKL-08,Tamil Thailaivas,4963,Himanshu Singh,6,3,13%,33.30%,33.30%,33.30%
PKL-08,Tamil Thailaivas,4963,Himanshu Singh,7,12,52%,33.30%,25.00%,41.70%
PKL-08,Tamil Thailaivas,219,K. Prapanjan,2,3,5%,33.30%,33.30%,33.30%
PKL-08,Tamil Thailaivas,219,K. Prapanjan,3,5,8%,80.00%,20.00%,
PKL-08,Tamil Thailaivas,219,K. Prapanjan,4,7,12%,57.10%,14.30%,28.60%
PKL-08,Tamil Thailaivas,219,K. Prapanjan,5,9,15%,44.40%,,55.60%
PKL-08,Tamil Thailaivas,219,K. Prapanjan,6,10,17%,40.00%,40.00%,20.00%
PKL-08,Tamil Thailaivas,219,K. Prapanjan,7,25,42%,32.00%,40.00%,28.00%
PKL-08,Tamil Thailaivas,763,Manjeet,1,5,2%,,100.00%,
PKL-08,Tamil Thailaivas,763,Manjeet,2,16,5%,,68.80%,31.30%
PKL-08,Tamil Thailaivas,763,Manjeet,3,22,7%,54.50%,27.30%,18.20%
PKL-08,Tamil Thailaivas,763,Manjeet,4,38,12%,52.60%,21.10%,26.30%
PKL-08,Tamil Thailaivas,763,Manjeet,5,59,18%,49.20%,25.40%,25.40%
PKL-08,Tamil Thailaivas,763,Manjeet,6,75,23%,30.70%,45.30%,24.00%
PKL-08,Tamil Thailaivas,763,Manjeet,7,110,34%,26.40%,51.80%,21.80%
PKL-08,Tamil Thailaivas,4964,Mohit,7,7,100%,57.10%,,42.90%
PKL-08,Tamil Thailaivas,3236,Sagar,7,1,100%,,,100.00%
PKL-08,Tamil Thailaivas,347,Sagar Krishna,7,1,100%,,,100.00%
PKL-08,Tamil Thailaivas,#N/A,Sandaruwan Asiri,5,1,13%,100.00%,,
PKL-08,Tamil Thailaivas,#N/A,Sandaruwan Asiri,6,2,25%,50.00%,50.00%,
PKL-08,Tamil Thailaivas,#N/A,Sandaruwan Asiri,7,5,63%,60.00%,,40.00%
PKL-08,Tamil Thailaivas,322,Surjeet Singh,4,1,6%,100.00%,,
PKL-08,Tamil Thailaivas,322,Surjeet Singh,5,5,28%,80.00%,20.00%,
PKL-08,Tamil Thailaivas,322,Surjeet Singh,6,2,11%,100.00%,,
PKL-08,Tamil Thailaivas,322,Surjeet Singh,7,10,56%,70.00%,,30.00%
PKL-08,UP Yoddha,#N/A,Aman Hooda,6,2,33%,50.00%,,50.00%
PKL-08,UP Yoddha,#N/A,Aman Hooda,7,4,67%,100.00%,,
PKL-08,UP Yoddha,4801,Ankit,2,1,4%,,100.00%,
PKL-08,UP Yoddha,4801,Ankit,3,5,22%,100.00%,,
PKL-08,UP Yoddha,4801,Ankit,4,5,22%,80.00%,,20.00%
PKL-08,UP Yoddha,4801,Ankit,5,4,17%,50.00%,,50.00%
PKL-08,UP Yoddha,4801,Ankit,6,2,9%,50.00%,50.00%,
PKL-08,UP Yoddha,4801,Ankit,7,6,26%,16.70%,50.00%,33.30%
PKL-08,UP Yoddha,3027,Ankush,5,3,100%,66.70%,,33.30%
PKL-08,UP Yoddha,3239,Ashu Singh,5,3,14%,100.00%,,
PKL-08,UP Yoddha,3239,Ashu Singh,6,4,18%,100.00%,,
PKL-08,UP Yoddha,3239,Ashu Singh,7,15,68%,80.00%,13.30%,6.70%
PKL-08,UP Yoddha,3177,Mohammad Taghi Paein Mahali,3,1,6%,100.00%,,
PKL-08,UP Yoddha,3177,Mohammad Taghi Paein Mahali,4,3,17%,33.30%,66.70%,
PKL-08,UP Yoddha,3177,Mohammad Taghi Paein Mahali,5,6,33%,33.30%,16.70%,50.00%
PKL-08,UP Yoddha,3177,Mohammad Taghi Paein Mahali,7,8,44%,25.00%,25.00%,50.00%
PKL-08,UP Yoddha,3088,Nitesh Kumar,7,1,100%,,,100.00%
PKL-08,UP Yoddha,197,Pardeep Narwal,1,3,1%,,100.00%,
PKL-08,UP Yoddha,197,Pardeep Narwal,2,21,6%,4.80%,81.00%,14.30%
PKL-08,UP Yoddha,197,Pardeep Narwal,3,28,8%,21.40%,46.40%,32.10%
PKL-08,UP Yoddha,197,Pardeep Narwal,4,39,11%,41.00%,33.30%,25.60%
PKL-08,UP Yoddha,197,Pardeep Narwal,5,54,15%,44.40%,24.10%,31.50%
PKL-08,UP Yoddha,197,Pardeep Narwal,6,78,22%,25.60%,44.90%,29.50%
PKL-08,UP Yoddha,197,Pardeep Narwal,7,126,36%,28.60%,39.70%,31.70%
PKL-08,UP Yoddha,4222,Rohit Tomar,3,3,8%,,66.70%,33.30%
PKL-08,UP Yoddha,4222,Rohit Tomar,4,6,17%,50.00%,33.30%,16.70%
PKL-08,UP Yoddha,4222,Rohit Tomar,5,10,28%,40.00%,30.00%,30.00%
PKL-08,UP Yoddha,4222,Rohit Tomar,6,7,19%,28.60%,71.40%,
PKL-08,UP Yoddha,4222,Rohit Tomar,7,10,28%,40.00%,40.00%,20.00%
PKL-08,UP Yoddha,3594,Sahil,5,1,13%,,,100.00%
PKL-08,UP Yoddha,3594,Sahil,6,1,13%,,100.00%,
PKL-08,UP Yoddha,3594,Sahil,7,6,75%,,33.30%,66.70%
PKL-08,UP Yoddha,106,Shrikant Jadhav,1,1,1%,,100.00%,
PKL-08,UP Yoddha,106,Shrikant Jadhav,2,1,1%,,100.00%,
PKL-08,UP Yoddha,106,Shrikant Jadhav,3,6,3%,50.00%,33.30%,16.70%
PKL-08,UP Yoddha,106,Shrikant Jadhav,4,18,9%,38.90%,33.30%,27.80%
PKL-08,UP Yoddha,106,Shrikant Jadhav,5,54,28%,59.30%,18.50%,22.20%
PKL-08,UP Yoddha,106,Shrikant Jadhav,6,40,21%,30.00%,47.50%,22.50%
PKL-08,UP Yoddha,106,Shrikant Jadhav,7,70,37%,24.30%,48.60%,27.10%
PKL-08,UP Yoddha,4228,Shubham Kumar,7,1,100%,,,100.00%
PKL-08,UP Yoddha,3240,Sumit,7,2,100%,50.00%,,50.00%
PKL-08,UP Yoddha,3241,Surender Gill,1,1,0%,,100.00%,
PKL-08,UP Yoddha,3241,Surender Gill,2,18,5%,11.10%,61.10%,27.80%
