season,team_name,player-id-pkdc,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-07,Patna Pirates,#N/A,Amit Kumar,7,6,75%,16.70%,50.00%,33.30%
PKL-07,Patna Pirates,3028,Ashish,4,4,25%,25.00%,,75.00%
PKL-07,Patna Pirates,3028,Ashish,5,4,25%,50.00%,25.00%,25.00%
PKL-07,Patna Pirates,3028,Ashish,6,1,6%,,,100.00%
PKL-07,Patna Pirates,3028,Ashish,7,7,44%,28.60%,28.60%,42.90%
PKL-07,Patna Pirates,249,Hadi Oshtorak,2,1,2%,,100.00%,
PKL-07,Patna Pirates,249,Hadi Oshtorak,3,7,17%,100.00%,,
PKL-07,Patna Pirates,249,Hadi Oshtorak,4,6,14%,100.00%,,
PKL-07,Patna Pirates,249,Hadi Oshtorak,5,11,26%,90.90%,9.10%,
PKL-07,Patna Pirates,249,Hadi Oshtorak,6,3,7%,100.00%,,
PKL-07,Patna Pirates,249,Hadi Oshtorak,7,14,33%,64.30%,21.40%,14.30%
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,2,2,1%,,100.00%,
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,3,9,7%,66.70%,,33.30%
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,4,18,13%,50.00%,38.90%,11.10%
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,5,33,24%,60.60%,27.30%,12.10%
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,6,25,18%,20.00%,64.00%,16.00%
PKL-07,Patna Pirates,#N/A,Jang Kun Lee,7,51,37%,47.10%,29.40%,23.50%
PKL-07,Patna Pirates,390,Jawahar Dagar,6,1,100%,100.00%,,
PKL-07,Patna Pirates,#N/A,Mohammad Esmaeil Maghsoudlou Mahalli,3,10,8%,70.00%,10.00%,20.00%
PKL-07,Patna Pirates,#N/A,Mohammad Esmaeil Maghsoudlou Mahalli,4,16,12%,68.80%,12.50%,18.80%
PKL-07,Patna Pirates,#N/A,Mohammad Esmaeil Maghsoudlou Mahalli,5,23,18%,65.20%,13.00%,21.70%
PKL-07,Patna Pirates,#N/A,Mohammad Esmaeil Maghsoudlou Mahalli,6,19,15%,47.40%,31.60%,21.10%
PKL-07,Patna Pirates,#N/A,Mohammad Esmaeil Maghsoudlou Mahalli,7,61,47%,42.60%,31.10%,26.20%
PKL-07,Patna Pirates,3082,Monu,3,5,8%,40.00%,,60.00%
PKL-07,Patna Pirates,3082,Monu,4,5,8%,80.00%,20.00%,
PKL-07,Patna Pirates,3082,Monu,5,16,24%,75.00%,12.50%,12.50%
PKL-07,Patna Pirates,3082,Monu,6,7,11%,71.40%,14.30%,14.30%
PKL-07,Patna Pirates,3082,Monu,7,33,50%,63.60%,15.20%,21.20%
PKL-07,Patna Pirates,#N/A,Naveen,7,3,100%,33.30%,,66.70%
PKL-07,Patna Pirates,3107,Neeraj Kumar,5,1,25%,100.00%,,
PKL-07,Patna Pirates,3107,Neeraj Kumar,6,1,25%,100.00%,,
PKL-07,Patna Pirates,3107,Neeraj Kumar,7,2,50%,50.00%,,50.00%
PKL-07,Patna Pirates,197,Pardeep Narwal,1,9,2%,,100.00%,
PKL-07,Patna Pirates,197,Pardeep Narwal,2,34,8%,2.90%,79.40%,17.60%
PKL-07,Patna Pirates,197,Pardeep Narwal,3,64,14%,20.30%,56.30%,23.40%
PKL-07,Patna Pirates,197,Pardeep Narwal,4,59,13%,27.10%,44.10%,28.80%
PKL-07,Patna Pirates,197,Pardeep Narwal,5,86,19%,40.70%,33.70%,25.60%
PKL-07,Patna Pirates,197,Pardeep Narwal,6,60,13%,21.70%,63.30%,15.00%
PKL-07,Patna Pirates,197,Pardeep Narwal,7,141,31%,16.30%,55.30%,28.40%
PKL-07,Patna Pirates,3075,Purna Singh,3,1,7%,100.00%,,
PKL-07,Patna Pirates,3075,Purna Singh,5,3,20%,66.70%,,33.30%
PKL-07,Patna Pirates,3075,Purna Singh,6,6,40%,50.00%,33.30%,16.70%
PKL-07,Patna Pirates,3075,Purna Singh,7,5,33%,20.00%,40.00%,40.00%
PKL-07,Patna Pirates,#N/A,Vikas Jaglan,3,1,2%,100.00%,,
PKL-07,Patna Pirates,#N/A,Vikas Jaglan,4,1,2%,100.00%,,
PKL-07,Patna Pirates,#N/A,Vikas Jaglan,5,13,22%,84.60%,7.70%,7.70%
PKL-07,Patna Pirates,#N/A,Vikas Jaglan,6,4,7%,75.00%,25.00%,
PKL-07,Patna Pirates,#N/A,Vikas Jaglan,7,39,67%,59.00%,12.80%,28.20%
PKL-07,Puneri Paltan,3110,Amit Kumar,2,3,3%,33.30%,33.30%,33.30%
PKL-07,Puneri Paltan,3110,Amit Kumar,3,7,7%,71.40%,14.30%,14.30%
PKL-07,Puneri Paltan,3110,Amit Kumar,4,11,11%,36.40%,18.20%,45.50%
PKL-07,Puneri Paltan,3110,Amit Kumar,5,20,19%,55.00%,25.00%,20.00%
PKL-07,Puneri Paltan,3110,Amit Kumar,6,25,24%,24.00%,32.00%,44.00%
PKL-07,Puneri Paltan,3110,Amit Kumar,7,37,36%,40.50%,18.90%,40.50%
PKL-07,Puneri Paltan,#N/A,Darshan Kadian,4,2,6%,50.00%,,50.00%
PKL-07,Puneri Paltan,#N/A,Darshan Kadian,5,14,44%,78.60%,7.10%,14.30%
PKL-07,Puneri Paltan,#N/A,Darshan Kadian,6,3,9%,,33.30%,66.70%
PKL-07,Puneri Paltan,#N/A,Darshan Kadian,7,13,41%,30.80%,23.10%,46.20%
PKL-07,Puneri Paltan,3179,Emad Sedaghatnia,3,2,12%,,50.00%,50.00%
PKL-07,Puneri Paltan,3179,Emad Sedaghatnia,4,1,6%,,,100.00%
PKL-07,Puneri Paltan,3179,Emad Sedaghatnia,5,3,18%,,33.30%,66.70%
PKL-07,Puneri Paltan,3179,Emad Sedaghatnia,6,6,35%,16.70%,66.70%,16.70%
PKL-07,Puneri Paltan,3179,Emad Sedaghatnia,7,5,29%,,40.00%,60.00%
PKL-07,Puneri Paltan,161,Girish Maruti Ernak,7,1,100%,,,100.00%
PKL-07,Puneri Paltan,301,Hadi Tajik,6,1,17%,,,100.00%
PKL-07,Puneri Paltan,301,Hadi Tajik,7,5,83%,60.00%,20.00%,20.00%
PKL-07,Puneri Paltan,#N/A,Jadhav Balasaheb Shahaji,7,1,100%,,,100.00%
PKL-07,Puneri Paltan,763,Manjeet,1,3,1%,,100.00%,
PKL-07,Puneri Paltan,763,Manjeet,2,19,7%,5.30%,84.20%,10.50%
PKL-07,Puneri Paltan,763,Manjeet,3,14,5%,50.00%,21.40%,28.60%
PKL-07,Puneri Paltan,763,Manjeet,4,30,11%,36.70%,20.00%,43.30%
PKL-07,Puneri Paltan,763,Manjeet,5,49,18%,49.00%,28.60%,22.40%
PKL-07,Puneri Paltan,763,Manjeet,6,58,21%,37.90%,41.40%,20.70%
PKL-07,Puneri Paltan,763,Manjeet,7,97,36%,29.90%,43.30%,26.80%
PKL-07,Puneri Paltan,320,Nitin Tomar,1,1,1%,,100.00%,
PKL-07,Puneri Paltan,320,Nitin Tomar,2,8,6%,37.50%,25.00%,37.50%
PKL-07,Puneri Paltan,320,Nitin Tomar,3,5,4%,80.00%,,20.00%
PKL-07,Puneri Paltan,320,Nitin Tomar,4,8,6%,50.00%,12.50%,37.50%
PKL-07,Puneri Paltan,320,Nitin Tomar,5,21,15%,66.70%,9.50%,23.80%
PKL-07,Puneri Paltan,320,Nitin Tomar,6,35,25%,22.90%,54.30%,22.90%
PKL-07,Puneri Paltan,320,Nitin Tomar,7,64,45%,23.40%,54.70%,21.90%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,2,9,4%,22.20%,55.60%,22.20%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,3,9,4%,,88.90%,11.10%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,4,25,12%,28.00%,28.00%,44.00%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,5,41,20%,43.90%,34.10%,22.00%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,6,35,17%,42.90%,42.90%,14.30%
PKL-07,Puneri Paltan,3233,Pankaj Mohite,7,88,43%,35.20%,44.30%,20.50%
PKL-07,Puneri Paltan,156,Pawan Kumar,3,3,5%,66.70%,33.30%,
PKL-07,Puneri Paltan,156,Pawan Kumar,4,8,14%,62.50%,,37.50%
PKL-07,Puneri Paltan,156,Pawan Kumar,5,5,8%,60.00%,40.00%,
PKL-07,Puneri Paltan,156,Pawan Kumar,6,22,37%,54.50%,27.30%,18.20%
PKL-07,Puneri Paltan,156,Pawan Kumar,7,21,36%,28.60%,47.60%,23.80%
PKL-07,Puneri Paltan,#N/A,R. Sriram,5,2,33%,100.00%,,
PKL-07,Puneri Paltan,#N/A,R. Sriram,6,3,50%,33.30%,,66.70%
PKL-07,Puneri Paltan,#N/A,R. Sriram,7,1,17%,100.00%,,
PKL-07,Puneri Paltan,#N/A,Sagar Krishna,7,1,100%,100.00%,,
PKL-07,Puneri Paltan,3102,Sandeep,7,1,100%,,,100.00%
PKL-07,Puneri Paltan,3103,Shubham Shinde,5,3,38%,100.00%,,
PKL-07,Puneri Paltan,3103,Shubham Shinde,6,1,13%,,100.00%,
PKL-07,Puneri Paltan,3103,Shubham Shinde,7,4,50%,100.00%,,
PKL-07,Puneri Paltan,322,Surjeet Singh,4,1,6%,100.00%,,
PKL-07,Puneri Paltan,322,Surjeet Singh,5,3,17%,100.00%,,
PKL-07,Puneri Paltan,322,Surjeet Singh,6,3,17%,100.00%,,
PKL-07,Puneri Paltan,322,Surjeet Singh,7,11,61%,81.80%,9.10%,9.10%
PKL-07,Puneri Paltan,3235,Sushant Sail,3,3,6%,33.30%,,66.70%
PKL-07,Puneri Paltan,3235,Sushant Sail,4,3,6%,33.30%,66.70%,
PKL-07,Puneri Paltan,3235,Sushant Sail,5,12,24%,,41.70%,58.30%
PKL-07,Puneri Paltan,3235,Sushant Sail,6,8,16%,62.50%,12.50%,25.00%
PKL-07,Puneri Paltan,3235,Sushant Sail,7,24,48%,33.30%,29.20%,37.50%
PKL-07,Gujarat  FortuneGiants,300,Abolfazel Maghsodlo,5,2,20%,50.00%,,50.00%
PKL-07,Gujarat  FortuneGiants,300,Abolfazel Maghsodlo,6,3,30%,,66.70%,33.30%
PKL-07,Gujarat  FortuneGiants,300,Abolfazel Maghsodlo,7,5,50%,,20.00%,80.00%
PKL-07,Gujarat  FortuneGiants,46,Gurvinder Singh,5,1,14%,,,100.00%
PKL-07,Gujarat  FortuneGiants,46,Gurvinder Singh,6,1,14%,,100.00%,
PKL-07,Gujarat  FortuneGiants,46,Gurvinder Singh,7,5,71%,,40.00%,60.00%
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,2,1,8%,,,100.00%
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,3,1,8%,,100.00%,
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,4,3,23%,33.30%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,5,3,23%,33.30%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,6,3,23%,33.30%,66.70%,
PKL-07,Gujarat  FortuneGiants,3225,Harmanjit Singh,7,2,15%,,50.00%,50.00%
PKL-07,Gujarat  FortuneGiants,2306,Lalit Chaudhary,4,2,15%,,50.00%,50.00%
PKL-07,Gujarat  FortuneGiants,2306,Lalit Chaudhary,5,3,23%,33.30%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,2306,Lalit Chaudhary,6,4,31%,25.00%,,75.00%
PKL-07,Gujarat  FortuneGiants,2306,Lalit Chaudhary,7,4,31%,25.00%,25.00%,50.00%
PKL-07,Gujarat  FortuneGiants,772,More G B,1,1,1%,,100.00%,
PKL-07,Gujarat  FortuneGiants,772,More G B,3,12,7%,75.00%,25.00%,
PKL-07,Gujarat  FortuneGiants,772,More G B,4,17,11%,58.80%,11.80%,29.40%
PKL-07,Gujarat  FortuneGiants,772,More G B,5,30,19%,56.70%,16.70%,26.70%
PKL-07,Gujarat  FortuneGiants,772,More G B,6,46,29%,39.10%,37.00%,23.90%
PKL-07,Gujarat  FortuneGiants,772,More G B,7,55,34%,38.20%,38.20%,23.60%
PKL-07,Gujarat  FortuneGiants,3089,Pankaj,7,2,100%,50.00%,,50.00%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,1,1,0%,,100.00%,
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,2,21,7%,4.80%,85.70%,9.50%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,3,29,9%,62.10%,17.20%,20.70%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,4,34,11%,50.00%,11.80%,38.20%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,5,71,23%,53.50%,18.30%,28.20%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,6,82,26%,32.90%,41.50%,25.60%
PKL-07,Gujarat  FortuneGiants,3023,Rohit Gulia,7,77,24%,23.40%,44.20%,32.50%
PKL-07,Gujarat  FortuneGiants,2023,Ruturaj Shivaji Koravi,7,3,100%,100.00%,,
PKL-07,Gujarat  FortuneGiants,757,Sachin,1,2,1%,,100.00%,
PKL-07,Gujarat  FortuneGiants,757,Sachin,2,4,2%,,50.00%,50.00%
PKL-07,Gujarat  FortuneGiants,757,Sachin,3,6,3%,,66.70%,33.30%
PKL-07,Gujarat  FortuneGiants,757,Sachin,4,25,12%,28.00%,28.00%,44.00%
PKL-07,Gujarat  FortuneGiants,757,Sachin,5,52,25%,46.20%,32.70%,21.20%
PKL-07,Gujarat  FortuneGiants,757,Sachin,6,49,24%,38.80%,32.70%,28.60%
PKL-07,Gujarat  FortuneGiants,757,Sachin,7,69,33%,44.90%,30.40%,24.60%
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,1,2,1%,,100.00%,
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,3,6,4%,16.70%,66.70%,16.70%
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,4,18,13%,44.40%,27.80%,27.80%
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,5,31,23%,41.90%,41.90%,16.10%
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,6,39,28%,43.60%,38.50%,17.90%
PKL-07,Gujarat  FortuneGiants,#N/A,Sonu Jaglan,7,41,30%,26.80%,41.50%,31.70%
PKL-07,Gujarat  FortuneGiants,368,Sunil Kumar,5,1,8%,100.00%,,
PKL-07,Gujarat  FortuneGiants,368,Sunil Kumar,6,2,15%,100.00%,,
PKL-07,Gujarat  FortuneGiants,368,Sunil Kumar,7,10,77%,90.00%,10.00%,
PKL-07,Gujarat  FortuneGiants,764,Vinod Kumar,2,2,8%,,50.00%,50.00%
PKL-07,Gujarat  FortuneGiants,764,Vinod Kumar,4,3,12%,,66.70%,33.30%
PKL-07,Gujarat  FortuneGiants,764,Vinod Kumar,6,5,20%,40.00%,20.00%,40.00%
PKL-07,Gujarat  FortuneGiants,764,Vinod Kumar,7,15,60%,66.70%,13.30%,20.00%
PKL-07,U Mumba,2028,Abhishek Singh,1,4,1%,,100.00%,
PKL-07,U Mumba,2028,Abhishek Singh,2,25,8%,12.00%,76.00%,12.00%
PKL-07,U Mumba,2028,Abhishek Singh,3,41,12%,48.80%,29.30%,22.00%
PKL-07,U Mumba,2028,Abhishek Singh,4,48,14%,27.10%,37.50%,35.40%
PKL-07,U Mumba,2028,Abhishek Singh,5,63,19%,60.30%,28.60%,11.10%
PKL-07,U Mumba,2028,Abhishek Singh,6,59,18%,30.50%,55.90%,13.60%
PKL-07,U Mumba,2028,Abhishek Singh,7,92,28%,34.80%,43.50%,21.70%
PKL-07,U Mumba,#N/A,Ajinkya Rohidas Kapre,2,1,4%,,100.00%,
PKL-07,U Mumba,#N/A,Ajinkya Rohidas Kapre,4,5,19%,20.00%,20.00%,60.00%
PKL-07,U Mumba,#N/A,Ajinkya Rohidas Kapre,5,5,19%,60.00%,20.00%,20.00%
PKL-07,U Mumba,#N/A,Ajinkya Rohidas Kapre,6,5,19%,,80.00%,20.00%
PKL-07,U Mumba,#N/A,Ajinkya Rohidas Kapre,7,10,38%,50.00%,30.00%,20.00%
PKL-07,U Mumba,2345,Anil,7,1,100%,,100.00%,
PKL-07,U Mumba,2024,Arjun Deshwal,1,1,1%,,100.00%,
PKL-07,U Mumba,2024,Arjun Deshwal,2,8,4%,,75.00%,25.00%
PKL-07,U Mumba,2024,Arjun Deshwal,3,18,9%,38.90%,38.90%,22.20%
PKL-07,U Mumba,2024,Arjun Deshwal,4,19,10%,26.30%,57.90%,15.80%
PKL-07,U Mumba,2024,Arjun Deshwal,5,39,20%,38.50%,30.80%,30.80%
PKL-07,U Mumba,2024,Arjun Deshwal,6,38,20%,21.10%,44.70%,34.20%
PKL-07,U Mumba,2024,Arjun Deshwal,7,68,36%,42.60%,41.20%,16.20%
PKL-07,U Mumba,376,Athul M S,1,1,1%,,100.00%,
PKL-07,U Mumba,376,Athul M S,2,1,1%,,100.00%,
PKL-07,U Mumba,376,Athul M S,3,6,5%,33.30%,33.30%,33.30%
PKL-07,U Mumba,376,Athul M S,4,16,13%,68.80%,6.30%,25.00%
PKL-07,U Mumba,376,Athul M S,5,24,19%,58.30%,16.70%,25.00%
PKL-07,U Mumba,376,Athul M S,6,24,19%,16.70%,54.20%,29.20%
PKL-07,U Mumba,376,Athul M S,7,53,42%,24.50%,34.00%,41.50%
PKL-07,U Mumba,522,Dong Geon Lee,3,1,2%,,100.00%,
PKL-07,U Mumba,522,Dong Geon Lee,4,2,4%,50.00%,,50.00%
PKL-07,U Mumba,522,Dong Geon Lee,5,5,11%,100.00%,,
PKL-07,U Mumba,522,Dong Geon Lee,6,9,20%,44.40%,44.40%,11.10%
PKL-07,U Mumba,522,Dong Geon Lee,7,29,63%,37.90%,34.50%,27.60%
PKL-07,U Mumba,259,Fazel Atrachali,3,3,20%,100.00%,,
PKL-07,U Mumba,259,Fazel Atrachali,4,1,7%,100.00%,,
PKL-07,U Mumba,259,Fazel Atrachali,5,4,27%,100.00%,,
PKL-07,U Mumba,259,Fazel Atrachali,6,2,13%,100.00%,,
PKL-07,U Mumba,259,Fazel Atrachali,7,5,33%,60.00%,20.00%,20.00%
PKL-07,U Mumba,3238,Navneet,4,1,13%,,,100.00%
PKL-07,U Mumba,3238,Navneet,5,4,50%,,50.00%,50.00%
PKL-07,U Mumba,3238,Navneet,6,2,25%,50.00%,,50.00%
PKL-07,U Mumba,3238,Navneet,7,1,13%,,100.00%,
PKL-07,U Mumba,84,Rajaguru Subramanian,5,1,50%,100.00%,,
PKL-07,U Mumba,84,Rajaguru Subramanian,7,1,50%,100.00%,,
PKL-07,U Mumba,261,Rohit Baliyan,3,8,5%,75.00%,12.50%,12.50%
PKL-07,U Mumba,261,Rohit Baliyan,4,11,7%,81.80%,9.10%,9.10%
PKL-07,U Mumba,261,Rohit Baliyan,5,16,11%,81.30%,18.80%,
PKL-07,U Mumba,261,Rohit Baliyan,6,52,35%,53.80%,26.90%,19.20%
PKL-07,U Mumba,261,Rohit Baliyan,7,63,42%,42.90%,28.60%,28.60%
PKL-07,U Mumba,142,Sandeep Narwal,2,3,4%,33.30%,33.30%,33.30%
PKL-07,U Mumba,142,Sandeep Narwal,3,7,10%,85.70%,14.30%,
PKL-07,U Mumba,142,Sandeep Narwal,4,7,10%,85.70%,,14.30%
PKL-07,U Mumba,142,Sandeep Narwal,5,6,9%,100.00%,,
PKL-07,U Mumba,142,Sandeep Narwal,6,19,28%,47.40%,31.60%,21.10%
PKL-07,U Mumba,142,Sandeep Narwal,7,25,37%,48.00%,32.00%,20.00%
PKL-07,U Mumba,#N/A,Surender Singh,6,2,29%,50.00%,50.00%,
PKL-07,U Mumba,#N/A,Surender Singh,7,5,71%,60.00%,,40.00%
PKL-07,U Mumba,#N/A,Vinoth Kumar,4,1,25%,100.00%,,
PKL-07,U Mumba,#N/A,Vinoth Kumar,5,1,25%,100.00%,,
PKL-07,U Mumba,#N/A,Vinoth Kumar,6,1,25%,,,100.00%
PKL-07,U Mumba,#N/A,Vinoth Kumar,7,1,25%,,,100.00%
PKL-07,Haryana Steelers,#N/A,Arun Kumar HN,7,5,100%,,20.00%,80.00%
PKL-07,Haryana Steelers,3221,Chand Singh,7,1,100%,,100.00%,
PKL-07,Haryana Steelers,42,Dharmaraj Cheralathan,4,1,6%,100.00%,,
PKL-07,Haryana Steelers,42,Dharmaraj Cheralathan,5,2,11%,100.00%,,
PKL-07,Haryana Steelers,42,Dharmaraj Cheralathan,6,3,17%,66.70%,33.30%,
PKL-07,Haryana Steelers,42,Dharmaraj Cheralathan,7,12,67%,83.30%,,16.70%
PKL-07,Haryana Steelers,2357,Naveen,2,2,2%,,100.00%,
PKL-07,Haryana Steelers,2357,Naveen,3,5,4%,40.00%,20.00%,40.00%
PKL-07,Haryana Steelers,2357,Naveen,4,9,7%,33.30%,22.20%,44.40%
PKL-07,Haryana Steelers,2357,Naveen,5,22,17%,31.80%,40.90%,27.30%
PKL-07,Haryana Steelers,2357,Naveen,6,32,25%,40.60%,31.30%,28.10%
PKL-07,Haryana Steelers,2357,Naveen,7,60,46%,30.00%,43.30%,26.70%
PKL-07,Haryana Steelers,335,Phonchoo Tin,3,1,20%,,,100.00%
PKL-07,Haryana Steelers,335,Phonchoo Tin,5,2,40%,50.00%,,50.00%
PKL-07,Haryana Steelers,335,Phonchoo Tin,6,1,20%,100.00%,,
PKL-07,Haryana Steelers,335,Phonchoo Tin,7,1,20%,,100.00%,
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,1,1,1%,100.00%,,
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,2,1,1%,,100.00%,
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,3,1,1%,100.00%,,
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,4,2,1%,50.00%,,50.00%
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,5,12,9%,66.70%,25.00%,8.30%
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,6,45,33%,22.20%,55.60%,22.20%
PKL-07,Haryana Steelers,#N/A,Prashanth Kumar Rai,7,73,54%,19.20%,57.50%,23.30%
PKL-07,Haryana Steelers,240,Ravi Kumar,5,3,27%,100.00%,,
PKL-07,Haryana Steelers,240,Ravi Kumar,7,8,73%,100.00%,,
PKL-07,Haryana Steelers,264,Selvamani K,5,2,6%,50.00%,,50.00%
PKL-07,Haryana Steelers,264,Selvamani K,6,10,28%,70.00%,20.00%,10.00%
PKL-07,Haryana Steelers,264,Selvamani K,7,24,67%,45.80%,20.80%,33.30%
PKL-07,Haryana Steelers,3229,Vikas Chhillar,3,2,33%,,50.00%,50.00%
PKL-07,Haryana Steelers,3229,Vikas Chhillar,5,2,33%,,50.00%,50.00%
PKL-07,Haryana Steelers,3229,Vikas Chhillar,6,1,17%,,100.00%,
PKL-07,Haryana Steelers,3229,Vikas Chhillar,7,1,17%,,,100.00%
PKL-07,Haryana Steelers,179,Vikas Kale,5,1,25%,100.00%,,
PKL-07,Haryana Steelers,179,Vikas Kale,7,3,75%,66.70%,,33.30%
PKL-07,Haryana Steelers,366,Vikash Khandola,1,6,2%,,100.00%,
PKL-07,Haryana Steelers,366,Vikash Khandola,2,34,9%,11.80%,82.40%,5.90%
PKL-07,Haryana Steelers,366,Vikash Khandola,3,40,10%,40.00%,37.50%,22.50%
PKL-07,Haryana Steelers,366,Vikash Khandola,4,65,17%,38.50%,36.90%,24.60%
PKL-07,Haryana Steelers,366,Vikash Khandola,5,75,20%,57.30%,22.70%,20.00%
PKL-07,Haryana Steelers,366,Vikash Khandola,6,61,16%,37.70%,39.30%,23.00%
PKL-07,Haryana Steelers,366,Vikash Khandola,7,103,27%,40.80%,36.90%,22.30%
PKL-07,Haryana Steelers,#N/A,Vikram Kandola,7,1,100%,100.00%,,
PKL-07,Haryana Steelers,3054,Vinay,2,1,0%,,100.00%,
PKL-07,Haryana Steelers,3054,Vinay,3,18,8%,50.00%,33.30%,16.70%
PKL-07,Haryana Steelers,3054,Vinay,4,32,14%,43.80%,31.30%,25.00%
PKL-07,Haryana Steelers,3054,Vinay,5,57,25%,45.60%,29.80%,24.60%
PKL-07,Haryana Steelers,3054,Vinay,6,44,19%,29.50%,52.30%,18.20%
PKL-07,Haryana Steelers,3054,Vinay,7,78,34%,38.50%,42.30%,19.20%
PKL-07,Dabang Delhi,3098,Aman Kadian,4,1,9%,100.00%,,
PKL-07,Dabang Delhi,3098,Aman Kadian,5,1,9%,100.00%,,
PKL-07,Dabang Delhi,3098,Aman Kadian,6,5,45%,20.00%,40.00%,40.00%
PKL-07,Dabang Delhi,3098,Aman Kadian,7,4,36%,,25.00%,75.00%
PKL-07,Dabang Delhi,311,Anil Kumar,5,1,17%,100.00%,,
PKL-07,Dabang Delhi,311,Anil Kumar,7,5,83%,60.00%,20.00%,20.00%
PKL-07,Dabang Delhi,3222,Balram,4,1,33%,100.00%,,
PKL-07,Dabang Delhi,3222,Balram,7,2,67%,,50.00%,50.00%
PKL-07,Dabang Delhi,36,Chandran Ranjit,1,1,0%,,100.00%,
PKL-07,Dabang Delhi,36,Chandran Ranjit,2,1,0%,,,100.00%
PKL-07,Dabang Delhi,36,Chandran Ranjit,3,5,2%,20.00%,,80.00%
PKL-07,Dabang Delhi,36,Chandran Ranjit,4,33,13%,60.60%,24.20%,15.20%
PKL-07,Dabang Delhi,36,Chandran Ranjit,5,57,22%,43.90%,22.80%,33.30%
PKL-07,Dabang Delhi,36,Chandran Ranjit,6,53,20%,39.60%,39.60%,20.80%
PKL-07,Dabang Delhi,36,Chandran Ranjit,7,112,43%,32.10%,42.90%,25.00%
PKL-07,Dabang Delhi,251,Meraj Sheykh,3,5,6%,20.00%,20.00%,60.00%
PKL-07,Dabang Delhi,251,Meraj Sheykh,4,14,16%,28.60%,21.40%,50.00%
PKL-07,Dabang Delhi,251,Meraj Sheykh,5,15,17%,46.70%,20.00%,33.30%
PKL-07,Dabang Delhi,251,Meraj Sheykh,6,9,10%,33.30%,66.70%,
PKL-07,Dabang Delhi,251,Meraj Sheykh,7,47,52%,29.80%,38.30%,31.90%
PKL-07,Dabang Delhi,2296,Naveen Kumar,1,6,1%,,100.00%,
PKL-07,Dabang Delhi,2296,Naveen Kumar,2,31,7%,,100.00%,
PKL-07,Dabang Delhi,2296,Naveen Kumar,3,52,11%,5.80%,67.30%,26.90%
PKL-07,Dabang Delhi,2296,Naveen Kumar,4,58,12%,51.70%,34.50%,13.80%
PKL-07,Dabang Delhi,2296,Naveen Kumar,5,69,15%,52.20%,31.90%,15.90%
PKL-07,Dabang Delhi,2296,Naveen Kumar,6,90,19%,32.20%,62.20%,5.60%
PKL-07,Dabang Delhi,2296,Naveen Kumar,7,166,35%,25.90%,54.80%,19.30%
PKL-07,Dabang Delhi,3038,Neeraj Narwal,4,2,11%,,,100.00%
PKL-07,Dabang Delhi,3038,Neeraj Narwal,5,4,21%,25.00%,,75.00%
PKL-07,Dabang Delhi,3038,Neeraj Narwal,6,4,21%,25.00%,50.00%,25.00%
PKL-07,Dabang Delhi,3038,Neeraj Narwal,7,9,47%,44.40%,33.30%,22.20%
PKL-07,Dabang Delhi,157,Ravinder Pahal,6,1,100%,100.00%,,
PKL-07,Dabang Delhi,3178,Saeid Ghaffari,7,1,100%,100.00%,,
PKL-07,Dabang Delhi,3000,Sombir,6,1,33%,100.00%,,
PKL-07,Dabang Delhi,3000,Sombir,7,2,67%,,50.00%,50.00%
