match_played,value,team_id,team_name,rank,points_per_match
22,31,3,Jaipur Pink Panthers,1,1.4090909090909092
22,29,6,Patna Pirates,2,1.3181818181818181
22,29,7,Puneri Paltan,3,1.3181818181818181
24,26,1,Bengaluru Bulls,4,1.0833333333333333
22,24,8,Telugu Titans,5,1.0909090909090908
23,19,30,U.P. Yoddha,6,0.8260869565217391
22,19,31,Gujarat Giants,7,0.8636363636363636
24,17,5,U Mumba,8,0.7083333333333334
23,15,28,Haryana Steelers,9,0.6521739130434783
22,15,29,Tamil Thalaivas,10,0.6818181818181818
24,12,4,Bengal Warriors,11,0.5
24,8,2,Dabang Delhi K.C.,12,0.3333333333333333
