match_played,value,team_id,team_name,rank,points_per_match
16,26,6,Patna Pirates,1,1.625
14,18,2,Dabang Delhi K.C.,2,1.2857142857142858
16,16,3,Jaipur Pink Panthers,3,1.0
14,15,1,Bengaluru Bulls,4,1.0714285714285714
14,11,5,U Mumba,5,0.7857142857142857
14,8,4,Bengal Warriors,6,0.5714285714285714
16,6,7,Puneri Paltan,7,0.375
16,5,8,Telugu Titans,8,0.3125
