match_played,value,team_id,team_name,rank,points_per_match
26,921,6,Patna Pirates,1,35.42307692307692
23,762,30,U.P. Yoddhas,2,33.130434782608695
24,757,4,Bengal Warriors,3,31.541666666666668
22,757,5,U Mumba,4,34.40909090909091
22,752,29,Tamil Thalaivas,5,34.18181818181818
22,731,2,Dabang Delhi K.C.,6,33.22727272727273
23,726,28,Haryana Steelers,7,31.565217391304348
22,722,3,Jaipur Pink Panthers,8,32.81818181818182
22,698,8,Telugu Titans,9,31.727272727272727
24,683,7,Puneri Paltan,10,28.458333333333332
22,679,1,Bengaluru Bulls,11,30.863636363636363
24,641,31,Gujarat Giants,12,26.708333333333332
