match_played,value,team_id,team_name,rank,points_per_match
26,1050,6,Patna Pirates,1,40.38461538461539
24,775,31,Gujarat Giants,2,32.291666666666664
24,766,7,Puneri Paltan,3,31.916666666666668
23,762,30,U.P. Yoddhas,4,33.130434782608695
24,748,4,Bengal Warriors,5,31.166666666666668
23,727,28,Haryana Steelers,6,31.608695652173914
22,707,5,U Mumba,7,32.13636363636363
22,696,8,Telugu Titans,8,31.636363636363637
22,689,1,Bengaluru Bulls,9,31.318181818181817
22,681,29,Tamil Thalaivas,10,30.954545454545453
22,631,3,Jaipur Pink Panthers,11,28.681818181818183
22,597,2,Dabang Delhi K.C.,12,27.136363636363637
