match_played,value,team_id,team_name,rank,points_per_match
24,48.69,31,Gujarat Giants,1,2.02875
24,46.07,7,Puneri Paltan,2,1.9195833333333334
22,38.54,1,Bengaluru Bulls,3,1.7518181818181817
23,37.87,28,Haryana Steelers,4,1.6465217391304348
22,37.6,8,Telugu Titans,5,1.7090909090909092
26,36.16,6,Patna Pirates,6,1.3907692307692305
22,35.59,29,Tamil Thalaivas,7,1.617727272727273
22,35.29,3,Jaipur Pink Panthers,8,1.604090909090909
24,34.81,4,Bengal Warriors,9,1.4504166666666667
23,33.21,30,U.P. Yoddhas,10,1.443913043478261
22,32.65,5,U Mumba,11,1.4840909090909091
22,32.06,2,Dabang Delhi K.C.,12,1.4572727272727273
