match_played,value,team_id,team_name,rank,points_per_match
26,41.09,6,Patna Pirates,1,1.5803846153846155
23,35.53,30,U.P. Yoddhas,2,1.5447826086956522
22,34.99,1,Bengaluru Bulls,3,1.5904545454545456
24,34.29,4,Bengal Warriors,4,1.42875
22,34.09,29,Tamil Thalaivas,5,1.5495454545454548
22,33.88,8,Telugu Titans,6,1.54
22,32.71,5,U Mumba,7,1.4868181818181818
24,31.47,31,Gujarat Giants,8,1.31125
23,31.17,28,Haryana Steelers,9,1.355217391304348
22,28.9,3,Jaipur Pink Panthers,10,1.3136363636363635
22,28.57,2,Dabang Delhi K.C.,11,1.2986363636363636
24,28.21,7,Puneri Paltan,12,1.1754166666666668
