match_played,value,team_id,team_name,rank,points_per_match
26,24.5,6,Patna Pirates,1,0.9423076923076923
23,20.04,30,U.P. Yoddhas,2,0.8713043478260869
22,19.05,5,U Mumba,3,0.865909090909091
24,18.96,4,Bengal Warriors,4,0.79
22,18.59,29,Tamil Thalaivas,5,0.845
22,18.18,8,Telugu Titans,6,0.8263636363636363
22,17.86,1,Bengaluru Bulls,7,0.8118181818181818
23,17.57,28,Haryana Steelers,8,0.7639130434782608
24,16.83,31,Gujarat Giants,9,0.7012499999999999
22,16.05,3,Jaipur Pink Panthers,10,0.7295454545454546
24,15.79,7,Puneri Paltan,11,0.6579166666666666
22,15.64,2,Dabang Delhi K.C.,12,0.7109090909090909
