match_played,value,team_id,team_name,rank,points_per_match
22,36,5,U Mumba,1,1.6363636363636365
22,35,2,Dabang Delhi K.C.,2,1.5909090909090908
23,32,30,U.P. Yoddhas,3,1.391304347826087
22,31,29,Tamil Thalaivas,4,1.4090909090909092
24,29,4,Bengal Warriors,5,1.2083333333333333
26,29,6,Patna Pirates,6,1.1153846153846154
22,27,3,Jaipur Pink Panthers,7,1.2272727272727273
22,26,8,Telugu Titans,8,1.1818181818181819
22,25,1,Bengaluru Bulls,9,1.1363636363636365
23,23,28,Haryana Steelers,10,1.0
24,23,7,Puneri Paltan,11,0.9583333333333334
24,17,31,Gujarat Giants,12,0.7083333333333334
