match_played,value,team_id,team_name,rank,points_per_match
24,273,7,Puneri Paltan,1,11.375
24,254,31,Gujarat Giants,2,10.583333333333334
26,253,6,Patna Pirates,3,9.73076923076923
23,227,28,Haryana Steelers,4,9.869565217391305
22,208,8,Telugu Titans,5,9.454545454545455
22,202,5,U Mumba,6,9.181818181818182
22,202,1,Bengaluru Bulls,7,9.181818181818182
23,202,30,U.P. Yoddhas,8,8.782608695652174
22,201,29,Tamil Thalaivas,9,9.136363636363637
24,193,4,Bengal Warriors,10,8.041666666666666
22,172,3,Jaipur Pink Panthers,11,7.818181818181818
22,171,2,Dabang Delhi K.C.,12,7.7727272727272725
