match_played,value,team_id,team_name,rank,points_per_match
24,252,7,Puneri Paltan,1,10.5
24,242,31,Gujarat Giants,2,10.083333333333334
26,226,6,Patna Pirates,3,8.692307692307692
23,206,28,Haryana Steelers,4,8.956521739130435
22,191,8,Telugu Titans,5,8.681818181818182
22,185,1,Bengaluru Bulls,6,8.409090909090908
22,184,29,Tamil Thalaivas,7,8.363636363636363
23,183,30,U.P. Yoddhas,8,7.956521739130435
24,181,4,Bengal Warriors,9,7.541666666666667
22,176,5,U Mumba,10,8.0
22,162,3,Jaipur Pink Panthers,11,7.363636363636363
22,159,2,Dabang Delhi K.C.,12,7.2272727272727275
