match_played,value,team_id,team_name,rank,points_per_match
24,119,7,Puneri Paltan,1,4.958333333333333
23,105,28,Haryana Steelers,2,4.565217391304348
24,98,31,Gujarat Giants,3,4.083333333333333
26,95,6,Patna Pirates,4,3.6538461538461537
22,94,2,Dabang Delhi K.C.,5,4.2727272727272725
22,93,1,Bengaluru Bulls,6,4.2272727272727275
22,91,29,Tamil Thalaivas,7,4.136363636363637
22,89,8,Telugu Titans,8,4.045454545454546
24,87,4,Bengal Warriors,9,3.625
23,83,30,U.P. Yoddhas,10,3.608695652173913
22,83,3,Jaipur Pink Panthers,11,3.772727272727273
22,78,5,U Mumba,12,3.5454545454545454
