match_played,value,team_id,team_name,rank,points_per_match
26,637,6,Patna Pirates,1,24.5
23,461,30,U.P. Yoddhas,2,20.043478260869566
24,455,4,Bengal Warriors,3,18.958333333333332
22,419,5,U Mumba,4,19.045454545454547
22,409,29,Tamil Thalaivas,5,18.59090909090909
24,404,31,Gujarat Giants,6,16.833333333333332
23,404,28,Haryana Steelers,7,17.565217391304348
22,400,8,Telugu Titans,8,18.181818181818183
22,393,1,Bengaluru Bulls,9,17.863636363636363
24,379,7,Puneri Paltan,10,15.791666666666666
22,353,3,Jaipur Pink Panthers,11,16.045454545454547
22,344,2,Dabang Delhi K.C.,12,15.636363636363637
