match_played,value,team_id,team_name,rank,points_per_match
24,10.5,7,Puneri Paltan,1,0.4375
24,10.08,31,Gujarat Giants,2,0.42
23,8.96,28,Haryana Steelers,3,0.3895652173913044
26,8.69,6,Patna Pirates,4,0.3342307692307692
22,8.68,8,Telugu Titans,5,0.39454545454545453
22,8.41,1,Bengaluru Bulls,6,0.38227272727272726
22,8.36,29,Tamil Thalaivas,7,0.37999999999999995
22,8.0,5,U Mumba,8,0.36363636363636365
23,7.96,30,U.P. Yoddhas,9,0.34608695652173915
24,7.54,4,Bengal Warriors,10,0.31416666666666665
22,7.36,3,Jaipur Pink Panthers,11,0.33454545454545453
22,7.23,2,Dabang Delhi K.C.,12,0.32863636363636367
