match_played,value,team_id,team_name,rank,points_per_match
14,536,7,Puneri Paltan,1,38.285714285714285
14,515,4,Bengal Warriors,2,36.785714285714285
16,499,5,U Mumba,3,31.1875
16,487,6,Patna Pirates,4,30.4375
16,479,1,Bengaluru Bulls,5,29.9375
14,474,8,Telugu Titans,6,33.857142857142854
14,471,2,Dabang Delhi K.C.,7,33.642857142857146
16,458,3,Jaipur Pink Panthers,8,28.625
