match_played,value,team_id,team_name,rank,points_per_match
25,33,28,Haryana Steelers,1,1.32
22,31,29,Tamil Thalaivas,2,1.4090909090909092
23,31,3,Jaipur Pink Panthers,3,1.3478260869565217
22,28,5,U Mumba,4,1.2727272727272727
22,24,30,U.P. Yoddhas,5,1.0909090909090908
24,24,6,Patna Pirates,6,1.0
22,23,8,Telugu Titans,7,1.0454545454545454
23,23,31,Gujarat Giants,8,1.0
22,19,1,Bengaluru Bulls,9,0.8636363636363636
24,18,7,Puneri Paltan,10,0.75
23,18,2,Dabang Delhi K.C.,11,0.782608695652174
22,12,4,Bengal Warriors,12,0.5454545454545454
