Season,Team Name,Player Name,Position,Total Played,Total Starts
PKL_S6,Telugu Titans,Mohsen Maghsoudlou,Raider,19,17
PKL_S6,Telugu Titans,Anil Kumar,Left Cover,18,17
PKL_S6,Telugu Titans,Vishal Bhardwaj,All Rounder,17,17
PKL_S6,Telugu Titans,C Manoj Kumar,Left Cover,12,5
PKL_S6,Telugu Titans,Rakshith,Raider,11,2
PKL_S6,Telugu Titans,Kamal Singh,Raider,8,3
PKL_S6,Telugu Titans,Anuj Kumar,Right Cover,7,3
PKL_S6,Telugu Titans,Krushna Madane,Defender,6,5
PKL_S6,Telugu Titans,Sombir,Right Corner,4,2
PKL_S6,Telugu Titans,Rajneesh,Raider,4,2
PKL_S6,Telugu Titans,Armaan,All Rounder,4,1
PKL_S6,Telugu Titans,Mahender Reddy,All Rounder,1,0
PKL_S6,Telugu Titans,Deepak,Left Cover,1,0
PKL_S6,Telugu Titans,Ankit Beniwal,Raider,1,0
PKL_S6,U Mumba,Fazel Atrachali,Left Corner,23,23
PKL_S6,U Mumba,Surinder Singh,Right Cover,22,22
PKL_S6,U Mumba,Dharmaraj Cheralathan,Defender,22,22
PKL_S6,U Mumba,Siddharth Sirish Desai,Raider,21,20
PKL_S6,U Mumba,Rohit Rana,Left Cover,19,18
PKL_S6,U Mumba,Rohit Baliyan,Raider,19,16
PKL_S6,U Mumba,Vinod Kumar,Raider,17,7
PKL_S6,U Mumba,Abhishek Singh,Raider,15,12
PKL_S6,U Mumba,Darshan Kadian,Raider,14,7
PKL_S6,U Mumba,Abolfazl Maghsodlou,Raider,10,5
PKL_S6,U Mumba,Rajaguru Subramanian,Right Cover,8,6
PKL_S6,U Mumba,R. Sriram,Raider,3,0
PKL_S6,U Mumba,Hadi Tajik,Right Corner,3,3
PKL_S6,U Mumba,Gaurav Kumar,Raider,3,0
PKL_S6,U Mumba,Arjun Deshwal,Raider,3,0
PKL_S6,U Mumba,E Subash,All Rounder,2,0
PKL_S6,U Mumba,Anil,Left cover,1,0
PKL_S6,U Mumba,Mohit Balyan,All Rounder,0,0
PKL_S6,UP Yoddha,Shrikant Jadhav,Raider,25,24
PKL_S6,UP Yoddha,Sachin Kumar,Left Corner,25,19
PKL_S6,UP Yoddha,Nitesh Kumar,Right Corner,25,25
PKL_S6,UP Yoddha,Narender Hooda,All Rounder,25,25
PKL_S6,UP Yoddha,Rishank Devadiga,Raider,23,22
PKL_S6,UP Yoddha,Prashanth Kumar Rai,Raider,21,20
PKL_S6,UP Yoddha,Sagar Krishna,All Rounder,20,10
PKL_S6,UP Yoddha,Jeeva Kumar,Defender,19,19
PKL_S6,UP Yoddha,Amit,Left Cover,14,6
PKL_S6,UP Yoddha,Azad singh,Raider,9,2
PKL_S6,UP Yoddha,Rohit Kumar Choudary,Raider,6,2
PKL_S6,UP Yoddha,Bhanu Tomar,Raider,6,1
PKL_S6,UP Yoddha,Md Masud Karim,Raider,3,0
PKL_S6,UP Yoddha,Aashish Nagar,Right Corner,3,0
PKL_S6,UP Yoddha,Vishav Chaudhary,Left Cover,2,0
PKL_S6,UP Yoddha,Pankaj,All Rounder,1,0
PKL_S6,UP Yoddha,Ranidu Chamara,Right Corner,0,0
PKL_S6,UP Yoddha,Arkam Shaikh,All Rounder,0,0
PKL_S7,Bengal Warriors,Baldev Singh,Right Corner,24,24
PKL_S7,Bengal Warriors,Rinku Narwal,Left Corner,23,23
PKL_S7,Bengal Warriors,Mohammad Esmaeil Nabibakh,All Rounder,23,23
PKL_S7,Bengal Warriors,Jeeva Kumar,Defender,22,22
PKL_S7,Bengal Warriors,Maninder Singh,Raider,20,20
PKL_S7,Bengal Warriors,K. Prapanjan,Raider,20,18
PKL_S7,Bengal Warriors,Sukesh Hegde,Raider,16,7
PKL_S7,Bengal Warriors,Adarsh T,Left Corner,12,1
PKL_S7,Bengal Warriors,Mayur Shivtarkar,All Rounder,11,11
PKL_S7,Bengal Warriors,Viraj Vishnu Landge,Left Cover,9,7
PKL_S7,Bengal Warriors,Ravindra Ramesh Kumawat,All Rounder,4,0
PKL_S7,Bengal Warriors,Rakesh Narwal,Raider,4,1
PKL_S7,Bengal Warriors,Mohammad Taghi Paein Maha,Raider,4,2
PKL_S7,Bengal Warriors,Amit,Right Corner,4,0
PKL_S7,Bengal Warriors,Vijin Thangadurai,Right Cover,3,3
PKL_S7,Bengal Warriors,Sunil Manik Dubile,All Rounder,3,1
PKL_S7,Bengal Warriors,Sourabh Tanaji Patil,All Rounder,3,2
PKL_S7,Bengal Warriors,Naveen Narwal,Right Cover,3,3
PKL_S7,Bengal Warriors,Avinash A. R.,All Rounder,1,0
PKL_S7,Bengal Warriors,Dharmendra Singh,Left Corner,0,0
PKL_S7,Bengal Warriors,Amir Santosh Dhumal,All Rounder,0,0
PKL_S7,Bengaluru Bulls,Pawan Sehrawat,Raider,24,24
PKL_S7,Bengaluru Bulls,Amit Sheoran,Defender,24,23
PKL_S7,Bengaluru Bulls,Saurabh Nandal,Left Corner,23,23
PKL_S7,Bengaluru Bulls,Mahender Singh,Left Cover,21,18
PKL_S7,Bengaluru Bulls,Sumit Singh,Raider,20,15
PKL_S7,Bengaluru Bulls,Rohit Kumar,Raider,19,18
PKL_S7,Bengaluru Bulls,Mohit Sehrawat,Right Cover,17,12
PKL_S7,Bengaluru Bulls,Banty,Raider,15,8
PKL_S7,Bengaluru Bulls,Ankit,Defender,12,9
PKL_S7,Bengaluru Bulls,Ajay,Defender,11,6
PKL_S7,Bengaluru Bulls,Vijay Kumar,Left Corner,10,5
PKL_S7,Bengaluru Bulls,Ashish Kumar,Right Cover,7,5
PKL_S7,Bengaluru Bulls,Sandeep,Defender,2,0
PKL_S7,Bengaluru Bulls,Aman,Left Corner,2,1
PKL_S7,Bengaluru Bulls,Vinod Kumar,Raider,1,1
PKL_S7,Bengaluru Bulls,Raju Lal Choudhary,Right Corner,1,0
PKL_S7,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0,0
PKL_S7,Bengaluru Bulls,Lal Mohar Yadav,Raider,0,0
PKL_S7,Dabang Delhi,Vishal Mane,Right Cover,23,23
PKL_S7,Dabang Delhi,Ravinder Pahal,Right Corner,23,23
PKL_S7,Dabang Delhi,Naveen Kumar,Raider,23,23
PKL_S7,Dabang Delhi,Vijay,Raider,22,17
PKL_S7,Dabang Delhi,Joginder Narwal,Left Corner,22,22
PKL_S7,Dabang Delhi,Chandran Ranjit,Raider,22,21
PKL_S7,Dabang Delhi,Anil Kumar,Left Cover,19,16
PKL_S7,Dabang Delhi,Meraj Sheykh,All Rounder,17,10
PKL_S7,Dabang Delhi,Sombir,Right Corner,12,1
PKL_S7,Dabang Delhi,Saeid Ghaﬀari,Left Cover,9,7
PKL_S7,Dabang Delhi,Neeraj Narwal,Raider,4,1
PKL_S7,Dabang Delhi,Aman Kadian,Raider,4,0
PKL_S7,Dabang Delhi,Sumit Bhaiswal,Left Cover,3,1
PKL_S7,Dabang Delhi,Balram,All Rounder,3,1
PKL_S7,Dabang Delhi,Satywan,Left Cover,2,0
PKL_S7,Dabang Delhi,Sumit Kumar,Raider,1,1
PKL_S7,Dabang Delhi,Pratik Patil,Right Corner,1,0
PKL_S7,Dabang Delhi,Mohit Bhaiswal,Right Cover,1,1
PKL_S7,Gujarat Fortunegiants,Rohit Gulia,All Rounder,22,20
PKL_S7,Gujarat Fortunegiants,Parvesh Bhainswal,Left Cover,22,22
PKL_S7,Gujarat Fortunegiants,More G B,Raider,19,15
PKL_S7,Gujarat Fortunegiants,Sunil Kumar,Right Cover,18,18
PKL_S7,Gujarat Fortunegiants,Sonu Jaglan,Raider,17,9
PKL_S7,Gujarat Fortunegiants,Ruturaj Shivaji Koravi,Right Corner,17,10
PKL_S7,Gujarat Fortunegiants,Sachin,Raider,16,16
PKL_S7,Gujarat Fortunegiants,Sumit Malik,Left Corner,15,13
PKL_S7,Gujarat Fortunegiants,Ankit,Right Corner,12,11
PKL_S7,Gujarat Fortunegiants,Pankaj,All Rounder,11,9
PKL_S7,Gujarat Fortunegiants,Vinod Kumar,Raider,10,3
PKL_S7,Gujarat Fortunegiants,Amit,Right Cover,7,4
PKL_S7,Gujarat Fortunegiants,Lalit chaudhary,Raider,6,1
PKL_S7,Gujarat Fortunegiants,Abolfazl Maghsodlou,Raider,6,1
PKL_S7,Gujarat Fortunegiants,Harmanjit Singh,Raider,4,2
PKL_S7,Gujarat Fortunegiants,Gurvinder Singh,Raider,2,0
PKL_S7,Gujarat Fortunegiants,Mohammad Shazid Hossain,All Rounder,0,0
PKL_S7,Haryana Steelers,Vinay,Raider,23,22
PKL_S7,Haryana Steelers,Vikas Kale,Right Cover,21,21
PKL_S7,Haryana Steelers,Sunil,Right Corner,21,21
PKL_S7,Haryana Steelers,Ravi Kumar,Right Cover,21,19
PKL_S7,Haryana Steelers,Vikash Khandola,Raider,20,20
PKL_S7,Haryana Steelers,Dharmaraj Cheralathan,Defender,19,19
PKL_S7,Haryana Steelers,Prashanth Kumar Rai,Raider,16,16
PKL_S7,Haryana Steelers,Naveen,Raider,16,8
PKL_S7,Haryana Steelers,Kuldeep Singh,All Rounder,12,6
PKL_S7,Haryana Steelers,Chand Singh,Left Corner,12,0
PKL_S7,Haryana Steelers,Parveen Satpal,Left Cover,8,6
PKL_S7,Haryana Steelers,Selvamani K,Raider,7,3
PKL_S7,Haryana Steelers,Vikram Kandola,Left Cover,3,0
PKL_S7,Haryana Steelers,Phonchoo Tin,All Rounder,3,0
PKL_S7,Haryana Steelers,Arun Kumar HN,Raider,3,0
PKL_S7,Haryana Steelers,Vikas Chhillar,Raider,2,0
PKL_S7,Haryana Steelers,Subhash Narwal,Left Cover,0,0
PKL_S7,Jaipur Pink Panthers,Sandeep Dhull,Left Corner,22,22
PKL_S7,Jaipur Pink Panthers,Deepak Hooda,All Rounder,20,20
PKL_S7,Jaipur Pink Panthers,Deepak Narwal,Raider,19,15
PKL_S7,Jaipur Pink Panthers,Nilesh Salunke,Raider,18,13
PKL_S7,Jaipur Pink Panthers,Pavan T. R.,Right Cover,17,10
PKL_S7,Jaipur Pink Panthers,Vishal,All Rounder,16,16
PKL_S7,Jaipur Pink Panthers,Nitin Rawal,Left Cover,16,14
PKL_S7,Jaipur Pink Panthers,Amit Hooda,Right Corner,16,16
PKL_S7,Jaipur Pink Panthers,Sunil Siddhgavali,Raider,14,12
PKL_S7,Jaipur Pink Panthers,Ajinkya Ashok Pawar,Raider,14,3
PKL_S7,Jaipur Pink Panthers,Sachin Narwal,All Rounder,13,1
PKL_S7,Jaipur Pink Panthers,Santhapanaselvam,All Rounder,9,6
PKL_S7,Jaipur Pink Panthers,Sushil Gulia,Raider,6,2
PKL_S7,Jaipur Pink Panthers,Guman Singh,Raider,3,1
PKL_S7,Jaipur Pink Panthers,Elavarasan A,Left Cover,3,3
PKL_S7,Jaipur Pink Panthers,Lokesh Kaushik,Raider,2,0
PKL_S7,Jaipur Pink Panthers,Milinda Chathuranga,Raider,1,0
PKL_S7,Jaipur Pink Panthers,Karamvir,Left Corner,1,0
PKL_S7,Jaipur Pink Panthers,Dong Gyu Kim,All Rounder,0,0
PKL_S7,Patna Pirates,Vikas Jaglan,Raider,22,22
PKL_S7,Patna Pirates,Pardeep Narwal,Raider,22,22
PKL_S7,Patna Pirates,Neeraj Kumar,Right Cover,22,22
PKL_S7,Patna Pirates,Jaideep,Left Corner,22,20
PKL_S7,Patna Pirates,Hadi Oshtorak,All Rounder,22,22
PKL_S7,Patna Pirates,Monu Sandhu,Raider,21,12
PKL_S7,Patna Pirates,Mohammad Esmaeil Maghsoud,Raider,20,17
PKL_S7,Patna Pirates,Jang Kun Lee,Raider,16,15
PKL_S7,Patna Pirates,Purna Singh,Raider,8,0
PKL_S7,Patna Pirates,Jawahar Dagar,Raider,7,2
PKL_S7,Patna Pirates,Ashish,Raider,7,0
PKL_S7,Patna Pirates,Ravinder,All Rounder,5,0
PKL_S7,Patna Pirates,Amit Kumar,All Rounder,3,0
PKL_S7,Patna Pirates,Naveen,Raider,1,0
PKL_S7,Patna Pirates,Mahendra Choudhary,Right Corner,0,0
PKL_S7,Puneri Paltan,Manjeet,Raider,22,22
PKL_S7,Puneri Paltan,Surjeet Singh,Right Cover,21,21
PKL_S7,Puneri Paltan,Amit Kumar,All Rounder,21,12
PKL_S7,Puneri Paltan,Jadhav Balasaheb Shahaji,Right Cover,19,10
PKL_S7,Puneri Paltan,Girish Maruti Ernak,Left Corner,17,15
PKL_S7,Puneri Paltan,Pankaj Mohite,Raider,16,8
PKL_S7,Puneri Paltan,Nitin Tomar,Raider,15,14
PKL_S7,Puneri Paltan,Sagar Krishna,All Rounder,14,11
PKL_S7,Puneri Paltan,Shubham Shinde,Right Corner,13,10
PKL_S7,Puneri Paltan,Sushant Sail,Raider,11,6
PKL_S7,Puneri Paltan,Hadi Tajik,Right Corner,11,8
PKL_S7,Puneri Paltan,Darshan Kadian,Raider,8,1
PKL_S7,Puneri Paltan,Pawan Kumar,Raider,6,5
PKL_S7,Puneri Paltan,Sanket Sawant,Left Cover,5,5
PKL_S7,Puneri Paltan,Emad Sedaghatnia,Raider,3,1
PKL_S7,Puneri Paltan,Deepak Yadav,Right Cover,3,3
PKL_S7,Puneri Paltan,Sandeep,All Rounder,1,1
PKL_S7,Puneri Paltan,R. Sriram,Raider,1,1
PKL_S7,Tamil Thalaivas,Rahul Chaudhari,Raider,22,22
PKL_S7,Tamil Thalaivas,Ran Singh,All Rounder,21,21
PKL_S7,Tamil Thalaivas,V. Ajith Kumar,Raider,19,13
PKL_S7,Tamil Thalaivas,Mohit Chhillar,Right Corner,18,17
PKL_S7,Tamil Thalaivas,Manjeet Chhillar,All Rounder,15,15
PKL_S7,Tamil Thalaivas,Shabeer Bappu,Raider,14,11
PKL_S7,Tamil Thalaivas,Ajeet,Right Cover,14,14
PKL_S7,Tamil Thalaivas,Vineet Kumar,Raider,13,5
PKL_S7,Tamil Thalaivas,Sagar,Right Corner,13,6
PKL_S7,Tamil Thalaivas,Ajay Thakur,Raider,13,13
PKL_S7,Tamil Thalaivas,Ponparthiban Subramanian,Right Cover,9,5
PKL_S7,Tamil Thalaivas,M. Abishek,Right Cover,9,7
PKL_S7,Tamil Thalaivas,Victor Obiero,All Rounder,5,0
PKL_S7,Tamil Thalaivas,Himanshu,Right Corner,5,1
PKL_S7,Tamil Thalaivas,Anand,Raider,5,1
PKL_S7,Tamil Thalaivas,Hemant Chauhan,All Rounder,4,3
PKL_S7,Tamil Thalaivas,Yashwant Bishnoi,Raider,3,0
PKL_S7,Tamil Thalaivas,Milad Sheibak,Defender,1,0
PKL_S7,Telugu Titans,Siddharth Sirish Desai,Raider,22,22
PKL_S7,Telugu Titans,Farhad Milaghardan,Right Cover,22,20
PKL_S7,Telugu Titans,C. Arun,Left Cover,22,20
PKL_S7,Telugu Titans,Vishal Bhardwaj,All Rounder,19,19
PKL_S7,Telugu Titans,Abozar Mighani,Right Corner,18,18
PKL_S7,Telugu Titans,Rakesh Gowda,Raider,13,9
PKL_S7,Telugu Titans,Suraj Desai,Raider,12,10
PKL_S7,Telugu Titans,Krushna Madane,Defender,12,5
PKL_S7,Telugu Titans,Rajneesh,Raider,11,6
PKL_S7,Telugu Titans,Amit Kumar,Raider,9,8
PKL_S7,Telugu Titans,Ankit Beniwal,Raider,8,1
PKL_S7,Telugu Titans,Armaan,All Rounder,6,3
PKL_S7,Telugu Titans,Aakash Dattu Arsul,Right Cover,6,5
PKL_S7,Telugu Titans,Palle Mallikarjun,Raider,5,1
PKL_S7,Telugu Titans,Akash Choudhary,Right Corner,5,4
PKL_S7,Telugu Titans,Kamal Singh,Raider,3,1
PKL_S7,Telugu Titans,Mula Siva Ganesh Reddy,Raider,2,0
PKL_S7,Telugu Titans,Manish,Left Cover,2,2
PKL_S7,U Mumba,Surinder Singh,Right Cover,24,24
PKL_S7,U Mumba,Sandeep Narwal,All Rounder,24,24
PKL_S7,U Mumba,Fazel Atrachali,Left Corner,24,24
PKL_S7,U Mumba,Abhishek Singh,Raider,21,20
PKL_S7,U Mumba,Harendra Kumar,Left Cover,20,15
PKL_S7,U Mumba,Arjun Deshwal,Raider,19,17
PKL_S7,U Mumba,Rohit Baliyan,Raider,18,15
PKL_S7,U Mumba,Athul M S,All Rounder,18,13
PKL_S7,U Mumba,Young Chang Ko,Left Cover,14,8
PKL_S7,U Mumba,Harsh Vardhan,Right Corner,8,0
PKL_S7,U Mumba,Dong Geon Lee,Raider,6,4
PKL_S7,U Mumba,Rajaguru Subramanian,Right Cover,5,0
PKL_S7,U Mumba,Ajinkya Rohidas Kapre,All Rounder,5,1
PKL_S7,U Mumba,Mohit Balyan,All Rounder,2,0
PKL_S7,U Mumba,Vinoth Kumar,Raider,1,1
PKL_S7,U Mumba,Navneet,Raider,1,1
PKL_S7,U Mumba,Anil,Left cover,1,1
PKL_S7,U Mumba,Gaurav Kumar,Raider,0,0
PKL_S7,UP Yoddha,Nitesh Kumar,Right Corner,23,23
PKL_S7,UP Yoddha,Ashu Singh,Right Cover,23,20
PKL_S7,UP Yoddha,Amit,Left Cover,23,23
PKL_S7,UP Yoddha,Sumit,Left Corner,22,21
PKL_S7,UP Yoddha,Shrikant Jadhav,Raider,22,22
PKL_S7,UP Yoddha,Surender Gill,Raider,18,14
PKL_S7,UP Yoddha,Rishank Devadiga,Raider,18,15
PKL_S7,UP Yoddha,Sachin Kumar,Left Corner,15,2
PKL_S7,UP Yoddha,Monu Goyat,Raider,14,13
PKL_S7,UP Yoddha,Mohsen Maghsoudlou,Raider,13,2
PKL_S7,UP Yoddha,Surender Singh,Raider,7,2
PKL_S7,UP Yoddha,Gurdeep,All Rounder,5,1
PKL_S7,UP Yoddha,Ankush,Raider,5,0
PKL_S7,UP Yoddha,Narender Hooda,All Rounder,4,2
PKL_S7,UP Yoddha,Azad singh,Raider,4,1
PKL_S7,UP Yoddha,Aashish Nagar,Right Corner,1,0
PKL_S7,UP Yoddha,Gulveer Singh,Raider,0,0
PKL_S7,UP Yoddha,Arkam Shaikh,All Rounder,0,0
PKL_S8,Bengal Warriors,Maninder Singh,Raider,22,22
PKL_S8,Bengal Warriors,Abozar Mohajermighani,Right Corner,22,22
PKL_S8,Bengal Warriors,Esmaeil Nabibakhsh,All Rounder,20,20
PKL_S8,Bengal Warriors,Amit Nirwal,Left Cover,16,15
PKL_S8,Bengal Warriors,Sukesh Hegde,Raider,15,13
PKL_S8,Bengal Warriors,Ran Singh,All Rounder,14,14
PKL_S8,Bengal Warriors,Rohit,All Rounder,12,2
PKL_S8,Bengal Warriors,Darshan J,Right Cover,9,9
PKL_S8,Bengal Warriors,Parveen Satpal,Left Cover,8,5
PKL_S8,Bengal Warriors,Vijin Thangadurai,Right Cover,7,5
PKL_S8,Bengal Warriors,Sachin Vittala,Left Corner,7,4
PKL_S8,Bengal Warriors,Akash Pikalmunde,Null,7,2
PKL_S8,Bengal Warriors,Vishal Mane,Right Cover,6,5
PKL_S8,Bengal Warriors,Rohit Banne,Defender,6,1
PKL_S8,Bengal Warriors,Manoj Gowda,All Rounder,6,5
PKL_S8,Bengal Warriors,Ravindra Kumawat,All Rounder,5,2
PKL_S8,Bengal Warriors,Rinku Narwal,Left Corner,4,4
PKL_S8,Bengal Warriors,Anand V,Raider,3,1
PKL_S8,Bengal Warriors,Tapas Pal,All Rounder,2,2
PKL_S8,Bengal Warriors,Rishank Devadiga,Raider,1,1
PKL_S8,Bengaluru Bulls,Saurabh Nandal,Left Corner,24,23
PKL_S8,Bengaluru Bulls,Pawan Sehrawat,Raider,24,24
PKL_S8,Bengaluru Bulls,Bharat Naresh,,23,19
PKL_S8,Bengaluru Bulls,Aman,,23,22
PKL_S8,Bengaluru Bulls,Mahender Singh,Left Cover,20,18
PKL_S8,Bengaluru Bulls,Mayur Kadam,Null,19,19
PKL_S8,Bengaluru Bulls,Chandran Ranjit,Raider,19,18
PKL_S8,Bengaluru Bulls,More GB,Raider,15,6
PKL_S8,Bengaluru Bulls,Mohit Sehrawat,Right Cover,11,8
PKL_S8,Bengaluru Bulls,Deepak Narwal,Raider,10,3
PKL_S8,Bengaluru Bulls,Dong Geon Lee,Raider,9,0
PKL_S8,Bengaluru Bulls,Amit Sheoran,Defender,9,1
PKL_S8,Bengaluru Bulls,Jaideep,Left Corner,8,1
PKL_S8,Bengaluru Bulls,Ankit,Defender,6,5
PKL_S8,Bengaluru Bulls,Abolfazl Maghsodloumahali,Raider,3,0
PKL_S8,Bengaluru Bulls,Rohit Kumar,,2,1
PKL_S8,Bengaluru Bulls,Rohit Sangwan,Null,0,0
PKL_S8,Dabang Delhi,Sandeep Narwal,All Rounder,24,23
PKL_S8,Dabang Delhi,Manjeet Chhillar,All Rounder,24,24
PKL_S8,Dabang Delhi,Vijay Jaglan,Raider,23,23
PKL_S8,Dabang Delhi,Ashu Malik,Raider,22,19
PKL_S8,Dabang Delhi,Krishan Dhull,,21,11
PKL_S8,Dabang Delhi,Jeeva Kumar,Defender,21,19
PKL_S8,Dabang Delhi,Neeraj Narwal,Raider,19,4
PKL_S8,Dabang Delhi,Joginder Narwal,Left Corner,19,19
PKL_S8,Dabang Delhi,Naveen Kumar,Raider,17,17
PKL_S8,Dabang Delhi,Mohammad Malak,,5,1
PKL_S8,Dabang Delhi,Manjeet,All Rounder,5,1
PKL_S8,Dabang Delhi,Ajay Thakur,Raider,5,3
PKL_S8,Dabang Delhi,Vikash Kumar D,Defender,4,4
PKL_S8,Dabang Delhi,Deepak Kala,,4,0
PKL_S8,Dabang Delhi,Sushant Sail,Raider,3,0
PKL_S8,Dabang Delhi,Balram,All Rounder,2,0
PKL_S8,Dabang Delhi,Vinay Kumar,,1,0
PKL_S8,Dabang Delhi,Nitin Panwar,Raider,1,0
PKL_S8,Dabang Delhi,Sumit Bhainswal,Left Cover,0,0
PKL_S8,Dabang Delhi,Mohit Bhaiswal,Right Cover,0,0
PKL_S8,Dabang Delhi,Emad Sedaghatnia,Raider,0,0
PKL_S8,Gujarat Fortunegiants,Sunil Kumar,Right Cover,23,23
PKL_S8,Gujarat Fortunegiants,Parvesh Bhainswal,Left Cover,23,23
PKL_S8,Gujarat Fortunegiants,Rakesh Sungroya,,22,18
PKL_S8,Gujarat Fortunegiants,Hadi Oshtorak,All Rounder,21,6
PKL_S8,Gujarat Fortunegiants,Girish Maruti Ernak,Left Corner,19,19
PKL_S8,Gujarat Fortunegiants,Pardeep Kumar,Raider,17,7
PKL_S8,Gujarat Fortunegiants,Mahendra Rajput,Raider,17,12
PKL_S8,Gujarat Fortunegiants,Ajay Kumar,Raider,17,15
PKL_S8,Gujarat Fortunegiants,Rakesh Narwal,Raider,16,14
PKL_S8,Gujarat Fortunegiants,Ankit,Right Corner,11,9
PKL_S8,Gujarat Fortunegiants,Ravinder Pahal,Right Corner,8,8
PKL_S8,Gujarat Fortunegiants,Sumit Malik,Left Corner,5,3
PKL_S8,Gujarat Fortunegiants,Rathan K,Raider,5,2
PKL_S8,Gujarat Fortunegiants,Soleiman Pahlevani,Defender,4,1
PKL_S8,Gujarat Fortunegiants,Sonu Singh,,2,1
PKL_S8,Gujarat Fortunegiants,Maninder Singh,Null,2,0
PKL_S8,Gujarat Fortunegiants,Harmanjit Singh,Raider,1,0
PKL_S8,Gujarat Fortunegiants,Bhuvneshwar Gaur,Raider,1,0
PKL_S8,Gujarat Fortunegiants,Vishav Chaudhary,Left Cover,0,0
PKL_S8,Haryana Steelers,Vikash Kandola,Raider,22,22
PKL_S8,Haryana Steelers,Ravi Kumar,Right Cover,22,16
PKL_S8,Haryana Steelers,Mohit,,22,22
PKL_S8,Haryana Steelers,Jaideep,,22,22
PKL_S8,Haryana Steelers,Surender Nada,Left Corner,21,18
PKL_S8,Haryana Steelers,Meetu,Null,16,12
PKL_S8,Haryana Steelers,Vinay,Raider,15,9
PKL_S8,Haryana Steelers,Rohit Gulia,All Rounder,15,12
PKL_S8,Haryana Steelers,Ashish,Raider,15,9
PKL_S8,Haryana Steelers,Akshay Kumar,Raider,,
PKL_S8,Haryana Steelers,Akshay Kumar,Raider,7,4
PKL_S8,Haryana Steelers,Mohammad Esmaeil,Raider,6,1
PKL_S8,Haryana Steelers,Vijay Kumar,Left Corner,4,2
PKL_S8,Haryana Steelers,Ankit,Null,4,3
PKL_S8,Haryana Steelers,Shrikant Tewthia,All Rounder,3,2
PKL_S8,Haryana Steelers,Rajesh Narwal,All Rounder,3,0
PKL_S8,Haryana Steelers,Ajay Ghanghas,All Rounder,1,0
PKL_S8,Haryana Steelers,Vikas Jaglan,Raider,0,0
PKL_S8,Haryana Steelers,Rajesh Gurjar,Null,0,0
PKL_S8,Haryana Steelers,Hamid Nader,,0,0
PKL_S8,Jaipur Pink Panthers,Arjun Deshwal,Raider,22,22
PKL_S8,Jaipur Pink Panthers,Vishal Lather,All Rounder,21,21
PKL_S8,Jaipur Pink Panthers,Sandeep Dhull,Left Corner,19,19
PKL_S8,Jaipur Pink Panthers,Shaul Kumar,Null,18,16
PKL_S8,Jaipur Pink Panthers,Deepak Hooda,All Rounder,17,16
PKL_S8,Jaipur Pink Panthers,Deepak Rajendar Singh,,14,11
PKL_S8,Jaipur Pink Panthers,Nitin Rawal,Left Cover,13,10
PKL_S8,Jaipur Pink Panthers,Naveen,Raider,11,7
PKL_S8,Jaipur Pink Panthers,Amit Kharb,Right Cover,11,10
PKL_S8,Jaipur Pink Panthers,Pavan TR,Right Cover,9,1
PKL_S8,Jaipur Pink Panthers,Sachin Narwal,All Rounder,7,5
PKL_S8,Jaipur Pink Panthers,Brijendra Singh Chaudhary,All Rounder,7,4
PKL_S8,Jaipur Pink Panthers,Amit Nagar,Raider,7,5
PKL_S8,Jaipur Pink Panthers,Dharmaraj Cheralathan,Defender,5,3
PKL_S8,Jaipur Pink Panthers,Amit Hooda,Right Corner,2,2
PKL_S8,Jaipur Pink Panthers,Amirhossein Maleki,Raider,2,0
PKL_S8,Jaipur Pink Panthers,Amin Nosrati,,2,1
PKL_S8,Jaipur Pink Panthers,Sushil Gulia,Raider,1,0
PKL_S8,Jaipur Pink Panthers,Elavarasan A,Left Cover,1,1
PKL_S8,Jaipur Pink Panthers,Ashok,Raider,1,0
PKL_S8,Patna Pirates,Shadloui Chianeh,,24,24
PKL_S8,Patna Pirates,Sachin Tanwar,Raider,23,23
PKL_S8,Patna Pirates,Prashanth Kumar Rai,Raider,23,23
PKL_S8,Patna Pirates,Neeraj Kumar,Right Cover,23,23
PKL_S8,Patna Pirates,C Sajin,Null,23,23
PKL_S8,Patna Pirates,Sunil,Right Corner,22,22
PKL_S8,Patna Pirates,Shubham Shinde,Right Corner,19,2
PKL_S8,Patna Pirates,Guman Singh,Raider,19,11
PKL_S8,Patna Pirates,Monu Sandhu,Raider,15,1
PKL_S8,Patna Pirates,Monu Goyat,Raider,14,12
PKL_S8,Patna Pirates,Sourav Gulia,Defender,3,1
PKL_S8,Patna Pirates,Selvamani K,Raider,3,0
PKL_S8,Patna Pirates,Sandeep,Defender,2,0
PKL_S8,Patna Pirates,Rohit,,1,0
PKL_S8,Patna Pirates,Mohit,Raider,1,1
PKL_S8,Patna Pirates,Manuj,Null,1,0
PKL_S8,Patna Pirates,Manish Angrej,,1,0
PKL_S8,Patna Pirates,Daniel Omondi Odhiambo,All Rounder,1,1
PKL_S8,Patna Pirates,Balaji D,Null,1,1
PKL_S8,Puneri Paltan,Sanket Sawant,Left Cover,23,23
PKL_S8,Puneri Paltan,Asalam Inamdar,,23,22
PKL_S8,Puneri Paltan,Abinesh Nadarajan,Right cover,22,22
PKL_S8,Puneri Paltan,Mohit Goyat,Raider,21,18
PKL_S8,Puneri Paltan,Vishal Bhardwaj,All Rounder,20,19
