match_played,value,team_id,team_name,rank,points_per_match
24,535,1,Bengaluru Bulls,1,22.291666666666668
24,515,30,U.P. Yoddhas,2,21.458333333333332
24,505,2,Dabang Delhi K.C.,3,21.041666666666668
22,477,4,Bengal Warriors,4,21.681818181818183
24,469,6,Patna Pirates,5,19.541666666666668
22,451,3,Jaipur Pink Panthers,6,20.5
23,449,7,Puneri Paltan,7,19.52173913043478
23,444,31,Gujarat Giants,8,19.304347826086957
22,440,28,Haryana Steelers,9,20.0
22,430,8,Telugu Titans,10,19.545454545454547
22,422,5,U Mumba,11,19.181818181818183
22,417,29,Tamil Thalaivas,12,18.954545454545453
