,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,12,Jang Lee,18,82,4,,KOL,29,8,Raider,Bengal Warriors,4.555555555555555,18.0,61.0,4.0,,23.0,8.0,Raider,3.388888888888889,18.0,79.0,4.0,,24.0,8.0,Raider,4.388888888888889,18.0,2.0,4.0,,130.0,8.0,Raider,0.1111111111111111,18.0,3.0,4.0,,123.0,8.0,Raider,0.1666666666666666,18.0,0.17,4.0,,142.0,8.0,Raider,0.0094444444444444,18.0,7.0,4.0,,35.0,8.0,Raider,0.3888888888888889,18.0,2.0,4.0,,24.0,8.0,Raider,0.1111111111111111,18.0,1.0,4.0,,61.0,8.0,Raider,0.0555555555555555,18.0,2.0,4.0,,20.0,8.0,Raider,0.1111111111111111,,,,,,,,
1,14,Taedeok Eom,11,1,6,,PAT,185,0,,Patna Pirates,0.0909090909090909,,,,,,,,,,,,,,,,,11.0,1.0,6.0,,135.0,0.0,,0.0909090909090909,11.0,1.0,6.0,,149.0,0.0,,0.0909090909090909,11.0,0.09,6.0,,150.0,0.0,,0.0081818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,Ajay Thakur,22,204,29,,CHE,6,8,Raider,Tamil Thalaivas,9.272727272727272,22.0,177.0,29.0,,3.0,8.0,Raider,8.045454545454545,22.0,203.0,29.0,,5.0,8.0,Raider,9.227272727272728,22.0,1.0,29.0,,136.0,8.0,Raider,0.0454545454545454,22.0,1.0,29.0,,150.0,8.0,Raider,0.0454545454545454,22.0,0.05,29.0,,154.0,8.0,Raider,0.0022727272727272,22.0,33.0,29.0,,5.0,8.0,Raider,1.5,22.0,3.0,29.0,,17.0,8.0,Raider,0.1363636363636363,,,,,,,,,22.0,7.0,29.0,,9.0,8.0,Raider,0.3181818181818182,,,,,,,,
3,29,Anup Kumar,13,50,3,,JAI,56,8,Raider,Jaipur Pink Panthers,3.8461538461538463,13.0,30.0,3.0,,38.0,8.0,Raider,2.3076923076923075,13.0,38.0,3.0,,39.0,8.0,Raider,2.923076923076923,13.0,12.0,3.0,,58.0,8.0,Raider,0.9230769230769232,13.0,12.0,3.0,,71.0,8.0,Raider,0.9230769230769232,13.0,0.92,3.0,,73.0,8.0,Raider,0.0707692307692307,13.0,1.0,3.0,,82.0,8.0,Raider,0.0769230769230769,13.0,2.0,3.0,,23.0,8.0,Raider,0.1538461538461538,,,,,,,,,,,,,,,,,,,,,,,,
4,34,Bhupender Singh,4,13,4,,KOL,119,0,All Rounder,Bengal Warriors,3.25,4.0,6.0,4.0,,75.0,0.0,All Rounder,1.5,4.0,10.0,4.0,,69.0,0.0,All Rounder,2.5,4.0,2.0,4.0,,129.0,0.0,All Rounder,0.5,4.0,3.0,4.0,,122.0,0.0,All Rounder,0.75,4.0,0.75,4.0,,83.0,0.0,All Rounder,0.1875,4.0,6.0,4.0,,36.0,0.0,All Rounder,1.5,4.0,1.0,4.0,,38.0,0.0,All Rounder,0.25,4.0,1.0,4.0,,62.0,0.0,All Rounder,0.25,,,,,,,,,,,,,,,,
5,36,Chandran Ranjit,24,158,2,,DEL,13,8,Raider,Dabang Delhi K.C.,6.583333333333333,24.0,127.0,2.0,,13.0,8.0,Raider,5.291666666666667,24.0,153.0,2.0,,13.0,8.0,Raider,6.375,24.0,4.0,2.0,,112.0,8.0,Raider,0.1666666666666666,24.0,5.0,2.0,,99.0,8.0,Raider,0.2083333333333333,24.0,0.21,2.0,,134.0,8.0,Raider,0.0087499999999999,24.0,16.0,2.0,,21.0,8.0,Raider,0.6666666666666666,24.0,2.0,2.0,,25.0,8.0,Raider,0.0833333333333333,24.0,1.0,2.0,,63.0,8.0,Raider,0.0416666666666666,24.0,3.0,2.0,,17.0,8.0,Raider,0.125,,,,,,,,
6,41,Deepak Hooda,22,208,3,,JAI,4,0,All Rounder,Jaipur Pink Panthers,9.454545454545457,22.0,162.0,3.0,,5.0,0.0,All Rounder,7.363636363636363,22.0,196.0,3.0,,6.0,0.0,All Rounder,8.909090909090908,22.0,11.0,3.0,,67.0,0.0,All Rounder,0.5,22.0,12.0,3.0,,70.0,0.0,All Rounder,0.5454545454545454,22.0,0.55,3.0,,100.0,0.0,All Rounder,0.025,22.0,23.0,3.0,,14.0,0.0,All Rounder,1.0454545454545454,22.0,4.0,3.0,,10.0,0.0,All Rounder,0.1818181818181818,22.0,1.0,3.0,,64.0,0.0,All Rounder,0.0454545454545454,22.0,10.0,3.0,,5.0,0.0,All Rounder,0.4545454545454545,22.0,1.0,3.0,,28.0,0.0,All Rounder,0.0454545454545454
7,42,Dharmaraj Cheralathan,22,40,5,,MUM,72,9,Defender,U Mumba,1.818181818181818,,,,,,,,,,,,,,,,,22.0,37.0,5.0,,24.0,9.0,Defender,1.681818181818182,22.0,40.0,5.0,,25.0,9.0,Defender,1.818181818181818,22.0,1.82,5.0,,32.0,9.0,Defender,0.0827272727272727,,,,,,,,,,,,,,,,,22.0,3.0,5.0,,26.0,9.0,Defender,0.1363636363636363,,,,,,,,,22.0,1.0,5.0,,29.0,9.0,Defender,0.0454545454545454
8,44,Gangadhari Mallesh,6,4,3,,JAI,158,0,All Rounder,Jaipur Pink Panthers,0.6666666666666666,6.0,1.0,3.0,,110.0,0.0,All Rounder,0.1666666666666666,6.0,2.0,3.0,,109.0,0.0,All Rounder,0.3333333333333333,6.0,1.0,3.0,,137.0,0.0,All Rounder,0.1666666666666666,6.0,2.0,3.0,,130.0,0.0,All Rounder,0.3333333333333333,6.0,0.33,3.0,,115.0,0.0,All Rounder,0.055,6.0,1.0,3.0,,81.0,0.0,All Rounder,0.1666666666666666,,,,,,,,,6.0,1.0,3.0,,60.0,0.0,All Rounder,0.1666666666666666,,,,,,,,,,,,,,,,
9,51,Jasmer Gulia,6,4,1,,BLR,159,0,,Bengaluru Bulls,0.6666666666666666,,,,,,,,,,,,,,,,,6.0,4.0,1.0,,110.0,0.0,,0.6666666666666666,6.0,4.0,1.0,,105.0,0.0,,0.6666666666666666,6.0,0.67,1.0,,93.0,0.0,,0.1116666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
