match_played,value,team_id,team_name,rank,points_per_match
24,41,4,Bengal Warriors,1,1.7083333333333333
24,40,2,Dabang Delhi K.C.,2,1.6666666666666667
22,34,6,Patna Pirates,3,1.5454545454545454
23,33,28,Haryana Steelers,4,1.434782608695652
24,33,5,U Mumba,5,1.375
23,32,30,U.P. Yoddha,6,1.391304347826087
24,30,1,Bengaluru Bulls,7,1.25
22,25,31,Gujarat Giants,8,1.1363636363636365
22,22,7,Puneri Paltan,9,1.0
22,20,3,Jaipur Pink Panthers,10,0.9090909090909091
22,18,8,Telugu Titans,11,0.8181818181818182
22,15,29,Tamil Thalaivas,12,0.6818181818181818
