id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
401,W,,2014-03-01,3,JAI,19,5,MUM,9,,Jaipur Pink Panthers Won by 10 Pts,3
402,L,,2014-03-17,3,JAI,17,6,PAT,28,,Patna Pirates Won by 11 Pts,3
405,L,,2014-07-26,5,MUM,21,3,JAI,9,,U Mumba Won by 12 Pts,3
413,W,,2014-07-31,3,JAI,25,8,HYD,14,,Jaipur Pink Panthers Won by 11 Pts,3
418,W,,2014-08-02,6,PAT,9,3,JAI,24,,Jaipur Pink Panthers Won by 15 Pts,3
424,L,,2014-08-05,2,DEL,15,3,JAI,22,, Won,3
429,W,,2014-08-09,8,HYD,13,3,JAI,27,,Jaipur Pink Panthers Won by 14 Pts,3
431,W,,2014-08-10,3,JAI,22,4,KOL,9,,Jaipur Pink Panthers Won by 13 Pts,3
436,W,,2014-08-14,7,PUNE,10,3,JAI,25,,Jaipur Pink Panthers Won by 15 Pts,3
441,W,,2014-08-16,4,KOL,17,3,JAI,21,,Jaipur Pink Panthers Won by 4 Pts,3
446,W,,2014-08-20,3,JAI,18,1,BLR,17,,Jaipur Pink Panthers Won by 1 Pts,3
447,,,2014-08-21,3,JAI,13,5,MUM,15,,,3
450,W,,2014-08-22,3,JAI,20,2,DEL,16,,Jaipur Pink Panthers Won by 4 Pts,3
452,W,,2014-08-23,3,JAI,18,7,PUNE,15,,Jaipur Pink Panthers Won by 3 Pts,3
458,L,,2014-08-27,1,BLR,12,3,JAI,14,,Bengaluru Bulls Won by -2 Pts,3
460,W,,2014-08-29,3,JAI,22,6,PAT,9,,Jaipur Pink Panthers Won by 13 Pts,3
401,L,,2014-03-01,3,JAI,19,5,MUM,9,,Jaipur Pink Panthers Won by 10 Pts,5
404,W,,2014-07-02,4,KOL,11,5,MUM,13,,U Mumba Won by 2 Pts,5
405,W,,2014-07-26,5,MUM,21,3,JAI,9,,U Mumba Won by 12 Pts,5
