id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
1692,W,,2019-07-24,8,HYD,33,2,DEL,34,,Dabang Delhi K.C. Won by 1 Pts,2
1693,W,,2019-07-25,2,DEL,30,29,CHE,29,,Dabang Delhi K.C. Won by 1 Pts,2
1698,W,,2019-07-28,2,DEL,41,28,HAR,21,,Dabang Delhi K.C. Won by 20 Pts,2
1704,L,,2019-08-01,31,GUJ,31,2,DEL,26,,Gujarat Giants Won by 5 Pts,2
1711,W,,2019-08-05,2,DEL,35,3,JAI,24,,Dabang Delhi K.C. Won by 11 Pts,2
1719,W,,2019-08-10,7,PUNE,30,2,DEL,32,,Dabang Delhi K.C. Won by 2 Pts,2
1730,,,2019-08-17,4,KOL,30,2,DEL,30,,,2
1740,W,,2019-08-24,2,DEL,33,1,BLR,31,,Dabang Delhi K.C. Won by 2 Pts,2
1743,W,,2019-08-25,2,DEL,36,30,UP,27,,Dabang Delhi K.C. Won by 9 Pts,2
1747,W,,2019-08-28,2,DEL,40,5,MUM,24,,Dabang Delhi K.C. Won by 16 Pts,2
1750,W,,2019-08-30,2,DEL,38,6,PAT,35,,Dabang Delhi K.C. Won by 3 Pts,2
1757,W,,2019-09-04,3,JAI,44,2,DEL,46,,Dabang Delhi K.C. Won by 2 Pts,2
1763,L,,2019-09-07,2,DEL,25,28,HAR,47,,Haryana Steelers Won by 22 Pts,2
1764,W,,2019-09-08,2,DEL,50,29,CHE,34,,Dabang Delhi K.C. Won by 16 Pts,2
1775,W,,2019-09-15,2,DEL,34,31,GUJ,30,,Dabang Delhi K.C. Won by 4 Pts,2
1778,W,,2019-09-16,8,HYD,29,2,DEL,37,,Dabang Delhi K.C. Won by 8 Pts,2
1789,,,2019-09-23,2,DEL,39,1,BLR,39,,,2
1792,W,,2019-09-26,6,PAT,39,2,DEL,43,,Dabang Delhi K.C. Won by 4 Pts,2
1797,W,,2019-09-29,7,PUNE,40,2,DEL,60,,Dabang Delhi K.C. Won by 20 Pts,2
1799,L,,2019-09-30,4,KOL,42,2,DEL,33,,Bengal Warriorz Won by 9 Pts,2
