id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
2705,W,,2021-12-23,28,HAR,39,6,PAT,42,,Patna Pirates Won by 3 Pts,6
2709,L,,2021-12-25,6,PAT,35,30,UP,36,,UP Yoddhas Won by 1 Pts,6
2716,W,,2021-12-28,7,PUNE,26,6,PAT,38,,Patna Pirates Won by 12 Pts,6
2723,W,,2021-12-31,6,PAT,44,4,KOL,30,,Patna Pirates Won by 14 Pts,6
2730,W,,2022-01-03,8,HYD,30,6,PAT,31,,Patna Pirates Won by 1 Pts,6
2735,,,2022-01-06,6,PAT,30,29,CHE,30,,,6
2741,W,,2022-01-08,31,GUJ,26,6,PAT,27,,Patna Pirates Won by 1 Pts,6
2746,W,,2022-01-11,6,PAT,43,5,MUM,23,,Patna Pirates Won by 20 Pts,6
2752,L,,2022-01-14,3,JAI,38,6,PAT,28,,Jaipur Pink Panthers Won by 10 Pts,6
2758,W,,2022-01-16,6,PAT,38,1,BLR,31,,Patna Pirates Won by 7 Pts,6
2761,L,,2022-01-18,2,DEL,32,6,PAT,29,,Dabang Delhi K.C. Won by 3 Pts,6
2804,W,,2022-01-28,6,PAT,52,29,CHE,24,,Patna Pirates Won by 28 Pts,6
2829,L,,2022-01-30,6,PAT,30,3,JAI,51,,Jaipur Pink Panthers Won by 21 Pts,6
2835,W,,2022-02-02,30,UP,35,6,PAT,37,,Patna Pirates Won by 2 Pts,6
2841,W,,2022-02-04,31,GUJ,23,6,PAT,43,,Patna Pirates Won by 20 Pts,6
2845,W,,2022-02-06,6,PAT,38,4,KOL,29,,Patna Pirates Won by 9 Pts,6
2853,W,,2022-02-08,5,MUM,36,6,PAT,47,,Patna Pirates Won by 11 Pts,6
2857,W,,2022-02-10,7,PUNE,26,6,PAT,43,,Patna Pirates Won by 17 Pts,6
2870,W,,2022-02-14,6,PAT,38,8,HYD,30,,Patna Pirates Won by 8 Pts,6
2874,W,,2022-02-15,6,PAT,36,1,BLR,34,,Patna Pirates Won by 2 Pts,6
2880,L,,2022-02-17,2,DEL,26,6,PAT,23,,Dabang Delhi K.C. Won by 3 Pts,6
2886,W,,2022-02-19,6,PAT,30,28,HAR,27,,Patna Pirates Won by 3 Pts,6
2889,W,,2022-02-23,6,PAT,38,30,UP,27,,Patna Pirates Won by 11 Pts,6
2891,L,,2022-02-25,6,PAT,36,2,DEL,37,,Dabang Delhi K.C. Won by 1 Pts,6
