,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,11,Dong Ju Hong,3,1,5,,MUM,172,0,All Rounder,U Mumba,0.3333333333333333,,,,,,,,,3.0,1.0,5.0,,119.0,0.0,All Rounder,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,Jang Kun Lee,21,89,4,,KOL,21,8,Raider,Bengal Warriors,4.238095238095238,21.0,80.0,4.0,,16.0,8.0,Raider,3.8095238095238098,21.0,89.0,4.0,,21.0,8.0,Raider,4.238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,4.0,,44.0,8.0,Raider,0.3809523809523809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,Ajay Thakur,22,222,29,,CHE,3,8,Raider,Tamil Thalaivas,10.090909090909092,22.0,182.0,29.0,,3.0,8.0,Raider,8.272727272727273,22.0,213.0,29.0,,3.0,8.0,Raider,9.681818181818182,22.0,9.0,29.0,,74.0,8.0,Raider,0.4090909090909091,22.0,9.0,29.0,,77.0,8.0,Raider,0.4090909090909091,22.0,0.41,29.0,,106.0,8.0,Raider,0.0186363636363636,22.0,30.0,29.0,,11.0,8.0,Raider,1.3636363636363635,22.0,3.0,29.0,,17.0,8.0,Raider,0.1363636363636363,,,,,,,,,22.0,12.0,29.0,,3.0,8.0,Raider,0.5454545454545454,,,,,,,,
3,29,Anup Kumar,21,135,5,,MUM,11,8,Raider,U Mumba,6.428571428571429,21.0,84.0,5.0,,14.0,8.0,Raider,4.0,21.0,112.0,5.0,,14.0,8.0,Raider,5.333333333333333,21.0,19.0,5.0,,45.0,8.0,Raider,0.9047619047619048,21.0,23.0,5.0,,40.0,8.0,Raider,1.0952380952380951,21.0,1.1,5.0,,61.0,8.0,Raider,0.0523809523809523,21.0,5.0,5.0,,54.0,8.0,Raider,0.238095238095238,21.0,2.0,5.0,,25.0,8.0,Raider,0.0952380952380952,21.0,4.0,5.0,,16.0,8.0,Raider,0.1904761904761904,21.0,2.0,5.0,,22.0,8.0,Raider,0.0952380952380952,,,,,,,,
4,34,Bhupender Singh,17,28,4,,KOL,86,0,All Rounder,Bengal Warriors,1.6470588235294117,17.0,16.0,4.0,,51.0,0.0,All Rounder,0.9411764705882352,17.0,28.0,4.0,,48.0,0.0,All Rounder,1.6470588235294117,,,,,,,,,,,,,,,,,,,,,,,,,17.0,7.0,4.0,,49.0,0.0,All Rounder,0.4117647058823529,17.0,2.0,4.0,,27.0,0.0,All Rounder,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,
5,36,Chandran Ranjit,11,51,31,,GUJ,51,8,Raider,Gujarat Giants,4.636363636363637,11.0,43.0,31.0,,35.0,8.0,Raider,3.909090909090909,11.0,51.0,31.0,,35.0,8.0,Raider,4.636363636363637,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,31.0,,34.0,8.0,Raider,1.181818181818182,11.0,3.0,31.0,,11.0,8.0,Raider,0.2727272727272727,,,,,,,,,11.0,1.0,31.0,,33.0,8.0,Raider,0.0909090909090909,,,,,,,,
6,41,Deepak Hooda,24,186,7,,PUN,7,0,All Rounder,Puneri Paltan,7.75,24.0,127.0,7.0,,9.0,0.0,All Rounder,5.291666666666667,24.0,172.0,7.0,,7.0,0.0,All Rounder,7.166666666666667,24.0,13.0,7.0,,60.0,0.0,All Rounder,0.5416666666666666,24.0,14.0,7.0,,60.0,0.0,All Rounder,0.5833333333333334,24.0,0.58,7.0,,94.0,0.0,All Rounder,0.0241666666666666,24.0,47.0,7.0,,1.0,0.0,All Rounder,1.9583333333333333,24.0,8.0,7.0,,3.0,0.0,All Rounder,0.3333333333333333,24.0,1.0,7.0,,81.0,0.0,All Rounder,0.0416666666666666,24.0,7.0,7.0,,7.0,0.0,All Rounder,0.2916666666666667,,,,,,,,
7,42,Dharmaraj Cheralathan,18,25,7,,PUN,90,9,Defender,Puneri Paltan,1.3888888888888888,,,,,,,,,,,,,,,,,18.0,24.0,7.0,,34.0,9.0,Defender,1.3333333333333333,18.0,25.0,7.0,,36.0,9.0,Defender,1.3888888888888888,18.0,1.39,7.0,,42.0,9.0,Defender,0.0772222222222222,,,,,,,,,,,,,,,,,18.0,1.0,7.0,,68.0,9.0,Defender,0.0555555555555555,,,,,,,,,,,,,,,,
8,46,GURVINDER SINGH,9,24,1,,BLR,93,8,Raider,Bengaluru Bulls,2.6666666666666665,9.0,10.0,1.0,,62.0,8.0,Raider,1.1111111111111112,9.0,17.0,1.0,,56.0,8.0,Raider,1.8888888888888888,9.0,7.0,1.0,,82.0,8.0,Raider,0.7777777777777778,9.0,7.0,1.0,,89.0,8.0,Raider,0.7777777777777778,9.0,0.78,1.0,,78.0,8.0,Raider,0.0866666666666666,9.0,5.0,1.0,,55.0,8.0,Raider,0.5555555555555556,9.0,1.0,1.0,,42.0,8.0,Raider,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,
9,52,Jasvir Singh,15,66,3,,JAI,37,8,Raider,Jaipur Pink Panthers,4.4,15.0,49.0,3.0,,28.0,8.0,Raider,3.2666666666666666,15.0,61.0,3.0,,31.0,8.0,Raider,4.066666666666666,15.0,3.0,3.0,,110.0,8.0,Raider,0.2,15.0,5.0,3.0,,99.0,8.0,Raider,0.3333333333333333,15.0,0.33,3.0,,115.0,8.0,Raider,0.022,15.0,14.0,3.0,,31.0,8.0,Raider,0.9333333333333332,15.0,3.0,3.0,,15.0,8.0,Raider,0.2,15.0,2.0,3.0,,43.0,8.0,Raider,0.1333333333333333,15.0,2.0,3.0,,23.0,8.0,Raider,0.1333333333333333,,,,,,,,
