match_played,value,team_id,team_name,rank,points_per_match
26,482,6,Patna Pirates,1,18.53846153846154
24,370,4,Bengal Warriors,2,15.416666666666666
23,356,30,U.P. Yoddhas,3,15.478260869565217
22,346,29,Tamil Thalaivas,4,15.727272727272727
24,332,31,Gujarat Giants,5,13.833333333333334
22,330,1,Bengaluru Bulls,6,15.0
22,329,8,Telugu Titans,7,14.954545454545455
23,321,28,Haryana Steelers,8,13.956521739130435
22,315,5,U Mumba,9,14.318181818181818
24,294,7,Puneri Paltan,10,12.25
22,278,2,Dabang Delhi K.C.,11,12.636363636363637
22,278,3,Jaipur Pink Panthers,12,12.636363636363637
