match_played,value,team_id,team_name,rank,points_per_match
195,120,4,Bengal Warriors,1,0.6153846153846154
204,118,6,Patna Pirates,2,0.5784313725490197
200,115,1,Bengaluru Bulls,3,0.575
195,98,3,Jaipur Pink Panthers,4,0.5025641025641026
192,96,8,Telugu Titans,5,0.5
199,95,7,Puneri Paltan,6,0.47738693467336685
196,94,2,Dabang Delhi K.C.,7,0.47959183673469385
197,94,5,U Mumba,8,0.47715736040609136
140,91,30,U.P. Yoddhas,9,0.65
137,79,28,Haryana Steelers,10,0.5766423357664233
139,73,31,Gujarat Giants,11,0.5251798561151079
134,43,29,Tamil Thalaivas,12,0.3208955223880597
