match_played,value,team_id,team_name,rank,points_per_match
16,579,3,Jaipur Pink Panthers,1,36.1875
16,550,5,U Mumba,2,34.375
16,504,6,Patna Pirates,3,31.5
16,498,1,Bengaluru Bulls,4,31.125
14,497,8,Telugu Titans,5,35.5
14,456,2,Dabang Delhi K.C.,6,32.57142857142857
14,430,4,Bengal Warriors,7,30.714285714285715
14,405,7,Puneri Paltan,8,28.928571428571427





