match_played,value,team_id,team_name,rank,points_per_match
16,290,7,Puneri Paltan,1,18.125
16,270,3,Jaipur Pink Panthers,2,16.875
16,267,8,Telugu Titans,3,16.6875
16,264,6,Patna Pirates,4,16.5
14,227,5,U Mumba,5,16.214285714285715
14,226,2,Dabang Delhi K.C.,6,16.142857142857142
14,202,4,Bengal Warriors,7,14.428571428571429
14,201,1,Bengaluru Bulls,8,14.357142857142858
