match_played,value,team_id,team_name,rank,points_per_match
24,956,3,Jaipur Pink Panthers,1,39.833333333333336
24,946,1,Bengaluru Bulls,2,39.416666666666664
23,911,2,Dabang Delhi K.C.,3,39.608695652173914
24,872,7,Puneri Paltan,4,36.333333333333336
23,854,30,U.P. Yoddhas,5,37.130434782608695
24,853,29,Tamil Thalaivas,6,35.541666666666664
22,833,31,Gujarat Giants,7,37.86363636363637
22,804,4,Bengal Warriors,8,36.54545454545455
22,770,28,Haryana Steelers,9,35.0
22,723,6,Patna Pirates,10,32.86363636363637
22,715,5,U Mumba,11,32.5
22,633,8,Telugu Titans,12,28.772727272727273
