,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,10,Simon Kibura,2,2,7,,PUN,105,8,Raider,Puneri Paltan,1.0,2.0,2.0,7.0,,65.0,8.0,Raider,1.0,2.0,2.0,7.0,,62.0,8.0,Raider,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,7.0,,63.0,8.0,Raider,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,Jang Kun Lee,15,90,4,,KOL,6,8,Raider,Bengal Warriors,6.0,15.0,64.0,4.0,,6.0,8.0,Raider,4.266666666666667,15.0,79.0,4.0,,5.0,8.0,Raider,5.266666666666667,15.0,9.0,4.0,,37.0,8.0,Raider,0.6,15.0,11.0,4.0,,36.0,8.0,Raider,0.7333333333333333,15.0,0.73,4.0,,58.0,8.0,Raider,0.0486666666666666,15.0,33.0,4.0,,1.0,8.0,Raider,2.2,15.0,2.0,4.0,,11.0,8.0,Raider,0.1333333333333333,15.0,2.0,4.0,,18.0,8.0,Raider,0.1333333333333333,15.0,2.0,4.0,,6.0,8.0,Raider,0.1333333333333333,,,,,,,,
2,13,Seong Ryeol Kim,8,5,2,,DEL,89,9,Defender,Dabang Delhi K.C.,0.625,8.0,2.0,2.0,,66.0,9.0,Defender,0.25,8.0,3.0,2.0,,61.0,9.0,Defender,0.375,8.0,2.0,2.0,,75.0,9.0,Defender,0.25,8.0,2.0,2.0,,76.0,9.0,Defender,0.25,8.0,0.25,2.0,,83.0,9.0,Defender,0.03125,8.0,2.0,2.0,,44.0,9.0,Defender,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,Tae Deok Eom,7,1,6,,PAT,112,9,Defender,Patna Pirates,0.1428571428571428,7.0,1.0,6.0,,68.0,9.0,Defender,0.1428571428571428,7.0,1.0,6.0,,81.0,9.0,Defender,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,Ajay Thakur,14,56,7,,PUN,15,8,Raider,Puneri Paltan,4.0,14.0,41.0,7.0,,15.0,8.0,Raider,2.9285714285714284,14.0,52.0,7.0,,15.0,8.0,Raider,3.7142857142857144,14.0,4.0,7.0,,57.0,8.0,Raider,0.2857142857142857,14.0,4.0,7.0,,60.0,8.0,Raider,0.2857142857142857,14.0,0.29,7.0,,81.0,8.0,Raider,0.0207142857142857,14.0,23.0,7.0,,4.0,8.0,Raider,1.6428571428571428,14.0,2.0,7.0,,12.0,8.0,Raider,0.1428571428571428,,,,,,,,,14.0,1.0,7.0,,12.0,8.0,Raider,0.0714285714285714,,,,,,,,
5,28,Amit Singh Chhillar,5,5,2,,DEL,88,9,Defender,Dabang Delhi K.C.,1.0,,,,,,,,,,,,,,,,,5.0,5.0,2.0,,48.0,9.0,Defender,1.0,5.0,5.0,2.0,,54.0,9.0,Defender,1.0,5.0,1.0,2.0,,41.0,9.0,Defender,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,Anup Kumar,13,79,5,,MUM,9,8,Raider,U Mumba,6.076923076923077,13.0,63.0,5.0,,7.0,8.0,Raider,4.846153846153846,13.0,76.0,5.0,,7.0,8.0,Raider,5.846153846153846,13.0,3.0,5.0,,60.0,8.0,Raider,0.2307692307692307,13.0,3.0,5.0,,63.0,8.0,Raider,0.2307692307692307,13.0,0.23,5.0,,89.0,8.0,Raider,0.0176923076923076,13.0,3.0,5.0,,43.0,8.0,Raider,0.2307692307692307,13.0,3.0,5.0,,5.0,8.0,Raider,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,
7,34,Bhupender Singh,11,12,5,,MUM,69,0,All Rounder,U Mumba,1.0909090909090908,11.0,8.0,5.0,,44.0,0.0,All Rounder,0.7272727272727273,11.0,11.0,5.0,,41.0,0.0,All Rounder,1.0,11.0,1.0,5.0,,82.0,0.0,All Rounder,0.0909090909090909,11.0,1.0,5.0,,87.0,0.0,All Rounder,0.0909090909090909,11.0,0.09,5.0,,97.0,0.0,All Rounder,0.0081818181818181,11.0,10.0,5.0,,21.0,0.0,All Rounder,0.9090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,41,Deepak Niwas Hooda,12,76,7,,PUN,11,0,All Rounder,Puneri Paltan,6.333333333333333,12.0,62.0,7.0,,8.0,0.0,All Rounder,5.166666666666667,12.0,69.0,7.0,,9.0,0.0,All Rounder,5.75,12.0,7.0,7.0,,43.0,0.0,All Rounder,0.5833333333333334,12.0,7.0,7.0,,46.0,0.0,All Rounder,0.5833333333333334,12.0,0.58,7.0,,64.0,0.0,All Rounder,0.0483333333333333,12.0,21.0,7.0,,5.0,0.0,All Rounder,1.75,,,,,,,,,,,,,,,,,12.0,1.0,7.0,,13.0,0.0,All Rounder,0.0833333333333333,,,,,,,,
9,42,Dharmaraj Cheralathan,14,37,8,,HYD,30,9,Defender,Telugu Titans,2.642857142857143,14.0,3.0,8.0,,57.0,9.0,Defender,0.2142857142857142,14.0,6.0,8.0,,51.0,9.0,Defender,0.4285714285714285,14.0,28.0,8.0,,11.0,9.0,Defender,2.0,14.0,31.0,8.0,,12.0,9.0,Defender,2.2142857142857144,14.0,2.21,8.0,,14.0,9.0,Defender,0.1578571428571428,14.0,1.0,8.0,,59.0,9.0,Defender,0.0714285714285714,,,,,,,,,14.0,3.0,8.0,,8.0,9.0,Defender,0.2142857142857142,,,,,,,,,14.0,2.0,8.0,,10.0,9.0,Defender,0.1428571428571428
