match_played,value,team_id,team_name,rank,points_per_match
25,847,30,U.P. Yoddha,1,33.88
22,835,6,Patna Pirates,2,37.95454545454545
24,824,2,Dabang Delhi K.C.,3,34.333333333333336
22,806,28,Haryana Steelers,4,36.63636363636363
22,780,3,Jaipur Pink Panthers,5,35.45454545454545
25,769,31,Gujarat Giants,6,30.76
24,766,1,Bengaluru Bulls,7,31.916666666666668
22,741,29,Tamil Thalaivas,8,33.68181818181818
23,734,4,Bengal Warriors,9,31.91304347826087
22,702,8,Telugu Titans,10,31.90909090909091
22,694,7,Puneri Paltan,11,31.545454545454547
23,672,5,U Mumba,12,29.217391304347824
