match_played,value,team_id,team_name,rank,points_per_match
23,12.57,5,U Mumba,1,0.5465217391304348
25,10.96,31,Gujarat Giants,2,0.4384
25,10.6,30,U.P. Yoddha,3,0.424
22,10.59,8,Telugu Titans,4,0.4813636363636364
22,10.23,3,Jaipur Pink Panthers,5,0.465
22,9.95,7,Puneri Paltan,6,0.4522727272727272
24,9.58,1,Bengaluru Bulls,7,0.39916666666666667
22,9.14,6,Patna Pirates,8,0.41545454545454547
24,9.0,2,Dabang Delhi K.C.,9,0.375
22,8.77,28,Haryana Steelers,10,0.3986363636363636
23,8.7,4,Bengal Warriors,11,0.3782608695652174
22,8.59,29,Tamil Thalaivas,12,0.39045454545454544
