match_played,value,team_id,team_name,rank,points_per_match
22,33,28,Haryana Steelers,1,1.5
22,32,3,Jaipur Pink Panthers,2,1.4545454545454546
22,30,6,Patna Pirates,3,1.3636363636363635
25,30,30,U.P. Yoddha,4,1.2
22,29,7,Puneri Paltan,5,1.3181818181818181
24,28,2,Dabang Delhi K.C.,6,1.1666666666666667
22,27,29,Tamil Thalaivas,7,1.2272727272727273
22,25,8,Telugu Titans,8,1.1363636363636365
24,24,1,Bengaluru Bulls,9,1.0
23,23,4,Bengal Warriors,10,1.0
25,20,31,Gujarat Giants,11,0.8
23,16,5,U Mumba,12,0.6956521739130435
