season,team_name,player-id-pkdc,player-id-pkdc-sanitised,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful
PKL-07,Puneri Paltan,301,301,Hadi Tajik,6,100%,17%,,
PKL-07,Puneri Paltan,301,301,Hadi Tajik,7,500%,83.00%,60.00%,20.00%
PKL-07,Puneri Paltan,#N/A,-1,Jadhav Balasaheb Shahaji,7,100%,100%,,
PKL-07,Puneri Paltan,763,763,Manjeet,1,300%,1%,,100.00%
PKL-07,Puneri Paltan,763,763,Manjeet,2,1900%,7.00%,5.30%,84.20%
PKL-07,Puneri Paltan,763,763,Manjeet,3,1400%,5.00%,50.00%,21.40%
PKL-07,Puneri Paltan,763,763,Manjeet,4,3000%,11.00%,36.70%,20.00%
PKL-07,Puneri Paltan,763,763,Manjeet,5,4900%,18.00%,49.00%,28.60%
PKL-07,Puneri Paltan,763,763,Manjeet,6,5800%,21.00%,37.90%,41.40%
PKL-07,Puneri Paltan,763,763,Manjeet,7,9700%,36.00%,29.90%,43.30%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,1,100%,1%,,100.00%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,2,800%,6.00%,37.50%,25.00%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,3,500%,4.00%,80.00%,
PKL-07,Puneri Paltan,320,320,Nitin Tomar,4,800%,6.00%,50.00%,12.50%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,5,2100%,15.00%,66.70%,9.50%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,6,3500%,25.00%,22.90%,54.30%
PKL-07,Puneri Paltan,320,320,Nitin Tomar,7,6400%,45.00%,23.40%,54.70%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,2,900%,4.00%,22.20%,55.60%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,3,900%,4%,,88.90%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,4,2500%,12.00%,28.00%,28.00%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,5,4100%,20.00%,43.90%,34.10%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,6,3500%,17.00%,42.90%,42.90%
PKL-07,Puneri Paltan,3233,3233,Pankaj Mohite,7,8800%,43.00%,35.20%,44.30%
PKL-07,Puneri Paltan,156,156,Pawan Kumar,3,300%,5.00%,66.70%,33.30%
PKL-07,Puneri Paltan,156,156,Pawan Kumar,4,800%,14.00%,62.50%,
PKL-07,Puneri Paltan,156,156,Pawan Kumar,5,500%,8.00%,60.00%,40.00%
PKL-07,Puneri Paltan,156,156,Pawan Kumar,6,2200%,37.00%,54.50%,27.30%
PKL-07,Puneri Paltan,156,156,Pawan Kumar,7,2100%,36.00%,28.60%,47.60%
PKL-07,Puneri Paltan,#N/A,-1,R. Sriram,5,200%,33.00%,100.00%,
PKL-07,Puneri Paltan,#N/A,-1,R. Sriram,6,300%,50.00%,33.30%,
PKL-07,Puneri Paltan,#N/A,-1,R. Sriram,7,100%,17.00%,100.00%,
PKL-07,Puneri Paltan,#N/A,-1,Sagar Krishna,7,100%,100.00%,100.00%,
PKL-07,Puneri Paltan,3102,3102,Sandeep,7,100%,100%,,
PKL-07,Puneri Paltan,3103,3103,Shubham Shinde,5,300%,38.00%,100.00%,
PKL-07,Puneri Paltan,3103,3103,Shubham Shinde,6,100%,13%,,100.00%
PKL-07,Puneri Paltan,3103,3103,Shubham Shinde,7,400%,50.00%,100.00%,
PKL-07,Puneri Paltan,322,322,Surjeet Singh,4,100%,6.00%,100.00%,
PKL-07,Puneri Paltan,322,322,Surjeet Singh,5,300%,17.00%,100.00%,
PKL-07,Puneri Paltan,322,322,Surjeet Singh,6,300%,17.00%,100.00%,
PKL-07,Puneri Paltan,322,322,Surjeet Singh,7,1100%,61.00%,81.80%,9.10%
PKL-07,Puneri Paltan,3235,3235,Sushant Sail,3,300%,6.00%,33.30%,
PKL-07,Puneri Paltan,3235,3235,Sushant Sail,4,300%,6.00%,33.30%,66.70%
PKL-07,Puneri Paltan,3235,3235,Sushant Sail,5,1200%,24%,,41.70%
PKL-07,Puneri Paltan,3235,3235,Sushant Sail,6,800%,16.00%,62.50%,12.50%
PKL-07,Puneri Paltan,3235,3235,Sushant Sail,7,2400%,48.00%,33.30%,29.20%
PKL-07,Gujarat  FortuneGiants,300,300,Abolfazel Maghsodlo,5,200%,20.00%,50.00%,
PKL-07,Gujarat  FortuneGiants,300,300,Abolfazel Maghsodlo,6,300%,30%,,66.70%
PKL-07,Gujarat  FortuneGiants,300,300,Abolfazel Maghsodlo,7,500%,50%,,20.00%
PKL-07,Gujarat  FortuneGiants,46,46,Gurvinder Singh,5,100%,14%,,
PKL-07,Gujarat  FortuneGiants,46,46,Gurvinder Singh,6,100%,14%,,100.00%
PKL-07,Gujarat  FortuneGiants,46,46,Gurvinder Singh,7,500%,71%,,40.00%
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,2,100%,8%,,
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,3,100%,8%,,100.00%
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,4,300%,23.00%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,5,300%,23.00%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,6,300%,23.00%,33.30%,66.70%
PKL-07,Gujarat  FortuneGiants,3225,3225,Harmanjit Singh,7,200%,15%,,50.00%
PKL-07,Gujarat  FortuneGiants,2306,2306,Lalit Chaudhary,4,200%,15%,,50.00%
PKL-07,Gujarat  FortuneGiants,2306,2306,Lalit Chaudhary,5,300%,23.00%,33.30%,33.30%
PKL-07,Gujarat  FortuneGiants,2306,2306,Lalit Chaudhary,6,400%,31.00%,25.00%,
PKL-07,Gujarat  FortuneGiants,2306,2306,Lalit Chaudhary,7,400%,31.00%,25.00%,25.00%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,1,100%,1%,,100.00%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,3,1200%,7.00%,75.00%,25.00%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,4,1700%,11.00%,58.80%,11.80%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,5,3000%,19.00%,56.70%,16.70%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,6,4600%,29.00%,39.10%,37.00%
PKL-07,Gujarat  FortuneGiants,772,772,More G B,7,5500%,34.00%,38.20%,38.20%
PKL-07,Gujarat  FortuneGiants,3089,3089,Pankaj,7,200%,100.00%,50.00%,
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,1,100%,0%,,100.00%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,2,2100%,7.00%,4.80%,85.70%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,3,2900%,9.00%,62.10%,17.20%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,4,3400%,11.00%,50.00%,11.80%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,5,7100%,23.00%,53.50%,18.30%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,6,8200%,26.00%,32.90%,41.50%
PKL-07,Gujarat  FortuneGiants,3023,3023,Rohit Gulia,7,7700%,24.00%,23.40%,44.20%
PKL-07,Gujarat  FortuneGiants,2023,2023,Ruturaj Shivaji Koravi,7,300%,100.00%,100.00%,
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,1,200%,1%,,100.00%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,2,400%,2%,,50.00%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,3,600%,3%,,66.70%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,4,2500%,12.00%,28.00%,28.00%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,5,5200%,25.00%,46.20%,32.70%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,6,4900%,24.00%,38.80%,32.70%
PKL-07,Gujarat  FortuneGiants,757,757,Sachin,7,6900%,33.00%,44.90%,30.40%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,1,200%,1%,,100.00%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,3,600%,4.00%,16.70%,66.70%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,4,1800%,13.00%,44.40%,27.80%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,5,3100%,23.00%,41.90%,41.90%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,6,3900%,28.00%,43.60%,38.50%
PKL-07,Gujarat  FortuneGiants,#N/A,-1,Sonu Jaglan,7,4100%,30.00%,26.80%,41.50%
PKL-07,Gujarat  FortuneGiants,368,368,Sunil Kumar,5,100%,8.00%,100.00%,
PKL-07,Gujarat  FortuneGiants,368,368,Sunil Kumar,6,200%,15.00%,100.00%,
PKL-07,Gujarat  FortuneGiants,368,368,Sunil Kumar,7,1000%,77.00%,90.00%,10.00%
PKL-07,Gujarat  FortuneGiants,764,764,Vinod Kumar,2,200%,8%,,50.00%
PKL-07,Gujarat  FortuneGiants,764,764,Vinod Kumar,4,300%,12%,,66.70%
PKL-07,Gujarat  FortuneGiants,764,764,Vinod Kumar,6,500%,20.00%,40.00%,20.00%
PKL-07,Gujarat  FortuneGiants,764,764,Vinod Kumar,7,1500%,60.00%,66.70%,13.30%
PKL-07,U Mumba,2028,2028,Abhishek Singh,1,400%,1%,,100.00%
PKL-07,U Mumba,2028,2028,Abhishek Singh,2,2500%,8.00%,12.00%,76.00%
PKL-07,U Mumba,2028,2028,Abhishek Singh,3,4100%,12.00%,48.80%,29.30%
PKL-07,U Mumba,2028,2028,Abhishek Singh,4,4800%,14.00%,27.10%,37.50%
PKL-07,U Mumba,2028,2028,Abhishek Singh,5,6300%,19.00%,60.30%,28.60%
PKL-07,U Mumba,2028,2028,Abhishek Singh,6,5900%,18.00%,30.50%,55.90%
PKL-07,U Mumba,2028,2028,Abhishek Singh,7,9200%,28.00%,34.80%,43.50%
PKL-07,U Mumba,#N/A,-1,Ajinkya Rohidas Kapre,2,100%,4%,,100.00%
PKL-07,U Mumba,#N/A,-1,Ajinkya Rohidas Kapre,4,500%,19.00%,20.00%,20.00%
PKL-07,U Mumba,#N/A,-1,Ajinkya Rohidas Kapre,5,500%,19.00%,60.00%,20.00%
PKL-07,U Mumba,#N/A,-1,Ajinkya Rohidas Kapre,6,500%,19%,,80.00%
PKL-07,U Mumba,#N/A,-1,Ajinkya Rohidas Kapre,7,1000%,38.00%,50.00%,30.00%
PKL-07,U Mumba,2345,2345,Anil,7,100%,100%,,100.00%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,1,100%,1%,,100.00%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,2,800%,4%,,75.00%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,3,1800%,9.00%,38.90%,38.90%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,4,1900%,10.00%,26.30%,57.90%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,5,3900%,20.00%,38.50%,30.80%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,6,3800%,20.00%,21.10%,44.70%
PKL-07,U Mumba,2024,2024,Arjun Deshwal,7,6800%,36.00%,42.60%,41.20%
PKL-07,U Mumba,376,376,Athul M S,1,100%,1%,,100.00%
PKL-07,U Mumba,376,376,Athul M S,2,100%,1%,,100.00%
PKL-07,U Mumba,376,376,Athul M S,3,600%,5.00%,33.30%,33.30%
PKL-07,U Mumba,376,376,Athul M S,4,1600%,13.00%,68.80%,6.30%
PKL-07,U Mumba,376,376,Athul M S,5,2400%,19.00%,58.30%,16.70%
PKL-07,U Mumba,376,376,Athul M S,6,2400%,19.00%,16.70%,54.20%
PKL-07,U Mumba,376,376,Athul M S,7,5300%,42.00%,24.50%,34.00%
PKL-07,U Mumba,522,522,Dong Geon Lee,3,100%,2%,,100.00%
PKL-07,U Mumba,522,522,Dong Geon Lee,4,200%,4.00%,50.00%,
PKL-07,U Mumba,522,522,Dong Geon Lee,5,500%,11.00%,100.00%,
PKL-07,U Mumba,522,522,Dong Geon Lee,6,900%,20.00%,44.40%,44.40%
PKL-07,U Mumba,522,522,Dong Geon Lee,7,2900%,63.00%,37.90%,34.50%
PKL-07,U Mumba,259,259,Fazel Atrachali,3,300%,20.00%,100.00%,
PKL-07,U Mumba,259,259,Fazel Atrachali,4,100%,7.00%,100.00%,
PKL-07,U Mumba,259,259,Fazel Atrachali,5,400%,27.00%,100.00%,
PKL-07,U Mumba,259,259,Fazel Atrachali,6,200%,13.00%,100.00%,
PKL-07,U Mumba,259,259,Fazel Atrachali,7,500%,33.00%,60.00%,20.00%
PKL-07,U Mumba,3238,3238,Navneet,4,100%,13%,,
PKL-07,U Mumba,3238,3238,Navneet,5,400%,50%,,50.00%
PKL-07,U Mumba,3238,3238,Navneet,6,200%,25.00%,50.00%,
PKL-07,U Mumba,3238,3238,Navneet,7,100%,13%,,100.00%
PKL-07,U Mumba,84,84,Rajaguru Subramanian,5,100%,50.00%,100.00%,
PKL-07,U Mumba,84,84,Rajaguru Subramanian,7,100%,50.00%,100.00%,
PKL-07,U Mumba,261,261,Rohit Baliyan,3,800%,5.00%,75.00%,12.50%
PKL-07,U Mumba,261,261,Rohit Baliyan,4,1100%,7.00%,81.80%,9.10%
PKL-07,U Mumba,261,261,Rohit Baliyan,5,1600%,11.00%,81.30%,18.80%
PKL-07,U Mumba,261,261,Rohit Baliyan,6,5200%,35.00%,53.80%,26.90%
PKL-07,U Mumba,261,261,Rohit Baliyan,7,6300%,42.00%,42.90%,28.60%
PKL-07,U Mumba,142,142,Sandeep Narwal,2,300%,4.00%,33.30%,33.30%
PKL-07,U Mumba,142,142,Sandeep Narwal,3,700%,10.00%,85.70%,14.30%
PKL-07,U Mumba,142,142,Sandeep Narwal,4,700%,10.00%,85.70%,
PKL-07,U Mumba,142,142,Sandeep Narwal,5,600%,9.00%,100.00%,
PKL-07,U Mumba,142,142,Sandeep Narwal,6,1900%,28.00%,47.40%,31.60%
PKL-07,U Mumba,142,142,Sandeep Narwal,7,2500%,37.00%,48.00%,32.00%
PKL-07,U Mumba,#N/A,-1,Surender Singh,6,200%,29.00%,50.00%,50.00%
PKL-07,U Mumba,#N/A,-1,Surender Singh,7,500%,71.00%,60.00%,
PKL-07,U Mumba,#N/A,-1,Vinoth Kumar,4,100%,25.00%,100.00%,
PKL-07,U Mumba,#N/A,-1,Vinoth Kumar,5,100%,25.00%,100.00%,
PKL-07,U Mumba,#N/A,-1,Vinoth Kumar,6,100%,25%,,
PKL-07,U Mumba,#N/A,-1,Vinoth Kumar,7,100%,25%,,
PKL-07,Haryana Steelers,#N/A,-1,Arun Kumar HN,7,500%,100%,,20.00%
PKL-07,Haryana Steelers,3221,3221,Chand Singh,7,100%,100%,,100.00%
PKL-07,Haryana Steelers,42,42,Dharmaraj Cheralathan,4,100%,6.00%,100.00%,
PKL-07,Haryana Steelers,42,42,Dharmaraj Cheralathan,5,200%,11.00%,100.00%,
PKL-07,Haryana Steelers,42,42,Dharmaraj Cheralathan,6,300%,17.00%,66.70%,33.30%
PKL-07,Haryana Steelers,42,42,Dharmaraj Cheralathan,7,1200%,67.00%,83.30%,
PKL-07,Haryana Steelers,2357,2357,Naveen,2,200%,2%,,100.00%
PKL-07,Haryana Steelers,2357,2357,Naveen,3,500%,4.00%,40.00%,20.00%
PKL-07,Haryana Steelers,2357,2357,Naveen,4,900%,7.00%,33.30%,22.20%
PKL-07,Haryana Steelers,2357,2357,Naveen,5,2200%,17.00%,31.80%,40.90%
PKL-07,Haryana Steelers,2357,2357,Naveen,6,3200%,25.00%,40.60%,31.30%
PKL-07,Haryana Steelers,2357,2357,Naveen,7,6000%,46.00%,30.00%,43.30%
PKL-07,Haryana Steelers,335,335,Phonchoo Tin,3,100%,20%,,
PKL-07,Haryana Steelers,335,335,Phonchoo Tin,5,200%,40.00%,50.00%,
PKL-07,Haryana Steelers,335,335,Phonchoo Tin,6,100%,20.00%,100.00%,
PKL-07,Haryana Steelers,335,335,Phonchoo Tin,7,100%,20%,,100.00%
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,1,100%,1.00%,100.00%,
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,2,100%,1%,,100.00%
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,3,100%,1.00%,100.00%,
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,4,200%,1.00%,50.00%,
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,5,1200%,9.00%,66.70%,25.00%
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,6,4500%,33.00%,22.20%,55.60%
PKL-07,Haryana Steelers,#N/A,-1,Prashanth Kumar Rai,7,7300%,54.00%,19.20%,57.50%
PKL-07,Haryana Steelers,240,240,Ravi Kumar,5,300%,27.00%,100.00%,
PKL-07,Haryana Steelers,240,240,Ravi Kumar,7,800%,73.00%,100.00%,
PKL-07,Haryana Steelers,264,264,Selvamani K,5,200%,6.00%,50.00%,
PKL-07,Haryana Steelers,264,264,Selvamani K,6,1000%,28.00%,70.00%,20.00%
PKL-07,Haryana Steelers,264,264,Selvamani K,7,2400%,67.00%,45.80%,20.80%
PKL-07,Haryana Steelers,3229,3229,Vikas Chhillar,3,200%,33%,,50.00%
PKL-07,Haryana Steelers,3229,3229,Vikas Chhillar,5,200%,33%,,50.00%
PKL-07,Haryana Steelers,3229,3229,Vikas Chhillar,6,100%,17%,,100.00%
PKL-07,Haryana Steelers,3229,3229,Vikas Chhillar,7,100%,17%,,
PKL-07,Haryana Steelers,179,179,Vikas Kale,5,100%,25.00%,100.00%,
PKL-07,Haryana Steelers,179,179,Vikas Kale,7,300%,75.00%,66.70%,
PKL-07,Haryana Steelers,366,366,Vikash Khandola,1,600%,2%,,100.00%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,2,3400%,9.00%,11.80%,82.40%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,3,4000%,10.00%,40.00%,37.50%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,4,6500%,17.00%,38.50%,36.90%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,5,7500%,20.00%,57.30%,22.70%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,6,6100%,16.00%,37.70%,39.30%
PKL-07,Haryana Steelers,366,366,Vikash Khandola,7,10300%,27.00%,40.80%,36.90%
PKL-07,Haryana Steelers,#N/A,-1,Vikram Kandola,7,100%,100.00%,100.00%,
PKL-07,Haryana Steelers,3054,3054,Vinay,2,100%,0%,,100.00%
PKL-07,Haryana Steelers,3054,3054,Vinay,3,1800%,8.00%,50.00%,33.30%
PKL-07,Haryana Steelers,3054,3054,Vinay,4,3200%,14.00%,43.80%,31.30%
PKL-07,Haryana Steelers,3054,3054,Vinay,5,5700%,25.00%,45.60%,29.80%
PKL-07,Haryana Steelers,3054,3054,Vinay,6,4400%,19.00%,29.50%,52.30%
PKL-07,Haryana Steelers,3054,3054,Vinay,7,7800%,34.00%,38.50%,42.30%
PKL-07,Dabang Delhi,3098,3098,Aman Kadian,4,100%,9.00%,100.00%,
PKL-07,Dabang Delhi,3098,3098,Aman Kadian,5,100%,9.00%,100.00%,
PKL-07,Dabang Delhi,3098,3098,Aman Kadian,6,500%,45.00%,20.00%,40.00%
PKL-07,Dabang Delhi,3098,3098,Aman Kadian,7,400%,36%,,25.00%
PKL-07,Dabang Delhi,311,311,Anil Kumar,5,100%,17.00%,100.00%,
PKL-07,Dabang Delhi,311,311,Anil Kumar,7,500%,83.00%,60.00%,20.00%
PKL-07,Dabang Delhi,3222,3222,Balram,4,100%,33.00%,100.00%,
PKL-07,Dabang Delhi,3222,3222,Balram,7,200%,67%,,50.00%
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,1,100%,0%,,100.00%
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,2,100%,0%,,
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,3,500%,2.00%,20.00%,
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,4,3300%,13.00%,60.60%,24.20%
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,5,5700%,22.00%,43.90%,22.80%
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,6,5300%,20.00%,39.60%,39.60%
PKL-07,Dabang Delhi,36,36,Chandran Ranjit,7,11200%,43.00%,32.10%,42.90%
PKL-07,Dabang Delhi,251,251,Meraj Sheykh,3,500%,6.00%,20.00%,20.00%
PKL-07,Dabang Delhi,251,251,Meraj Sheykh,4,1400%,16.00%,28.60%,21.40%
PKL-07,Dabang Delhi,251,251,Meraj Sheykh,5,1500%,17.00%,46.70%,20.00%
PKL-07,Dabang Delhi,251,251,Meraj Sheykh,6,900%,10.00%,33.30%,66.70%
PKL-07,Dabang Delhi,251,251,Meraj Sheykh,7,4700%,52.00%,29.80%,38.30%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,1,600%,1%,,100.00%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,2,3100%,7%,,100.00%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,3,5200%,11.00%,5.80%,67.30%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,4,5800%,12.00%,51.70%,34.50%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,5,6900%,15.00%,52.20%,31.90%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,6,9000%,19.00%,32.20%,62.20%
PKL-07,Dabang Delhi,2296,2296,Naveen Kumar,7,16600%,35.00%,25.90%,54.80%
PKL-07,Dabang Delhi,3038,3038,Neeraj Narwal,4,200%,11%,,
PKL-07,Dabang Delhi,3038,3038,Neeraj Narwal,5,400%,21.00%,25.00%,
PKL-07,Dabang Delhi,3038,3038,Neeraj Narwal,6,400%,21.00%,25.00%,50.00%
PKL-07,Dabang Delhi,3038,3038,Neeraj Narwal,7,900%,47.00%,44.40%,33.30%
PKL-07,Dabang Delhi,157,157,Ravinder Pahal,6,100%,100.00%,100.00%,
PKL-07,Dabang Delhi,3178,3178,Saeid Ghaffari,7,100%,100.00%,100.00%,
PKL-07,Dabang Delhi,3000,3000,Sombir,6,100%,33.00%,100.00%,
PKL-07,Dabang Delhi,3000,3000,Sombir,7,200%,67%,,50.00%
PKL-07,Dabang Delhi,#N/A,-1,Sumit Kumar,6,200%,67%,,
PKL-07,Dabang Delhi,#N/A,-1,Sumit Kumar,7,100%,33.00%,100.00%,
PKL-07,Dabang Delhi,3081,3081,Vijay,1,200%,2%,,100.00%
PKL-07,Dabang Delhi,3081,3081,Vijay,3,500%,5.00%,80.00%,
PKL-07,Dabang Delhi,3081,3081,Vijay,4,1700%,16.00%,82.40%,5.90%
PKL-07,Dabang Delhi,3081,3081,Vijay,5,1700%,16.00%,70.60%,23.50%
PKL-07,Dabang Delhi,3081,3081,Vijay,6,2600%,24.00%,26.90%,53.80%
PKL-07,Dabang Delhi,3081,3081,Vijay,7,4000%,37.00%,42.50%,42.50%
PKL-07,Dabang Delhi,#N/A,-1,Vishal Mane,7,200%,100%,,
PKL-07,Bengaluru Bulls,3096,3096,Ajay,7,400%,100.00%,75.00%,25.00%
PKL-07,Bengaluru Bulls,3115,3115,Amit Sheoran,7,100%,100%,,
PKL-07,Bengaluru Bulls,3099,3099,Ankit,5,100%,7.00%,100.00%,
PKL-07,Bengaluru Bulls,3099,3099,Ankit,6,500%,36.00%,80.00%,20.00%
PKL-07,Bengaluru Bulls,3099,3099,Ankit,7,800%,57.00%,75.00%,
PKL-07,Bengaluru Bulls,202,202,Ashish Kumar,5,400%,33.00%,75.00%,
PKL-07,Bengaluru Bulls,202,202,Ashish Kumar,6,100%,8.00%,100.00%,
PKL-07,Bengaluru Bulls,202,202,Ashish Kumar,7,700%,58.00%,71.40%,
PKL-07,Bengaluru Bulls,3029,3029,Banty,3,100%,1.00%,100.00%,
PKL-07,Bengaluru Bulls,3029,3029,Banty,4,800%,11.00%,50.00%,25.00%
PKL-07,Bengaluru Bulls,3029,3029,Banty,5,1600%,23.00%,31.30%,25.00%
PKL-07,Bengaluru Bulls,3029,3029,Banty,6,1100%,16.00%,72.70%,18.20%
PKL-07,Bengaluru Bulls,3029,3029,Banty,7,3400%,49.00%,41.20%,26.50%
PKL-07,Bengaluru Bulls,769,769,Mahender Singh,3,100%,11.00%,100.00%,
PKL-07,Bengaluru Bulls,769,769,Mahender Singh,4,200%,22.00%,100.00%,
PKL-07,Bengaluru Bulls,769,769,Mahender Singh,5,200%,22.00%,100.00%,
PKL-07,Bengaluru Bulls,769,769,Mahender Singh,7,400%,44.00%,100.00%,
PKL-07,Bengaluru Bulls,3019,3019,Mohit Sehrawat,3,200%,4.00%,50.00%,
PKL-07,Bengaluru Bulls,3019,3019,Mohit Sehrawat,4,300%,7.00%,33.30%,
PKL-07,Bengaluru Bulls,3019,3019,Mohit Sehrawat,5,600%,13.00%,66.70%,
PKL-07,Bengaluru Bulls,3019,3019,Mohit Sehrawat,6,1400%,30.00%,78.60%,7.10%
PKL-07,Bengaluru Bulls,3019,3019,Mohit Sehrawat,7,2100%,46.00%,61.90%,14.30%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,1,300%,1%,,100.00%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,2,2900%,6%,,82.80%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,3,3800%,8.00%,21.10%,60.50%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,4,5700%,12.00%,17.50%,38.60%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,5,8600%,19.00%,29.10%,43.00%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,6,10300%,22.00%,13.60%,63.10%
PKL-07,Bengaluru Bulls,#N/A,-1,Pawan Sehrawat,7,14500%,31.00%,15.20%,64.10%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,2,1100%,4.00%,9.10%,72.70%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,3,2200%,9.00%,59.10%,13.60%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,4,2400%,10.00%,58.30%,16.70%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,5,4900%,20.00%,61.20%,12.20%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,6,5500%,22.00%,25.50%,36.40%
PKL-07,Bengaluru Bulls,326,326,Rohit Kumar,7,8700%,35.00%,32.20%,39.10%
PKL-07,Bengaluru Bulls,3228,3228,Saurabh Nandal,7,100%,100%,,100.00%
PKL-07,Bengaluru Bulls,3104,3104,Sumit Singh,3,300%,2.00%,33.30%,66.70%
PKL-07,Bengaluru Bulls,3104,3104,Sumit Singh,4,1600%,11.00%,56.30%,25.00%
PKL-07,Bengaluru Bulls,3104,3104,Sumit Singh,5,2100%,15.00%,47.60%,19.00%
PKL-07,Bengaluru Bulls,3104,3104,Sumit Singh,6,3400%,24.00%,41.20%,35.30%
PKL-07,Bengaluru Bulls,3104,3104,Sumit Singh,7,6800%,48.00%,30.90%,35.30%
PKL-07,Bengaluru Bulls,768,768,Vijay Kumar,4,100%,25.00%,100.00%,
PKL-07,Bengaluru Bulls,768,768,Vijay Kumar,5,100%,25.00%,100.00%,
PKL-07,Bengaluru Bulls,768,768,Vijay Kumar,6,100%,25.00%,100.00%,
PKL-07,Bengaluru Bulls,768,768,Vijay Kumar,7,100%,25.00%,100.00%,
