season,team_name,player-id-pkdc,player-id-pkdc-sanitised,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful
PKL-08,Jaipur Pink Panthers,41,41,Deepak Hooda,6,5800%,21.00%,41.40%,44.80%
PKL-08,Jaipur Pink Panthers,41,41,Deepak Hooda,7,7800%,28.00%,33.30%,47.40%
PKL-08,Jaipur Pink Panthers,4956,4956,Deepak Singh,3,100%,100.00%,100.00%,
PKL-08,Jaipur Pink Panthers,2357,2357,Naveen,4,700%,16.00%,14.30%,57.10%
PKL-08,Jaipur Pink Panthers,2357,2357,Naveen,5,1300%,29.00%,53.80%,23.10%
PKL-08,Jaipur Pink Panthers,2357,2357,Naveen,6,1000%,22.00%,80.00%,10.00%
PKL-08,Jaipur Pink Panthers,2357,2357,Naveen,7,1500%,33.00%,60.00%,6.70%
PKL-08,Jaipur Pink Panthers,3065,3065,Nitin Rawal,3,300%,6.00%,100.00%,
PKL-08,Jaipur Pink Panthers,3065,3065,Nitin Rawal,4,800%,17.00%,87.50%,
PKL-08,Jaipur Pink Panthers,3065,3065,Nitin Rawal,5,600%,13.00%,100.00%,
PKL-08,Jaipur Pink Panthers,3065,3065,Nitin Rawal,6,700%,15.00%,42.90%,28.60%
PKL-08,Jaipur Pink Panthers,3065,3065,Nitin Rawal,7,2300%,49.00%,56.50%,8.70%
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,2,100%,3%,,100.00%
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,3,100%,3.00%,100.00%,
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,4,600%,20.00%,16.70%,50.00%
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,5,600%,20.00%,50.00%,33.30%
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,6,400%,13.00%,50.00%,50.00%
PKL-08,Jaipur Pink Panthers,3154,3154,Sachin Narwal,7,1200%,40.00%,33.30%,41.70%
PKL-08,Jaipur Pink Panthers,4769,4769,Sahul Kumar,4,100%,50.00%,100.00%,
PKL-08,Jaipur Pink Panthers,4769,4769,Sahul Kumar,7,100%,50.00%,100.00%,
PKL-08,Jaipur Pink Panthers,#N/A,-1,Sushil Gulia,5,200%,100%,,
PKL-08,Jaipur Pink Panthers,#N/A,-1,Vishal Lather,5,100%,50.00%,100.00%,
PKL-08,Jaipur Pink Panthers,#N/A,-1,Vishal Lather,7,100%,50.00%,100.00%,
PKL-08,Bengaluru Bulls,300,300,Abolfazel Maghsodlo,6,100%,17%,,
PKL-08,Bengaluru Bulls,300,300,Abolfazel Maghsodlo,7,500%,83.00%,20.00%,40.00%
PKL-08,Bengaluru Bulls,4972,4972,Aman,6,100%,33.00%,100.00%,
PKL-08,Bengaluru Bulls,4972,4972,Aman,7,200%,67%,,50.00%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,2,200%,1%,,100.00%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,3,1300%,7.00%,30.80%,46.20%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,4,2500%,13.00%,12.00%,40.00%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,5,3600%,18.00%,36.10%,30.60%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,6,5100%,26.00%,11.80%,62.70%
PKL-08,Bengaluru Bulls,#N/A,-1,Bharat Naresh,7,6900%,35.00%,21.70%,53.60%
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,2,100%,1%,,100.00%
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,3,700%,4.00%,71.40%,
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,4,1600%,9.00%,56.30%,12.50%
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,5,3400%,18.00%,44.10%,23.50%
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,6,3900%,21.00%,41.00%,38.50%
PKL-08,Bengaluru Bulls,36,36,Chandran Ranjit,7,8800%,48.00%,30.70%,39.80%
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,2,100%,2%,,
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,3,100%,2.00%,100.00%,
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,4,100%,2%,,
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,5,600%,13.00%,50.00%,
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,6,1200%,27.00%,33.30%,33.30%
PKL-08,Bengaluru Bulls,211,211,Deepak Narwal,7,2400%,53.00%,33.30%,33.30%
PKL-08,Bengaluru Bulls,522,522,Dong Geon Lee,4,100%,7%,,
PKL-08,Bengaluru Bulls,522,522,Dong Geon Lee,5,100%,7%,,100.00%
PKL-08,Bengaluru Bulls,522,522,Dong Geon Lee,6,600%,43%,,50.00%
PKL-08,Bengaluru Bulls,522,522,Dong Geon Lee,7,600%,43.00%,16.70%,33.30%
PKL-08,Bengaluru Bulls,769,769,Mahender Singh,6,200%,17.00%,100.00%,
PKL-08,Bengaluru Bulls,769,769,Mahender Singh,7,1000%,83.00%,90.00%,
PKL-08,Bengaluru Bulls,3019,3019,Mohit Sehrawat,6,100%,9.00%,100.00%,
PKL-08,Bengaluru Bulls,3019,3019,Mohit Sehrawat,7,1000%,91.00%,80.00%,
PKL-08,Bengaluru Bulls,772,772,More G B,4,400%,10.00%,100.00%,
PKL-08,Bengaluru Bulls,772,772,More G B,5,1400%,35.00%,100.00%,
PKL-08,Bengaluru Bulls,772,772,More G B,6,1200%,30.00%,91.70%,8.30%
PKL-08,Bengaluru Bulls,772,772,More G B,7,1000%,25.00%,80.00%,20.00%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,1,700%,1%,,100.00%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,2,3800%,8.00%,5.30%,71.10%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,3,3500%,7.00%,17.10%,65.70%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,4,5600%,12.00%,25.00%,39.30%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,5,8700%,18.00%,41.40%,32.20%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,6,10500%,22.00%,12.40%,60.00%
PKL-08,Bengaluru Bulls,318,318,Pawan Sehrawat,7,15000%,31.00%,18.00%,53.30%
PKL-08,Bengaluru Bulls,3228,3228,Saurabh Nandal,7,200%,100.00%,50.00%,
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,2,800%,4.00%,37.50%,62.50%
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,3,2200%,10.00%,45.50%,36.40%
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,4,3500%,16.00%,51.40%,31.40%
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,5,3400%,16.00%,61.80%,14.70%
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,6,3800%,18.00%,39.50%,34.20%
PKL-08,Tamil Thailaivas,3097,3097,Ajinkya Pawar,7,7600%,36.00%,23.70%,53.90%
PKL-08,Tamil Thailaivas,#N/A,-1,Anwar Saheed Baba,5,100%,50%,,
PKL-08,Tamil Thailaivas,#N/A,-1,Anwar Saheed Baba,6,100%,50.00%,100.00%,
PKL-08,Tamil Thailaivas,376,376,Athul MS,3,300%,4.00%,100.00%,
PKL-08,Tamil Thailaivas,376,376,Athul MS,4,400%,5.00%,75.00%,
PKL-08,Tamil Thailaivas,376,376,Athul MS,5,1000%,14.00%,60.00%,10.00%
PKL-08,Tamil Thailaivas,376,376,Athul MS,6,2100%,29.00%,38.10%,47.60%
PKL-08,Tamil Thailaivas,376,376,Athul MS,7,3500%,48.00%,34.30%,28.60%
PKL-08,Tamil Thailaivas,660,660,Bhavani Rajput,3,200%,2.00%,50.00%,
PKL-08,Tamil Thailaivas,660,660,Bhavani Rajput,4,700%,6.00%,71.40%,14.30%
PKL-08,Tamil Thailaivas,660,660,Bhavani Rajput,5,2800%,25.00%,57.10%,21.40%
PKL-08,Tamil Thailaivas,660,660,Bhavani Rajput,6,2900%,26.00%,31.00%,41.40%
PKL-08,Tamil Thailaivas,660,660,Bhavani Rajput,7,4500%,41.00%,28.90%,31.10%
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,2,300%,4%,,66.70%
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,3,400%,5.00%,100.00%,
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,4,1300%,17.00%,23.10%,23.10%
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,5,1500%,19.00%,60.00%,20.00%
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,6,2100%,27.00%,23.80%,66.70%
PKL-08,Tamil Thailaivas,3161,3161,Himanshu,7,2200%,28.00%,18.20%,36.40%
PKL-08,Tamil Thailaivas,4963,4963,Himanshu Singh,4,400%,17.00%,25.00%,
PKL-08,Tamil Thailaivas,4963,4963,Himanshu Singh,5,400%,17.00%,75.00%,25.00%
PKL-08,Tamil Thailaivas,4963,4963,Himanshu Singh,6,300%,13.00%,33.30%,33.30%
PKL-08,Tamil Thailaivas,4963,4963,Himanshu Singh,7,1200%,52.00%,33.30%,25.00%
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,2,300%,5.00%,33.30%,33.30%
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,3,500%,8.00%,80.00%,20.00%
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,4,700%,12.00%,57.10%,14.30%
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,5,900%,15.00%,44.40%,
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,6,1000%,17.00%,40.00%,40.00%
PKL-08,Tamil Thailaivas,219,219,K. Prapanjan,7,2500%,42.00%,32.00%,40.00%
PKL-08,Tamil Thailaivas,763,763,Manjeet,1,500%,2%,,100.00%
PKL-08,Tamil Thailaivas,763,763,Manjeet,2,1600%,5%,,68.80%
PKL-08,Tamil Thailaivas,763,763,Manjeet,3,2200%,7.00%,54.50%,27.30%
PKL-08,Tamil Thailaivas,763,763,Manjeet,4,3800%,12.00%,52.60%,21.10%
PKL-08,Tamil Thailaivas,763,763,Manjeet,5,5900%,18.00%,49.20%,25.40%
PKL-08,Tamil Thailaivas,763,763,Manjeet,6,7500%,23.00%,30.70%,45.30%
PKL-08,Tamil Thailaivas,763,763,Manjeet,7,11000%,34.00%,26.40%,51.80%
PKL-08,Tamil Thailaivas,4964,4964,Mohit,7,700%,100.00%,57.10%,
PKL-08,Tamil Thailaivas,3236,3236,Sagar,7,100%,100%,,
PKL-08,Tamil Thailaivas,347,347,Sagar Krishna,7,100%,100%,,
PKL-08,Tamil Thailaivas,#N/A,-1,Sandaruwan Asiri,5,100%,13.00%,100.00%,
PKL-08,Tamil Thailaivas,#N/A,-1,Sandaruwan Asiri,6,200%,25.00%,50.00%,50.00%
PKL-08,Tamil Thailaivas,#N/A,-1,Sandaruwan Asiri,7,500%,63.00%,60.00%,
PKL-08,Tamil Thailaivas,322,322,Surjeet Singh,4,100%,6.00%,100.00%,
PKL-08,Tamil Thailaivas,322,322,Surjeet Singh,5,500%,28.00%,80.00%,20.00%
PKL-08,Tamil Thailaivas,322,322,Surjeet Singh,6,200%,11.00%,100.00%,
PKL-08,Tamil Thailaivas,322,322,Surjeet Singh,7,1000%,56.00%,70.00%,
PKL-08,UP Yoddha,#N/A,-1,Aman Hooda,6,200%,33.00%,50.00%,
PKL-08,UP Yoddha,#N/A,-1,Aman Hooda,7,400%,67.00%,100.00%,
PKL-08,UP Yoddha,4801,4801,Ankit,2,100%,4%,,100.00%
PKL-08,UP Yoddha,4801,4801,Ankit,3,500%,22.00%,100.00%,
PKL-08,UP Yoddha,4801,4801,Ankit,4,500%,22.00%,80.00%,
PKL-08,UP Yoddha,4801,4801,Ankit,5,400%,17.00%,50.00%,
PKL-08,UP Yoddha,4801,4801,Ankit,6,200%,9.00%,50.00%,50.00%
PKL-08,UP Yoddha,4801,4801,Ankit,7,600%,26.00%,16.70%,50.00%
PKL-08,UP Yoddha,3027,3027,Ankush,5,300%,100.00%,66.70%,
PKL-08,UP Yoddha,3239,3239,Ashu Singh,5,300%,14.00%,100.00%,
PKL-08,UP Yoddha,3239,3239,Ashu Singh,6,400%,18.00%,100.00%,
PKL-08,UP Yoddha,3239,3239,Ashu Singh,7,1500%,68.00%,80.00%,13.30%
PKL-08,UP Yoddha,3177,3177,Mohammad Taghi Paein Mahali,3,100%,6.00%,100.00%,
PKL-08,UP Yoddha,3177,3177,Mohammad Taghi Paein Mahali,4,300%,17.00%,33.30%,66.70%
PKL-08,UP Yoddha,3177,3177,Mohammad Taghi Paein Mahali,5,600%,33.00%,33.30%,16.70%
PKL-08,UP Yoddha,3177,3177,Mohammad Taghi Paein Mahali,7,800%,44.00%,25.00%,25.00%
PKL-08,UP Yoddha,3088,3088,Nitesh Kumar,7,100%,100%,,
PKL-08,UP Yoddha,197,197,Pardeep Narwal,1,300%,1%,,100.00%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,2,2100%,6.00%,4.80%,81.00%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,3,2800%,8.00%,21.40%,46.40%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,4,3900%,11.00%,41.00%,33.30%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,5,5400%,15.00%,44.40%,24.10%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,6,7800%,22.00%,25.60%,44.90%
PKL-08,UP Yoddha,197,197,Pardeep Narwal,7,12600%,36.00%,28.60%,39.70%
PKL-08,UP Yoddha,4222,4222,Rohit Tomar,3,300%,8%,,66.70%
PKL-08,UP Yoddha,4222,4222,Rohit Tomar,4,600%,17.00%,50.00%,33.30%
PKL-08,UP Yoddha,4222,4222,Rohit Tomar,5,1000%,28.00%,40.00%,30.00%
PKL-08,UP Yoddha,4222,4222,Rohit Tomar,6,700%,19.00%,28.60%,71.40%
PKL-08,UP Yoddha,4222,4222,Rohit Tomar,7,1000%,28.00%,40.00%,40.00%
PKL-08,UP Yoddha,3594,3594,Sahil,5,100%,13%,,
PKL-08,UP Yoddha,3594,3594,Sahil,6,100%,13%,,100.00%
PKL-08,UP Yoddha,3594,3594,Sahil,7,600%,75%,,33.30%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,1,100%,1%,,100.00%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,2,100%,1%,,100.00%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,3,600%,3.00%,50.00%,33.30%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,4,1800%,9.00%,38.90%,33.30%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,5,5400%,28.00%,59.30%,18.50%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,6,4000%,21.00%,30.00%,47.50%
PKL-08,UP Yoddha,106,106,Shrikant Jadhav,7,7000%,37.00%,24.30%,48.60%
PKL-08,UP Yoddha,4228,4228,Shubham Kumar,7,100%,100%,,
PKL-08,UP Yoddha,3240,3240,Sumit,7,200%,100.00%,50.00%,
PKL-08,UP Yoddha,3241,3241,Surender Gill,1,100%,0%,,100.00%
PKL-08,UP Yoddha,3241,3241,Surender Gill,2,1800%,5.00%,11.10%,61.10%
PKL-08,UP Yoddha,3241,3241,Surender Gill,3,1800%,5.00%,50.00%,33.30%
PKL-08,UP Yoddha,3241,3241,Surender Gill,4,2900%,8.00%,51.70%,17.20%
PKL-08,UP Yoddha,3241,3241,Surender Gill,5,6700%,19.00%,59.70%,20.90%
PKL-08,UP Yoddha,3241,3241,Surender Gill,6,8000%,23.00%,31.30%,55.00%
PKL-08,UP Yoddha,3241,3241,Surender Gill,7,14200%,40.00%,37.30%,43.70%
PKL-08,Bengal Warriors,489,489,Abozar Mighani,6,100%,100.00%,100.00%,
PKL-08,Bengal Warriors,4675,4675,Akash Pikalmunde,4,400%,10%,,25.00%
PKL-08,Bengal Warriors,4675,4675,Akash Pikalmunde,5,1500%,38.00%,60.00%,20.00%
PKL-08,Bengal Warriors,4675,4675,Akash Pikalmunde,6,900%,23.00%,33.30%,44.40%
PKL-08,Bengal Warriors,4675,4675,Akash Pikalmunde,7,1100%,28.00%,54.50%,36.40%
PKL-08,Bengal Warriors,3126,3126,Amit Nirwal,7,100%,100.00%,100.00%,
PKL-08,Bengal Warriors,2021,2021,Anand V,5,700%,58.00%,85.70%,14.30%
PKL-08,Bengal Warriors,2021,2021,Anand V,6,100%,8.00%,100.00%,
PKL-08,Bengal Warriors,2021,2021,Anand V,7,400%,33.00%,25.00%,25.00%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,2,600%,3%,,66.70%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,3,2300%,12.00%,30.40%,56.50%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,4,2400%,13.00%,41.70%,20.80%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,5,5200%,28.00%,71.20%,19.20%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,6,2000%,11.00%,40.00%,35.00%
PKL-08,Bengal Warriors,#N/A,-1,Esmaeil Nabibakhsh,7,6000%,32.00%,21.70%,46.70%
PKL-08,Bengal Warriors,143,143,Maninder Singh,2,2100%,5%,,85.70%
PKL-08,Bengal Warriors,143,143,Maninder Singh,3,2100%,5.00%,42.90%,23.80%
PKL-08,Bengal Warriors,143,143,Maninder Singh,4,2700%,7.00%,37.00%,37.00%
PKL-08,Bengal Warriors,143,143,Maninder Singh,5,8800%,22.00%,47.70%,22.70%
PKL-08,Bengal Warriors,143,143,Maninder Singh,6,9900%,25.00%,23.20%,60.60%
PKL-08,Bengal Warriors,143,143,Maninder Singh,7,14500%,36.00%,15.20%,57.90%
PKL-08,Bengal Warriors,3151,3151,Manoj Gowda,4,200%,5.00%,50.00%,50.00%
PKL-08,Bengal Warriors,3151,3151,Manoj Gowda,5,1000%,27.00%,40.00%,10.00%
PKL-08,Bengal Warriors,3151,3151,Manoj Gowda,6,1300%,35.00%,53.80%,30.80%
PKL-08,Bengal Warriors,3151,3151,Manoj Gowda,7,1200%,32.00%,41.70%,33.30%
PKL-08,Bengal Warriors,3100,3100,Parveen Satpal,4,100%,100.00%,100.00%,
PKL-08,Bengal Warriors,160,160,Ran Singh,3,100%,11.00%,100.00%,
PKL-08,Bengal Warriors,160,160,Ran Singh,4,100%,11.00%,100.00%,
PKL-08,Bengal Warriors,160,160,Ran Singh,7,700%,78.00%,57.10%,28.60%
PKL-08,Bengal Warriors,3094,3094,Ravindra Kumavat,2,100%,3%,,100.00%
PKL-08,Bengal Warriors,3094,3094,Ravindra Kumavat,4,500%,15.00%,100.00%,
PKL-08,Bengal Warriors,3094,3094,Ravindra Kumavat,5,1400%,42.00%,42.90%,14.30%
PKL-08,Bengal Warriors,3094,3094,Ravindra Kumavat,6,200%,6.00%,100.00%,
PKL-08,Bengal Warriors,3094,3094,Ravindra Kumavat,7,1100%,33.00%,54.50%,36.40%
PKL-08,Bengal Warriors,3084,3084,Rinku Narwal,5,100%,100.00%,100.00%,
PKL-08,Bengal Warriors,94,94,Rishank Devadiga,5,300%,38.00%,66.70%,
PKL-08,Bengal Warriors,94,94,Rishank Devadiga,6,300%,38.00%,33.30%,
PKL-08,Bengal Warriors,94,94,Rishank Devadiga,7,200%,25.00%,50.00%,50.00%
PKL-08,Bengal Warriors,4723,4723,Rohit,3,300%,8.00%,33.30%,33.30%
PKL-08,Bengal Warriors,4723,4723,Rohit,4,300%,8.00%,100.00%,
PKL-08,Bengal Warriors,4723,4723,Rohit,5,400%,11.00%,75.00%,
PKL-08,Bengal Warriors,4723,4723,Rohit,6,700%,19.00%,42.90%,28.60%
PKL-08,Bengal Warriors,4723,4723,Rohit,7,1900%,53.00%,36.80%,47.40%
PKL-08,Bengal Warriors,111,111,Sukesh Hegde,3,200%,2.00%,100.00%,
PKL-08,Bengal Warriors,111,111,Sukesh Hegde,4,800%,6.00%,87.50%,12.50%
PKL-08,Bengal Warriors,111,111,Sukesh Hegde,5,2400%,19.00%,75.00%,4.20%
PKL-08,Bengal Warriors,111,111,Sukesh Hegde,6,3000%,23.00%,40.00%,50.00%
PKL-08,Bengal Warriors,111,111,Sukesh Hegde,7,6400%,50.00%,31.30%,40.60%
PKL-09,Bengal Warriors,2025,2025,Ajinkya Kapre,4,1200%,40.00%,50.00%,16.70%
PKL-09,Bengal Warriors,2025,2025,Ajinkya Kapre,5,500%,17.00%,20.00%,
PKL-09,Bengal Warriors,2025,2025,Ajinkya Kapre,6,300%,10.00%,33.30%,66.70%
PKL-09,Bengal Warriors,2025,2025,Ajinkya Kapre,7,1000%,33.00%,30.00%,20.00%
PKL-09,Bengal Warriors,4675,4675,Akash Pikalmunde,5,200%,14%,,
PKL-09,Bengal Warriors,4675,4675,Akash Pikalmunde,6,500%,36%,,100.00%
PKL-09,Bengal Warriors,4675,4675,Akash Pikalmunde,7,700%,50.00%,14.30%,14.30%
PKL-09,Bengal Warriors,#N/A,-1,Ashish Kumar,5,200%,25.00%,100.00%,
PKL-09,Bengal Warriors,#N/A,-1,Ashish Kumar,6,100%,13.00%,100.00%,
PKL-09,Bengal Warriors,#N/A,-1,Ashish Kumar,7,500%,63.00%,80.00%,
PKL-09,Bengal Warriors,4935,4935,Aslam Thambi,3,200%,11.00%,50.00%,50.00%
PKL-09,Bengal Warriors,4935,4935,Aslam Thambi,4,200%,11%,,
PKL-09,Bengal Warriors,4935,4935,Aslam Thambi,5,300%,17%,,33.30%
PKL-09,Bengal Warriors,4935,4935,Aslam Thambi,6,300%,17.00%,33.30%,33.30%
PKL-09,Bengal Warriors,4935,4935,Aslam Thambi,7,800%,44.00%,25.00%,12.50%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,1,200%,2%,,100.00%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,2,300%,2%,,33.30%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,3,500%,4.00%,20.00%,60.00%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,4,1900%,15.00%,42.10%,26.30%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,5,3300%,27.00%,45.50%,36.40%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,6,1900%,15.00%,42.10%,31.60%
PKL-09,Bengal Warriors,41,41,Deepak Hooda,7,4300%,35.00%,48.80%,25.60%
PKL-09,Bengal Warriors,143,143,Maninder Singh,1,100%,0%,,100.00%
PKL-09,Bengal Warriors,143,143,Maninder Singh,2,2800%,8%,,89.30%
PKL-09,Bengal Warriors,143,143,Maninder Singh,3,3200%,9.00%,28.10%,46.90%
PKL-09,Bengal Warriors,143,143,Maninder Singh,4,3800%,10.00%,68.40%,10.50%
PKL-09,Bengal Warriors,143,143,Maninder Singh,5,4000%,11.00%,55.00%,30.00%
PKL-09,Bengal Warriors,143,143,Maninder Singh,6,8600%,24.00%,14.00%,66.30%
PKL-09,Bengal Warriors,143,143,Maninder Singh,7,13800%,38.00%,18.10%,52.20%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,2,100%,2%,,100.00%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,3,200%,4%,,50.00%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,4,700%,13.00%,71.40%,14.30%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,5,1700%,30.00%,52.90%,17.60%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,6,600%,11.00%,16.70%,83.30%
PKL-09,Bengal Warriors,3151,3151,Manoj Gowda,7,2300%,41.00%,43.50%,39.10%
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,2,100%,9%,,100.00%
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,3,100%,9%,,
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,4,100%,9.00%,100.00%,
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,5,100%,9.00%,100.00%,
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,6,100%,9.00%,100.00%,
PKL-09,Bengal Warriors,5097,5097,Parshant Kumar,7,600%,55.00%,33.30%,16.70%
PKL-09,Bengal Warriors,5120,5120,R Guhan,4,100%,7%,,
PKL-09,Bengal Warriors,5120,5120,R Guhan,5,500%,36.00%,20.00%,40.00%
PKL-09,Bengal Warriors,5120,5120,R Guhan,6,200%,14%,,100.00%
PKL-09,Bengal Warriors,5120,5120,R Guhan,7,600%,43%,,50.00%
PKL-09,Bengal Warriors,4723,4723,Rohit,5,100%,11.00%,100.00%,
PKL-09,Bengal Warriors,4723,4723,Rohit,6,200%,22%,,100.00%
PKL-09,Bengal Warriors,4723,4723,Rohit,7,600%,67%,,50.00%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,1,100%,0%,,100.00%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,2,300%,1%,,33.30%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,3,1600%,6.00%,50.00%,31.30%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,4,3100%,12.00%,45.20%,29.00%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,5,6000%,24.00%,43.30%,30.00%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,6,4400%,18.00%,31.80%,40.90%
PKL-09,Bengal Warriors,106,106,Shrikant Jadhav,7,9500%,38.00%,31.60%,49.50%
PKL-09,Bengal Warriors,3103,3103,Shubham Shinde,4,100%,13.00%,100.00%,
PKL-09,Bengal Warriors,3103,3103,Shubham Shinde,5,200%,25.00%,100.00%,
PKL-09,Bengal Warriors,3103,3103,Shubham Shinde,6,100%,13%,,
PKL-09,Bengal Warriors,3103,3103,Shubham Shinde,7,400%,50.00%,100.00%,
PKL-09,Bengal Warriors,146,146,Surender Nada,6,100%,20.00%,100.00%,
PKL-09,Bengal Warriors,146,146,Surender Nada,7,400%,80.00%,100.00%,
PKL-09,Bengal Warriors,5115,5115,Suyog Gaikar,4,200%,18.00%,50.00%,
PKL-09,Bengal Warriors,5115,5115,Suyog Gaikar,5,100%,9.00%,100.00%,
PKL-09,Bengal Warriors,5115,5115,Suyog Gaikar,7,800%,73.00%,12.50%,37.50%
PKL-09,Bengal Warriors,5114,5114,Vaibhav Garje,7,100%,100%,,
PKL-09,Bengal Warriors,764,764,Vinod Kumar,5,100%,50.00%,100.00%,
PKL-09,Bengal Warriors,764,764,Vinod Kumar,6,100%,50%,,
PKL-09,Bengaluru Bulls,4944,4944,Bharat,2,100%,3%,,100.00%
PKL-09,Bengaluru Bulls,4944,4944,Bharat,3,300%,9.00%,33.30%,33.30%
PKL-09,Bengaluru Bulls,4944,4944,Bharat,4,500%,15%,,80.00%
PKL-09,Bengaluru Bulls,4944,4944,Bharat,5,400%,12.00%,25.00%,50.00%
PKL-09,Bengaluru Bulls,4944,4944,Bharat,6,900%,26.00%,11.10%,33.30%
PKL-09,Bengaluru Bulls,4944,4944,Bharat,7,1200%,35.00%,16.70%,66.70%
PKL-09,Bengaluru Bulls,#N/A,-1,Bharat Naresh,1,100%,0%,,100.00%
PKL-09,Bengaluru Bulls,#N/A,-1,Bharat Naresh,2,2100%,6%,,81.00%
PKL-09,Bengaluru Bulls,#N/A,-1,Bharat Naresh,3,4300%,12.00%,14.00%,67.40%
PKL-09,Bengaluru Bulls,#N/A,-1,Bharat Naresh,4,4300%,12.00%,14.00%,55.80%
PKL-09,Bengaluru Bulls,#N/A,-1,Bharat Naresh,5,5300%,15.00%,17.00%,43.40%
