id,result,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
2894,L,07/10/22,3,JAI,32,30,UP,34,,UP Yoddhas Won by 2 Pts,3
2898,W,09/10/22,3,JAI,35,6,PAT,30,,Jaipur Pink Panthers Won by 5 Pts,3
2908,W,14/10/22,28,HAR,31,3,JAI,44,,Jaipur Pink Panthers Won by 13 Pts,3
2910,W,15/10/22,3,JAI,25,31,GUJ,18,,Jaipur Pink Panthers Won by 7 Pts,3
2917,W,18/10/22,4,KOL,24,3,JAI,39,,Jaipur Pink Panthers Won by 15 Pts,3
2925,W,22/10/22,3,JAI,51,8,HYD,27,,Jaipur Pink Panthers Won by 24 Pts,3
2929,L,25/10/22,7,PUNE,32,3,JAI,24,,Puneri Paltan Won by 8 Pts,3
2933,L,28/10/22,29,CHE,38,3,JAI,27,,Tamil Thalaivas Won by 11 Pts,3
2939,L,30/10/22,3,JAI,31,1,BLR,37,,Bengaluru Bulls Won by 6 Pts,3
2948,W,04/11/22,2,DEL,40,3,JAI,45,,Jaipur Pink Panthers Won by 5 Pts,3
2955,W,07/11/22,5,MUM,39,3,JAI,42,,Jaipur Pink Panthers Won by 3 Pts,3
2963,L,11/11/22,6,PAT,37,3,JAI,30,,Patna Pirates Won by 7 Pts,3
2966,W,12/11/22,3,JAI,57,2,DEL,32,,Jaipur Pink Panthers Won by 25 Pts,3
2971,W,15/11/22,3,JAI,32,5,MUM,22,,Jaipur Pink Panthers Won by 10 Pts,3
2978,W,19/11/22,30,UP,29,3,JAI,42,,Jaipur Pink Panthers Won by 13 Pts,3
2987,L,23/11/22,3,JAI,32,7,PUNE,39,,Puneri Paltan Won by 7 Pts,3
2990,W,25/11/22,3,JAI,41,29,CHE,26,,Jaipur Pink Panthers Won by 15 Pts,3
2998,W,28/11/22,8,HYD,28,3,JAI,48,,Jaipur Pink Panthers Won by 20 Pts,3
3001,W,30/11/22,1,BLR,25,3,JAI,45,,Jaipur Pink Panthers Won by 20 Pts,3
3008,W,03/12/22,3,JAI,57,4,KOL,31,,Jaipur Pink Panthers Won by 26 Pts,3
3012,W,05/12/22,3,JAI,44,28,HAR,30,,Jaipur Pink Panthers Won by 14 Pts,3
3019,,09/12/22,31,GUJ,51,3,JAI,51,,,3
3026,W,15/12/22,3,JAI,49,1,BLR,29,,Jaipur Pink Panthers Won by 20 Pts,3
3028,W,17/12/22,3,JAI,33,7,PUNE,29,,Jaipur Pink Panthers Won by 4 Pts,3
2895,,08/10/22,6,PAT,34,7,PUNE,34,,,7
2900,L,09/10/22,7,PUNE,39,1,BLR,41,,Bengaluru Bulls Won by 2 Pts,7
2909,L,14/10/22,31,GUJ,47,7,PUNE,37,,Gujarat Giants Won by 10 Pts,7
2913,W,16/10/22,7,PUNE,30,5,MUM,28,,Puneri Paltan Won by 2 Pts,7
2918,W,18/10/22,8,HYD,25,7,PUNE,26,,Puneri Paltan Won by 1 Pts,7
2922,W,21/10/22,7,PUNE,27,4,KOL,25,,Puneri Paltan Won by 2 Pts,7
2929,W,25/10/22,7,PUNE,32,3,JAI,24,,Puneri Paltan Won by 8 Pts,7
2934,,28/10/22,28,HAR,27,7,PUNE,27,,,7
2943,W,01/11/22,7,PUNE,43,2,DEL,38,,Puneri Paltan Won by 5 Pts,7
2949,W,04/11/22,30,UP,31,7,PUNE,40,,Puneri Paltan Won by 9 Pts,7
2954,L,06/11/22,7,PUNE,34,29,CHE,35,,Tamil Thalaivas Won by 1 Pts,7
2960,W,09/11/22,29,CHE,34,7,PUNE,35,,Puneri Paltan Won by 1 Pts,7
2962,L,11/11/22,5,MUM,34,7,PUNE,33,,U Mumba Won by 1 Pts,7
2969,W,14/11/22,4,KOL,27,7,PUNE,43,,Puneri Paltan Won by 16 Pts,7
2975,W,18/11/22,7,PUNE,41,28,HAR,28,,Puneri Paltan Won by 13 Pts,7
2982,W,20/11/22,1,BLR,33,7,PUNE,35,,Puneri Paltan Won by 2 Pts,7
2987,W,23/11/22,3,JAI,32,7,PUNE,39,,Puneri Paltan Won by 7 Pts,7
2993,W,26/11/22,7,PUNE,38,8,HYD,25,,Puneri Paltan Won by 13 Pts,7
2999,L,29/11/22,7,PUNE,39,31,GUJ,51,,Gujarat Giants Won by 12 Pts,7
3006,W,03/12/22,2,DEL,44,7,PUNE,47,,Puneri Paltan Won by 3 Pts,7
3011,W,05/12/22,7,PUNE,44,6,PAT,30,,Puneri Paltan Won by 14 Pts,7
3020,L,09/12/22,7,PUNE,41,30,UP,45,,UP Yoddhas Won by 4 Pts,7
3027,W,15/12/22,7,PUNE,39,29,CHE,37,,Puneri Paltan Won by 2 Pts,7
3028,L,17/12/22,3,JAI,33,7,PUNE,29,,Jaipur Pink Panthers Won by 4 Pts,7
2893,W,07/10/22,1,BLR,34,8,HYD,29,,Bengaluru Bulls Won by 5 Pts,1
2900,W,09/10/22,7,PUNE,39,1,BLR,41,,Bengaluru Bulls Won by 2 Pts,1
2905,L,12/10/22,1,BLR,33,4,KOL,42,,Bengal Warriorz Won by 9 Pts,1
2914,L,16/10/22,30,UP,44,1,BLR,37,,UP Yoddhas Won by 7 Pts,1
2920,W,19/10/22,1,BLR,45,29,CHE,28,,Bengaluru Bulls Won by 17 Pts,1
2924,W,22/10/22,5,MUM,32,1,BLR,42,,Bengaluru Bulls Won by 10 Pts,1
2927,,23/10/22,1,BLR,31,6,PAT,31,,,1
