id,result,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
575,W,02/08/17,8,HYD,24,4,KOL,30,,Bengal Warriorz Won by 6 Pts,4
581,W,06/08/17,4,KOL,41,30,UP,20,,Bengal Warriorz Won by 21 Pts,4
585,L,09/08/17,1,BLR,31,4,KOL,25,,Bengaluru Bulls Won by 6 Pts,4
593,L,15/08/17,4,KOL,17,7,PUNE,34,,Puneri Paltan Won by 17 Pts,4
598,,17/08/17,31,GUJ,26,4,KOL,26,,,4
606,W,22/08/17,30,UP,30,4,KOL,32,,Bengal Warriorz Won by 2 Pts,4
611,,25/08/17,4,KOL,36,6,PAT,36,,,4
614,W,27/08/17,4,KOL,31,1,BLR,26,,Bengal Warriorz Won by 5 Pts,4
619,W,01/09/17,4,KOL,41,6,PAT,38,,Bengal Warriorz Won by 3 Pts,4
621,,02/09/17,4,KOL,26,30,UP,26,,,4
623,W,03/09/17,4,KOL,29,29,CHE,25,,Bengal Warriorz Won by 4 Pts,4
625,L,05/09/17,4,KOL,29,28,HAR,36,,Haryana Steelers Won by 7 Pts,4
627,L,06/09/17,4,KOL,30,5,MUM,38,,U Mumba Won by 8 Pts,4
630,,07/09/17,4,KOL,31,2,DEL,31,,,4
637,W,12/09/17,4,KOL,32,8,HYD,31,,Bengal Warriorz Won by 1 Pts,4
647,,17/09/17,6,PAT,37,4,KOL,37,,,4
655,W,23/09/17,1,BLR,29,4,KOL,33,,Bengal Warriorz Won by 4 Pts,4
657,L,24/09/17,4,KOL,32,29,CHE,33,,Tamil Thalaivas Won by 1 Pts,4
669,W,01/10/17,3,JAI,31,4,KOL,32,,Bengal Warriorz Won by 1 Pts,4
677,W,06/10/17,7,PUNE,19,4,KOL,25,,Bengal Warriorz Won by 6 Pts,4
697,,20/10/17,8,HYD,37,4,KOL,36,,,4
701,L,24/10/17,31,GUJ,42,4,KOL,17,,Gujarat Giants Won by 25 Pts,4
703,L,26/10/17,4,KOL,44,6,PAT,47,,Patna Pirates Won by 3 Pts,4
569,W,29/07/17,8,HYD,28,6,PAT,35,,Patna Pirates Won by 7 Pts,6
576,W,03/08/17,8,HYD,35,6,PAT,43,,Patna Pirates Won by 8 Pts,6
582,W,06/08/17,1,BLR,32,6,PAT,46,,Patna Pirates Won by 14 Pts,6
591,,13/08/17,6,PAT,27,30,UP,27,,,6
603,L,20/08/17,6,PAT,42,7,PUNE,47,,Puneri Paltan Won by 5 Pts,6
611,,25/08/17,4,KOL,36,6,PAT,36,,,6
612,W,26/08/17,6,PAT,35,29,CHE,24,,Patna Pirates Won by 11 Pts,6
619,L,01/09/17,4,KOL,41,6,PAT,38,,Bengal Warriorz Won by 3 Pts,6
624,W,05/09/17,6,PAT,47,3,JAI,21,,Patna Pirates Won by 26 Pts,6
631,,08/09/17,28,HAR,41,6,PAT,41,,,6
633,L,09/09/17,6,PAT,41,5,MUM,51,,U Mumba Won by 10 Pts,6
642,W,15/09/17,6,PAT,46,8,HYD,30,,Patna Pirates Won by 16 Pts,6
645,W,16/09/17,6,PAT,45,30,UP,42,,Patna Pirates Won by 3 Pts,6
647,,17/09/17,6,PAT,37,4,KOL,37,,,6
649,W,19/09/17,6,PAT,36,1,BLR,32,,Patna Pirates Won by 4 Pts,6
