match_played,value,team_id,team_name,rank,points_per_match
24,11.38,7,Puneri Paltan,1,0.4741666666666667
24,10.58,31,Gujarat Giants,2,0.44083333333333335
23,9.87,28,Haryana Steelers,3,0.42913043478260865
26,9.73,6,Patna Pirates,4,0.37423076923076926
22,9.45,8,Telugu Titans,5,0.4295454545454545
22,9.18,5,U Mumba,6,0.41727272727272724
22,9.18,1,Bengaluru Bulls,7,0.41727272727272724
22,9.14,29,Tamil Thalaivas,8,0.41545454545454547
23,8.78,30,U.P. Yoddhas,9,0.3817391304347826
24,8.04,4,Bengal Warriors,10,0.33499999999999996
22,7.82,3,Jaipur Pink Panthers,11,0.35545454545454547
22,7.77,2,Dabang Delhi K.C.,12,0.35318181818181815
