Player_Name,Player_Link,Tournament,Team,Price,Status
Kashiling Adake,https://www.kabaddiadda.com/player/kashiling-adake-1000211?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,120.00 L,FBM
Kashiling Adake,https://www.kabaddiadda.com/player/kashiling-adake-1000211?tab=auction,Pro Kabaddi Season 6,Puneri Paltan,115.00 L,SOLD
Kashiling Adake,https://www.kabaddiadda.com/player/kashiling-adake-1000211?tab=auction,Pro Kabaddi Season 5,UP Yoddha,93.00 L,SOLD
Nitesh Kumar,https://www.kabaddiadda.com/player/nitesh-kumar-1000228?tab=auction,Pro Kabaddi Season 9,UP Yoddhas,20.00 L,SOLD
Nitesh Kumar,https://www.kabaddiadda.com/player/nitesh-kumar-1000228?tab=auction,Pro Kabaddi Season 8,Puneri Paltan,61.00 L,FBM
Nitesh Kumar,https://www.kabaddiadda.com/player/nitesh-kumar-1000228?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,120.00 L,FBM
Nitesh Kumar,https://www.kabaddiadda.com/player/nitesh-kumar-1000228?tab=auction,Pro Kabaddi Season 6,Puneri Paltan,115.00 L,SOLD
Nitesh Kumar,https://www.kabaddiadda.com/player/nitesh-kumar-1000228?tab=auction,Pro Kabaddi Season 5,UP Yoddha,93.00 L,SOLD
Arjun Deshwal,https://www.kabaddiadda.com/player/arjun-deshwal-1000378?tab=auction,Pro Kabaddi Season 9,UP Yoddhas,20.00 L,SOLD
Arjun Deshwal,https://www.kabaddiadda.com/player/arjun-deshwal-1000378?tab=auction,Pro Kabaddi Season 8,Puneri Paltan,61.00 L,FBM
Arjun Deshwal,https://www.kabaddiadda.com/player/arjun-deshwal-1000378?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,120.00 L,FBM
Arjun Deshwal,https://www.kabaddiadda.com/player/arjun-deshwal-1000378?tab=auction,Pro Kabaddi Season 6,Puneri Paltan,115.00 L,SOLD
Arjun Deshwal,https://www.kabaddiadda.com/player/arjun-deshwal-1000378?tab=auction,Pro Kabaddi Season 5,UP Yoddha,93.00 L,SOLD
Nitin Tomar,https://www.kabaddiadda.com/player/nitin-tomar-1000229?tab=auction,Pro Kabaddi Season 9,UP Yoddhas,20.00 L,SOLD
Nitin Tomar,https://www.kabaddiadda.com/player/nitin-tomar-1000229?tab=auction,Pro Kabaddi Season 8,Puneri Paltan,61.00 L,FBM
Nitin Tomar,https://www.kabaddiadda.com/player/nitin-tomar-1000229?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,120.00 L,FBM
Nitin Tomar,https://www.kabaddiadda.com/player/nitin-tomar-1000229?tab=auction,Pro Kabaddi Season 6,Puneri Paltan,115.00 L,SOLD
Nitin Tomar,https://www.kabaddiadda.com/player/nitin-tomar-1000229?tab=auction,Pro Kabaddi Season 5,UP Yoddha,93.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000014?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000014?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000014?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000014?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Ravinder Pahal,https://www.kabaddiadda.com/player/ravinder-pahal-1000012?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Ravinder Pahal,https://www.kabaddiadda.com/player/ravinder-pahal-1000012?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Ravinder Pahal,https://www.kabaddiadda.com/player/ravinder-pahal-1000012?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Ravinder Pahal,https://www.kabaddiadda.com/player/ravinder-pahal-1000012?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Mohit Goyat,https://www.kabaddiadda.com/player/mohit-goyat-5003484?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Mohit Goyat,https://www.kabaddiadda.com/player/mohit-goyat-5003484?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Mohit Goyat,https://www.kabaddiadda.com/player/mohit-goyat-5003484?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Mohit Goyat,https://www.kabaddiadda.com/player/mohit-goyat-5003484?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Siddharth Sirish Desai,https://www.kabaddiadda.com/player/siddharth-sirish-desai-1000399?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Siddharth Sirish Desai,https://www.kabaddiadda.com/player/siddharth-sirish-desai-1000399?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Siddharth Sirish Desai,https://www.kabaddiadda.com/player/siddharth-sirish-desai-1000399?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Siddharth Sirish Desai,https://www.kabaddiadda.com/player/siddharth-sirish-desai-1000399?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Sandeep Dhull,https://www.kabaddiadda.com/player/sandeep-dhull-1000348?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Sandeep Dhull,https://www.kabaddiadda.com/player/sandeep-dhull-1000348?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Sandeep Dhull,https://www.kabaddiadda.com/player/sandeep-dhull-1000348?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Sandeep Dhull,https://www.kabaddiadda.com/player/sandeep-dhull-1000348?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Rohit Gulia,https://www.kabaddiadda.com/player/rohit-gulia-1000072?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Rohit Gulia,https://www.kabaddiadda.com/player/rohit-gulia-1000072?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Rohit Gulia,https://www.kabaddiadda.com/player/rohit-gulia-1000072?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Rohit Gulia,https://www.kabaddiadda.com/player/rohit-gulia-1000072?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Sunil Kumar,https://www.kabaddiadda.com/player/sunil-kumar-1000077?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Sunil Kumar,https://www.kabaddiadda.com/player/sunil-kumar-1000077?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Sunil Kumar,https://www.kabaddiadda.com/player/sunil-kumar-1000077?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Sunil Kumar,https://www.kabaddiadda.com/player/sunil-kumar-1000077?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Monu Goyat,https://www.kabaddiadda.com/player/monu-goyat-1000129?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Monu Goyat,https://www.kabaddiadda.com/player/monu-goyat-1000129?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Monu Goyat,https://www.kabaddiadda.com/player/monu-goyat-1000129?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Monu Goyat,https://www.kabaddiadda.com/player/monu-goyat-1000129?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Ashu Malik,https://www.kabaddiadda.com/player/ashu-malik-5003450?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Ashu Malik,https://www.kabaddiadda.com/player/ashu-malik-5003450?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Ashu Malik,https://www.kabaddiadda.com/player/ashu-malik-5003450?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Ashu Malik,https://www.kabaddiadda.com/player/ashu-malik-5003450?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Ran Singh,https://www.kabaddiadda.com/player/ran-singh-1000028?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Ran Singh,https://www.kabaddiadda.com/player/ran-singh-1000028?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Ran Singh,https://www.kabaddiadda.com/player/ran-singh-1000028?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Ran Singh,https://www.kabaddiadda.com/player/ran-singh-1000028?tab=auction,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Parvesh Bhainswal,https://www.kabaddiadda.com/player/parvesh-bhainswal-1000069?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Parvesh Bhainswal,https://www.kabaddiadda.com/player/parvesh-bhainswal-1000069?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Parvesh Bhainswal,https://www.kabaddiadda.com/player/parvesh-bhainswal-1000069?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Parvesh Bhainswal,https://www.kabaddiadda.com/player/parvesh-bhainswal-1000069?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Parvesh Bhainswal,https://www.kabaddiadda.com/player/parvesh-bhainswal-1000069?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Girish Maruti Ernak,https://www.kabaddiadda.com/player/girish-maruti-ernak-1000145?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Girish Maruti Ernak,https://www.kabaddiadda.com/player/girish-maruti-ernak-1000145?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Girish Maruti Ernak,https://www.kabaddiadda.com/player/girish-maruti-ernak-1000145?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Girish Maruti Ernak,https://www.kabaddiadda.com/player/girish-maruti-ernak-1000145?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Girish Maruti Ernak,https://www.kabaddiadda.com/player/girish-maruti-ernak-1000145?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Sukesh Hegde,https://www.kabaddiadda.com/player/sukesh-hegde-1000075?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Sukesh Hegde,https://www.kabaddiadda.com/player/sukesh-hegde-1000075?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Sukesh Hegde,https://www.kabaddiadda.com/player/sukesh-hegde-1000075?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Sukesh Hegde,https://www.kabaddiadda.com/player/sukesh-hegde-1000075?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Sukesh Hegde,https://www.kabaddiadda.com/player/sukesh-hegde-1000075?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Jang Kun Lee,https://www.kabaddiadda.com/player/jang-kun-lee-1000024?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Jang Kun Lee,https://www.kabaddiadda.com/player/jang-kun-lee-1000024?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Jang Kun Lee,https://www.kabaddiadda.com/player/jang-kun-lee-1000024?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Jang Kun Lee,https://www.kabaddiadda.com/player/jang-kun-lee-1000024?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Jang Kun Lee,https://www.kabaddiadda.com/player/jang-kun-lee-1000024?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Chandran Ranjit,https://www.kabaddiadda.com/player/chandran-ranjit-1000064?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Chandran Ranjit,https://www.kabaddiadda.com/player/chandran-ranjit-1000064?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Chandran Ranjit,https://www.kabaddiadda.com/player/chandran-ranjit-1000064?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Chandran Ranjit,https://www.kabaddiadda.com/player/chandran-ranjit-1000064?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Chandran Ranjit,https://www.kabaddiadda.com/player/chandran-ranjit-1000064?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Vishal Bharadwaj,https://www.kabaddiadda.com/player/vishal-bharadwaj-1000202?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Vishal Bharadwaj,https://www.kabaddiadda.com/player/vishal-bharadwaj-1000202?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Vishal Bharadwaj,https://www.kabaddiadda.com/player/vishal-bharadwaj-1000202?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Vishal Bharadwaj,https://www.kabaddiadda.com/player/vishal-bharadwaj-1000202?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Vishal Bharadwaj,https://www.kabaddiadda.com/player/vishal-bharadwaj-1000202?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Rajesh Narwal,https://www.kabaddiadda.com/player/rajesh-narwal-1000231?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Rajesh Narwal,https://www.kabaddiadda.com/player/rajesh-narwal-1000231?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Rajesh Narwal,https://www.kabaddiadda.com/player/rajesh-narwal-1000231?tab=auction,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Rajesh Narwal,https://www.kabaddiadda.com/player/rajesh-narwal-1000231?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Rajesh Narwal,https://www.kabaddiadda.com/player/rajesh-narwal-1000231?tab=auction,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
