match_played,value,team_id,team_name,rank,points_per_match
26,40.38,6,Patna Pirates,1,1.5530769230769232
23,33.13,30,U.P. Yoddhas,2,1.4404347826086958
24,32.29,31,Gujarat Giants,3,1.3454166666666667
22,32.14,5,U Mumba,4,1.460909090909091
24,31.92,7,Puneri Paltan,5,1.33
22,31.64,8,Telugu Titans,6,1.4381818181818182
23,31.61,28,Haryana Steelers,7,1.3743478260869566
22,31.32,1,Bengaluru Bulls,8,1.4236363636363636
24,31.17,4,Bengal Warriors,9,1.29875
22,30.95,29,Tamil Thalaivas,10,1.4068181818181817
22,28.68,3,Jaipur Pink Panthers,11,1.3036363636363637
22,27.14,2,Dabang Delhi K.C.,12,1.2336363636363636
