match_played,value,team_id,team_name,rank,points_per_match
16,170,3,Jaipur Pink Panthers,1,10.625
16,163,1,Bengaluru Bulls,2,10.1875
16,157,5,U Mumba,3,9.8125
16,142,6,Patna Pirates,4,8.875
14,134,2,Dabang Delhi K.C.,5,9.571428571428571
14,122,4,Bengal Warriors,6,8.714285714285714
14,107,7,Puneri Paltan,7,7.642857142857143
14,104,8,Telugu Titans,8,7.428571428571429
