player-successful-tackles_player_name,player-avg-tackle-points_player_name,player-super-raids_player_name,player-raid-points_player_name,super-10s_player_name,player-super-tackles_player_name,player-successful-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,high-5s_player_name,player-total-points_player_name,player-successful-tackles_match_played,player-avg-tackle-points_match_played,player-super-raids_match_played,player-raid-points_match_played,super-10s_match_played,player-super-tackles_match_played,player-successful-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,high-5s_match_played,player-total-points_match_played,player-successful-tackles_position_name,player-avg-tackle-points_position_name,player-super-raids_position_name,player-raid-points_position_name,super-10s_position_name,player-super-tackles_position_name,player-successful-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,high-5s_position_name,player-total-points_position_name,player-successful-tackles_team,player-avg-tackle-points_team,player-super-raids_team,player-raid-points_team,super-10s_team,player-super-tackles_team,player-successful-raids_team,player-dod-raid-points_team,player-tackle-points_team,high-5s_team,player-total-points_team,player-successful-tackles_team_name,player-avg-tackle-points_team_name,player-super-raids_team_name,player-raid-points_team_name,super-10s_team_name,player-super-tackles_team_name,player-successful-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,high-5s_team_name,player-total-points_team_name,player-successful-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-super-raids_team_full_name,player-raid-points_team_full_name,super-10s_team_full_name,player-super-tackles_team_full_name,player-successful-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,high-5s_team_full_name,player-total-points_team_full_name,player-successful-tackles_rank,player-avg-tackle-points_rank,player-super-raids_rank,player-raid-points_rank,super-10s_rank,player-super-tackles_rank,player-successful-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,high-5s_rank,player-total-points_rank,player-successful-tackles_value,player-avg-tackle-points_value,player-super-raids_value,player-raid-points_value,super-10s_value,player-super-tackles_value,player-successful-raids_value,player-dod-raid-points_value,player-tackle-points_value,high-5s_value,player-total-points_value,player-successful-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-super-raids_points_per_match,player-raid-points_points_per_match,super-10s_points_per_match,player-super-tackles_points_per_match,player-successful-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,high-5s_points_per_match,player-total-points_points_per_match,player-successful-tackles_team_id,player-avg-tackle-points_team_id,player-super-raids_team_id,player-raid-points_team_id,super-10s_team_id,player-super-tackles_team_id,player-successful-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,high-5s_team_id,player-total-points_team_id,player-successful-tackles_position_id,player-avg-tackle-points_position_id,player-super-raids_position_id,player-raid-points_position_id,super-10s_position_id,player-super-tackles_position_id,player-successful-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,high-5s_position_id,player-total-points_position_id
,,,Dong Geon Lee,,,Dong Geon Lee,Dong Geon Lee,,,Dong Geon Lee,,,,9.0,,,9.0,9.0,,,9,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,,,64.0,,,67.0,61.0,,,124,,,,10.0,,,6.0,2.0,,,10,,,,1.1111111111111112,,,0.6666666666666666,0.2222222222222222,,,1.1111111111111112,,,,1.0,,,1.0,1.0,,,1,,,,8.0,,,8.0,8.0,,,8
Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,11.0,11.0,,11.0,,11.0,11.0,11.0,11.0,,11,All-Rounder,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,MUM,MUM,,MUM,,MUM,MUM,MUM,MUM,,MUM,U Mumba,U Mumba,,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,68.0,66.0,,60.0,,46.0,58.0,71.0,69.0,,97,9.0,1.0,,12.0,,2.0,10.0,1.0,11.0,,23,0.8181818181818182,0.0909090909090909,,1.0909090909090908,,0.1818181818181818,0.9090909090909092,0.0909090909090909,1.0,,2.090909090909091,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,,5,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0
Jaideep,Jaideep,,,,Jaideep,,,Jaideep,,Jaideep,8.0,8.0,,,,8.0,,,8.0,,8,Defender - Left Corner,Defender - Left Corner,,,,Defender - Left Corner,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,BLR,BLR,,,,BLR,,,BLR,,BLR,Bengaluru Bulls,Bengaluru Bulls,,,,Bengaluru Bulls,,,Bengaluru Bulls,,Bengaluru Bulls,95.0,86.0,,,,74.0,,,94.0,,137,5.0,0.75,,,,1.0,,,6.0,,6,0.625,0.09375,,,,0.125,,,0.75,,0.75,1.0,1.0,,,,1.0,,,1.0,,1,0.0,0.0,,,,0.0,,,0.0,,0
Sunil Siddhgavali,Sunil Siddhgavali,,,,,,,Sunil Siddhgavali,,Sunil Siddhgavali,4.0,4.0,,,,,,,4.0,,4,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,MUM,MUM,,,,,,,MUM,,MUM,U Mumba,U Mumba,,,,,,,U Mumba,,U Mumba,111.0,87.0,,,,,,,120.0,,163,3.0,0.75,,,,,,,3.0,,3,0.75,0.1875,,,,,,,0.75,,0.75,5.0,5.0,,,,,,,5.0,,5,9.0,9.0,,,,,,,9.0,,9
Baldev Singh,Baldev Singh,,Baldev Singh,,,,,Baldev Singh,,Baldev Singh,8.0,8.0,,8.0,,,,,8.0,,8,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,,,,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,PUN,PUN,,PUN,,,,,PUN,,PUN,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,,,Puneri Paltan,,Puneri Paltan,94.0,97.0,,110.0,,,,,95.0,,138,5.0,0.63,,1.0,,,,,5.0,,6,0.625,0.07875,,0.125,,,,,0.625,,0.75,7.0,7.0,,7.0,,,,,7.0,,7,0.0,0.0,,0.0,,,,,0.0,,0
,,Bhavani Rajput,Bhavani Rajput,,,Bhavani Rajput,Bhavani Rajput,,,Bhavani Rajput,,,21.0,21.0,,,21.0,21.0,,,21,,,Raider,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,CHE,CHE,,,CHE,CHE,,,CHE,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,42.0,38.0,,,39.0,18.0,,,56,,,1.0,50.0,,,33.0,17.0,,,50,,,0.0476190476190476,2.380952380952381,,,1.5714285714285714,0.8095238095238095,,,2.380952380952381,,,29.0,29.0,,,29.0,29.0,,,29,,,8.0,8.0,,,8.0,8.0,,,8
Tapas Pal,Tapas Pal,,,,,,,Tapas Pal,,Tapas Pal,2.0,2.0,,,,,,,2.0,,2,All Rounder,All Rounder,,,,,,,All Rounder,,All Rounder,,,,,,,,,,,,KOL,KOL,,,,,,,KOL,,KOL,Bengal Warriors,Bengal Warriors,,,,,,,Bengal Warriors,,Bengal Warriors,140.0,108.0,,,,,,,154.0,,193,1.0,0.5,,,,,,,1.0,,1,0.5,0.25,,,,,,,0.5,,0.5,4.0,4.0,,,,,,,4.0,,4,0.0,0.0,,,,,,,0.0,,0
Darshan J.,Darshan J.,,,,,,,Darshan J.,,Darshan J.,9.0,9.0,,,,,,,9.0,,9,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,KOL,KOL,,,,,,,KOL,,KOL,Bengal Warriors,Bengal Warriors,,,,,,,Bengal Warriors,,Bengal Warriors,59.0,41.0,,,,,,,58.0,,115,14.0,1.56,,,,,,,14.0,,14,1.5555555555555556,0.1733333333333333,,,,,,,1.5555555555555556,,1.5555555555555556,4.0,4.0,,,,,,,4.0,,4,9.0,9.0,,,,,,,9.0,,9
,,,Ajay,,,,Ajay,,,Ajay,,,,1.0,,,,1.0,,,1,,,,All Rounder,,,,All Rounder,,,All Rounder,,,,,,,,,,,,,,,HAR,,,,HAR,,,HAR,,,,Haryana Steelers,,,,Haryana Steelers,,,Haryana Steelers,,,,111.0,,,,73.0,,,191,,,,1.0,,,,1.0,,,1,,,,1.0,,,,1.0,,,1.0,,,,28.0,,,,28.0,,,28,,,,0.0,,,,0.0,,,0
,,,Maninder Singh,,,Maninder Singh,,,,Maninder Singh,,,,2.0,,,2.0,,,,2,,,,Raider,,,Raider,,,,Raider,,,,,,,,,,,,,,,GUJ,,,GUJ,,,,GUJ,,,,Gujarat Giants,,,Gujarat Giants,,,,Gujarat Giants,,,,112.0,,,105.0,,,,192,,,,1.0,,,1.0,,,,1,,,,0.5,,,0.5,,,,0.5,,,,31.0,,,31.0,,,,31,,,,8.0,,,8.0,,,,8
Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,Sachin,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,79.0,124.0,21.0,9.0,17.0,45.0,7.0,4.0,77.0,29.0,9,7.0,0.39,3.0,172.0,5.0,2.0,142.0,40.0,9.0,1.0,181,0.3043478260869565,0.0169565217391304,0.1304347826086956,7.478260869565218,0.217391304347826,0.0869565217391304,6.173913043478261,1.7391304347826086,0.391304347826087,0.0434782608695652,7.869565217391305,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8
Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,,Manjeet,Manjeet,Manjeet,,Manjeet,20.0,20.0,20.0,20.0,20.0,,20.0,20.0,20.0,,20,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,,CHE,CHE,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,77.0,123.0,9.0,12.0,11.0,,12.0,29.0,78.0,,12,8.0,0.4,5.0,159.0,6.0,,130.0,10.0,8.0,,167,0.4,0.02,0.25,7.95,0.3,,6.5,0.5,0.4,,8.35,29.0,29.0,29.0,29.0,29.0,,29.0,29.0,29.0,,29,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Vijay Kumar,Vijay Kumar,,Vijay Kumar,,Vijay Kumar,Vijay Kumar,,Vijay Kumar,,Vijay Kumar,4.0,4.0,,4.0,,4.0,4.0,,4.0,,4,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,HAR,HAR,,HAR,,HAR,HAR,,HAR,,HAR,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,138.0,107.0,,105.0,,76.0,102.0,,122.0,,152,1.0,0.5,,2.0,,1.0,1.0,,2.0,,4,0.25,0.125,,0.5,,0.25,0.25,,0.5,,1.0,28.0,28.0,,28.0,,28.0,28.0,,28.0,,28,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0
Mahender Singh,Mahender Singh,,Mahender Singh,,Mahender Singh,,Mahender Singh,Mahender Singh,Mahender Singh,Mahender Singh,20.0,20.0,,20.0,,20.0,,20.0,20.0,20.0,20,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,BLR,BLR,,BLR,,BLR,,BLR,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,30.0,27.0,,109.0,,2.0,,72.0,26.0,19.0,71,31.0,1.95,,1.0,,8.0,,1.0,39.0,2.0,40,1.55,0.0975,,0.05,,0.4,,0.05,1.95,0.1,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0
More G B,More G B,,More G B,,More G B,More G B,,More G B,More G B,More G B,15.0,15.0,,15.0,,15.0,15.0,,15.0,15.0,15,Raider,Raider,,Raider,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,BLR,BLR,,BLR,,BLR,BLR,,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,49.0,58.0,,94.0,,44.0,78.0,,51.0,30.0,101,15.0,1.13,,3.0,,2.0,3.0,,17.0,1.0,20,1.0,0.0753333333333333,,0.2,,0.1333333333333333,0.2,,1.1333333333333333,0.0666666666666666,1.3333333333333333,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1,8.0,8.0,,8.0,,8.0,8.0,,8.0,8.0,8
,,,Anand V,,,Anand V,Anand V,,,Anand V,,,,3.0,,,3.0,3.0,,,3,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,KOL,,,KOL,KOL,,,KOL,,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,104.0,,,96.0,62.0,,,177,,,,2.0,,,2.0,2.0,,,2,,,,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,,,,4.0,,,4.0,4.0,,,4,,,,8.0,,,8.0,8.0,,,8
Ruturaj Koravi,Ruturaj Koravi,,,,Ruturaj Koravi,,,Ruturaj Koravi,,Ruturaj Koravi,10.0,10.0,,,,10.0,,,10.0,,10,Defender,Defender,,,,Defender,,,Defender,,Defender,,,,,,,,,,,,HYD,HYD,,,,HYD,,,HYD,,HYD,Telugu Titans,Telugu Titans,,,,Telugu Titans,,,Telugu Titans,,Telugu Titans,50.0,32.0,,,,25.0,,,49.0,,102,15.0,1.8,,,,3.0,,,18.0,,18,1.5,0.18,,,,0.3,,,1.8,,1.8,8.0,8.0,,,,8.0,,,8.0,,8,9.0,9.0,,,,9.0,,,9.0,,9
Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,,Arjun Deshwal,22.0,22.0,22.0,22.0,22.0,,22.0,22.0,22.0,,22,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,,JAI,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,141.0,160.0,7.0,2.0,3.0,,2.0,2.0,153.0,,2,1.0,0.05,6.0,267.0,16.0,,221.0,44.0,1.0,,268,0.0454545454545454,0.0022727272727272,0.2727272727272727,12.136363636363637,0.7272727272727273,,10.045454545454543,2.0,0.0454545454545454,,12.181818181818182,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Ajinkya Kapre,Ajinkya Kapre,,Ajinkya Kapre,,,Ajinkya Kapre,Ajinkya Kapre,Ajinkya Kapre,,Ajinkya Kapre,13.0,13.0,,13.0,,,13.0,13.0,13.0,,13,All-Rounder,All-Rounder,,All-Rounder,,,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,MUM,MUM,,MUM,,,MUM,MUM,MUM,,MUM,U Mumba,U Mumba,,U Mumba,,,U Mumba,U Mumba,U Mumba,,U Mumba,114.0,141.0,,52.0,,,53.0,63.0,119.0,,98,3.0,0.23,,18.0,,,12.0,2.0,3.0,,21,0.2307692307692307,0.0176923076923076,,1.3846153846153846,,,0.9230769230769232,0.1538461538461538,0.2307692307692307,,1.6153846153846154,5.0,5.0,,5.0,,,5.0,5.0,5.0,,5,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0
Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,,Siddharth Desai,Siddharth Desai,Siddharth Desai,,Siddharth Desai,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,137.0,128.0,19.0,44.0,28.0,,45.0,69.0,152.0,,77,1.0,0.33,3.0,34.0,2.0,,21.0,1.0,1.0,,35,0.3333333333333333,0.11,1.0,11.333333333333334,0.6666666666666666,,7.0,0.3333333333333333,0.3333333333333333,,11.666666666666666,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,,Abhishek Singh,Abhishek Singh,Abhishek Singh,,Abhishek Singh,22.0,22.0,22.0,22.0,22.0,,22.0,22.0,22.0,,22,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,MUM,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,129.0,156.0,12.0,7.0,9.0,,5.0,8.0,123.0,,11,2.0,0.09,4.0,177.0,7.0,,144.0,30.0,2.0,,179,0.0909090909090909,0.004090909090909,0.1818181818181818,8.045454545454545,0.3181818181818182,,6.545454545454546,1.3636363636363635,0.0909090909090909,,8.136363636363637,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Gurdeep,Gurdeep,,,,Gurdeep,,,Gurdeep,,Gurdeep,19.0,19.0,,,,19.0,,,19.0,,19,All-Rounder,All-Rounder,,,,All-Rounder,,,All-Rounder,,All-Rounder,,,,,,,,,,,,U.P.,U.P.,,,,U.P.,,,U.P.,,U.P.,U.P. Yoddhas,U.P. Yoddhas,,,,U.P. Yoddhas,,,U.P. Yoddhas,,U.P. Yoddhas,58.0,73.0,,,,26.0,,,50.0,,107,14.0,0.89,,,,3.0,,,17.0,,17,0.7368421052631579,0.0468421052631578,,,,0.1578947368421052,,,0.8947368421052632,,0.8947368421052632,30.0,30.0,,,,30.0,,,30.0,,30,0.0,0.0,,,,0.0,,,0.0,,0
Rajnish,Rajnish,Rajnish,Rajnish,Rajnish,,Rajnish,Rajnish,Rajnish,,Rajnish,13.0,13.0,13.0,13.0,13.0,,13.0,13.0,13.0,,13,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,85.0,118.0,16.0,20.0,10.0,,19.0,32.0,93.0,,20,6.0,0.46,3.0,106.0,6.0,,83.0,9.0,6.0,,112,0.4615384615384615,0.0353846153846153,0.2307692307692307,8.153846153846153,0.4615384615384615,,6.384615384615385,0.6923076923076923,0.4615384615384615,,8.615384615384615,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,,Naveen Kumar,Naveen Kumar,Naveen Kumar,,Naveen Kumar,17.0,17.0,17.0,17.0,17.0,,17.0,17.0,17.0,,17,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,113.0,148.0,17.0,4.0,4.0,,4.0,23.0,118.0,,4,3.0,0.18,3.0,207.0,12.0,,180.0,12.0,3.0,,210,0.1764705882352941,0.0105882352941176,0.1764705882352941,12.176470588235292,0.7058823529411765,,10.588235294117649,0.7058823529411765,0.1764705882352941,,12.352941176470589,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
,,,Bhuvneshwar Gaur,,,Bhuvneshwar Gaur,Bhuvneshwar Gaur,,,Bhuvneshwar Gaur,,,,1.0,,,1.0,1.0,,,1,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,GUJ,,,GUJ,GUJ,,,GUJ,,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,,106.0,,,97.0,70.0,,,169,,,,2.0,,,2.0,1.0,,,2,,,,2.0,,,2.0,1.0,,,2.0,,,,31.0,,,31.0,31.0,,,31,,,,8.0,,,8.0,8.0,,,8
Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,,Ankit Beniwal,21.0,21.0,21.0,21.0,21.0,,21.0,21.0,21.0,,21,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,52.0,93.0,18.0,18.0,20.0,,18.0,15.0,57.0,,17,15.0,0.71,3.0,111.0,4.0,,85.0,21.0,15.0,,126,0.7142857142857143,0.0338095238095238,0.1428571428571428,5.285714285714286,0.1904761904761904,,4.0476190476190474,1.0,0.7142857142857143,,6.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Naveen,Naveen,,Naveen,,Naveen,Naveen,Naveen,Naveen,,Naveen,11.0,11.0,,11.0,,11.0,11.0,11.0,11.0,,11,Raider,Raider,,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,JAI,JAI,,JAI,,JAI,JAI,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,78.0,81.0,,69.0,,43.0,61.0,83.0,76.0,,106,7.0,0.82,,9.0,,2.0,9.0,1.0,9.0,,18,0.6363636363636364,0.0745454545454545,,0.8181818181818182,,0.1818181818181818,0.8181818181818182,0.0909090909090909,0.8181818181818182,,1.6363636363636365,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3,8.0,8.0,,8.0,,8.0,8.0,8.0,8.0,,8
Sombir,Sombir,,Sombir,,Sombir,,,Sombir,Sombir,Sombir,19.0,19.0,,19.0,,19.0,,,19.0,19.0,19,Defender,Defender,,Defender,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,PUN,PUN,,PUN,,PUN,,,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,6.0,3.0,,107.0,,7.0,,,7.0,4.0,41,54.0,3.16,,1.0,,6.0,,,60.0,5.0,61,2.8421052631578947,0.1663157894736842,,0.0526315789473684,,0.3157894736842105,,,3.1578947368421053,0.2631578947368421,3.210526315789474,7.0,7.0,,7.0,,7.0,,,7.0,7.0,7,9.0,9.0,,9.0,,9.0,,,9.0,9.0,9
Amit,Amit,,,,,,,Amit,,Amit,11.0,11.0,,,,,,,11.0,,11,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,JAI,JAI,,,,,,,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,76.0,90.0,,,,,,,79.0,,133,8.0,0.73,,,,,,,8.0,,8,0.7272727272727273,0.0663636363636363,,,,,,,0.7272727272727273,,0.7272727272727273,3.0,3.0,,,,,,,3.0,,3,9.0,9.0,,,,,,,9.0,,9
Akash Choudhary,Akash Choudhary,,,,Akash Choudhary,,,Akash Choudhary,Akash Choudhary,Akash Choudhary,17.0,17.0,,,,17.0,,,17.0,17.0,17,Defender,Defender,,,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,HYD,HYD,,,,HYD,,,HYD,HYD,HYD,Telugu Titans,Telugu Titans,,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,35.0,33.0,,,,77.0,,,37.0,31.0,83,29.0,1.76,,,,1.0,,,30.0,1.0,30,1.7058823529411764,0.1035294117647058,,,,0.0588235294117647,,,1.7647058823529411,0.0588235294117647,1.7647058823529411,8.0,8.0,,,,8.0,,,8.0,8.0,8,9.0,9.0,,,,9.0,,,9.0,9.0,9
Balasaheb Jadhav,Balasaheb Jadhav,,,,,,,Balasaheb Jadhav,,Balasaheb Jadhav,7.0,7.0,,,,,,,7.0,,7,All-Rounder,All-Rounder,,,,,,,All-Rounder,,All-Rounder,,,,,,,,,,,,PUN,PUN,,,,,,,PUN,,PUN,Puneri Paltan,Puneri Paltan,,,,,,,Puneri Paltan,,Puneri Paltan,125.0,136.0,,,,,,,132.0,,168,2.0,0.29,,,,,,,2.0,,2,0.2857142857142857,0.0414285714285714,,,,,,,0.2857142857142857,,0.2857142857142857,7.0,7.0,,,,,,,7.0,,7,0.0,0.0,,,,,,,0.0,,0
M. Abishek,M. Abishek,,,,,,,M. Abishek,,M. Abishek,7.0,7.0,,,,,,,7.0,,7,Defender - Right Cover,Defender - Right Cover,,,,,,,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,CHE,CHE,,,,,,,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,,,,,,,Tamil Thalaivas,,Tamil Thalaivas,60.0,35.0,,,,,,,66.0,,120,12.0,1.71,,,,,,,12.0,,12,1.7142857142857142,0.2442857142857142,,,,,,,1.7142857142857142,,1.7142857142857142,29.0,29.0,,,,,,,29.0,,29,0.0,0.0,,,,,,,0.0,,0
