player-successful-tackles_player_name,player-avg-tackle-points_player_name,player-super-raids_player_name,player-raid-points_player_name,super-10s_player_name,player-super-tackles_player_name,player-successful-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,high-5s_player_name,player-total-points_player_name,player-successful-tackles_match_played,player-avg-tackle-points_match_played,player-super-raids_match_played,player-raid-points_match_played,super-10s_match_played,player-super-tackles_match_played,player-successful-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,high-5s_match_played,player-total-points_match_played,player-successful-tackles_position_name,player-avg-tackle-points_position_name,player-super-raids_position_name,player-raid-points_position_name,super-10s_position_name,player-super-tackles_position_name,player-successful-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,high-5s_position_name,player-total-points_position_name,player-successful-tackles_team,player-avg-tackle-points_team,player-super-raids_team,player-raid-points_team,super-10s_team,player-super-tackles_team,player-successful-raids_team,player-dod-raid-points_team,player-tackle-points_team,high-5s_team,player-total-points_team,player-successful-tackles_team_name,player-avg-tackle-points_team_name,player-super-raids_team_name,player-raid-points_team_name,super-10s_team_name,player-super-tackles_team_name,player-successful-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,high-5s_team_name,player-total-points_team_name,player-successful-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-super-raids_team_full_name,player-raid-points_team_full_name,super-10s_team_full_name,player-super-tackles_team_full_name,player-successful-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,high-5s_team_full_name,player-total-points_team_full_name,player-successful-tackles_rank,player-avg-tackle-points_rank,player-super-raids_rank,player-raid-points_rank,super-10s_rank,player-super-tackles_rank,player-successful-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,high-5s_rank,player-total-points_rank,player-successful-tackles_value,player-avg-tackle-points_value,player-super-raids_value,player-raid-points_value,super-10s_value,player-super-tackles_value,player-successful-raids_value,player-dod-raid-points_value,player-tackle-points_value,high-5s_value,player-total-points_value,player-successful-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-super-raids_points_per_match,player-raid-points_points_per_match,super-10s_points_per_match,player-super-tackles_points_per_match,player-successful-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,high-5s_points_per_match,player-total-points_points_per_match,player-successful-tackles_team_id,player-avg-tackle-points_team_id,player-super-raids_team_id,player-raid-points_team_id,super-10s_team_id,player-super-tackles_team_id,player-successful-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,high-5s_team_id,player-total-points_team_id,player-successful-tackles_position_id,player-avg-tackle-points_position_id,player-super-raids_position_id,player-raid-points_position_id,super-10s_position_id,player-super-tackles_position_id,player-successful-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,high-5s_position_id,player-total-points_position_id
C. Arun,C. Arun,,C. Arun,,C. Arun,,,C. Arun,,C. Arun,14.0,14.0,,14.0,,14.0,,,14.0,,14,Defender,Defender,,Defender,,Defender,,,Defender,,Defender,,,,,,,,,,,,HYD,HYD,,HYD,,HYD,,,HYD,,HYD,Telugu Titans,Telugu Titans,,Telugu Titans,,Telugu Titans,,,Telugu Titans,,Telugu Titans,69.0,94.0,,113.0,,72.0,,,71.0,,122,9.0,0.71,,1.0,,1.0,,,10.0,,11,0.6428571428571429,0.0507142857142857,,0.0714285714285714,,0.0714285714285714,,,0.7142857142857143,,0.7857142857142857,8.0,8.0,,8.0,,8.0,,,8.0,,8,9.0,9.0,,9.0,,9.0,,,9.0,,9
Joginder Narwal,Joginder Narwal,,Joginder Narwal,,Joginder Narwal,,,Joginder Narwal,,Joginder Narwal,19.0,19.0,,19.0,,19.0,,,19.0,,19,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,,Defender - Left Corner,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,DEL,DEL,,DEL,,DEL,,,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,36.0,39.0,,114.0,,50.0,,,36.0,,79,29.0,1.63,,1.0,,2.0,,,31.0,,32,1.5263157894736843,0.0857894736842105,,0.0526315789473684,,0.1052631578947368,,,1.631578947368421,,1.6842105263157894,2.0,2.0,,2.0,,2.0,,,2.0,,2,0.0,0.0,,0.0,,0.0,,,0.0,,0
,,Pardeep Narwal,Pardeep Narwal,Pardeep Narwal,,Pardeep Narwal,Pardeep Narwal,,,Pardeep Narwal,,,24.0,24.0,24.0,,24.0,24.0,,,24,,,Raider,Raider,Raider,,Raider,Raider,,,Raider,,,,,,,,,,,,,,U.P.,U.P.,U.P.,,U.P.,U.P.,,,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,U.P. Yoddhas,,,1.0,6.0,5.0,,9.0,13.0,,,7,,,12.0,188.0,9.0,,139.0,22.0,,,188,,,0.5,7.833333333333333,0.375,,5.791666666666667,0.9166666666666666,,,7.833333333333333,,,30.0,30.0,30.0,,30.0,30.0,,,30,,,8.0,8.0,8.0,,8.0,8.0,,,8
Ashish Sangwan,Ashish Sangwan,,Ashish Sangwan,,Ashish Sangwan,Ashish Sangwan,,Ashish Sangwan,,Ashish Sangwan,9.0,9.0,,9.0,,9.0,9.0,,9.0,,9,All-Rounder,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,,All-Rounder,,All-Rounder,,,,,,,,,,,,MUM,MUM,,MUM,,MUM,MUM,,MUM,,MUM,U Mumba,U Mumba,,U Mumba,,U Mumba,U Mumba,,U Mumba,,U Mumba,61.0,47.0,,91.0,,62.0,94.0,,64.0,,112,12.0,1.44,,3.0,,1.0,2.0,,13.0,,16,1.3333333333333333,0.16,,0.3333333333333333,,0.1111111111111111,0.2222222222222222,,1.4444444444444444,,1.7777777777777777,5.0,5.0,,5.0,,5.0,5.0,,5.0,,5,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0
Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,,Rakesh Narwal,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,16,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,88.0,106.0,48.0,31.0,27.0,51.0,29.0,21.0,81.0,,30,6.0,0.5,1.0,73.0,2.0,2.0,57.0,14.0,8.0,,81,0.375,0.03125,0.0625,4.5625,0.125,0.125,3.5625,0.875,0.5,,5.0625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,31,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8
,,,Deepak Narwal,,,Deepak Narwal,Deepak Narwal,,,Deepak Narwal,,,,10.0,,,10.0,10.0,,,10,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,,,53.0,,,52.0,41.0,,,104,,,,18.0,,,12.0,5.0,,,18,,,,1.8,,,1.2,0.5,,,1.8,,,,1.0,,,1.0,1.0,,,1,,,,8.0,,,8.0,8.0,,,8
Amit Hooda,Amit Hooda,,,,,,,Amit Hooda,,Amit Hooda,2.0,2.0,,,,,,,2.0,,2,Defender - Right Corner,Defender - Right Corner,,,,,,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,JAI,JAI,,,,,,,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,132.0,65.0,,,,,,,129.0,,174,2.0,1.0,,,,,,,2.0,,2,1.0,0.5,,,,,,,1.0,,1.0,3.0,3.0,,,,,,,3.0,,3,0.0,0.0,,,,,,,0.0,,0
,,,K. Prapanjan,,,K. Prapanjan,K. Prapanjan,,,K. Prapanjan,,,,7.0,,,7.0,7.0,,,7,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,,50.0,,,48.0,60.0,,,99,,,,21.0,,,16.0,2.0,,,21,,,,3.0,,,2.2857142857142856,0.2857142857142857,,,3.0,,,,29.0,,,29.0,29.0,,,29,,,,8.0,,,8.0,8.0,,,8
Sachin Vittala,Sachin Vittala,,,,Sachin Vittala,,,Sachin Vittala,Sachin Vittala,Sachin Vittala,7.0,7.0,,,,7.0,,,7.0,7.0,7,Defender - Left Corner,Defender - Left Corner,,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,KOL,KOL,,,,KOL,,,KOL,KOL,KOL,Bengal Warriors,Bengal Warriors,,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,90.0,78.0,,,,61.0,,,90.0,33.0,139,5.0,0.86,,,,1.0,,,6.0,1.0,6,0.7142857142857143,0.1228571428571428,,,,0.1428571428571428,,,0.8571428571428571,0.1428571428571428,0.8571428571428571,4.0,4.0,,,,4.0,,,4.0,4.0,4,0.0,0.0,,,,0.0,,,0.0,0.0,0
Ravi Kumar,Ravi Kumar,,Ravi Kumar,,Ravi Kumar,,,Ravi Kumar,,Ravi Kumar,22.0,22.0,,22.0,,22.0,,,22.0,,22,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,,Defender - Right Cover,,,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,HAR,HAR,,HAR,,HAR,,,HAR,,HAR,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,,,Haryana Steelers,,Haryana Steelers,45.0,61.0,,118.0,,21.0,,,43.0,,92,21.0,1.09,,1.0,,3.0,,,24.0,,25,0.9545454545454546,0.0495454545454545,,0.0454545454545454,,0.1363636363636363,,,1.0909090909090908,,1.1363636363636365,28.0,28.0,,28.0,,28.0,,,28.0,,28,0.0,0.0,,0.0,,0.0,,,0.0,,0
Sandeep Kandola,Sandeep Kandola,,,,Sandeep Kandola,,,Sandeep Kandola,Sandeep Kandola,Sandeep Kandola,16.0,16.0,,,,16.0,,,16.0,16.0,16,Defender,Defender,,,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,HYD,HYD,,,,HYD,,,HYD,HYD,HYD,Telugu Titans,Telugu Titans,,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,22.0,9.0,,,,48.0,,,24.0,15.0,67,40.0,2.63,,,,2.0,,,42.0,2.0,42,2.5,0.164375,,,,0.125,,,2.625,0.125,2.625,8.0,8.0,,,,8.0,,,8.0,8.0,8,9.0,9.0,,,,9.0,,,9.0,9.0,9
Hadi Oshtorak,Hadi Oshtorak,,Hadi Oshtorak,,Hadi Oshtorak,Hadi Oshtorak,,Hadi Oshtorak,,Hadi Oshtorak,21.0,21.0,,21.0,,21.0,21.0,,21.0,,21,All Rounder,All Rounder,,All Rounder,,All Rounder,All Rounder,,All Rounder,,All Rounder,,,,,,,,,,,,GUJ,GUJ,,GUJ,,GUJ,GUJ,,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,48.0,79.0,,65.0,,49.0,79.0,,48.0,,86,16.0,0.86,,10.0,,2.0,3.0,,18.0,,28,0.7619047619047619,0.0409523809523809,,0.4761904761904761,,0.0952380952380952,0.1428571428571428,,0.8571428571428571,,1.3333333333333333,31.0,31.0,,31.0,,31.0,31.0,,31.0,,31,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0
Fazel Atrachali,Fazel Atrachali,,,,Fazel Atrachali,,,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,22.0,22.0,,,,22.0,,,22.0,22.0,22,Defender,Defender,,,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,MUM,MUM,,,,MUM,,,MUM,MUM,MUM,U Mumba,U Mumba,,,,U Mumba,,,U Mumba,U Mumba,U Mumba,14.0,16.0,,,,22.0,,,15.0,16.0,55,48.0,2.32,,,,3.0,,,51.0,2.0,51,2.1818181818181817,0.1054545454545454,,,,0.1363636363636363,,,2.3181818181818183,0.0909090909090909,2.3181818181818183,5.0,5.0,,,,5.0,,,5.0,5.0,5,9.0,9.0,,,,9.0,,,9.0,9.0,9
,,,Selvamani K,,,Selvamani K,,,,Selvamani K,,,,3.0,,,3.0,,,,3,,,,Raider,,,Raider,,,,Raider,,,,,,,,,,,,,,,PAT,,,PAT,,,,PAT,,,,Patna Pirates,,,Patna Pirates,,,,Patna Pirates,,,,86.0,,,75.0,,,,153,,,,4.0,,,4.0,,,,4,,,,1.3333333333333333,,,1.3333333333333333,,,,1.3333333333333333,,,,6.0,,,6.0,,,,6,,,,8.0,,,8.0,,,,8
Sandeep Dhull,Sandeep Dhull,,,,Sandeep Dhull,,,Sandeep Dhull,Sandeep Dhull,Sandeep Dhull,19.0,19.0,,,,19.0,,,19.0,19.0,19,Defender - Left Corner,Defender - Left Corner,,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,JAI,JAI,,,,JAI,,,JAI,JAI,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,10.0,6.0,,,,63.0,,,11.0,6.0,52,52.0,2.79,,,,1.0,,,53.0,4.0,53,2.736842105263158,0.1468421052631578,,,,0.0526315789473684,,,2.789473684210526,0.2105263157894736,2.789473684210526,3.0,3.0,,,,3.0,,,3.0,3.0,3,0.0,0.0,,,,0.0,,,0.0,0.0,0
,,,Abolfazel Maghsodlo,,,Abolfazel Maghsodlo,,,,Abolfazel Maghsodlo,,,,3.0,,,3.0,,,,3,,,,Raider,,,Raider,,,,Raider,,,,,,,,,,,,,,,BLR,,,BLR,,,,BLR,,,,Bengaluru Bulls,,,Bengaluru Bulls,,,,Bengaluru Bulls,,,,88.0,,,95.0,,,,162,,,,3.0,,,2.0,,,,3,,,,1.0,,,0.6666666666666666,,,,1.0,,,,1.0,,,1.0,,,,1,,,,8.0,,,8.0,,,,8
Hadi Tajik,Hadi Tajik,,,,Hadi Tajik,,,Hadi Tajik,,Hadi Tajik,1.0,1.0,,,,1.0,,,1.0,,1,Defender,Defender,,,,Defender,,,Defender,,Defender,,,,,,,,,,,,PUN,PUN,,,,PUN,,,PUN,,PUN,Puneri Paltan,Puneri Paltan,,,,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,133.0,25.0,,,,64.0,,,128.0,,178,1.0,2.0,,,,1.0,,,2.0,,2,1.0,2.0,,,,1.0,,,2.0,,2.0,7.0,7.0,,,,7.0,,,7.0,,7,9.0,9.0,,,,9.0,,,9.0,,9
Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,BLR,BLR,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,62.0,95.0,6.0,1.0,1.0,13.0,1.0,19.0,55.0,34.0,1,12.0,0.67,6.0,304.0,18.0,4.0,244.0,16.0,16.0,1.0,320,0.5,0.0279166666666666,0.25,12.666666666666666,0.75,0.1666666666666666,10.166666666666666,0.6666666666666666,0.6666666666666666,0.0416666666666666,13.333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8
Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,18.0,18.0,18.0,18.0,,18.0,18.0,18.0,18.0,18.0,18,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,63.0,92.0,43.0,39.0,,73.0,38.0,42.0,63.0,35.0,42,12.0,0.72,1.0,48.0,,1.0,36.0,5.0,13.0,1.0,61,0.6666666666666666,0.04,0.0555555555555555,2.6666666666666665,,0.0555555555555555,2.0,0.2777777777777778,0.7222222222222222,0.0555555555555555,3.388888888888889,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8
Surjeet Singh,Surjeet Singh,,Surjeet Singh,,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,20.0,20.0,,20.0,,20.0,20.0,20.0,20.0,20.0,20,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,CHE,CHE,,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,13.0,8.0,,87.0,,14.0,103.0,59.0,10.0,20.0,47,49.0,2.65,,4.0,,4.0,1.0,2.0,53.0,2.0,57,2.45,0.1325,,0.2,,0.2,0.05,0.1,2.65,0.1,2.85,29.0,29.0,,29.0,,29.0,29.0,29.0,29.0,29.0,29,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0
Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,,,Rohit Kumar,,Rohit Kumar,,Rohit Kumar,8.0,8.0,8.0,8.0,,,8.0,,8.0,,8,Raider,Raider,Raider,Raider,,,Raider,,Raider,,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,,,HYD,,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,Telugu Titans,,Telugu Titans,,Telugu Titans,87.0,88.0,44.0,59.0,,,60.0,,91.0,,103,6.0,0.75,1.0,12.0,,,10.0,,6.0,,18,0.75,0.09375,0.125,1.5,,,1.25,,0.75,,2.25,8.0,8.0,8.0,8.0,,,8.0,,8.0,,8,8.0,8.0,8.0,8.0,,,8.0,,8.0,,8
Sagar Krishna,Sagar Krishna,,Sagar Krishna,,,,,Sagar Krishna,,Sagar Krishna,10.0,10.0,,10.0,,,,,10.0,,10,All Rounder,All Rounder,,All Rounder,,,,,All Rounder,,All Rounder,,,,,,,,,,,,CHE,CHE,,CHE,,,,,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,,,Tamil Thalaivas,,Tamil Thalaivas,91.0,105.0,,119.0,,,,,97.0,,136,5.0,0.5,,1.0,,,,,5.0,,6,0.5,0.05,,0.1,,,,,0.5,,0.6,29.0,29.0,,29.0,,,,,29.0,,29,0.0,0.0,,0.0,,,,,0.0,,0
Parvesh Bhainswal,Parvesh Bhainswal,,,,Parvesh Bhainswal,,,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,23.0,23.0,,,,23.0,,,23.0,23.0,23,Defender - Left Cover,Defender - Left Cover,,,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,GUJ,GUJ,,,,GUJ,,,GUJ,GUJ,GUJ,Gujarat Giants,Gujarat Giants,,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,16.0,13.0,,,,1.0,,,9.0,21.0,48,46.0,2.43,,,,10.0,,,56.0,2.0,56,2.0,0.1056521739130434,,,,0.4347826086956521,,,2.4347826086956523,0.0869565217391304,2.4347826086956523,31.0,31.0,,,,31.0,,,31.0,31.0,31,0.0,0.0,,,,0.0,,,0.0,0.0,0
Vikash Kandola,Vikash Kandola,Vikash Kandola,Vikash Kandola,Vikash Kandola,,Vikash Kandola,Vikash Kandola,Vikash Kandola,,Vikash Kandola,22.0,22.0,22.0,22.0,22.0,,22.0,22.0,22.0,,22,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,86.0,138.0,10.0,8.0,6.0,,6.0,10.0,92.0,,10,6.0,0.27,4.0,174.0,8.0,,143.0,27.0,6.0,,180,0.2727272727272727,0.0122727272727272,0.1818181818181818,7.909090909090909,0.3636363636363636,,6.5,1.2272727272727273,0.2727272727272727,,8.181818181818182,28.0,28.0,28.0,28.0,28.0,,28.0,28.0,28.0,,28,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Sunil Kumar,Sunil Kumar,,Sunil Kumar,,Sunil Kumar,Sunil Kumar,,Sunil Kumar,Sunil Kumar,Sunil Kumar,23.0,23.0,,23.0,,23.0,23.0,,23.0,23.0,23,Defender,Defender,,Defender,,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,GUJ,GUJ,,GUJ,,GUJ,GUJ,,GUJ,GUJ,GUJ,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,28.0,38.0,,120.0,,23.0,104.0,,28.0,22.0,72,35.0,1.65,,1.0,,3.0,1.0,,38.0,2.0,39,1.5217391304347827,0.0717391304347826,,0.0434782608695652,,0.1304347826086956,0.0434782608695652,,1.6521739130434785,0.0869565217391304,1.6956521739130437,31.0,31.0,,31.0,,31.0,31.0,,31.0,31.0,31,9.0,9.0,,9.0,,9.0,9.0,,9.0,9.0,9
Amit Nagar,Amit Nagar,,Amit Nagar,,,Amit Nagar,Amit Nagar,Amit Nagar,,Amit Nagar,7.0,7.0,,7.0,,,7.0,7.0,7.0,,7,Raider,Raider,,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,JAI,JAI,,JAI,,,JAI,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,112.0,119.0,,74.0,,,68.0,74.0,121.0,,128,3.0,0.43,,6.0,,,5.0,1.0,3.0,,9,0.4285714285714285,0.0614285714285714,,0.8571428571428571,,,0.7142857142857143,0.1428571428571428,0.4285714285714285,,1.2857142857142858,3.0,3.0,,3.0,,,3.0,3.0,3.0,,3,8.0,8.0,,8.0,,,8.0,8.0,8.0,,8
,,,Athul MS,,,Athul MS,Athul MS,,,Athul MS,,,,13.0,,,13.0,13.0,,,13,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,,46.0,,,46.0,37.0,,,87,,,,27.0,,,19.0,6.0,,,27,,,,2.076923076923077,,,1.4615384615384617,0.4615384615384615,,,2.076923076923077,,,,29.0,,,29.0,29.0,,,29,,,,8.0,,,8.0,8.0,,,8
Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,,Monu Goyat,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,14,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,PAT,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,51.0,56.0,25.0,27.0,25.0,75.0,27.0,36.0,54.0,,26,15.0,1.14,2.0,77.0,2.0,1.0,61.0,7.0,16.0,,93,1.0714285714285714,0.0814285714285714,0.1428571428571428,5.5,0.1428571428571428,0.0714285714285714,4.357142857142857,0.5,1.1428571428571428,,6.642857142857143,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8
Ajay Kumar,Ajay Kumar,Ajay Kumar,Ajay Kumar,Ajay Kumar,,Ajay Kumar,Ajay Kumar,Ajay Kumar,,Ajay Kumar,17.0,17.0,17.0,17.0,17.0,,17.0,17.0,17.0,,17,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,139.0,159.0,26.0,26.0,26.0,,28.0,26.0,155.0,,31,1.0,0.06,2.0,78.0,2.0,,61.0,11.0,1.0,,79,0.0588235294117647,0.0035294117647058,0.1176470588235294,4.588235294117647,0.1176470588235294,,3.588235294117647,0.6470588235294118,0.0588235294117647,,4.647058823529412,31.0,31.0,31.0,31.0,31.0,,31.0,31.0,31.0,,31,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
Abozar Mighani,Abozar Mighani,,,,Abozar Mighani,,,Abozar Mighani,Abozar Mighani,Abozar Mighani,22.0,22.0,,,,22.0,,,22.0,22.0,22,Defender,Defender,,,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,KOL,KOL,,,,KOL,,,KOL,KOL,KOL,Bengal Warriors,Bengal Warriors,,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,23.0,26.0,,,,24.0,,,23.0,28.0,66,40.0,1.95,,,,3.0,,,43.0,1.0,43,1.818181818181818,0.0886363636363636,,,,0.1363636363636363,,,1.9545454545454544,0.0454545454545454,1.9545454545454544,4.0,4.0,,,,4.0,,,4.0,4.0,4,9.0,9.0,,,,9.0,,,9.0,9.0,9
